k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0]                                    |1607.3529257951240652|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.514746213031794, 9.52388408719793, 9.511586215930006, 9.507145169505522, 0.111034073723485, 0.1139151597812254, 0.1208186598768401, 0.128398261936469]|1564.3730893935180575|      2.00000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       2|[8.605067132439233, 8.339473131238934, 8.673448931075736, 8.835087654798306, 0.744447574180745, 0.288937723453241, 0.4543298496003084, 0.3975524414927984]|1460.5594873844665926|      4.00000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       3|[6.612878466612583, 6.021353048478597, 7.0045087465949845, 7.290844173587063, 0.9238169494282354, 1.2419574679492273, 1.0717989868688216, 0.8046963857704696]|728.1322137912876542|      8.00000000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       4|[2.568711568909965, 1.9608688063548323, 3.4045668105791433, 3.3057271011031566, 1.2217522988356257, 0.994258731129928, 2.1958372176774077, 1.7548856921379645]|126.4334075725138860|     16.00000000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       5|[2.568711568909965, 1.9608688063548323, 3.4045668105791433, 3.3057271011031566, 1.2217522988356257, 0.994258731129928, 2.1958372176774077, 1.7548856921379645]|126.4334075725138860|      8.00000000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=0
       6|[2.568711568909965, 1.9608688063548323, 3.4045668105791433, 3.3057271011031566, 1.2217522988356257, 0.994258731129928, 2.1958372176774077, 1.7548856921379645]|126.4334075725138860|      4.00000000|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       7|[1.2066565440868167, 2.0058763220294367, 0.9543267911533544, 3.15729804795011, -0.1605583510778668, -0.6501684769882952, 0.7917730644676066, 0.5176495084290076]| 70.8076080515230615|      8.00000000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       8|[1.2066565440868167, 2.0058763220294367, 0.9543267911533544, 3.15729804795011, -0.1605583510778668, -0.6501684769882952, 0.7917730644676066, 0.5176495084290076]| 70.8076080515230615|      4.00000000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       9|[0.2143282604298024, 0.7223644454658791, -2.1098914785017566, 2.1731677179570847, 0.0614057346079292, -1.5218909989099099, -0.4098399480980641, -0.3523468634872325]| 12.7742888005168815|      8.00000000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
      10|[0.2143282604298024, 0.7223644454658791, -2.1098914785017566, 2.1731677179570847, 0.0614057346079292, -1.5218909989099099, -0.4098399480980641, -0.3523468634872325]| 12.7742888005168815|      4.00000000|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      11|[0.2143282604298024, 0.7223644454658791, -2.1098914785017566, 2.1731677179570847, 0.0614057346079292, -1.5218909989099099, -0.4098399480980641, -0.3523468634872325]| 12.7742888005168815|      2.00000000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[0.2143282604298024, 0.7223644454658791, -2.1098914785017566, 2.1731677179570847, 0.0614057346079292, -1.5218909989099099, -0.4098399480980641, -0.3523468634872325]| 12.7742888005168815|      1.00000000|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      13|[0.0218301648617825, 0.589637786549692, -1.8059849722387342, 2.1140680774331804, 0.8257030247363278, -1.1336915127166842, -0.4379694585825503, -0.014951358155307]|  7.6357992194431308|      2.00000000|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      14|[0.0218301648617825, 0.589637786549692, -1.8059849722387342, 2.1140680774331804, 0.8257030247363278, -1.1336915127166842, -0.4379694585825503, -0.014951358155307]|  7.6357992194431308|      1.00000000|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[0.0218301648617825, 0.589637786549692, -1.8059849722387342, 2.1140680774331804, 0.8257030247363278, -1.1336915127166842, -0.4379694585825503, -0.014951358155307]|  7.6357992194431308|      0.50000000|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      16|[0.2802243844658158, 0.7245830017490962, -1.665624113842104, 2.0419195158415016, 0.5806586182549682, -1.4139104328608465, -0.477291523187076, -0.0149906149665111]|  6.0720952748327770|      1.00000000|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      17|[0.2802243844658158, 0.7245830017490962, -1.665624113842104, 2.0419195158415016, 0.5806586182549682, -1.4139104328608465, -0.477291523187076, -0.0149906149665111]|  6.0720952748327770|      0.50000000|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      18|[0.2802243844658158, 0.7245830017490962, -1.665624113842104, 2.0419195158415016, 0.5806586182549682, -1.4139104328608465, -0.477291523187076, -0.0149906149665111]|  6.0720952748327770|      0.25000000|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      19|[0.1799777784360322, 0.5905362715698268, -1.5853621542867784, 1.9675109562493365, 0.7019984391739961, -1.3437590820235583, -0.4793608346504508, 0.0384381226250088]|  5.2945224663873054|      0.50000000|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      20|[0.4175990221804926, 0.5507105792379525, -1.2860426560225624, 1.707740045730075, 0.6168781600270735, -1.4849551111066093, -0.4361644428042769, 0.1147877260232887]|  4.7285649295356631|      1.00000000|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      21|[0.4175990221804926, 0.5507105792379525, -1.2860426560225624, 1.707740045730075, 0.6168781600270735, -1.4849551111066093, -0.4361644428042769, 0.1147877260232887]|  4.7285649295356631|      0.50000000|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      22|[0.4175990221804926, 0.5507105792379525, -1.2860426560225624, 1.707740045730075, 0.6168781600270735, -1.4849551111066093, -0.4361644428042769, 0.1147877260232887]|  4.7285649295356631|      0.25000000|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      23|[0.3103394777736732, 0.4185949696949469, -1.2614129809598333, 1.6270238736558291, 0.7207928932910063, -1.3695196153616065, -0.3967207021710794, 0.1419851593279015]|  3.9619603279273568|      0.50000000|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      24|[0.5117682771987833, 0.4680527332999066, -1.002474047898052, 1.330041221286793, 0.5397153111689306, -1.404127378642671, -0.285116689024409, 0.0692523762029867]|  3.6540729505959062|      1.00000000|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      25|[0.5117682771987833, 0.4680527332999066, -1.002474047898052, 1.330041221286793, 0.5397153111689306, -1.404127378642671, -0.285116689024409, 0.0692523762029867]|  3.6540729505959062|      0.50000000|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      26|[0.5117682771987833, 0.4680527332999066, -1.002474047898052, 1.330041221286793, 0.5397153111689306, -1.404127378642671, -0.285116689024409, 0.0692523762029867]|  3.6540729505959062|      0.25000000|[442, 0, 26, 52]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      27|[0.3895132832573041, 0.3361342164607515, -0.9659446604274219, 1.2777976567433809, 0.643866142047351, -1.286723711682411, -0.2530054717699886, 0.0898748960345636]|  2.7367348422446955|      0.50000000|[459, 0, 27, 54]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
