k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.50000000|[13, 0, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=0
       2|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.25000000|[26, 0, 2, 8]                                                              |  | used linear model with 13 points | iterate failure | actual_k=0
       3|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.12500000|[39, 0, 3, 12]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       4|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.06250000|[52, 0, 4, 16]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       5|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.03125000|[65, 0, 5, 20]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       6|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.01562500|[78, 0, 6, 24]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       7|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00781250|[91, 0, 7, 28]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       8|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00390625|[104, 0, 8, 32]                                                            |  | used linear model with 13 points | iterate failure | actual_k=0
       9|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00195312|[117, 0, 9, 36]                                                            |  | used linear model with 13 points | iterate failure | actual_k=0
      10|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00097656|[130, 0, 10, 40]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      11|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00048828|[143, 0, 11, 44]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      12|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00024414|[156, 0, 12, 48]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      13|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00012207|[169, 0, 13, 52]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      14|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00006104|[182, 0, 14, 56]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      15|[-1.19741571296e-05, 5.7593394491e-06, 0.0100047576841596, 0.0003974649567879, 2.27887898906e-05, 0.0979920970750097, 0.0001537908045209, 5.77757931679e-05]|  1.1174686322167089|      0.00012207|[195, 0, 15, 60]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      16|[-1.19741571296e-05, 5.7593394491e-06, 0.0100047576841596, 0.0003974649567879, 2.27887898906e-05, 0.0979920970750097, 0.0001537908045209, 5.77757931679e-05]|  1.1174686322167089|      0.00006104|[208, 0, 16, 64]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      17|[-1.19741571296e-05, 5.7593394491e-06, 0.0100047576841596, 0.0003974649567879, 2.27887898906e-05, 0.0979920970750097, 0.0001537908045209, 5.77757931679e-05]|  1.1174686322167089|      0.00003052|[221, 0, 17, 68]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      18|[-1.62348519633e-05, 7.4182001663e-06, 0.0100104553165795, 0.0003990104022545, 2.33332273544e-05, 0.0979920762797466, 0.0001669614562467, 3.12842302296e-05]|  0.8270888223766714|      0.00006104|[234, 0, 18, 72]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      19|[-1.62348519633e-05, 7.4182001663e-06, 0.0100104553165795, 0.0003990104022545, 2.33332273544e-05, 0.0979920762797466, 0.0001669614562467, 3.12842302296e-05]|  0.8270888223766714|      0.00003052|[247, 0, 19, 76]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      20|[-1.62348519633e-05, 7.4182001663e-06, 0.0100104553165795, 0.0003990104022545, 2.33332273544e-05, 0.0979920762797466, 0.0001669614562467, 3.12842302296e-05]|  0.8270888223766714|      0.00001526|[260, 0, 20, 80]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
