k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.00335429914429, 149.94193567561047, -100.05765824101748, 100.00118573426708, 200.00004975986238]|84511.8125000000000000|      2.00000000|[23, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | iterate success | actual_k=4
       2|[47.01039118566773, 149.8222417820755, -100.17496129218334, 99.99949835386057, 200.00297330339444]|78035.8437500000000000|      4.00000000|[45, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       3|[43.02533812001083, 149.57596757257895, -100.41542062953218, 99.984413624575, 200.02852395230042]|65876.5468750000000000|      8.00000000|[67, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[35.05776407407027, 149.0084204377339, -100.82909993054177, 100.04612115176093, 200.17245341137115]|44731.7343750000000000|     16.00000000|[89, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       5|[19.235068249867528, 148.19782590739234, -102.99845380208467, 100.1182677206384, 199.64906826183167]|15128.8076171875000000|     32.00000000|[112, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       6|[-12.040128651280458, 143.0215152447336, -106.93007001504118, 100.13382751457696, 197.74906337633828]|5671.8115234375000000|     64.00000000|[134, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       7|[-12.040128651280458, 143.0215152447336, -106.93007001504118, 100.13382751457696, 197.74906337633828]|5671.8115234375000000|     32.00000000|[156, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[-12.040128651280458, 143.0215152447336, -106.93007001504118, 100.13382751457696, 197.74906337633828]|5671.8115234375000000|     16.00000000|[179, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[3.9080311805807053, 142.47594843841705, -105.9406377378808, 99.52827867769254, 197.63553270948182]|1914.3374023437500000|     32.00000000|[202, 72, 0, 18]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      10|[3.9080311805807053, 142.47594843841705, -105.9406377378808, 99.52827867769254, 197.63553270948182]|1914.3374023437500000|     16.00000000|[225, 80, 0, 20]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      11|[3.9080311805807053, 142.47594843841705, -105.9406377378808, 99.52827867769254, 197.63553270948182]|1914.3374023437500000|      8.00000000|[248, 88, 0, 22]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[-3.2199441249395635, 139.73118118722618, -108.11904611739598, 99.82390480996543, 196.72703785387793]|1232.8229980468750000|     16.00000000|[272, 96, 0, 24]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      13|[-3.2199441249395635, 139.73118118722618, -108.11904611739598, 99.82390480996543, 196.72703785387793]|1232.8229980468750000|      8.00000000|[294, 104, 0, 26]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      14|[-3.2199441249395635, 139.73118118722618, -108.11904611739598, 99.82390480996543, 196.72703785387793]|1232.8229980468750000|      4.00000000|[317, 112, 0, 28]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[0.2317977529059156, 138.17818929060178, -109.24124704957187, 99.2260189740794, 196.96555781701963]|808.3140869140625000|      8.00000000|[340, 120, 0, 30]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      16|[0.7911313047846025, 131.9926072192683, -113.90285468367887, 97.56931726438222, 197.94048044331498]|327.3256835937500000|     16.00000000|[364, 128, 0, 32]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      17|[0.7911313047846025, 131.9926072192683, -113.90285468367887, 97.56931726438222, 197.94048044331498]|327.3256835937500000|      8.00000000|[387, 136, 0, 34]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      18|[0.7911313047846025, 131.9926072192683, -113.90285468367887, 97.56931726438222, 197.94048044331498]|327.3256835937500000|      4.00000000|[410, 144, 0, 36]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      19|[-1.232454369101652, 130.09663224108473, -116.5990313175818, 98.00187933956876, 197.01641252781835]|241.8218994140625000|      8.00000000|[434, 152, 0, 38]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      20|[-1.232454369101652, 130.09663224108473, -116.5990313175818, 98.00187933956876, 197.01641252781835]|241.8218994140625000|      4.00000000|[457, 160, 0, 40]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      21|[1.6219917291738981, 128.41432633839884, -117.94173213480626, 96.2752810567471, 196.52856295365658]|159.5554962158203125|      8.00000000|[480, 168, 0, 42]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      22|[1.6219917291738981, 128.41432633839884, -117.94173213480626, 96.2752810567471, 196.52856295365658]|159.5554962158203125|      4.00000000|[503, 176, 0, 44]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      23|[1.6219917291738981, 128.41432633839884, -117.94173213480626, 96.2752810567471, 196.52856295365658]|159.5554962158203125|      2.00000000|[525, 184, 0, 46]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      24|[-0.1831498176822055, 127.96867812171322, -118.65859948699584, 96.11469593373715, 196.47221332711413]| 90.5501022338867188|      4.00000000|[548, 192, 0, 48]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      25|[-0.1831498176822055, 127.96867812171322, -118.65859948699584, 96.11469593373715, 196.47221332711413]| 90.5501022338867188|      2.00000000|[571, 200, 0, 50]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
