k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[55, 20, 0, 5]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[112, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 47 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[168, 60, 0, 15]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 47 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[119.99980296922101, 0.0210526073647316, 0.874609338484144, 110.02885023843356, 0.1737317506011763, 0.7887370191329949, 99.96497701704472, 0.2915222853048002, 0.6824922172458088, 88.00021711022471, 0.32578241640715, 0.6868168683382141, 85.99931773561636, 0.3430208405117104, 0.6263498161567878, 83.98744457718793, 0.4555920026798578, 0.5054795008841834, 79.97004075055445, 0.6441447917777811, 0.3542941523621284, 75.9921216639632, 0.8858460181596423, 0.1256563863568296, 886.3811172790597, 910.0246051803647, 922.5194843060033, 926.4807473141727, 935.5857455688372, 952.8092467528468, 975.7217693255917]|1634.5750732421875000|      0.25000000|[192, 68, 0, 17]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       5|[119.99980296922101, 0.0210526073647316, 0.874609338484144, 110.02885023843356, 0.1737317506011763, 0.7887370191329949, 99.96497701704472, 0.2915222853048002, 0.6824922172458088, 88.00021711022471, 0.32578241640715, 0.6868168683382141, 85.99931773561636, 0.3430208405117104, 0.6263498161567878, 83.98744457718793, 0.4555920026798578, 0.5054795008841834, 79.97004075055445, 0.6441447917777811, 0.3542941523621284, 75.9921216639632, 0.8858460181596423, 0.1256563863568296, 886.3811172790597, 910.0246051803647, 922.5194843060033, 926.4807473141727, 935.5857455688372, 952.8092467528468, 975.7217693255917]|1634.5750732421875000|      0.12500000|[248, 88, 0, 22]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[119.9952014190548, -0.0304289178223026, 0.9072610460521643, 110.03773724575994, 0.1471519065088482, 0.7638860960636094, 99.98957852848437, 0.2529048367477978, 0.6672280141955002, 87.99494029579608, 0.344086233812809, 0.6816728026034085, 86.02340891908612, 0.3041115293304192, 0.640676033472939, 84.00687552101193, 0.4582004444763558, 0.4775624127417638, 79.97215758829567, 0.6035432006301152, 0.3487472815908251, 75.9907786415634, 0.887357766447144, 0.1470801789969828, 886.3631409092372, 910.0056877528932, 922.5361939468994, 926.4759022379588, 935.5872323217417, 952.830946075428, 975.6953389808158]|979.9140014648437500|      0.25000000|[272, 96, 0, 24]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       7|[119.9952014190548, -0.0304289178223026, 0.9072610460521643, 110.03773724575994, 0.1471519065088482, 0.7638860960636094, 99.98957852848437, 0.2529048367477978, 0.6672280141955002, 87.99494029579608, 0.344086233812809, 0.6816728026034085, 86.02340891908612, 0.3041115293304192, 0.640676033472939, 84.00687552101193, 0.4582004444763558, 0.4775624127417638, 79.97215758829567, 0.6035432006301152, 0.3487472815908251, 75.9907786415634, 0.887357766447144, 0.1470801789969828, 886.3631409092372, 910.0056877528932, 922.5361939468994, 926.4759022379588, 935.5872323217417, 952.830946075428, 975.6953389808158]|979.9140014648437500|      0.12500000|[330, 116, 0, 29]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 47 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[119.95688079381586, -0.0229875771243394, 0.8918851156448295, 110.0187825373924, 0.1064934900363971, 0.7368478773689456, 100.0106591903941, 0.2529078294727823, 0.6634194607366082, 87.97575517533055, 0.3651957381726298, 0.6896527935442252, 85.9714346280767, 0.2858256275241767, 0.6465458559216807, 83.9846885440662, 0.4511126789185438, 0.4935532213806109, 79.97127883417673, 0.5905145625840424, 0.3988370109557953, 76.01414245549695, 0.9129906416703104, 0.1185033718059696, 886.3713178975895, 910.0018040601402, 922.5581377430485, 926.4749253510714, 935.5617510690905, 952.8317556245177, 975.6971386913315]|857.4379882812500000|      0.25000000|[353, 124, 0, 31]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
       9|[119.95688079381586, -0.0229875771243394, 0.8918851156448295, 110.0187825373924, 0.1064934900363971, 0.7368478773689456, 100.0106591903941, 0.2529078294727823, 0.6634194607366082, 87.97575517533055, 0.3651957381726298, 0.6896527935442252, 85.9714346280767, 0.2858256275241767, 0.6465458559216807, 83.9846885440662, 0.4511126789185438, 0.4935532213806109, 79.97127883417673, 0.5905145625840424, 0.3988370109557953, 76.01414245549695, 0.9129906416703104, 0.1185033718059696, 886.3713178975895, 910.0018040601402, 922.5581377430485, 926.4749253510714, 935.5617510690905, 952.8317556245177, 975.6971386913315]|857.4379882812500000|      0.12500000|[410, 144, 0, 36]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[119.95694854221765, -0.0538494343444017, 0.8763530618526496, 110.00552611882594, 0.0509890545612131, 0.7669321404060079, 100.02540049152044, 0.2579996697872266, 0.6459377736420538, 87.94345494225443, 0.3534833082263145, 0.675268944205241, 86.00378539044794, 0.3372651158897696, 0.6369919050758434, 83.99939618074437, 0.4274294061845141, 0.4696856578874294, 79.98445628111554, 0.5986941923755951, 0.403391632342482, 76.02139708463216, 0.9299633521412674, 0.1527657007058163, 886.3640783162359, 910.0036379523741, 922.5758470733285, 926.4589017840752, 935.5429548509641, 952.8116423553727, 975.7036881155245]|628.7269897460937500|      0.25000000|[433, 152, 0, 38]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
