k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  7.9524924420125593|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6672793395545253, 0.0569745697422963]                                        |  0.7262390851974487|      2.00000000|[5, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[0.6672793395545253, 0.0569745697422963]                                        |  0.7262390851974487|      1.00000000|[10, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.6672793395545253, 0.0569745697422963]                                        |  0.7262390851974487|      0.50000000|[15, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.1672815284605998, 0.0554950761522116]                                        |  0.0536687485873699|      1.00000000|[20, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.1672815284605998, 0.0554950761522116]                                        |  0.0536687485873699|      0.50000000|[24, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.1672815284605998, 0.0554950761522116]                                        |  0.0536687485873699|      0.25000000|[28, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.0667581562286034, -0.0323993263463453]                                      |  0.0108684087172151|      0.50000000|[33, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[-0.0667581562286034, -0.0323993263463453]                                      |  0.0108684087172151|      0.25000000|[38, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.0667581562286034, -0.0323993263463453]                                      |  0.0108684087172151|      0.12500000|[42, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.0582355735860228, -0.0336513275557014]                                       |  0.0017109287437052|      0.25000000|[47, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
