k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0]                                    |1607.3529257951240652|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.546549464310848, 9.45924723340686, 9.699133605375073, 9.448595539946039, 0.0571851617662849, 0.2679396630036521, 0.1767475711857434, -0.0331674760311313]|1566.3644039506968966|      2.00000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       2|[8.598984857557404, 8.349063044379822, 8.86417309830682, 8.605788486681575, 0.5218789625477548, 0.4470769562917537, 0.5300835657778825, 0.2655845643984442]|1459.7875972316483058|      4.00000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       3|[6.301432013970535, 6.438495914409959, 6.819857979600911, 7.195457605267305, 0.7581058276916036, 0.8729605420348554, 0.4944961184263537, 1.0806184571502857]|723.4380401588733775|      8.00000000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate success | actual_k=4
       4|[3.5522124981318566, 1.8887862227602916, 3.2193503079768426, 3.3764659657550258, 1.1148079815571545, 1.7029856723446222, 3.050988986857015, 1.9980862819253407]|126.8513287730151262|     16.00000000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate success | actual_k=4
       5|[3.5522124981318566, 1.8887862227602916, 3.2193503079768426, 3.3764659657550258, 1.1148079815571545, 1.7029856723446222, 3.050988986857015, 1.9980862819253407]|126.8513287730151262|      8.00000000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[3.5522124981318566, 1.8887862227602916, 3.2193503079768426, 3.3764659657550258, 1.1148079815571545, 1.7029856723446222, 3.050988986857015, 1.9980862819253407]|126.8513287730151262|      4.00000000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[1.2392661284186546, 1.851251743786075, 4.253860090472922, 1.8560736853008668, -0.1662649060542885, 0.1466221415125755, 1.3409475596728684, 1.4694936117048152]|107.4329462410345712|      8.00000000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       8|[1.2392661284186546, 1.851251743786075, 4.253860090472922, 1.8560736853008668, -0.1662649060542885, 0.1466221415125755, 1.3409475596728684, 1.4694936117048152]|107.4329462410345712|      4.00000000|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
       9|[0.8317241378734855, 0.8884790862211435, 1.6155764991411035, 3.050826179802071, 0.9104065495351601, -1.1526785520236038, 1.3373937730717984, -0.4466452557774889]| 58.8569584157904018|      8.00000000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
      10|[0.8317241378734855, 0.8884790862211435, 1.6155764991411035, 3.050826179802071, 0.9104065495351601, -1.1526785520236038, 1.3373937730717984, -0.4466452557774889]| 58.8569584157904018|      4.00000000|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[1.594421166165028, 1.7914989209734848, -0.9522233333350587, 1.1860590788215797, 1.0465373256165849, -2.6160895493049567, 0.5217241712351917, 0.859676245995519]| 37.3722708540376374|      8.00000000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      12|[1.594421166165028, 1.7914989209734848, -0.9522233333350587, 1.1860590788215797, 1.0465373256165849, -2.6160895493049567, 0.5217241712351917, 0.859676245995519]| 37.3722708540376374|      4.00000000|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      13|[-0.1019548502256178, 0.1007790085411953, -1.0991263037307177, 2.451557477896178, 1.3089409352300296, -0.8622263730740432, -1.1115531436468056, -0.8220554286074822]| 17.6542095660656031|      8.00000000|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      14|[-0.1019548502256178, 0.1007790085411953, -1.0991263037307177, 2.451557477896178, 1.3089409352300296, -0.8622263730740432, -1.1115531436468056, -0.8220554286074822]| 17.6542095660656031|      4.00000000|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      15|[-0.1019548502256178, 0.1007790085411953, -1.0991263037307177, 2.451557477896178, 1.3089409352300296, -0.8622263730740432, -1.1115531436468056, -0.8220554286074822]| 17.6542095660656031|      2.00000000|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      16|[-0.1019548502256178, 0.1007790085411953, -1.0991263037307177, 2.451557477896178, 1.3089409352300296, -0.8622263730740432, -1.1115531436468056, -0.8220554286074822]| 17.6542095660656031|      1.00000000|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      17|[0.5022688092169493, 0.6438725900881099, -1.236624775403102, 2.4395715188794034, 0.784309185930655, -1.0746191647598922, -1.104114557370622, -0.8446194536864867]|  7.6725705213055893|      2.00000000|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      18|[0.5022688092169493, 0.6438725900881099, -1.236624775403102, 2.4395715188794034, 0.784309185930655, -1.0746191647598922, -1.104114557370622, -0.8446194536864867]|  7.6725705213055893|      1.00000000|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      19|[0.5022688092169493, 0.6438725900881099, -1.236624775403102, 2.4395715188794034, 0.784309185930655, -1.0746191647598922, -1.104114557370622, -0.8446194536864867]|  7.6725705213055893|      0.50000000|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      20|[0.3897056529937946, 0.4713393752238372, -1.571819812260314, 2.530553874517435, 0.7175019292476643, -0.9415214508933731, -0.8958971743241146, -0.6983469878093074]|  6.2549956531717967|      1.00000000|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      21|[0.3897056529937946, 0.4713393752238372, -1.571819812260314, 2.530553874517435, 0.7175019292476643, -0.9415214508933731, -0.8958971743241146, -0.6983469878093074]|  6.2549956531717967|      0.50000000|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      22|[0.3897056529937946, 0.4713393752238372, -1.571819812260314, 2.530553874517435, 0.7175019292476643, -0.9415214508933731, -0.8958971743241146, -0.6983469878093074]|  6.2549956531717967|      0.25000000|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      23|[0.4445071016993657, 0.4023534791156048, -1.453870622993385, 2.4059373558895554, 0.6881549439556438, -1.0302855793619832, -1.0122991004858994, -0.6435132852937862]|  5.6545418867286630|      0.50000000|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      24|[0.4445071016993657, 0.4023534791156048, -1.453870622993385, 2.4059373558895554, 0.6881549439556438, -1.0302855793619832, -1.0122991004858994, -0.6435132852937862]|  5.6545418867286630|      0.25000000|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      25|[0.420443539265612, 0.1826574293138662, -1.4996468175919206, 2.417947854539292, 0.6277212087322036, -1.0883575132382062, -1.0171001417979382, -0.5774281679078773]|  5.4097131294251461|      0.50000000|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
