k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.1004496131862, 150.02217386022176, -100.27458932569537, 99.82709106893111, 199.70841703534538]|84805.0000000000000000|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[47.69899185094443, 151.1140391752278, -99.78756464889948, 100.57398528696716, 199.929102933842]|80554.5973360756179318|      4.00000000|[13, 4, 1, 5]                                                              |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       3|[43.85846175700546, 151.46702495075687, -99.6759638928426, 100.9326062353696, 200.92140627780375]|68804.2968750000000000|      8.00000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[39.168348319835566, 147.84942286584908, -103.33997372663941, 104.24668950881676, 198.79827766741596]|54403.8320312500000000|     16.00000000|[26, 8, 1, 9]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[24.96880681322898, 146.5176602071616, -100.41170219021659, 105.01020465483174, 205.38930942684968]|23898.8437500000000000|     32.00000000|[32, 10, 1, 11]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[7.4492935661707875, 164.6979264873164, -88.99000132771802, 89.53797314836899, 209.4757963272128]|8267.4912109375000000|     64.00000000|[38, 12, 1, 13]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[7.4492935661707875, 164.6979264873164, -88.99000132771802, 89.53797314836899, 209.4757963272128]|8267.4912109375000000|     32.00000000|[47, 15, 1, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[7.4492935661707875, 164.6979264873164, -88.99000132771802, 89.53797314836899, 209.4757963272128]|8267.4912109375000000|     16.00000000|[56, 18, 1, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-7.190601789578544, 167.88808504166428, -89.83100710923854, 87.41176656040567, 214.60105799776005]|6858.0732421875000000|     32.00000000|[62, 20, 1, 21]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[-7.190601789578544, 167.88808504166428, -89.83100710923854, 87.41176656040567, 214.60105799776005]|6858.0732421875000000|     16.00000000|[71, 23, 1, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[-0.5925974779558105, 160.68651833001041, -102.05997298257539, 84.31981477931915, 215.82417036120245]|3319.0680140709541774|     32.00000000|[77, 25, 2, 27]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
      12|[-0.5925974779558105, 160.68651833001041, -102.05997298257539, 84.31981477931915, 215.82417036120245]|3319.0680140709541774|     16.00000000|[87, 28, 2, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[-0.5925974779558105, 160.68651833001041, -102.05997298257539, 84.31981477931915, 215.82417036120245]|3319.0680140709541774|      8.00000000|[96, 31, 2, 33]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[1.969440694731769, 155.6672348660492, -104.97812326033136, 79.77827880372097, 214.06303327145687]|2743.8833007812500000|     16.00000000|[102, 33, 2, 35]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[-1.922734450847475, 150.78754972242396, -117.16383842885068, 82.35834986895696, 221.93013087255912]|1160.6072998046875000|     32.00000000|[108, 35, 2, 37]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[-1.922734450847475, 150.78754972242396, -117.16383842885068, 82.35834986895696, 221.93013087255912]|1160.6072998046875000|     16.00000000|[117, 38, 2, 40]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[-1.922734450847475, 150.78754972242396, -117.16383842885068, 82.35834986895696, 221.93013087255912]|1160.6072998046875000|      8.00000000|[127, 41, 3, 44]                                                           |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[-3.5144801126193856, 145.60181497288661, -122.10453746905719, 83.08447961126792, 218.82582266506668]|915.1893920898437500|     16.00000000|[133, 43, 3, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[-3.5144801126193856, 145.60181497288661, -122.10453746905719, 83.08447961126792, 218.82582266506668]|915.1893920898437500|      8.00000000|[143, 46, 4, 50]                                                           |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
