k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[46, 3, 1, 4]                                                              |  | used linear model with 49 points | iterate failure | actual_k=1
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[92, 6, 2, 8]                                                              |  | used linear model with 49 points | iterate failure | actual_k=1
       3|[100.01987000695738, 0.1026845368135867, 0.2867836641583776, 0.9301314137222532, 100.06432112802395, 0.0429942262361895, 0.2216505702617635, 0.8043378448609249, 100.00705632096941, 0.0218420693447985, 0.2334984207068172, 0.7764702961543639, 99.98905135522342, 0.2101625107877087, 0.3677283813411438, 0.6494353953152656, 99.99837595103345, 0.2176376528851006, 0.4702449477760136, 0.2723549360357359, 99.97634735430599, 0.5938726033237232, 0.6173527884432639, -0.0017855196482057, 299.9994459611822, 299.9880073714632, 300.0268938528912, 299.9863420436099, 299.966058576157]|493.1619653082679520|      0.50000000|[138, 9, 3, 12]                                                            |  | used linear model with 49 points | iterate success | actual_k=1
       4|[100.01987000695738, 0.1026845368135867, 0.2867836641583776, 0.9301314137222532, 100.06432112802395, 0.0429942262361895, 0.2216505702617635, 0.8043378448609249, 100.00705632096941, 0.0218420693447985, 0.2334984207068172, 0.7764702961543639, 99.98905135522342, 0.2101625107877087, 0.3677283813411438, 0.6494353953152656, 99.99837595103345, 0.2176376528851006, 0.4702449477760136, 0.2723549360357359, 99.97634735430599, 0.5938726033237232, 0.6173527884432639, -0.0017855196482057, 299.9994459611822, 299.9880073714632, 300.0268938528912, 299.9863420436099, 299.966058576157]|493.1619653082679520|      0.25000000|[184, 12, 4, 16]                                                           |  | used linear model with 49 points | iterate failure | actual_k=1
       5|[100.01987000695738, 0.1026845368135867, 0.2867836641583776, 0.9301314137222532, 100.06432112802395, 0.0429942262361895, 0.2216505702617635, 0.8043378448609249, 100.00705632096941, 0.0218420693447985, 0.2334984207068172, 0.7764702961543639, 99.98905135522342, 0.2101625107877087, 0.3677283813411438, 0.6494353953152656, 99.99837595103345, 0.2176376528851006, 0.4702449477760136, 0.2723549360357359, 99.97634735430599, 0.5938726033237232, 0.6173527884432639, -0.0017855196482057, 299.9994459611822, 299.9880073714632, 300.0268938528912, 299.9863420436099, 299.966058576157]|493.1619653082679520|      0.12500000|[230, 15, 5, 20]                                                           |  | used linear model with 49 points | iterate failure | actual_k=1
       6|[100.02302831568355, 0.1110108473945071, 0.2908222235688465, 0.9607656881119102, 100.08261435151482, 0.0615218438600951, 0.2327874473430918, 0.7974039000053357, 100.03614223996357, 0.043076728685576, 0.2508080861918315, 0.7633922913903541, 99.97602113695925, 0.1197803758817925, 0.3468399069172656, 0.6445683255243503, 99.98587843577334, 0.2268171176826554, 0.4998621807439099, 0.3090604527739257, 99.98477850552067, 0.5943846466783275, 0.6209388635198336, 0.0021584474733015, 300.0053315930375, 299.9910777768233, 300.0481619628003, 299.9967380524123, 299.9637248929315]|259.6131057691977162|      0.25000000|[276, 18, 6, 24]                                                           |  | used linear model with 49 points | iterate success | actual_k=1
       7|[100.02302831568355, 0.1110108473945071, 0.2908222235688465, 0.9607656881119102, 100.08261435151482, 0.0615218438600951, 0.2327874473430918, 0.7974039000053357, 100.03614223996357, 0.043076728685576, 0.2508080861918315, 0.7633922913903541, 99.97602113695925, 0.1197803758817925, 0.3468399069172656, 0.6445683255243503, 99.98587843577334, 0.2268171176826554, 0.4998621807439099, 0.3090604527739257, 99.98477850552067, 0.5943846466783275, 0.6209388635198336, 0.0021584474733015, 300.0053315930375, 299.9910777768233, 300.0481619628003, 299.9967380524123, 299.9637248929315]|259.6131057691977162|      0.12500000|[322, 21, 7, 28]                                                           |  | used linear model with 49 points | iterate failure | actual_k=1
       8|[100.04068060886418, 0.1789193582320619, 0.3193658941586154, 0.9695999109489338, 100.09182066400179, 0.0920899576047145, 0.2265049187681718, 0.7945852519685686, 100.0398041626379, 0.1069854555258135, 0.2664201159929361, 0.7550158479268134, 99.97197212991702, 0.0901038768086594, 0.3141367650998795, 0.6258846035172522, 99.98368774269407, 0.1968546288997172, 0.4779261321777086, 0.3110381171593866, 99.98404054552708, 0.5867382470092958, 0.6350279456702956, -0.0090648142349942, 300.0125549074259, 299.989128748231, 300.0513322464516, 299.98365273326493, 299.96632982516815]|198.5458370802571721|      0.25000000|[368, 24, 8, 32]                                                           |  | used linear model with 49 points | iterate success | actual_k=1
       9|[100.04068060886418, 0.1789193582320619, 0.3193658941586154, 0.9695999109489338, 100.09182066400179, 0.0920899576047145, 0.2265049187681718, 0.7945852519685686, 100.0398041626379, 0.1069854555258135, 0.2664201159929361, 0.7550158479268134, 99.97197212991702, 0.0901038768086594, 0.3141367650998795, 0.6258846035172522, 99.98368774269407, 0.1968546288997172, 0.4779261321777086, 0.3110381171593866, 99.98404054552708, 0.5867382470092958, 0.6350279456702956, -0.0090648142349942, 300.0125549074259, 299.989128748231, 300.0513322464516, 299.98365273326493, 299.96632982516815]|198.5458370802571721|      0.12500000|[414, 27, 9, 36]                                                           |  | used linear model with 49 points | iterate failure | actual_k=1
      10|[100.04068060886418, 0.1789193582320619, 0.3193658941586154, 0.9695999109489338, 100.09182066400179, 0.0920899576047145, 0.2265049187681718, 0.7945852519685686, 100.0398041626379, 0.1069854555258135, 0.2664201159929361, 0.7550158479268134, 99.97197212991702, 0.0901038768086594, 0.3141367650998795, 0.6258846035172522, 99.98368774269407, 0.1968546288997172, 0.4779261321777086, 0.3110381171593866, 99.98404054552708, 0.5867382470092958, 0.6350279456702956, -0.0090648142349942, 300.0125549074259, 299.989128748231, 300.0513322464516, 299.98365273326493, 299.96632982516815]|198.5458370802571721|      0.06250000|[460, 30, 10, 40]                                                          |  | used linear model with 49 points | iterate failure | actual_k=1
      11|[100.0383082931024, 0.1718798162564087, 0.3133126001822099, 0.9644303109504159, 100.09502612505604, 0.1320081747997823, 0.2454509913407545, 0.8000523540197857, 100.04038385259244, 0.0833858091990967, 0.2503193030782775, 0.7459083939130656, 99.97404560987904, 0.1047759496721311, 0.3222142450770007, 0.6307035550670267, 99.97771510069235, 0.1784383224658961, 0.4672178004287769, 0.305352016371448, 99.98155615860496, 0.5880652752774429, 0.6322768887110911, -0.0092942889881286, 300.01697166799795, 299.9914308679234, 300.0471544701374, 299.98096075820206, 299.9654786357028]|130.5733424523081680|      0.12500000|[506, 33, 11, 44]                                                          |  | used linear model with 49 points | iterate success | actual_k=1
