k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[97, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[193, 64, 0, 4]                                                            |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       3|[100.0011614890564, 0.0981168529394305, 0.2720727055355457, 0.8995671464987391, 99.99281604602106, 0.0441126658340067, 0.1883931475707168, 0.8308840911414419, 100.02423257006639, -0.0267343836336394, 0.2844911109503569, 0.84693669364729, 100.01089370605247, 0.1373115096204353, 0.3210883488674601, 0.6425956602343647, 100.00552235642458, 0.2630285144783923, 0.4642003094876944, 0.1903180100204716, 100.03215814637332, 0.637363217178439, 0.6939164270413477, 0.0507156789175359, 300.0125161732208, 299.9962808054893, 300.04212282633966, 299.9797851691915, 299.968110150712]|361.5281677246093750|      0.50000000|[289, 96, 0, 6]                                                            |  | trying linear partial model with 49 points | iterate success | actual_k=16
       4|[100.0011614890564, 0.0981168529394305, 0.2720727055355457, 0.8995671464987391, 99.99281604602106, 0.0441126658340067, 0.1883931475707168, 0.8308840911414419, 100.02423257006639, -0.0267343836336394, 0.2844911109503569, 0.84693669364729, 100.01089370605247, 0.1373115096204353, 0.3210883488674601, 0.6425956602343647, 100.00552235642458, 0.2630285144783923, 0.4642003094876944, 0.1903180100204716, 100.03215814637332, 0.637363217178439, 0.6939164270413477, 0.0507156789175359, 300.0125161732208, 299.9962808054893, 300.04212282633966, 299.9797851691915, 299.968110150712]|361.5281677246093750|      0.25000000|[385, 128, 0, 8]                                                           |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       5|[100.0011614890564, 0.0981168529394305, 0.2720727055355457, 0.8995671464987391, 99.99281604602106, 0.0441126658340067, 0.1883931475707168, 0.8308840911414419, 100.02423257006639, -0.0267343836336394, 0.2844911109503569, 0.84693669364729, 100.01089370605247, 0.1373115096204353, 0.3210883488674601, 0.6425956602343647, 100.00552235642458, 0.2630285144783923, 0.4642003094876944, 0.1903180100204716, 100.03215814637332, 0.637363217178439, 0.6939164270413477, 0.0507156789175359, 300.0125161732208, 299.9962808054893, 300.04212282633966, 299.9797851691915, 299.968110150712]|361.5281677246093750|      0.12500000|[481, 160, 0, 10]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       6|[99.99981764497728, 0.1183364874584184, 0.2769731201931723, 0.9037679079543119, 99.98765999406982, 0.0704675704353039, 0.1990414662585824, 0.8319000296388801, 100.01437759112177, 0.033866821602893, 0.3087100212354629, 0.8756556491156396, 100.0134679949381, 0.0599107490117531, 0.2956788537792263, 0.6238206226529597, 99.99505417736549, 0.2442636712676757, 0.4724220471100896, 0.1705370490874884, 100.03593857312043, 0.636857936192811, 0.6665570172936954, 0.0535262964519414, 299.9959952305602, 299.9896043206314, 300.0300339042982, 299.9814536689712, 299.969689135857]|302.5102844238281250|      0.25000000|[577, 192, 0, 12]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       7|[99.99981764497728, 0.1183364874584184, 0.2769731201931723, 0.9037679079543119, 99.98765999406982, 0.0704675704353039, 0.1990414662585824, 0.8319000296388801, 100.01437759112177, 0.033866821602893, 0.3087100212354629, 0.8756556491156396, 100.0134679949381, 0.0599107490117531, 0.2956788537792263, 0.6238206226529597, 99.99505417736549, 0.2442636712676757, 0.4724220471100896, 0.1705370490874884, 100.03593857312043, 0.636857936192811, 0.6665570172936954, 0.0535262964519414, 299.9959952305602, 299.9896043206314, 300.0300339042982, 299.9814536689712, 299.969689135857]|302.5102844238281250|      0.12500000|[673, 224, 1, 15]                                                          |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       8|[99.99981764497728, 0.1183364874584184, 0.2769731201931723, 0.9037679079543119, 99.98765999406982, 0.0704675704353039, 0.1990414662585824, 0.8319000296388801, 100.01437759112177, 0.033866821602893, 0.3087100212354629, 0.8756556491156396, 100.0134679949381, 0.0599107490117531, 0.2956788537792263, 0.6238206226529597, 99.99505417736549, 0.2442636712676757, 0.4724220471100896, 0.1705370490874884, 100.03593857312043, 0.636857936192811, 0.6665570172936954, 0.0535262964519414, 299.9959952305602, 299.9896043206314, 300.0300339042982, 299.9814536689712, 299.969689135857]|302.5102844238281250|      0.06250000|[770, 256, 1, 17]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       9|[99.9962654102641, 0.126647031621148, 0.2861825702674517, 0.9087625277119364, 99.98673772414848, 0.104847929011629, 0.2106128362817675, 0.8331984650768968, 100.01017327645685, 0.0104002162096177, 0.2882502313470866, 0.8638109795919553, 100.0133158945129, 0.0801933625597182, 0.3098059785572637, 0.6354056532818456, 99.99446250845465, 0.2332287172394281, 0.4573724572584432, 0.1636449864767038, 100.03366066636903, 0.6412884690384347, 0.6693599213501897, 0.0593669434926877, 299.98965489462336, 299.9903718516162, 300.0295233850159, 299.984272531724, 299.96622265475577]|218.1526336669921875|      0.12500000|[866, 288, 1, 19]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
      10|[100.00668072429264, 0.1961474712256613, 0.3168119837393272, 0.9264891217747078, 99.98987303550749, 0.1225666134965829, 0.2455017498756383, 0.8221589086205878, 100.03398658432879, 0.0050632469090635, 0.269031620852203, 0.8631958283613593, 100.03740465442998, 0.0869260599295377, 0.3144196800478601, 0.6002299051476551, 99.98609942498359, 0.2440172393637977, 0.4686398751751949, 0.164918632633896, 100.02041355945285, 0.6229492771970121, 0.7014522997478562, 0.0807432186763761, 300.0002670618499, 299.99023924392407, 300.02437020511513, 300.0241360247384, 299.93656557022547]|161.8753662109375000|      0.25000000|[962, 320, 1, 21]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
