k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.50000000|[115, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[4.062903817316408, 0.0275962823065922, 4.08082638521854, 0.1893000962175986, 0.0070450302810388, 0.2061682942505499, 1.1371609249227503, 0.0298578955369437, 1.1259274904284189, 0.1697740526309752, 0.1483208895435343, 0.2360526383712979, 0.3705008035502087, 0.0392008679696455, 0.2920599958104205, -0.0011388332210761, 0.0946280806114672, 0.073701187945612, 0.2941210003363154, 0.021318930801344, 0.2330024318627643, 1.3425071296051083, -0.009511779054499, 1.4223940251522018, 0.206925514064797, 0.1327221269568638, 0.2438325672067647, 1.2110788230560834, -0.0710960542249836, 1.0964013559039103, 0.0375583397770809, 0.0157716499601014, 0.089393991912896, 0.1323772367069724, 0.0222938657185807, 0.1723872800182474, 0.2404172990637534, 0.0855679067339544, 0.2559926717530653, -0.0241917389788031, -0.0140930678277471, 0.0937154014564276, 0.1221384601164296, 0.0286175999160941, 0.1702453108987755, 0.586235889683631, -0.0384738453097641, 0.4654670686823946, 0.037553427947221, -0.0201493355789759, 0.0546391841070067, 0.1743143939594346, 0.0167740780658643, 0.0659265617305058, 0.1376865755893118, 0.0229272474205852, 0.1046180651935325, 0.0130639439816129, 0.0281644110200617, 0.0103341273274428, 0.0231113088954049, 0.0654622195994669, 0.1021426502019612, 0.3166911359089907, -0.0553762828610933, 0.237089177292174, 0.3320821265656621, -0.0135444258154376, 0.337458914377132, 0.1934912015877987, -0.0254852443119331, 0.1160742043133768, 0.0309710387739522, 0.1296183809952911, 0.0614980054236642, 0.3026795595175263, 0.0448999394546777, 0.3436957092281523, -0.0130843905539592, 0.008176991840988, 0.0093682349340053, 0.2338136971242957, 0.0304152432346968, 0.3317605608064689, 0.0743778180157363, 0.0602047723797248, 0.0383457841604915, 0.070659025148578, -0.0718464550054994, 0.1562741713789152, 0.2318022712830939, 0.0371586077089378, 0.2783118585172037, 0.1553085358555025, 0.0471472493740166, 0.0829051843870746, 0.4206739158751458, 0.0362294594356694, 0.3826832380163014]|108698.3515625000000000|      1.00000000|[145, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[4.062903817316408, 0.0275962823065922, 4.08082638521854, 0.1893000962175986, 0.0070450302810388, 0.2061682942505499, 1.1371609249227503, 0.0298578955369437, 1.1259274904284189, 0.1697740526309752, 0.1483208895435343, 0.2360526383712979, 0.3705008035502087, 0.0392008679696455, 0.2920599958104205, -0.0011388332210761, 0.0946280806114672, 0.073701187945612, 0.2941210003363154, 0.021318930801344, 0.2330024318627643, 1.3425071296051083, -0.009511779054499, 1.4223940251522018, 0.206925514064797, 0.1327221269568638, 0.2438325672067647, 1.2110788230560834, -0.0710960542249836, 1.0964013559039103, 0.0375583397770809, 0.0157716499601014, 0.089393991912896, 0.1323772367069724, 0.0222938657185807, 0.1723872800182474, 0.2404172990637534, 0.0855679067339544, 0.2559926717530653, -0.0241917389788031, -0.0140930678277471, 0.0937154014564276, 0.1221384601164296, 0.0286175999160941, 0.1702453108987755, 0.586235889683631, -0.0384738453097641, 0.4654670686823946, 0.037553427947221, -0.0201493355789759, 0.0546391841070067, 0.1743143939594346, 0.0167740780658643, 0.0659265617305058, 0.1376865755893118, 0.0229272474205852, 0.1046180651935325, 0.0130639439816129, 0.0281644110200617, 0.0103341273274428, 0.0231113088954049, 0.0654622195994669, 0.1021426502019612, 0.3166911359089907, -0.0553762828610933, 0.237089177292174, 0.3320821265656621, -0.0135444258154376, 0.337458914377132, 0.1934912015877987, -0.0254852443119331, 0.1160742043133768, 0.0309710387739522, 0.1296183809952911, 0.0614980054236642, 0.3026795595175263, 0.0448999394546777, 0.3436957092281523, -0.0130843905539592, 0.008176991840988, 0.0093682349340053, 0.2338136971242957, 0.0304152432346968, 0.3317605608064689, 0.0743778180157363, 0.0602047723797248, 0.0383457841604915, 0.070659025148578, -0.0718464550054994, 0.1562741713789152, 0.2318022712830939, 0.0371586077089378, 0.2783118585172037, 0.1553085358555025, 0.0471472493740166, 0.0829051843870746, 0.4206739158751458, 0.0362294594356694, 0.3826832380163014]|108698.3515625000000000|      0.50000000|[259, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[4.062903817316408, 0.0275962823065922, 4.08082638521854, 0.1893000962175986, 0.0070450302810388, 0.2061682942505499, 1.1371609249227503, 0.0298578955369437, 1.1259274904284189, 0.1697740526309752, 0.1483208895435343, 0.2360526383712979, 0.3705008035502087, 0.0392008679696455, 0.2920599958104205, -0.0011388332210761, 0.0946280806114672, 0.073701187945612, 0.2941210003363154, 0.021318930801344, 0.2330024318627643, 1.3425071296051083, -0.009511779054499, 1.4223940251522018, 0.206925514064797, 0.1327221269568638, 0.2438325672067647, 1.2110788230560834, -0.0710960542249836, 1.0964013559039103, 0.0375583397770809, 0.0157716499601014, 0.089393991912896, 0.1323772367069724, 0.0222938657185807, 0.1723872800182474, 0.2404172990637534, 0.0855679067339544, 0.2559926717530653, -0.0241917389788031, -0.0140930678277471, 0.0937154014564276, 0.1221384601164296, 0.0286175999160941, 0.1702453108987755, 0.586235889683631, -0.0384738453097641, 0.4654670686823946, 0.037553427947221, -0.0201493355789759, 0.0546391841070067, 0.1743143939594346, 0.0167740780658643, 0.0659265617305058, 0.1376865755893118, 0.0229272474205852, 0.1046180651935325, 0.0130639439816129, 0.0281644110200617, 0.0103341273274428, 0.0231113088954049, 0.0654622195994669, 0.1021426502019612, 0.3166911359089907, -0.0553762828610933, 0.237089177292174, 0.3320821265656621, -0.0135444258154376, 0.337458914377132, 0.1934912015877987, -0.0254852443119331, 0.1160742043133768, 0.0309710387739522, 0.1296183809952911, 0.0614980054236642, 0.3026795595175263, 0.0448999394546777, 0.3436957092281523, -0.0130843905539592, 0.008176991840988, 0.0093682349340053, 0.2338136971242957, 0.0304152432346968, 0.3317605608064689, 0.0743778180157363, 0.0602047723797248, 0.0383457841604915, 0.070659025148578, -0.0718464550054994, 0.1562741713789152, 0.2318022712830939, 0.0371586077089378, 0.2783118585172037, 0.1553085358555025, 0.0471472493740166, 0.0829051843870746, 0.4206739158751458, 0.0362294594356694, 0.3826832380163014]|108698.3515625000000000|      0.25000000|[373, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[4.062903817316408, 0.0275962823065922, 4.08082638521854, 0.1893000962175986, 0.0070450302810388, 0.2061682942505499, 1.1371609249227503, 0.0298578955369437, 1.1259274904284189, 0.1697740526309752, 0.1483208895435343, 0.2360526383712979, 0.3705008035502087, 0.0392008679696455, 0.2920599958104205, -0.0011388332210761, 0.0946280806114672, 0.073701187945612, 0.2941210003363154, 0.021318930801344, 0.2330024318627643, 1.3425071296051083, -0.009511779054499, 1.4223940251522018, 0.206925514064797, 0.1327221269568638, 0.2438325672067647, 1.2110788230560834, -0.0710960542249836, 1.0964013559039103, 0.0375583397770809, 0.0157716499601014, 0.089393991912896, 0.1323772367069724, 0.0222938657185807, 0.1723872800182474, 0.2404172990637534, 0.0855679067339544, 0.2559926717530653, -0.0241917389788031, -0.0140930678277471, 0.0937154014564276, 0.1221384601164296, 0.0286175999160941, 0.1702453108987755, 0.586235889683631, -0.0384738453097641, 0.4654670686823946, 0.037553427947221, -0.0201493355789759, 0.0546391841070067, 0.1743143939594346, 0.0167740780658643, 0.0659265617305058, 0.1376865755893118, 0.0229272474205852, 0.1046180651935325, 0.0130639439816129, 0.0281644110200617, 0.0103341273274428, 0.0231113088954049, 0.0654622195994669, 0.1021426502019612, 0.3166911359089907, -0.0553762828610933, 0.237089177292174, 0.3320821265656621, -0.0135444258154376, 0.337458914377132, 0.1934912015877987, -0.0254852443119331, 0.1160742043133768, 0.0309710387739522, 0.1296183809952911, 0.0614980054236642, 0.3026795595175263, 0.0448999394546777, 0.3436957092281523, -0.0130843905539592, 0.008176991840988, 0.0093682349340053, 0.2338136971242957, 0.0304152432346968, 0.3317605608064689, 0.0743778180157363, 0.0602047723797248, 0.0383457841604915, 0.070659025148578, -0.0718464550054994, 0.1562741713789152, 0.2318022712830939, 0.0371586077089378, 0.2783118585172037, 0.1553085358555025, 0.0471472493740166, 0.0829051843870746, 0.4206739158751458, 0.0362294594356694, 0.3826832380163014]|108698.3515625000000000|      0.12500000|[487, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[4.062903817316408, 0.0275962823065922, 4.08082638521854, 0.1893000962175986, 0.0070450302810388, 0.2061682942505499, 1.1371609249227503, 0.0298578955369437, 1.1259274904284189, 0.1697740526309752, 0.1483208895435343, 0.2360526383712979, 0.3705008035502087, 0.0392008679696455, 0.2920599958104205, -0.0011388332210761, 0.0946280806114672, 0.073701187945612, 0.2941210003363154, 0.021318930801344, 0.2330024318627643, 1.3425071296051083, -0.009511779054499, 1.4223940251522018, 0.206925514064797, 0.1327221269568638, 0.2438325672067647, 1.2110788230560834, -0.0710960542249836, 1.0964013559039103, 0.0375583397770809, 0.0157716499601014, 0.089393991912896, 0.1323772367069724, 0.0222938657185807, 0.1723872800182474, 0.2404172990637534, 0.0855679067339544, 0.2559926717530653, -0.0241917389788031, -0.0140930678277471, 0.0937154014564276, 0.1221384601164296, 0.0286175999160941, 0.1702453108987755, 0.586235889683631, -0.0384738453097641, 0.4654670686823946, 0.037553427947221, -0.0201493355789759, 0.0546391841070067, 0.1743143939594346, 0.0167740780658643, 0.0659265617305058, 0.1376865755893118, 0.0229272474205852, 0.1046180651935325, 0.0130639439816129, 0.0281644110200617, 0.0103341273274428, 0.0231113088954049, 0.0654622195994669, 0.1021426502019612, 0.3166911359089907, -0.0553762828610933, 0.237089177292174, 0.3320821265656621, -0.0135444258154376, 0.337458914377132, 0.1934912015877987, -0.0254852443119331, 0.1160742043133768, 0.0309710387739522, 0.1296183809952911, 0.0614980054236642, 0.3026795595175263, 0.0448999394546777, 0.3436957092281523, -0.0130843905539592, 0.008176991840988, 0.0093682349340053, 0.2338136971242957, 0.0304152432346968, 0.3317605608064689, 0.0743778180157363, 0.0602047723797248, 0.0383457841604915, 0.070659025148578, -0.0718464550054994, 0.1562741713789152, 0.2318022712830939, 0.0371586077089378, 0.2783118585172037, 0.1553085358555025, 0.0471472493740166, 0.0829051843870746, 0.4206739158751458, 0.0362294594356694, 0.3826832380163014]|108698.3515625000000000|      0.06250000|[601, 0, 0, 42]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[4.057772472795196, 0.0548794730498845, 4.082535981521028, 0.1743759184942704, 0.0070091450953262, 0.2116082144796736, 1.1422009371698472, 0.0275542257079199, 1.1365559395842997, 0.1636772611777993, 0.1383308823668382, 0.2261454954036175, 0.3688306761543498, 0.0306174262303712, 0.2916306590821748, -0.0064076733842988, 0.095858658664511, 0.0765944288464693, 0.2929149844560155, 0.0191251160349601, 0.22637045815135, 1.3371543338623098, -0.0196629823569159, 1.4229707965367249, 0.203783798103145, 0.1336800434258555, 0.2386945085635598, 1.2112805533617903, -0.0685455606972155, 1.102706090173131, 0.0402873710297707, 0.0136537264814568, 0.0863782651033114, 0.1288210632744853, 0.0119729162189007, 0.1715747684243513, 0.2251474452808311, 0.0825067484974208, 0.2548482518280622, -0.0146483423403433, -0.0103321609780774, 0.0962512072827596, 0.125436807832623, 0.0313704126255308, 0.1746246832823771, 0.5909071615255242, -0.0314898389293002, 0.4640971539977047, 0.0256112179355796, -0.0222128137298548, 0.0548979468752564, 0.1747206968798979, 0.0089541751030817, 0.069403328583091, 0.1296400831724842, 0.020431893081455, 0.1165710532278999, 0.009972532600852, 0.0146240030140464, 0.0039119956987367, 0.0179333645925894, 0.0707363416324047, 0.0984699978342761, 0.3249370207570136, -0.0597339024114879, 0.2320260249188714, 0.3329164713214688, -0.0117508394035137, 0.3455611869614149, 0.1855226571548862, -0.0232385453255602, 0.1214408669765003, 0.0213078904599123, 0.133535433369977, 0.0629681819746766, 0.3009502623238352, 0.0470620200593391, 0.3481134276733669, -0.013138157928106, 0.0084176220958653, 0.0143354132886931, 0.2319004334923502, 0.0274497207259631, 0.3315147292546757, 0.0827466320691596, 0.0603965269580915, 0.0459327042639886, 0.0742825969511053, -0.0680446548336567, 0.1500093381788064, 0.2313000527065432, 0.0424653314620374, 0.2782604359675155, 0.1605183227776072, 0.045825667817044, 0.0761652797802418, 0.4254758140092395, 0.0344942473749116, 0.3820334642591984]|54191.8437500000000000|      0.12500000|[631, 0, 0, 44]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       8|[4.0495232701549195, 0.0951110478887732, 4.078208792171487, 0.1814482814992655, 0.0037663473391281, 0.213904626307246, 1.148814873710112, 0.019304257397873, 1.1386874256954282, 0.1459297435911344, 0.1471472838367466, 0.2335916303640731, 0.3814825008110434, 0.0441129583381833, 0.2992826823544638, 0.0079424777269214, 0.0900775255059437, 0.0769791340774889, 0.3055874670976825, -0.0103842471584831, 0.2424960354486585, 1.3321607394898969, -0.0214130189104822, 1.4082938327169432, 0.2017458246306849, 0.1498168643240209, 0.2381062316417663, 1.212091423634504, -0.0707719534311118, 1.1185280287089554, 0.0350804022758458, 0.0024356851224752, 0.073492404913841, 0.1208212603963138, 0.0253768821907886, 0.1784596888464036, 0.2116565597911352, 0.0565668094605076, 0.2569763766115023, -0.0089138587444865, -0.0033550882983631, 0.0783692784245032, 0.1355774038220899, 0.0386355015010502, 0.1612600895800499, 0.5822006286964606, -0.0206123809818163, 0.4655484281607931, 0.0303269725794705, -0.0078739949428138, 0.044119850894021, 0.1691265202757499, 0.0183407955697703, 0.0699906760362758, 0.131075744296528, 0.0109274951618187, 0.1232990891193281, -0.0065124610659058, -0.00484696833465, 0.0145593512850454, 0.0367834216977708, 0.0926548137902244, 0.0988356957132992, 0.3083793333863489, -0.0638687988370795, 0.2495469798445251, 0.3619471794695203, 0.0057069288738706, 0.3491614170701544, 0.1986282472270607, -0.0222407444610321, 0.1275432694742839, 0.0070182078366071, 0.1420680081206889, 0.0589078474958784, 0.309057480561122, 0.0474986181305043, 0.3242161868888533, -0.0130080811761775, 0.0091975048978938, 0.0294562832624567, 0.2184510768044283, 0.0255811049635913, 0.324203478575518, 0.0894506840489477, 0.0743989384636101, 0.0600984318047953, 0.0639750058884168, -0.0625978991208432, 0.1575882207778949, 0.2508310671845305, 0.0236100901746825, 0.2798849089662511, 0.1623717048963303, 0.0531441795224625, 0.0455312016012986, 0.4169145347329297, 0.0235634611561431, 0.3898700884256824]|30848.6992187500000000|      0.25000000|[661, 0, 0, 46]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       9|[4.016497330249307, 0.1938181042603063, 4.114037388977335, 0.2087773914961886, 0.0385525688657673, 0.2111714943518008, 1.1457716594302307, -0.0141429382665207, 1.1140908547332313, 0.1565302610396305, 0.1762184602777691, 0.2364636717325271, 0.3345861602843258, 0.0725071268441328, 0.2754593510699597, -0.0044123003611171, 0.1146491300830677, 0.0680904964455285, 0.2505580274908668, -0.01434707221765, 0.2203247159639709, 1.3342140720379587, -0.013848096920948, 1.4047844107087033, 0.1987877228482871, 0.1322665300588924, 0.2449218805836572, 1.2161466730803767, -0.082603091212075, 1.141720604382225, 0.0247669766136318, -0.0177134678789027, 0.073216658946, 0.1112876946293365, 0.0021948104906912, 0.1866268437294368, 0.2521628505332982, 0.0502548499491168, 0.2465242692779901, -0.0108684706896974, 0.014232021611377, 0.1020300958815633, 0.1051291402320626, 0.0333475285126147, 0.1430891597545986, 0.5521820419914233, -0.0188826286908159, 0.4743889522470898, 0.0493072987924536, 0.0232463789461338, 0.0308645394188889, 0.1837907992323309, 0.0074417945635936, 0.0913426475769364, 0.0917738123498148, 0.0277852938012036, 0.1161341599388633, -0.0079751594807548, 0.0120608620661132, 0.0376144051208565, 0.0448404740974465, 0.0633073764017159, 0.1109120972166906, 0.3525983988683897, -0.0619435697877235, 0.2748708654939603, 0.3587879669506775, 0.0368554045628805, 0.3641053295518185, 0.213417137578607, -0.0324548119548575, 0.1364960330715222, 0.0076342353877061, 0.1164927235322705, 0.07406465271137, 0.3044360876454377, 0.036596936078254, 0.3614090072820975, 0.0337205386981671, -0.0063324662534476, -0.0128240233333838, 0.2042308820899806, 0.0249600070394622, 0.2813637493362409, 0.0849953728198437, 0.0950095478016826, 0.0807706102622811, 0.0737504825655124, -0.0402524264815113, 0.0845156341927007, 0.2485969672238281, 0.0127579827785438, 0.23115700964619, 0.1834985344035283, 0.0298516237583194, 0.022535350345955, 0.4441156008362018, 0.0237369706099131, 0.3936399875730639]|14509.4062500000000000|      0.50000000|[691, 0, 0, 48]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      10|[4.087685743888952, 0.3726336995013627, 4.144662318949448, 0.2599473254027089, 0.0345944871304544, 0.2088679275021303, 1.1122722740937911, 0.0096434882899598, 1.0831958215027013, 0.2209835677657659, 0.1346897695835489, 0.2653679904889336, 0.4426429831675827, 0.0546243004488026, 0.2926609379426536, -0.034235926523466, 0.1257242115251096, 0.1384003768123494, 0.1960847843933018, 0.0619034717901026, 0.2849093618477757, 1.269956411684319, 0.0085275787270994, 1.4710237707925886, 0.3071117808804334, 0.1599755723517083, 0.2038607707657304, 1.1969477577498588, -0.1403741667809252, 1.0797185694365226, 0.1025151232678888, -0.0300777999104694, 0.0905895031465367, 0.0722542702900029, -0.0112364678744111, 0.2983983479487394, 0.2587719073773584, 0.0409280727738253, 0.1731746519401625, 0.001866257842711, 0.0011160196324487, 0.0791687467119803, 0.0640074828960542, 0.1066468066238678, 0.114226386353761, 0.5920504745129227, -0.0457280554215597, 0.524822968267688, -0.0178539972521727, 0.1199218026466603, 0.016651637095868, 0.1904386414183539, 0.0138882792045082, 0.0627599151534754, 0.0634044967335474, 0.0093088737605168, 0.189967038364197, 0.0146287865752957, -0.0155035243069739, -0.0239245337291675, -0.002205598148824, 0.0864852693220897, 0.0953318554336581, 0.3574282366544712, -0.0462406397966499, 0.2309898666620001, 0.3509918300666158, 0.0923643976700424, 0.2946864887527931, 0.2184688947723599, 0.0139106882505065, 0.1378245016224406, -0.0327355438963119, 0.0744033995674649, 0.051471699703884, 0.2960611117136144, 0.044452983320143, 0.3088142689369608, 0.1164961749087109, 0.0483446718985239, 0.0558996654016167, 0.1295450695451409, 0.0763447407364093, 0.2638572237419604, 0.0210040801620119, 0.0843255401638536, 0.0469009277143662, 0.1123016085382992, -0.0422749680416134, 0.1196103417185824, 0.2375941700247607, 0.0034484849023715, 0.2650146769687652, 0.1978415322318823, -0.0333932897782832, 0.0551759165220596, 0.362505433454888, 0.0409632177851012, 0.4625604283219941]|7493.4575195312500000|      1.00000000|[721, 0, 0, 50]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
