k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      0.25000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[1.0669127628067137, -1.1093580088479358, -0.9667415499547755, -1.0431548894641631, -1.0621972204884624, -1.1570118455175598, -1.0634680469721085, -1.0466799965660074, -1.068977587858926, -1.0600724772945143]|  1.3566853175412528|      0.50000000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       4|[1.0669127628067137, -1.1093580088479358, -0.9667415499547755, -1.0431548894641631, -1.0621972204884624, -1.1570118455175598, -1.0634680469721085, -1.0466799965660074, -1.068977587858926, -1.0600724772945143]|  1.3566853175412528|      0.25000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[1.0508637444180988, -1.190822953332139, -1.0282230528369805, -1.134553013865881, -1.0742090268675741, -0.9994348735184453, -1.1365563449573621, -1.1234073076642608, -1.1358289767600234, -1.1129820806051323]|  0.3304267182670455|      0.50000000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate success | actual_k=2
       6|[1.0508637444180988, -1.190822953332139, -1.0282230528369805, -1.134553013865881, -1.0742090268675741, -0.9994348735184453, -1.1365563449573621, -1.1234073076642608, -1.1358289767600234, -1.1129820806051323]|  0.3304267182670455|      0.25000000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[1.0508637444180988, -1.190822953332139, -1.0282230528369805, -1.134553013865881, -1.0742090268675741, -0.9994348735184453, -1.1365563449573621, -1.1234073076642608, -1.1358289767600234, -1.1129820806051323]|  0.3304267182670455|      0.12500000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       8|[0.9780189039166026, -1.2339478467575071, -1.0329050742651626, -1.1611669627862533, -1.0959845360922196, -1.0613855522043996, -1.1722587322911453, -1.0987542644384483, -1.123790230013157, -1.0757097670055091]|  0.0437354237378774|      0.25000000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
       9|[0.9780189039166026, -1.2339478467575071, -1.0329050742651626, -1.1611669627862533, -1.0959845360922196, -1.0613855522043996, -1.1722587322911453, -1.0987542644384483, -1.123790230013157, -1.0757097670055091]|  0.0437354237378774|      0.12500000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[0.9780189039166026, -1.2339478467575071, -1.0329050742651626, -1.1611669627862533, -1.0959845360922196, -1.0613855522043996, -1.1722587322911453, -1.0987542644384483, -1.123790230013157, -1.0757097670055091]|  0.0437354237378774|      0.06250000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[0.9548621861582754, -1.2501590004568084, -1.0362199632097597, -1.1484645048186022, -1.1374119200764856, -1.0914632048889674, -1.1647231937429696, -1.108615653682762, -1.1320844729816844, -1.0852572719680986]|  0.0128637440035511|      0.12500000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      12|[0.9548621861582754, -1.2501590004568084, -1.0362199632097597, -1.1484645048186022, -1.1374119200764856, -1.0914632048889674, -1.1647231937429696, -1.108615653682762, -1.1320844729816844, -1.0852572719680986]|  0.0128637440035511|      0.06250000|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[0.9548621861582754, -1.2501590004568084, -1.0362199632097597, -1.1484645048186022, -1.1374119200764856, -1.0914632048889674, -1.1647231937429696, -1.108615653682762, -1.1320844729816844, -1.0852572719680986]|  0.0128637440035511|      0.03125000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[0.9517487945662774, -1.2471411494438394, -1.0478807261287961, -1.1631056850934152, -1.1438896524792401, -1.097854757102469, -1.1752912603333419, -1.0889373048759767, -1.1371528327698768, -1.0852978357774103]|  0.0061332814648271|      0.06250000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      15|[0.9517487945662774, -1.2471411494438394, -1.0478807261287961, -1.1631056850934152, -1.1438896524792401, -1.097854757102469, -1.1752912603333419, -1.0889373048759767, -1.1371528327698768, -1.0852978357774103]|  0.0061332814648271|      0.03125000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[0.9517487945662774, -1.2471411494438394, -1.0478807261287961, -1.1631056850934152, -1.1438896524792401, -1.097854757102469, -1.1752912603333419, -1.0889373048759767, -1.1371528327698768, -1.0852978357774103]|  0.0061332814648271|      0.01562500|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      17|[0.9555084519263641, -1.2549595812086018, -1.0514407024771322, -1.168524900547636, -1.147080195482504, -1.1018853901756231, -1.1730580881428336, -1.09350752669826, -1.1440505129368748, -1.0904900273845168]|  0.0034435588613731|      0.03125000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      18|[0.9555084519263641, -1.2549595812086018, -1.0514407024771322, -1.168524900547636, -1.147080195482504, -1.1018853901756231, -1.1730580881428336, -1.09350752669826, -1.1440505129368748, -1.0904900273845168]|  0.0034435588613731|      0.01562500|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[0.9551179830423367, -1.2558169134429829, -1.0561565632449432, -1.1774187894798642, -1.1456865749336027, -1.109983935951598, -1.1761108201517154, -1.0985546596615807, -1.150048414618784, -1.0923917021719314]|  0.0029850399997313|      0.03125000|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      20|[0.9551179830423367, -1.2558169134429829, -1.0561565632449432, -1.1774187894798642, -1.1456865749336027, -1.109983935951598, -1.1761108201517154, -1.0985546596615807, -1.150048414618784, -1.0923917021719314]|  0.0029850399997313|      0.01562500|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      21|[0.9654209098355057, -1.2556164944769663, -1.0532624504976245, -1.1691747250970586, -1.1408104858774464, -1.1088975876004523, -1.1735885652093219, -1.0980630353794691, -1.1467566045384847, -1.0880083478247367]|  0.0026099679237972|      0.03125000|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      22|[0.9654209098355057, -1.2556164944769663, -1.0532624504976245, -1.1691747250970586, -1.1408104858774464, -1.1088975876004523, -1.1735885652093219, -1.0980630353794691, -1.1467566045384847, -1.0880083478247367]|  0.0026099679237972|      0.01562500|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      23|[0.9654209098355057, -1.2556164944769663, -1.0532624504976245, -1.1691747250970586, -1.1408104858774464, -1.1088975876004523, -1.1735885652093219, -1.0980630353794691, -1.1467566045384847, -1.0880083478247367]|  0.0026099679237972|      0.00781250|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[0.967899712541989, -1.252797210379434, -1.057388569016546, -1.1731388974238217, -1.1405928528508085, -1.1093177490196904, -1.1720849226972332, -1.0990593794486223, -1.1486343108089958, -1.0906915346244497]|  0.0021798492644971|      0.01562500|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      25|[0.9707702092097474, -1.2484962602510408, -1.054025082616991, -1.1784185936438054, -1.1407274671940937, -1.1145597935132237, -1.1721000333869198, -1.098831219130054, -1.158639990864531, -1.09780148529987]|  0.0018111465276648|      0.03125000|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      26|[0.9707702092097474, -1.2484962602510408, -1.054025082616991, -1.1784185936438054, -1.1407274671940937, -1.1145597935132237, -1.1721000333869198, -1.098831219130054, -1.158639990864531, -1.09780148529987]|  0.0018111465276648|      0.01562500|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[0.9676291443937699, -1.250567574324791, -1.060166597962516, -1.1731378907787016, -1.129705681399654, -1.1201820808901457, -1.1698229208153572, -1.0999963073364163, -1.1602435168454732, -1.099276651775199]|  0.0015900558090652|      0.03125000|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      28|[0.9676291443937699, -1.250567574324791, -1.060166597962516, -1.1731378907787016, -1.129705681399654, -1.1201820808901457, -1.1698229208153572, -1.0999963073364163, -1.1602435168454732, -1.099276651775199]|  0.0015900558090652|      0.01562500|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      29|[0.9676291443937699, -1.250567574324791, -1.060166597962516, -1.1731378907787016, -1.129705681399654, -1.1201820808901457, -1.1698229208153572, -1.0999963073364163, -1.1602435168454732, -1.099276651775199]|  0.0015900558090652|      0.00781250|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
