k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[187, 0, 0, 3]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[373, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[559, 0, 0, 9]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[745, 0, 0, 12]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[931, 0, 0, 15]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[1.022029407425327, 0.0215612020339263, 0.0103358327708498, 0.0207997424686914, 0.4295922139400483, 0.0205740494294752, 0.7993325540066635, 0.0193857466014181, 0.2205369214024344, 0.0207330738652684, 2.6907203021608534, 0.0221714641419211, 0.8050837791901142, 0.0195097844369366, 2.269401812104425, 0.0189264470736301, 14.353444933546928, 0.0410110464972351, 12.163423446522057, 0.0399797077243438, 0.2776947825394929, 0.0191954596608692, 0.2447123896608951, 0.02315601712935, 1.1647530129363977, 0.0223780255523739, 0.1778451122019725, 0.0214717937715455, 0.1197793952243244, 0.020483329012477, 3.7475288656845382, 0.0181483582654042, 0.832121898906606, 0.0170032582890941, 0.1588659287159175, 0.019773613039109, 0.3873271223267359, 0.0190362907381537, 0.9239513371494066, 0.0200603429045541, 0.2595709785461034, 0.0200419684722907, 2.0685712425009894, 0.0215661250905696, 1.9446121942095884, 0.0195791278319537, 1.4839694832777652, 0.0182916176912384, 0.4824722540097618, 0.0217025327147828, 0.4934314068559724, 0.0214893270479671, 0.3305158025230361, 0.0183022955105255, 0.8368299661331525, 0.0227542150908734, 0.4607881882762008, 0.0191670696866486, 0.4916110080989284, 0.0192074968191422, 0.9887297177198193, 0.0211190806980961, -0.0181061014730769, 0.021350114897318, 0.2653617871305929, 0.0204503032749988]|2228174.0000000000000000|      0.06250000|[1117, 0, 0, 18]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | iterate success | actual_k=0
       7|[1.022029407425327, 0.0215612020339263, 0.0103358327708498, 0.0207997424686914, 0.4295922139400483, 0.0205740494294752, 0.7993325540066635, 0.0193857466014181, 0.2205369214024344, 0.0207330738652684, 2.6907203021608534, 0.0221714641419211, 0.8050837791901142, 0.0195097844369366, 2.269401812104425, 0.0189264470736301, 14.353444933546928, 0.0410110464972351, 12.163423446522057, 0.0399797077243438, 0.2776947825394929, 0.0191954596608692, 0.2447123896608951, 0.02315601712935, 1.1647530129363977, 0.0223780255523739, 0.1778451122019725, 0.0214717937715455, 0.1197793952243244, 0.020483329012477, 3.7475288656845382, 0.0181483582654042, 0.832121898906606, 0.0170032582890941, 0.1588659287159175, 0.019773613039109, 0.3873271223267359, 0.0190362907381537, 0.9239513371494066, 0.0200603429045541, 0.2595709785461034, 0.0200419684722907, 2.0685712425009894, 0.0215661250905696, 1.9446121942095884, 0.0195791278319537, 1.4839694832777652, 0.0182916176912384, 0.4824722540097618, 0.0217025327147828, 0.4934314068559724, 0.0214893270479671, 0.3305158025230361, 0.0183022955105255, 0.8368299661331525, 0.0227542150908734, 0.4607881882762008, 0.0191670696866486, 0.4916110080989284, 0.0192074968191422, 0.9887297177198193, 0.0211190806980961, -0.0181061014730769, 0.021350114897318, 0.2653617871305929, 0.0204503032749988]|2228174.0000000000000000|      0.03125000|[1303, 0, 0, 21]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[1.0208416669461071, 0.0211356505258782, 0.0077722019322113, 0.0201934126484086, 0.4307391773657578, 0.0209679968038153, 0.7982719911172558, 0.0202423591395496, 0.2223987126330484, 0.0217414877156079, 2.691922441969154, 0.0259435850737887, 0.8040960797369926, 0.0183825054493563, 2.269153523019616, 0.0200180162254537, 14.354248228334713, 0.0613120819204429, 12.161267361314868, 0.0560810293765327, 0.2794684233227513, 0.0203197636102749, 0.2429863179366504, 0.023507652152163, 1.1625987611369961, 0.0237991624514468, 0.1763490813726856, 0.0214061260096402, 0.1200193256126452, 0.0198922655327073, 3.747042372994232, 0.0280915072805263, 0.8313128946832488, 0.0193285455957946, 0.1619788231108099, 0.0203665790536238, 0.3872266157118935, 0.0168422512342137, 0.9215158403736486, 0.0182366482817211, 0.2581012248615699, 0.0208350768427238, 2.069347330848445, 0.0247839458114604, 1.9427809113942713, 0.0240313485714151, 1.4854084062232102, 0.0223907883991508, 0.4816978205928913, 0.0256929718076157, 0.4932809704119326, 0.022542077692621, 0.3325600488845717, 0.0158628577170146, 0.8341084529890955, 0.0218766780070399, 0.4610224852004106, 0.0198456014963128, 0.49010380372586, 0.018677094141424, 0.9870515635942095, 0.0239392220484728, -0.0205166999281045, 0.0190166908513125, 0.2662661945516978, 0.0212174296558337]|1823286.7500000000000000|      0.06250000|[1489, 0, 0, 24]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | iterate success | actual_k=0
       9|[1.0208416669461071, 0.0211356505258782, 0.0077722019322113, 0.0201934126484086, 0.4307391773657578, 0.0209679968038153, 0.7982719911172558, 0.0202423591395496, 0.2223987126330484, 0.0217414877156079, 2.691922441969154, 0.0259435850737887, 0.8040960797369926, 0.0183825054493563, 2.269153523019616, 0.0200180162254537, 14.354248228334713, 0.0613120819204429, 12.161267361314868, 0.0560810293765327, 0.2794684233227513, 0.0203197636102749, 0.2429863179366504, 0.023507652152163, 1.1625987611369961, 0.0237991624514468, 0.1763490813726856, 0.0214061260096402, 0.1200193256126452, 0.0198922655327073, 3.747042372994232, 0.0280915072805263, 0.8313128946832488, 0.0193285455957946, 0.1619788231108099, 0.0203665790536238, 0.3872266157118935, 0.0168422512342137, 0.9215158403736486, 0.0182366482817211, 0.2581012248615699, 0.0208350768427238, 2.069347330848445, 0.0247839458114604, 1.9427809113942713, 0.0240313485714151, 1.4854084062232102, 0.0223907883991508, 0.4816978205928913, 0.0256929718076157, 0.4932809704119326, 0.022542077692621, 0.3325600488845717, 0.0158628577170146, 0.8341084529890955, 0.0218766780070399, 0.4610224852004106, 0.0198456014963128, 0.49010380372586, 0.018677094141424, 0.9870515635942095, 0.0239392220484728, -0.0205166999281045, 0.0190166908513125, 0.2662661945516978, 0.0212174296558337]|1823286.7500000000000000|      0.03125000|[1675, 0, 0, 27]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[1.0145456147726193, 0.0176470064947498, 0.0141421908918913, 0.0224010846075696, 0.4280706382442175, 0.0191437644608151, 0.798302438544665, 0.0191438439852109, 0.2235258283344068, 0.0260354489984902, 2.693462388712567, 0.0318882453852833, 0.804182428533133, 0.0203054549699941, 2.269824498889535, 0.0244608304181572, 14.354367458494133, 0.0723695232220248, 12.155553848953385, 0.0654325929826425, 0.2833418196932959, 0.0219547213345253, 0.2410016510592203, 0.0307833812993867, 1.163234986431788, 0.0263419496312973, 0.1723496630492918, 0.0243834445921847, 0.1172008212171427, 0.0193880650010409, 3.744270526533449, 0.0341506162178077, 0.830591985322178, 0.0158090376670485, 0.165088105502541, 0.0215828200959507, 0.3895115387271166, 0.0118933686758454, 0.922187120774595, 0.0143616716211373, 0.2600766164889971, 0.0236591553348228, 2.06823567170953, 0.0227094754134056, 1.9472368347686029, 0.0282724068070805, 1.479802740636121, 0.0188025231867745, 0.4779107329857387, 0.0254118959246612, 0.4867970156750165, 0.0235392304897743, 0.337845873156488, 0.01125340787106, 0.838787678612913, 0.025338694531354, 0.4611770107079513, 0.0227721712502435, 0.4929932447660126, 0.0214666665723291, 0.9858765049401139, 0.0182539730573123, -0.0176245225797845, 0.0217836199310917, 0.2665457294806656, 0.0201024043534053]|1700840.8750000000000000|      0.06250000|[1800, 0, 0, 29]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
