k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.25000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.12500000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       4|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.06250000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.03125000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.01562500|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00781250|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       8|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00390625|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       9|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00195312|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
      10|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00097656|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00048828|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      12|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00024414|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00012207|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00006104|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[4.5666366755e-06, -1.06198608986e-05, 0.0099965524865565, 0.0003664874636505, 1.26684941701e-05, 0.097986958110258, 0.0001576904663365, 6.85013213633e-05]|  1.2690583207912136|      0.00012207|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      16|[4.5666366755e-06, -1.06198608986e-05, 0.0099965524865565, 0.0003664874636505, 1.26684941701e-05, 0.097986958110258, 0.0001576904663365, 6.85013213633e-05]|  1.2690583207912136|      0.00006104|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[4.88130345482e-05, -1.1093015877e-05, 0.0099827594138184, 0.0004007229002886, 1.4927166067e-06, 0.0979796853511878, 0.0001600460485438, 5.36127712464e-05]|  1.0183087861227682|      0.00012207|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      18|[4.88130345482e-05, -1.1093015877e-05, 0.0099827594138184, 0.0004007229002886, 1.4927166067e-06, 0.0979796853511878, 0.0001600460485438, 5.36127712464e-05]|  1.0183087861227682|      0.00006104|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[4.88130345482e-05, -1.1093015877e-05, 0.0099827594138184, 0.0004007229002886, 1.4927166067e-06, 0.0979796853511878, 0.0001600460485438, 5.36127712464e-05]|  1.0183087861227682|      0.00003052|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[4.82360005528e-05, -9.9223934127e-06, 0.0099865946176372, 0.000402877131558, 1.10964160349e-05, 0.0979902047433266, 0.000180380101139, 3.64690435271e-05]|  0.9477150131370263|      0.00006104|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      21|[4.82360005528e-05, -9.9223934127e-06, 0.0099865946176372, 0.000402877131558, 1.10964160349e-05, 0.0979902047433266, 0.000180380101139, 3.64690435271e-05]|  0.9477150131370263|      0.00003052|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[4.82360005528e-05, -9.9223934127e-06, 0.0099865946176372, 0.000402877131558, 1.10964160349e-05, 0.0979902047433266, 0.000180380101139, 3.64690435271e-05]|  0.9477150131370263|      0.00001526|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[4.4791924056e-05, -1.12277693348e-05, 0.0099827843559346, 0.0004043557483678, 8.8636522246e-06, 0.0979889291820414, 0.0001667373314168, 3.96032285905e-05]|  0.8339535345258918|      0.00003052|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      24|[4.4791924056e-05, -1.12277693348e-05, 0.0099827843559346, 0.0004043557483678, 8.8636522246e-06, 0.0979889291820414, 0.0001667373314168, 3.96032285905e-05]|  0.8339535345258918|      0.00001526|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      25|[4.4791924056e-05, -1.12277693348e-05, 0.0099827843559346, 0.0004043557483678, 8.8636522246e-06, 0.0979889291820414, 0.0001667373314168, 3.96032285905e-05]|  0.8339535345258918|      0.00000763|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
