k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|152873.0723805730231106|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.1871418521121675, -0.7435327187941241, -0.8236217772603174, -0.9596361109345011, -1.0948831863974304, -1.0401277190942357, -0.7434032022292565, -0.9005791358810815, -0.9642590666366916, -0.8203091179455045, -0.9674501118903033, -0.9354754926518078, -0.6739204144551926, -0.8906423550532059, -1.0119112939271562, -0.9699859306776948, -1.048769458856932, -0.8428190704167687, -1.0653169205729538, -1.124417737613356, -1.185395508645562, -0.9798052178611495, -0.8621656828281666, -0.8627737610991609, -1.053825330919485, -0.8791223583899729, -0.8370335102535956, -0.7917222752587226, -0.850320370896822, -0.8956350574158789, -0.95883897473859, -0.8428282462671071, -0.936665614391839, -0.8470463603195645, -0.939237346030238, -0.8959028887604842, -1.047301264131263, -1.0954550788083433, -0.9623970909267039, -0.9809880851486408, -0.7075916370155917, -0.9489545825797112, -1.0573921315878079, -0.9277313913522239, -0.8006110347692784, -0.7901861135666742, -0.7981414356669007, -0.7573288159868866, -1.1403228536487215, -1.0252745254090414]|116015.7968750000000000|      2.00000000|[37, 12, 0, 3]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | iterate success | actual_k=4
       2|[-1.1871418521121675, -0.7435327187941241, -0.8236217772603174, -0.9596361109345011, -1.0948831863974304, -1.0401277190942357, -0.7434032022292565, -0.9005791358810815, -0.9642590666366916, -0.8203091179455045, -0.9674501118903033, -0.9354754926518078, -0.6739204144551926, -0.8906423550532059, -1.0119112939271562, -0.9699859306776948, -1.048769458856932, -0.8428190704167687, -1.0653169205729538, -1.124417737613356, -1.185395508645562, -0.9798052178611495, -0.8621656828281666, -0.8627737610991609, -1.053825330919485, -0.8791223583899729, -0.8370335102535956, -0.7917222752587226, -0.850320370896822, -0.8956350574158789, -0.95883897473859, -0.8428282462671071, -0.936665614391839, -0.8470463603195645, -0.939237346030238, -0.8959028887604842, -1.047301264131263, -1.0954550788083433, -0.9623970909267039, -0.9809880851486408, -0.7075916370155917, -0.9489545825797112, -1.0573921315878079, -0.9277313913522239, -0.8006110347692784, -0.7901861135666742, -0.7981414356669007, -0.7573288159868866, -1.1403228536487215, -1.0252745254090414]|116015.7968750000000000|      1.00000000|[109, 36, 0, 9]                                                            |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[-1.1525613621088215, -0.6686058701910246, -0.6945801471724435, -0.7947264756888267, -0.9215218338438508, -0.6487673292650932, -0.6636349360089366, -0.5847342722732273, -1.0815868831388145, -0.8228020623163709, -1.021937647625137, -0.9045661839229077, -0.4645064628304926, -0.8101187623950299, -0.8460580617468723, -0.8936741689526586, -1.0129434427777615, -0.9206120009091285, -1.045512889127655, -0.8166076364216792, -1.1605491675395172, -0.8770592114112651, -0.871946474760548, -0.8524664300033333, -1.271336636956645, -0.9094724344080422, -0.5657700791837939, -0.5204540859208893, -0.9522172697114962, -0.9180780181864105, -0.9159434422322534, -0.7850088599654423, -1.019541090126937, -0.753960314238653, -1.1264384645680454, -0.9372213671908659, -1.1514174080118813, -1.086515802880821, -0.9034220323703408, -0.7677505650723552, -0.8470463873446952, -0.8723336742710611, -1.1952471423734328, -1.0358288150637647, -0.8729986504097891, -0.7785561313807055, -0.8543841850559813, -0.8805070914958382, -1.323455583900632, -0.9363511376255754]|87603.7431359359616181|      2.00000000|[133, 44, 1, 12]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
       4|[-1.1525613621088215, -0.6686058701910246, -0.6945801471724435, -0.7947264756888267, -0.9215218338438508, -0.6487673292650932, -0.6636349360089366, -0.5847342722732273, -1.0815868831388145, -0.8228020623163709, -1.021937647625137, -0.9045661839229077, -0.4645064628304926, -0.8101187623950299, -0.8460580617468723, -0.8936741689526586, -1.0129434427777615, -0.9206120009091285, -1.045512889127655, -0.8166076364216792, -1.1605491675395172, -0.8770592114112651, -0.871946474760548, -0.8524664300033333, -1.271336636956645, -0.9094724344080422, -0.5657700791837939, -0.5204540859208893, -0.9522172697114962, -0.9180780181864105, -0.9159434422322534, -0.7850088599654423, -1.019541090126937, -0.753960314238653, -1.1264384645680454, -0.9372213671908659, -1.1514174080118813, -1.086515802880821, -0.9034220323703408, -0.7677505650723552, -0.8470463873446952, -0.8723336742710611, -1.1952471423734328, -1.0358288150637647, -0.8729986504097891, -0.7785561313807055, -0.8543841850559813, -0.8805070914958382, -1.323455583900632, -0.9363511376255754]|87603.7431359359616181|      1.00000000|[206, 68, 1, 18]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[-1.0992453404024485, -0.5607330656154643, -0.8169099041319827, -0.8001544141333367, -0.8767692237111857, -0.4914064656267432, -0.9598651814593764, -0.6172533080292425, -1.115679406097249, -0.7355586054419406, -1.1478234418330464, -0.988095432199956, -0.360170808304456, -0.7390388272049518, -0.4872157887139584, -0.6688830723439789, -1.1059457202784488, -0.9428887090839603, -0.8965440249000057, -0.687846175817788, -0.9307524303535633, -0.7966035866759692, -1.0016155867123147, -0.921875567337632, -1.2426669871869684, -1.0768975520935926, -0.8080955887611182, -0.4296325286820853, -0.7825526721418621, -0.9811050865856727, -0.8549048300016306, -0.8415963188807132, -0.7888126763446408, -0.7187733488385754, -1.003908864478561, -0.8801090957870894, -1.258393164011957, -0.9717297644162111, -0.7927776787153096, -0.8539625176490448, -0.6348108444979557, -0.7857684775562939, -1.3291582616586044, -1.107687855406652, -0.7600022869062738, -0.5034054866657447, -0.810412829983722, -0.9983584421679274, -1.3152231983602412, -1.194683571454886]|69825.3125000000000000|      2.00000000|[230, 76, 1, 20]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       6|[-1.0992453404024485, -0.5607330656154643, -0.8169099041319827, -0.8001544141333367, -0.8767692237111857, -0.4914064656267432, -0.9598651814593764, -0.6172533080292425, -1.115679406097249, -0.7355586054419406, -1.1478234418330464, -0.988095432199956, -0.360170808304456, -0.7390388272049518, -0.4872157887139584, -0.6688830723439789, -1.1059457202784488, -0.9428887090839603, -0.8965440249000057, -0.687846175817788, -0.9307524303535633, -0.7966035866759692, -1.0016155867123147, -0.921875567337632, -1.2426669871869684, -1.0768975520935926, -0.8080955887611182, -0.4296325286820853, -0.7825526721418621, -0.9811050865856727, -0.8549048300016306, -0.8415963188807132, -0.7888126763446408, -0.7187733488385754, -1.003908864478561, -0.8801090957870894, -1.258393164011957, -0.9717297644162111, -0.7927776787153096, -0.8539625176490448, -0.6348108444979557, -0.7857684775562939, -1.3291582616586044, -1.107687855406652, -0.7600022869062738, -0.5034054866657447, -0.810412829983722, -0.9983584421679274, -1.3152231983602412, -1.194683571454886]|69825.3125000000000000|      1.00000000|[302, 100, 1, 26]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[-1.2330474812826717, -0.1558469921019653, -0.7998744863459689, -0.7863264921551728, -1.1622105288393407, -0.7344539900712281, -0.8607787003395923, -0.6169159355761978, -0.9078875668065374, -0.7005043998775299, -1.0969387941713142, -0.9535316824239967, -0.2479489076971761, -0.8731941696357246, -0.3700452701453599, -0.5516362767965547, -0.9641530190069512, -0.9214831302095409, -1.0023297541857048, -0.6805536436474038, -0.7146824187359619, -1.0060118701660896, -0.8650348875258075, -1.177446974267462, -1.133921200813772, -1.159989167012202, -0.7268966825864001, -0.2779385369955072, -0.7054963929190587, -0.9575823060110726, -0.8044603044134943, -0.7891069334041184, -0.5011799519953981, -0.5877397957812392, -1.0117677797212354, -1.021951396595101, -1.1914283467453874, -0.9294340698281273, -0.6046270096382804, -0.8016450774098601, -0.5390289337433387, -0.7930399040561796, -1.3135487375904156, -0.8502995107813041, -0.7466651024632175, -0.4798676905337254, -0.9659401832638363, -1.104558524253237, -1.4426067960070248, -1.2391544480999175]|56357.5312500000000000|      2.00000000|[326, 108, 1, 28]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
       8|[-1.2330474812826717, -0.1558469921019653, -0.7998744863459689, -0.7863264921551728, -1.1622105288393407, -0.7344539900712281, -0.8607787003395923, -0.6169159355761978, -0.9078875668065374, -0.7005043998775299, -1.0969387941713142, -0.9535316824239967, -0.2479489076971761, -0.8731941696357246, -0.3700452701453599, -0.5516362767965547, -0.9641530190069512, -0.9214831302095409, -1.0023297541857048, -0.6805536436474038, -0.7146824187359619, -1.0060118701660896, -0.8650348875258075, -1.177446974267462, -1.133921200813772, -1.159989167012202, -0.7268966825864001, -0.2779385369955072, -0.7054963929190587, -0.9575823060110726, -0.8044603044134943, -0.7891069334041184, -0.5011799519953981, -0.5877397957812392, -1.0117677797212354, -1.021951396595101, -1.1914283467453874, -0.9294340698281273, -0.6046270096382804, -0.8016450774098601, -0.5390289337433387, -0.7930399040561796, -1.3135487375904156, -0.8502995107813041, -0.7466651024632175, -0.4798676905337254, -0.9659401832638363, -1.104558524253237, -1.4426067960070248, -1.2391544480999175]|56357.5312500000000000|      1.00000000|[399, 132, 3, 36]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 26 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 38 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[-1.3462629612175763, -0.0953420271296822, -0.6884001994075389, -0.6175946677814426, -0.8792395121640175, -0.9043174709014057, -0.8549989168693823, -0.7875157638630925, -0.8090234666942847, -0.5749585923266871, -0.9327211701974344, -1.1219113778266183, -0.1692798014912423, -0.8963902579139049, -0.3179425575339735, -0.6031248958365076, -0.7785761761065799, -0.769003250764166, -0.9717614845922264, -0.6589779051187377, -0.7974959021554195, -1.2175416534261854, -0.716185108617235, -1.4172489672960766, -1.134085963297539, -0.8077732875620834, -0.7060357010237012, -0.3515469655804701, -0.5501931531626487, -0.8877322736399502, -0.6315035837269566, -0.511144959966706, -0.3718785217810575, -0.5740059339597126, -1.0451815731858427, -0.8773800130196132, -1.0566113015644596, -0.8729271774974299, -0.7701909693543642, -0.7539020060851572, -0.7013130412548712, -0.9752523190977663, -1.3752400163755782, -0.6460833336807207, -0.7530708567326871, -0.5282326586976375, -0.8936961531727363, -1.2438080264934477, -1.3596697067428505, -1.0770582495373338]|48599.6835937500000000|      2.00000000|[424, 140, 3, 38]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      10|[-1.3462629612175763, -0.0953420271296822, -0.6884001994075389, -0.6175946677814426, -0.8792395121640175, -0.9043174709014057, -0.8549989168693823, -0.7875157638630925, -0.8090234666942847, -0.5749585923266871, -0.9327211701974344, -1.1219113778266183, -0.1692798014912423, -0.8963902579139049, -0.3179425575339735, -0.6031248958365076, -0.7785761761065799, -0.769003250764166, -0.9717614845922264, -0.6589779051187377, -0.7974959021554195, -1.2175416534261854, -0.716185108617235, -1.4172489672960766, -1.134085963297539, -0.8077732875620834, -0.7060357010237012, -0.3515469655804701, -0.5501931531626487, -0.8877322736399502, -0.6315035837269566, -0.511144959966706, -0.3718785217810575, -0.5740059339597126, -1.0451815731858427, -0.8773800130196132, -1.0566113015644596, -0.8729271774974299, -0.7701909693543642, -0.7539020060851572, -0.7013130412548712, -0.9752523190977663, -1.3752400163755782, -0.6460833336807207, -0.7530708567326871, -0.5282326586976375, -0.8936961531727363, -1.2438080264934477, -1.3596697067428505, -1.0770582495373338]|48599.6835937500000000|      1.00000000|[498, 164, 5, 46]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 26 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
