k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.00892332890231, 149.9552537852795, -100.05040731393706, 1.0923784870425168, 2.0684844953803827]|84533.7890625000000000|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[47.23883922830562, 149.54223342081374, -99.97435181011723, 1.8390059913842878, 2.433147881876042]|78743.6640625000000000|      4.00000000|[55, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       3|[47.23883922830562, 149.54223342081374, -99.97435181011723, 1.8390059913842878, 2.433147881876042]|78743.6640625000000000|      2.00000000|[82, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[45.24575980000388, 149.42135287300516, -100.08832106661929, 1.8359366259625387, 2.4282618599586354]|72502.1171875000000000|      4.00000000|[109, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | iterate success | actual_k=2
       5|[45.24575980000388, 149.42135287300516, -100.08832106661929, 1.8359366259625387, 2.4282618599586354]|72502.1171875000000000|      2.00000000|[136, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[43.2536158134991, 149.29401247106873, -100.21136100867093, 1.8331506645608435, 2.428674348146878]|66524.6093750000000000|      4.00000000|[162, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       7|[43.2536158134991, 149.29401247106873, -100.21136100867093, 1.8331506645608435, 2.428674348146878]|66524.6093750000000000|      2.00000000|[189, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[41.2615407874592, 149.16627924079654, -100.33483424679378, 1.8281668663846717, 2.4358041262324805]|60811.1914062500000000|      4.00000000|[215, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[41.2615407874592, 149.16627924079654, -100.33483424679378, 1.8281668663846717, 2.4358041262324805]|60811.1914062500000000|      2.00000000|[242, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[39.532554514025, 149.67581249825653, -100.3275330067889, 2.690629367190775, 2.3516171176383147]|56195.2226562500000000|      4.00000000|[269, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      11|[39.532554514025, 149.67581249825653, -100.3275330067889, 2.690629367190775, 2.3516171176383147]|56195.2226562500000000|      2.00000000|[296, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      12|[37.541829504344065, 149.55170663371317, -100.47437433780811, 2.693211804056648, 2.3450883550361237]|50971.7500000000000000|      4.00000000|[322, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      13|[37.541829504344065, 149.55170663371317, -100.47437433780811, 2.693211804056648, 2.3450883550361237]|50971.7500000000000000|      2.00000000|[348, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      14|[35.55215585784485, 149.41138514890937, -100.62084943792982, 2.6873048431977304, 2.340750822703629]|46012.0234375000000000|      4.00000000|[374, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      15|[35.55215585784485, 149.41138514890937, -100.62084943792982, 2.6873048431977304, 2.340750822703629]|46012.0234375000000000|      2.00000000|[400, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      16|[33.5625981017914, 149.27427829161272, -100.77132918823992, 2.6826916143202353, 2.354758244869062]|41316.1562500000000000|      4.00000000|[426, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      17|[29.845829918473086, 149.21209925207214, -101.29932291534469, 3.3962354064325475, 3.535370763602657]|33241.9609375000000000|      8.00000000|[452, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      18|[29.845829918473086, 149.21209925207214, -101.29932291534469, 3.3962354064325475, 3.535370763602657]|33241.9609375000000000|      4.00000000|[478, 72, 0, 36]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      19|[29.845829918473086, 149.21209925207214, -101.29932291534469, 3.3962354064325475, 3.535370763602657]|33241.9609375000000000|      2.00000000|[504, 76, 0, 38]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      20|[27.857127972011803, 149.059835266376, -101.44715054966318, 3.3969985981153905, 3.540533599189413]|29302.4296875000000000|      4.00000000|[530, 80, 0, 40]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      21|[23.88255666008934, 148.6918854964764, -101.6821920319918, 3.4390942187844113, 3.4386546829258853]|22218.3652343750000000|      8.00000000|[557, 84, 0, 42]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      22|[23.88255666008934, 148.6918854964764, -101.6821920319918, 3.4390942187844113, 3.4386546829258853]|22218.3652343750000000|      4.00000000|[583, 88, 0, 44]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      23|[19.902208844674774, 148.4001984362911, -101.93958023420942, 3.5130983629919683, 3.4336920984900887]|16186.4091796875000000|      8.00000000|[610, 92, 0, 46]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      24|[19.902208844674774, 148.4001984362911, -101.93958023420942, 3.5130983629919683, 3.4336920984900887]|16186.4091796875000000|      4.00000000|[636, 96, 0, 48]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      25|[15.931858791632191, 148.02479525725474, -102.19560429955209, 3.5895762164293927, 3.2787865615549627]|11210.4169921875000000|      8.00000000|[662, 100, 0, 50]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
