k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47, 0.48, 0.49, 0.5, 0.51, 0.52, 0.53, 0.54, 0.55, 0.56, 0.57, 0.58, 0.59, 0.6, 0.61, 0.62, 0.63, 0.64, 0.65, 0.66, 0.67, 0.68, 0.69, 0.7, 0.71, 0.72, 0.73, 0.74, 0.75, 0.76, 0.77, 0.78, 0.79, 0.8, 0.81, 0.82, 0.83, 0.84, 0.85, 0.86, 0.87, 0.88, 0.89, 0.9, 0.91, 0.92, 0.93, 0.94, 0.95, 0.96, 0.97, 0.98, 0.99, 1.0]|-56.4814000545650217|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0322083799537784, 0.1503504351108188, -0.0674378313053382, 0.1150244346887913, -0.0487171638434844, 0.2303633194549258, 0.1697294167447365, 0.2140579418835913, 0.0354803884301435, 0.1092031185355099, 0.0165034354334348, 0.1357351898082496, 0.1510323867263157, 0.0605884060426868, 0.0656941447870951, 0.2190784402357438, 0.1675213672896165, 0.0128463585284424, 0.3453057777975219, 0.2362524374945515, 0.2354304389627684, 0.1259119392645768, 0.2316181570247036, 0.2847288976393177, 0.4103556710806633, 0.3501374202767606, 0.4246983732274631, 0.195665828995547, 0.2844387504025303, 0.3434091540685502, 0.1627749418770836, 0.4812520417023964, 0.349356856253818, 0.3918818921566466, 0.438879628278056, 0.2624796907843585, 0.4362491357149385, 0.3054026020675096, 0.2518580360646422, 0.3790669286041911, 0.453880084566661, 0.503033075795984, 0.4597070847094967, 0.4194677980637105, 0.4052448276795828, 0.4209562410739956, 0.4642560529800862, 0.6438057695590499, 0.4423192959045156, 0.5142780281904897, 0.4804262292313836, 0.4566407785789052, 0.4890990222269603, 0.5684168410384243, 0.5926463975683695, 0.6475101760426465, 0.3495695052956296, 0.6024366413592865, 0.6399698138501149, 0.6777389058651071, 0.4100411167886583, 0.9248202032956185, 0.6635485048824388, 0.5664606754809596, 0.662618479938971, 0.8124924190239337, 0.5690854148123687, 0.7445270526330583, 0.490000488838207, 0.7108235635072692, 0.6460464390579843, 0.5832556198595502, 0.7705473185331418, 0.7611057525326202, 0.8020226636551484, 0.7473483268011749, 0.9039043296578629, 0.736750025399766, 0.7436578016240818, 0.7392566114160154, 0.7986327723918258, 0.8240297858089081, 0.7563155965287591, 1.0298123284260283, 1.042885166075246, 0.7910680723840722, 1.0903072760029144, 0.7433776765435218, 0.913860736713833, 0.9791531456232136, 0.9510410196543718, 0.7909726789655942, 0.8542789394028407, 0.8865206057346049, 0.9323110679202165, 1.1010601415152301, 1.0648182311511503, 1.1315598624740386, 1.07838272087871, 0.9033954915274981]|-80.0364303588867188|      2.00000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[0.274198170250882, 0.0717753020773929, 0.1248662676218036, 0.1873397064496077, -0.3939870702694557, 0.4642966751576547, 0.2079053001137803, 0.1228680781850176, -0.0770850586222947, 0.5353764496305057, 0.0738540351050507, -0.1177807035448738, -0.146205241619603, -0.2199426924844416, -0.1632912979319356, -0.2423194606471516, 0.0816226552142958, 0.0858243225480321, 0.2339672052000538, 0.3711016751648124, 0.2166012935922043, 0.2143066257042241, 0.3959176989087804, 0.2816969883114154, 0.2134307436847403, 0.3766649597308568, 0.8509097323508985, 0.1913526187927183, 0.0716687360467704, 0.4344257542856881, 0.0629103122125843, 0.542283978761243, 0.4552677103331529, 0.4132023036192146, 0.5168466090620704, 0.2084925871548451, 0.4738715761247598, 0.1478528808315448, 0.2300418688722615, 0.2748733469340642, 0.4227357037654064, 0.8214245374175566, 0.2982668665517739, 0.440343597828543, 0.3618545482125383, 0.60136265675294, 0.4769048161401572, 1.1389894954067774, 0.5213032233023915, 0.417680631048896, 0.3052808407712452, 0.4291130317816784, 0.468741750581697, 0.6092933875846982, 0.357170445903872, 0.4567996198361142, 0.3504517664516405, 0.5513750735265629, 0.651487647898743, 0.7940926543029929, 0.3542385787280283, 0.847133843584427, 1.1359843231395297, 0.8410536813372773, 0.6241157903429377, 0.7576933361435723, 0.5993880962579061, 0.5110942011709606, 0.821295266893362, 0.9372548898852842, 0.7393409791942116, 0.6305739080541577, 0.9782061826434083, 1.0859991842408323, 0.7819373510924275, 0.6139221624066648, 1.0406761012597077, 0.788647007941026, 0.5718745765444051, 0.7401566286753793, 0.8156655573533685, 0.8373601919472108, 0.7011585218768273, 0.8350516590472963, 1.7476290676472765, 0.8686299345697879, 1.006506337204017, 0.6433378373989727, 0.6843694070981555, 0.9773187231830537, 0.7534590763118892, 0.4918820235047675, 0.631790919345417, 0.7537812764901031, 1.3216379573373551, 1.1745209833561379, 0.7121344919566, 0.9970531627560832, 1.3914295509628753, 1.1481540748794332]|-163.9303588867187500|      4.00000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[0.3649637667643535, 1.0321004684857713, 0.0742110502008197, 0.4113444280102765, -0.7890634274307358, 0.6065247566149783, 0.6739117589961812, -0.2293745125951383, 0.6141724115046328, 0.5886387203757151, 0.5599949800264112, -0.2790897132657892, -0.2425187020510623, 0.2478857657221513, -0.2462721108932612, -0.9295075292671402, 0.1412033936921407, -0.0948991314589919, 0.2958735479783084, 0.5742098005886033, 0.472150204897793, 0.7838555619460362, 0.5398669786472674, -0.0980273186145361, 1.28158304014505, 0.1265108210153778, 1.1329418966795977, 0.1937445745519348, 0.067637129650414, 0.1375151784131303, -0.1927281157090762, 0.8170273360081884, -0.3767118884346521, 0.4982522179969223, 0.0270893938179794, -0.0581772215205242, 0.4241810651050242, 0.6531260781906477, 0.3457977513224024, 0.3676374738396295, 0.4975064375240283, 0.6691190577426173, 0.9202590542288047, 0.8607531645379278, -0.0692795542986228, 0.536412363848668, 0.1446077325628272, 0.7033948856967358, 0.4748459538292554, 0.6943250885009484, 0.0225795401183719, 0.2947545836403699, 0.3917915176254918, 1.4455638165318336, 0.5576805602670846, 0.3389001069186125, 0.6508127950882208, 0.2005787661549647, 1.055530898623013, 0.8850475066242739, 0.7328304987467352, 1.4413059619519966, 0.589624210689217, 1.035760837575467, 0.3839403613483414, 0.4177350184149881, 0.3386311621224189, 0.896028868947323, 0.6668565286049504, 0.5331296803279924, 1.1897214003611687, 0.9450172017997471, 0.8280368522786982, 1.3971955466935952, 0.4505058458520745, 0.491168937492881, 0.3132565314949627, 1.3401294410349716, -0.0037148549112301, 0.1800414833249498, 1.2166703190485986, 1.463434970378124, 1.784312954359734, 0.3865880519341587, 1.173124846405247, 1.3890433081043225, 1.4280520272511807, 0.7209939654530348, 0.6585950840049851, 1.3992917949354062, 0.6633238369644961, 0.3882485755402713, 0.3315792984751386, 0.2590372865313285, 1.465876867197588, 0.8538773084280877, 1.3207965219466298, 0.8709264729975197, 1.4141128429506427, 1.2854825098265958]|-381.6027221679687500|      8.00000000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[0.7426334691010881, 0.6024812696357598, 0.7105555276040219, 1.0517057625399855, -0.1019491728608662, 1.2764913736689107, 0.1370745851880221, 0.414089781364849, -0.2202105520649525, 0.4385035638916839, -0.7983112104978358, 1.5815843800294227, -1.4033496966793306, -0.2070871214297575, -0.0833076247816821, 0.6483705424139194, -0.1135598582919902, 0.2442041783121939, 0.5695961601886556, 1.3428076951892352, 0.5345465180843354, 1.206256503441302, -0.3486644450769572, 0.3724384164732113, 2.8984311334495, 0.5180936247367719, 0.8231636039183554, -0.28374369665781, 0.3223121500534407, -0.0378807625665005, -0.6354232872110986, 2.7260161095265314, -0.5223723289738973, 0.9976863558667985, -0.24797845664225, 0.8128584319615135, -1.4518155366317618, -0.4226233287922053, 0.7129810792483579, 0.4564189603584033, -0.739860001507455, -0.7214026458842883, 0.1246324953976029, 1.5228004117165908, -1.1497932842539615, 0.2721002802094057, -1.2432807467012013, 1.3636456923799791, 2.059253734421071, 1.26912942861488, -0.5692975137604298, -0.0704749128331438, 1.0889524451799595, 0.2832395582993745, 0.4873824677332557, 1.4917097055243609, 0.2243874249092814, -0.5999255217291442, -0.2054908106928153, 1.452029304240798, 1.0239941238156947, 1.66227082802153, 1.1467476678836286, 2.338632998826937, 1.2724372784985087, -0.9736306193992745, 0.3326634838484583, 0.8914896236524211, -0.2945338659807739, 0.6159746109156055, 1.0322885068212044, 1.9661084268609779, 1.0010442740715166, 2.2461977906097492, -0.0988109312695358, 1.269849293811678, 0.0543327696684789, 1.92619033262191, 0.9268814198358691, 0.9495780620058302, 1.792642690401614, 1.6048557747158678, 1.6644159764669493, 0.9661160783604047, 0.1462559361361535, 0.4605407396529722, 1.5186590690202906, 0.2929621821310292, 0.4941005258463795, 0.8853058267210023, 1.0089889277290278, 0.9345716500425436, 0.1254906957281103, -1.1057747932431266, 2.136684525836381, 0.9339576743674953, 1.5762801735826704, 2.0621856267271914, 0.8796071496892621, 2.1449425793145416]|-863.7810058593750000|     16.00000000|[115, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       5|[-0.5430410540203323, -1.35776271029944, 2.580370929501083, 2.807805993717299, 0.3807257246645956, -0.3801368316565188, 2.359173061324541, -1.6618585781415924, 1.945233287094133, 0.1863405537920258, -1.4070204483183253, 2.4083525709427778, -2.3683377239575942, -0.2848585155275731, -2.919833984223831, -1.7819661503085702, -0.2080500760904862, -0.738782120656664, -1.3414098765411326, 0.667591038458689, 2.982661401790388, 0.8371226570354813, 2.450783227515987, 1.5763456509613634, 4.178563109712995, 1.4891180091504173, 1.591320015941605, 2.8546485565539075, 2.5856719272036166, -1.068862729813458, -2.453313073597056, 2.5117129298344114, -0.9773307116410853, 0.7444903114825392, 3.8572884798835876, 1.4525903242550482, -0.3072639167351587, 2.0428351211597873, 4.5554259514812045, -0.3639724435369153, 0.9550822152133951, 1.3035277538102843, 3.035384992072444, 1.3377151267592238, -1.991455236240947, 0.7524562362870659, -2.490729749082159, 3.052066846967586, 2.7748594178163444, 2.000415267116053, 0.6745439084528789, 0.0938270421600178, -1.6938042446416604, -1.7201442937240754, 0.7973594757493678, 0.3967963516854625, 1.1526051045375751, -0.804863343398954, 0.1234699398904949, -0.2561846422660421, 2.1470251649209393, 0.0847258654128111, 2.452999403563167, 2.646725976153543, 0.7240005784910459, -0.9980066235668076, 0.9794478141164296, 1.4188023312756228, 0.6376618524690003, 0.4815790033377004, -1.9407330062939394, 1.9513794959147568, 1.0194734480128427, 4.221233072237615, -1.0897804586841486, 2.628614137122632, -3.5596252523560192, 1.9201121167908894, 0.597068550049406, 0.6359275870433109, 1.9244698087288554, 0.4831496029109044, 1.0248847744748395, 0.4375572527348902, 1.0016218393162946, 1.86111240893794, -0.9368669018695985, 2.1314748321014507, -0.6136855831755856, 3.692326776887591, -2.530441003535864, -0.2014825626769481, 1.5672949361534998, -0.5562811811805134, 3.460662190536639, 1.511819839617369, 2.5571360420458795, 0.3853281713372878, -1.4798836210660078, 2.437772182489696]|-1019.6461181640625000|     32.00000000|[144, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[-0.5430410540203323, -1.35776271029944, 2.580370929501083, 2.807805993717299, 0.3807257246645956, -0.3801368316565188, 2.359173061324541, -1.6618585781415924, 1.945233287094133, 0.1863405537920258, -1.4070204483183253, 2.4083525709427778, -2.3683377239575942, -0.2848585155275731, -2.919833984223831, -1.7819661503085702, -0.2080500760904862, -0.738782120656664, -1.3414098765411326, 0.667591038458689, 2.982661401790388, 0.8371226570354813, 2.450783227515987, 1.5763456509613634, 4.178563109712995, 1.4891180091504173, 1.591320015941605, 2.8546485565539075, 2.5856719272036166, -1.068862729813458, -2.453313073597056, 2.5117129298344114, -0.9773307116410853, 0.7444903114825392, 3.8572884798835876, 1.4525903242550482, -0.3072639167351587, 2.0428351211597873, 4.5554259514812045, -0.3639724435369153, 0.9550822152133951, 1.3035277538102843, 3.035384992072444, 1.3377151267592238, -1.991455236240947, 0.7524562362870659, -2.490729749082159, 3.052066846967586, 2.7748594178163444, 2.000415267116053, 0.6745439084528789, 0.0938270421600178, -1.6938042446416604, -1.7201442937240754, 0.7973594757493678, 0.3967963516854625, 1.1526051045375751, -0.804863343398954, 0.1234699398904949, -0.2561846422660421, 2.1470251649209393, 0.0847258654128111, 2.452999403563167, 2.646725976153543, 0.7240005784910459, -0.9980066235668076, 0.9794478141164296, 1.4188023312756228, 0.6376618524690003, 0.4815790033377004, -1.9407330062939394, 1.9513794959147568, 1.0194734480128427, 4.221233072237615, -1.0897804586841486, 2.628614137122632, -3.5596252523560192, 1.9201121167908894, 0.597068550049406, 0.6359275870433109, 1.9244698087288554, 0.4831496029109044, 1.0248847744748395, 0.4375572527348902, 1.0016218393162946, 1.86111240893794, -0.9368669018695985, 2.1314748321014507, -0.6136855831755856, 3.692326776887591, -2.530441003535864, -0.2014825626769481, 1.5672949361534998, -0.5562811811805134, 3.460662190536639, 1.511819839617369, 2.5571360420458795, 0.3853281713372878, -1.4798836210660078, 2.437772182489696]|-1019.6461181640625000|     16.00000000|[252, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.5430410540203323, -1.35776271029944, 2.580370929501083, 2.807805993717299, 0.3807257246645956, -0.3801368316565188, 2.359173061324541, -1.6618585781415924, 1.945233287094133, 0.1863405537920258, -1.4070204483183253, 2.4083525709427778, -2.3683377239575942, -0.2848585155275731, -2.919833984223831, -1.7819661503085702, -0.2080500760904862, -0.738782120656664, -1.3414098765411326, 0.667591038458689, 2.982661401790388, 0.8371226570354813, 2.450783227515987, 1.5763456509613634, 4.178563109712995, 1.4891180091504173, 1.591320015941605, 2.8546485565539075, 2.5856719272036166, -1.068862729813458, -2.453313073597056, 2.5117129298344114, -0.9773307116410853, 0.7444903114825392, 3.8572884798835876, 1.4525903242550482, -0.3072639167351587, 2.0428351211597873, 4.5554259514812045, -0.3639724435369153, 0.9550822152133951, 1.3035277538102843, 3.035384992072444, 1.3377151267592238, -1.991455236240947, 0.7524562362870659, -2.490729749082159, 3.052066846967586, 2.7748594178163444, 2.000415267116053, 0.6745439084528789, 0.0938270421600178, -1.6938042446416604, -1.7201442937240754, 0.7973594757493678, 0.3967963516854625, 1.1526051045375751, -0.804863343398954, 0.1234699398904949, -0.2561846422660421, 2.1470251649209393, 0.0847258654128111, 2.452999403563167, 2.646725976153543, 0.7240005784910459, -0.9980066235668076, 0.9794478141164296, 1.4188023312756228, 0.6376618524690003, 0.4815790033377004, -1.9407330062939394, 1.9513794959147568, 1.0194734480128427, 4.221233072237615, -1.0897804586841486, 2.628614137122632, -3.5596252523560192, 1.9201121167908894, 0.597068550049406, 0.6359275870433109, 1.9244698087288554, 0.4831496029109044, 1.0248847744748395, 0.4375572527348902, 1.0016218393162946, 1.86111240893794, -0.9368669018695985, 2.1314748321014507, -0.6136855831755856, 3.692326776887591, -2.530441003535864, -0.2014825626769481, 1.5672949361534998, -0.5562811811805134, 3.460662190536639, 1.511819839617369, 2.5571360420458795, 0.3853281713372878, -1.4798836210660078, 2.437772182489696]|-1019.6461181640625000|      8.00000000|[359, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 82 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-0.5430410540203323, -1.35776271029944, 2.580370929501083, 2.807805993717299, 0.3807257246645956, -0.3801368316565188, 2.359173061324541, -1.6618585781415924, 1.945233287094133, 0.1863405537920258, -1.4070204483183253, 2.4083525709427778, -2.3683377239575942, -0.2848585155275731, -2.919833984223831, -1.7819661503085702, -0.2080500760904862, -0.738782120656664, -1.3414098765411326, 0.667591038458689, 2.982661401790388, 0.8371226570354813, 2.450783227515987, 1.5763456509613634, 4.178563109712995, 1.4891180091504173, 1.591320015941605, 2.8546485565539075, 2.5856719272036166, -1.068862729813458, -2.453313073597056, 2.5117129298344114, -0.9773307116410853, 0.7444903114825392, 3.8572884798835876, 1.4525903242550482, -0.3072639167351587, 2.0428351211597873, 4.5554259514812045, -0.3639724435369153, 0.9550822152133951, 1.3035277538102843, 3.035384992072444, 1.3377151267592238, -1.991455236240947, 0.7524562362870659, -2.490729749082159, 3.052066846967586, 2.7748594178163444, 2.000415267116053, 0.6745439084528789, 0.0938270421600178, -1.6938042446416604, -1.7201442937240754, 0.7973594757493678, 0.3967963516854625, 1.1526051045375751, -0.804863343398954, 0.1234699398904949, -0.2561846422660421, 2.1470251649209393, 0.0847258654128111, 2.452999403563167, 2.646725976153543, 0.7240005784910459, -0.9980066235668076, 0.9794478141164296, 1.4188023312756228, 0.6376618524690003, 0.4815790033377004, -1.9407330062939394, 1.9513794959147568, 1.0194734480128427, 4.221233072237615, -1.0897804586841486, 2.628614137122632, -3.5596252523560192, 1.9201121167908894, 0.597068550049406, 0.6359275870433109, 1.9244698087288554, 0.4831496029109044, 1.0248847744748395, 0.4375572527348902, 1.0016218393162946, 1.86111240893794, -0.9368669018695985, 2.1314748321014507, -0.6136855831755856, 3.692326776887591, -2.530441003535864, -0.2014825626769481, 1.5672949361534998, -0.5562811811805134, 3.460662190536639, 1.511819839617369, 2.5571360420458795, 0.3853281713372878, -1.4798836210660078, 2.437772182489696]|-1019.6461181640625000|      4.00000000|[466, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.6744473581468318, -1.5736239111919677, 3.0017022704525576, 2.3516806068556884, 0.3466497982684107, -0.4502749596749015, 2.970117099740834, -1.5186425490031379, 2.2432541477804815, -0.1514966881103058, -1.1069596341883645, 1.410754680557178, -2.5735980412336037, -0.4695416557513132, -2.8573065190185614, -0.9265638153318417, -0.590615773180114, -0.2959987876356358, -1.2945201873351928, 0.9894677877680247, 2.943952940274686, 1.1627904278614183, 2.747266869879961, 1.4201396454263517, 4.1478271076678075, 0.9326172452156132, 1.542873340690851, 2.6805767872914674, 2.4304367265965907, -0.809791410498327, -2.1539275150712216, 2.5233923976801784, -1.224939399052609, 0.5556255423895489, 3.646507699009493, 1.597078596343771, -0.258696593119251, 2.3753294484261605, 4.822365074623906, -0.1397009649577828, 1.4205493205346258, 1.0684594680880515, 2.9519020894428483, 1.4706886828786288, -2.4108919605252517, 0.9445660067515644, -1.4747073419433039, 3.955297429934184, 3.2297698166076283, 1.6733815018302511, 0.7563857383854289, 0.9404871491011885, -1.7820891133107524, -2.185448566412707, 0.4640898681509347, 0.3602477341868442, 0.3860170978264444, -1.0717317133842252, 0.0205767372729405, 0.0760695909502013, 1.7563222613913823, 0.8040204819086807, 2.1814190020432958, 2.8234673323227004, 0.8590601882117509, -1.053443280739167, 0.9730115567114181, 1.5520121953655672, 1.1475411942454068, 0.9139711463113742, -1.9926972981094007, 1.784248740480483, 1.0116838136997957, 3.8650916207680135, -1.1738761803060935, 3.480537775780445, -4.190474299869975, 1.9884473661637745, 1.168488279216665, 0.7524870252399276, 2.865788029158644, 0.8690184816715714, 1.3590696342087996, 0.2451104482909559, 1.6092203801324798, 2.135845420418671, -1.5686090512063284, 2.0928687161868322, -1.1019877724674547, 3.369639923594051, -2.574750548180006, -0.1098468757909918, 0.7247696696612594, -0.3968739962250598, 3.642277815438416, 1.0081405969720614, 2.1306495649963426, 0.8551102174176846, -1.4270717986044696, 1.94108874228829]|-1077.7122802734375000|      8.00000000|[494, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[-1.2138299622323643, -1.8346425984552772, 4.2945715676873695, 2.4134190078592566, 1.4457636604425872, -0.577694585311187, 2.959824827786556, -2.613117853805602, 3.676008642258708, -0.8340718223152508, -0.9519839395456473, 1.7546366240183504, -3.1912002203455248, -1.961643260660609, -1.8418243501367293, 0.0101227518579308, -0.7614483345243115, 0.6363909182588902, -0.6398679030535699, 0.5020971859854102, 2.85909299095617, 1.01715177202014, 2.951119456857878, 1.5902791486180154, 5.045279258086971, 0.9573590414288881, 0.9289980911827943, 1.8271595777746619, 2.306977296271341, -2.3153683179693534, -1.2159551047321737, 0.5897705746545407, -0.1936194748077387, 0.9123016095258847, 3.085126049023347, 1.2086565769785635, -1.2366156664051133, 1.4833499934563386, 6.693360931307024, -1.6639124321840657, 1.0576489344660658, 2.6641036510674656, 1.3200105619912372, 0.5511122285595379, -2.5756475368396505, 1.154949772228977, -2.467053198644293, 4.528425232338733, 4.287415228350798, 1.814200790760121, 1.8791316816537729, 0.5094932175314804, -0.7417119223371091, -1.2926033329169293, 1.1958591366808942, -0.3595100478798783, 1.7717877196490925, -1.1508643905565836, -0.2108972416358054, -0.1929277449067402, 1.7702898835215954, 2.4233590322022778, 3.8365606769263154, 1.8917207961572304, 0.3006241832978908, -1.4157224526704661, 1.0876829493156266, 0.999271584366635, 1.7882795354900498, 2.411327699664266, -1.8609377932924094, 2.3130209343085517, 1.6536765440251273, 3.070118825944359, -1.5929187128906128, 2.8926233870496936, -4.097984172566421, 2.2618278282834665, 1.1950964690602408, 1.0162622420491305, 2.382998055741917, -0.207978516935434, 0.973440577701851, 0.5498241472522298, 1.4795196404142503, 1.7220045660569183, -0.9916190373289746, 2.2771978318887824, -1.2316910696567027, 4.470923914452707, -1.9578701929333227, 0.2812342430481011, 1.1125234706674607, -0.5052489107807936, 4.0032185272945, 0.1671988319719795, 2.5459820642281414, 1.223301420692291, -1.9199787071176675, 2.5349854894897486]|-1176.4055175781250000|     16.00000000|[548, 40, 0, 40]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | iterate success | actual_k=1
