k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8, -0.8]|626.0639857227841958|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.8120512187406723, -0.8050930760271899, -0.9294447707354965, -0.7359741536816047, -0.7748938452736936, -0.9704123968263675, -0.826494685665544, -0.7171372597433666, -0.8874139918289492, -0.9072921143186682, -0.7498780175279116, -0.7868131331419171, -0.8481159338838988, -0.7911274810928491, -0.8238329780889033, -0.8925238074254748, -0.6778494290641159, -0.8105107020145795, -0.7813936094354411, -0.80638729514618, -0.8975333340077409, -0.8117944117958926, -0.7268441240706169, -0.9448922811366735, -0.8841738717223803, -0.8255236951166082, -0.9279761361170697, -0.9480811180176902, -0.8290375273495993, -0.8143777591650176, -1.078703504163418, -0.8936150292493213, -0.8563850293031495, -0.7816474542830123, -0.7642981761733418, -0.821220963245404, -0.8354778769574528, -0.8624789068257948, -0.8044725730786282, -0.7122362320467959, -0.752143595457523, -0.8663932777029391, -0.7371559695198598, -0.9601061571554605, -0.8821128921663848, -0.9186777999864304, -0.793332925296901, -0.8231945068783244, -0.9465758521393923, -0.9351276732894807, -0.827971716932837, -0.8109150154056061, -0.7499671456348233, -0.8294100626733734, -0.9126965694594165, -0.873112334702453, -0.886408523790555, -0.9559757634159957, -0.8870503224277289, -1.0065191663479482, -0.8654620893027707, -0.9204098078981762, -0.8384800332299738, -0.825867072483538, -0.6686378418097934, -0.9672041911628986, -0.9470140138066294, -0.8245735783514488, -0.9080702200573957, -0.883921008223942, -0.9014801267808521, -0.9519454056823569, -0.7440485266537347, -0.8466609063332028, -0.7638952074269003, -0.7331648881766811, -0.8758509663792547, -0.9801877318291149, -0.8846209342719573, -0.9753572843823168, -0.8886886647134424, -0.8364283608023035, -1.0498336041999001, -0.9343663108391878, -0.68198835840883, -0.8396512544309813, -0.9179001957319716, -0.8564688176051531, -0.7147945114412733, -1.080741884683369, -0.872319655558895, -0.8544169912050176, -0.8478667589218181, -0.9040008792134182, -0.7604061844039313, -0.8343330692880969, -0.9601293063699861, -0.9073493992189235, -0.8159420018887416, -0.8777956584978995]|575.8925781250000000|      2.00000000|[126, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       2|[-0.8120512187406723, -0.8050930760271899, -0.9294447707354965, -0.7359741536816047, -0.7748938452736936, -0.9704123968263675, -0.826494685665544, -0.7171372597433666, -0.8874139918289492, -0.9072921143186682, -0.7498780175279116, -0.7868131331419171, -0.8481159338838988, -0.7911274810928491, -0.8238329780889033, -0.8925238074254748, -0.6778494290641159, -0.8105107020145795, -0.7813936094354411, -0.80638729514618, -0.8975333340077409, -0.8117944117958926, -0.7268441240706169, -0.9448922811366735, -0.8841738717223803, -0.8255236951166082, -0.9279761361170697, -0.9480811180176902, -0.8290375273495993, -0.8143777591650176, -1.078703504163418, -0.8936150292493213, -0.8563850293031495, -0.7816474542830123, -0.7642981761733418, -0.821220963245404, -0.8354778769574528, -0.8624789068257948, -0.8044725730786282, -0.7122362320467959, -0.752143595457523, -0.8663932777029391, -0.7371559695198598, -0.9601061571554605, -0.8821128921663848, -0.9186777999864304, -0.793332925296901, -0.8231945068783244, -0.9465758521393923, -0.9351276732894807, -0.827971716932837, -0.8109150154056061, -0.7499671456348233, -0.8294100626733734, -0.9126965694594165, -0.873112334702453, -0.886408523790555, -0.9559757634159957, -0.8870503224277289, -1.0065191663479482, -0.8654620893027707, -0.9204098078981762, -0.8384800332299738, -0.825867072483538, -0.6686378418097934, -0.9672041911628986, -0.9470140138066294, -0.8245735783514488, -0.9080702200573957, -0.883921008223942, -0.9014801267808521, -0.9519454056823569, -0.7440485266537347, -0.8466609063332028, -0.7638952074269003, -0.7331648881766811, -0.8758509663792547, -0.9801877318291149, -0.8846209342719573, -0.9753572843823168, -0.8886886647134424, -0.8364283608023035, -1.0498336041999001, -0.9343663108391878, -0.68198835840883, -0.8396512544309813, -0.9179001957319716, -0.8564688176051531, -0.7147945114412733, -1.080741884683369, -0.872319655558895, -0.8544169912050176, -0.8478667589218181, -0.9040008792134182, -0.7604061844039313, -0.8343330692880969, -0.9601293063699861, -0.9073493992189235, -0.8159420018887416, -0.8777956584978995]|575.8925781250000000|      1.00000000|[312, 0, 0, 5]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[-0.7770920271397413, -0.8047635928860966, -0.8985607499374634, -0.7661458036164405, -0.9900287825160405, -0.8798892819568392, -0.8080265572442007, -0.8958069858325886, -0.9475347453841734, -1.0087664117140676, -0.891774254050102, -0.9183971469501073, -1.0476344825231172, -0.9219709415160069, -0.8546797791631482, -0.9016449037330188, -0.8139781297341935, -0.8747989738686192, -0.9944086087776083, -0.8684427258128176, -0.9273888197201231, -0.8206452511985628, -0.942511511077218, -0.9188561260732759, -0.8777771172498298, -0.9007339992524526, -0.832439169350936, -0.9232480064854711, -0.947680147130707, -0.8941383799309556, -1.082248610260259, -0.8574392068768617, -1.0558805222139442, -0.9444320456554263, -0.7564937536734561, -0.7139275513554557, -0.8532166897209132, -0.9315349701423183, -0.9320587215740016, -0.7402275802326058, -0.7740774984698869, -0.890633049017717, -0.9935172820824816, -0.890948435997942, -0.9410739018559284, -1.034355436275735, -0.8697740616846272, -0.8361172546504886, -0.9169066934579301, -0.9160463806762515, -0.9515606041956898, -0.8360764986618553, -0.9355364140187644, -0.8789005590021005, -0.946000252148488, -0.9687715915984667, -0.9846886309787424, -0.9457613515554484, -0.8264813336115944, -0.9654742319313314, -0.9687141883973266, -1.0121848078659448, -0.9468771959863762, -0.7913540593899355, -0.7883087996652072, -0.8919589528297365, -1.0455340970517017, -0.8836593912940333, -0.8254986068177298, -0.971887486856655, -0.8443457143658021, -0.9574054143314502, -0.7613215680148607, -0.6910950386182264, -0.9311501146944757, -0.7932406060355781, -0.9763212132925495, -0.9916351245251182, -0.9020187848802114, -0.9443607537047036, -0.9349887577147513, -0.9428896046280896, -1.0720149544808417, -0.907455665589815, -0.9033500208475235, -0.8502608963780293, -0.9760434552266748, -0.7741375928790838, -0.6615785570538086, -0.9713591149136357, -0.9023948631981333, -0.9368621879838326, -1.0763379959280368, -0.9195382538877305, -0.980535713671298, -0.930243447749106, -0.9554572535303392, -0.8119086926346214, -0.7632349329893809, -0.9029542715795364]|503.1642761230468750|      2.00000000|[437, 0, 0, 7]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       4|[-0.7770920271397413, -0.8047635928860966, -0.8985607499374634, -0.7661458036164405, -0.9900287825160405, -0.8798892819568392, -0.8080265572442007, -0.8958069858325886, -0.9475347453841734, -1.0087664117140676, -0.891774254050102, -0.9183971469501073, -1.0476344825231172, -0.9219709415160069, -0.8546797791631482, -0.9016449037330188, -0.8139781297341935, -0.8747989738686192, -0.9944086087776083, -0.8684427258128176, -0.9273888197201231, -0.8206452511985628, -0.942511511077218, -0.9188561260732759, -0.8777771172498298, -0.9007339992524526, -0.832439169350936, -0.9232480064854711, -0.947680147130707, -0.8941383799309556, -1.082248610260259, -0.8574392068768617, -1.0558805222139442, -0.9444320456554263, -0.7564937536734561, -0.7139275513554557, -0.8532166897209132, -0.9315349701423183, -0.9320587215740016, -0.7402275802326058, -0.7740774984698869, -0.890633049017717, -0.9935172820824816, -0.890948435997942, -0.9410739018559284, -1.034355436275735, -0.8697740616846272, -0.8361172546504886, -0.9169066934579301, -0.9160463806762515, -0.9515606041956898, -0.8360764986618553, -0.9355364140187644, -0.8789005590021005, -0.946000252148488, -0.9687715915984667, -0.9846886309787424, -0.9457613515554484, -0.8264813336115944, -0.9654742319313314, -0.9687141883973266, -1.0121848078659448, -0.9468771959863762, -0.7913540593899355, -0.7883087996652072, -0.8919589528297365, -1.0455340970517017, -0.8836593912940333, -0.8254986068177298, -0.971887486856655, -0.8443457143658021, -0.9574054143314502, -0.7613215680148607, -0.6910950386182264, -0.9311501146944757, -0.7932406060355781, -0.9763212132925495, -0.9916351245251182, -0.9020187848802114, -0.9443607537047036, -0.9349887577147513, -0.9428896046280896, -1.0720149544808417, -0.907455665589815, -0.9033500208475235, -0.8502608963780293, -0.9760434552266748, -0.7741375928790838, -0.6615785570538086, -0.9713591149136357, -0.9023948631981333, -0.9368621879838326, -1.0763379959280368, -0.9195382538877305, -0.980535713671298, -0.930243447749106, -0.9554572535303392, -0.8119086926346214, -0.7632349329893809, -0.9029542715795364]|503.1642761230468750|      1.00000000|[623, 0, 0, 10]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[-0.7643251508065094, -0.9207572951876809, -0.9159793270680577, -1.009481514714387, -1.02912896874779, -0.8468714729347153, -0.9506299695628396, -0.9882444646919251, -1.0111102500626716, -0.8747777298554471, -1.013220837812249, -0.946564074230623, -0.9428562258070252, -0.8470158342018845, -0.9778329602933771, -0.9829294893656095, -0.9234932242019291, -0.9556542638918342, -1.0823577615803002, -1.0168263442935364, -0.8271183507497326, -0.870500943171253, -0.904483670010733, -0.9739528647690135, -0.9643962017768113, -1.0480399340604174, -0.956022569429634, -0.9441322487482464, -1.0364743355474464, -0.9297795345181724, -0.9879493958378595, -0.802006159952243, -1.0375611551951762, -0.97976829224669, -0.8845188561108315, -0.9598674065221666, -0.8692647557274176, -1.0214430165872257, -1.0808342213944255, -0.8465932842459437, -0.8688899045921108, -1.0335318107088787, -1.1319371917156515, -1.102543736721713, -1.1133924403445925, -1.0322433812825995, -0.8826271893230392, -0.9896128432414175, -0.9175346564315656, -1.0311994733721872, -0.9356751894778486, -0.9613230330302823, -0.9473376365638031, -0.9345994313642112, -0.960545065689936, -1.0040530530491973, -0.9219399280046787, -0.8364763233510378, -0.9830370472587124, -0.8480366272250542, -0.9551546503234503, -1.0651926510276706, -0.9286885809292391, -0.8887182143258917, -0.8950429993207046, -0.9650695158794889, -1.1044651517744895, -0.8943259490186045, -0.9088319783906093, -0.9767150722362473, -0.8193583949713759, -0.8746532190985646, -0.7710738200322221, -0.9287428501774109, -0.8999906102542768, -0.8819448128759366, -0.9784676839939207, -0.9100681545299214, -0.8123647185308877, -1.0445935800089943, -1.038774746511369, -0.9504453412450434, -0.9910931106345942, -0.986876716749055, -1.0511059763749575, -0.9487065355484966, -0.9508290102391774, -0.9448797031476259, -0.8448771555618171, -0.8640467792561713, -0.9058329285903732, -1.0714059812678924, -0.9373638053834171, -0.9818276717936371, -1.0558081650702762, -1.0203756430454847, -1.0160075338621946, -0.7860366985741899, -0.829439280150538, -0.9400850718498649]|454.9836730957031250|      2.00000000|[809, 0, 0, 13]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | iterate success | actual_k=0
       6|[-0.7643251508065094, -0.9207572951876809, -0.9159793270680577, -1.009481514714387, -1.02912896874779, -0.8468714729347153, -0.9506299695628396, -0.9882444646919251, -1.0111102500626716, -0.8747777298554471, -1.013220837812249, -0.946564074230623, -0.9428562258070252, -0.8470158342018845, -0.9778329602933771, -0.9829294893656095, -0.9234932242019291, -0.9556542638918342, -1.0823577615803002, -1.0168263442935364, -0.8271183507497326, -0.870500943171253, -0.904483670010733, -0.9739528647690135, -0.9643962017768113, -1.0480399340604174, -0.956022569429634, -0.9441322487482464, -1.0364743355474464, -0.9297795345181724, -0.9879493958378595, -0.802006159952243, -1.0375611551951762, -0.97976829224669, -0.8845188561108315, -0.9598674065221666, -0.8692647557274176, -1.0214430165872257, -1.0808342213944255, -0.8465932842459437, -0.8688899045921108, -1.0335318107088787, -1.1319371917156515, -1.102543736721713, -1.1133924403445925, -1.0322433812825995, -0.8826271893230392, -0.9896128432414175, -0.9175346564315656, -1.0311994733721872, -0.9356751894778486, -0.9613230330302823, -0.9473376365638031, -0.9345994313642112, -0.960545065689936, -1.0040530530491973, -0.9219399280046787, -0.8364763233510378, -0.9830370472587124, -0.8480366272250542, -0.9551546503234503, -1.0651926510276706, -0.9286885809292391, -0.8887182143258917, -0.8950429993207046, -0.9650695158794889, -1.1044651517744895, -0.8943259490186045, -0.9088319783906093, -0.9767150722362473, -0.8193583949713759, -0.8746532190985646, -0.7710738200322221, -0.9287428501774109, -0.8999906102542768, -0.8819448128759366, -0.9784676839939207, -0.9100681545299214, -0.8123647185308877, -1.0445935800089943, -1.038774746511369, -0.9504453412450434, -0.9910931106345942, -0.986876716749055, -1.0511059763749575, -0.9487065355484966, -0.9508290102391774, -0.9448797031476259, -0.8448771555618171, -0.8640467792561713, -0.9058329285903732, -1.0714059812678924, -0.9373638053834171, -0.9818276717936371, -1.0558081650702762, -1.0203756430454847, -1.0160075338621946, -0.7860366985741899, -0.829439280150538, -0.9400850718498649]|454.9836730957031250|      1.00000000|[995, 0, 0, 16]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[-0.7941741280222676, -0.8713237782711709, -0.9270130482701587, -0.9757655246741729, -1.0194401727200397, -0.9419861301001062, -0.8927828845292346, -0.9578882317762288, -1.0417935495281254, -1.116450601291325, -0.8714359403186942, -1.006121381311221, -1.076037253394091, -0.9826695932633779, -0.9308551523028306, -0.9959298666709738, -0.9381273115656431, -0.9835709172806736, -0.8904899558153352, -0.9410819815699065, -1.007080979672571, -1.0566730094707535, -0.9168750901622719, -0.8153882486804684, -0.9586132059616729, -0.9080740133910208, -0.908575700293125, -0.9568183346635575, -0.9524748297401758, -0.9975563909409928, -1.003719188930386, -1.0150284230146183, -0.9616007052158564, -1.040911454692523, -0.9460005288460697, -0.9785412271235326, -0.9499176885501929, -1.018041382999249, -1.0840635716729838, -0.9178231976816981, -0.8772533225656974, -0.8554698248168626, -0.9566356891683863, -0.9955131762888558, -0.8563050462107331, -1.0970079072961316, -0.9912284239680909, -0.8752663866871068, -1.0045602273346266, -0.9496589189267008, -0.9860698674254339, -0.9937191501888908, -0.9777978539208958, -1.0437458763149605, -0.9338650576455148, -0.9875541383747246, -0.9364392927830035, -0.9361418941101884, -0.9451025600820031, -0.8898152644730977, -1.0333051355842569, -0.9277023040250217, -1.0189924370682437, -0.9123630897490813, -1.01946988888345, -1.0935715423951957, -0.8738074465683461, -0.9398096986361003, -0.8989645329204845, -1.0954894076978032, -0.9856750630594152, -0.9121933176220438, -0.9305077685406564, -0.9249432499039272, -0.8541437071047968, -0.9762965111978659, -1.0450659180237594, -0.9670050942991296, -0.9330715889706498, -1.0048633485219503, -1.024659388447502, -1.0312419984656125, -1.0737643828246237, -1.006148019389807, -0.9808444944325209, -0.9873127356236535, -0.9800527882549761, -0.9157432465939797, -1.063775246472664, -0.9259044881312116, -1.0779514378283026, -0.9802360352766877, -0.8748741315065393, -1.0672816276796506, -1.0796599784675338, -1.0130626671383622, -0.9341509736357213, -0.8478709637250105, -1.0436579062210178, -0.9781387821059004]|432.9814758300781250|      2.00000000|[1181, 0, 0, 19]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | iterate success | actual_k=0
       8|[-0.7941741280222676, -0.8713237782711709, -0.9270130482701587, -0.9757655246741729, -1.0194401727200397, -0.9419861301001062, -0.8927828845292346, -0.9578882317762288, -1.0417935495281254, -1.116450601291325, -0.8714359403186942, -1.006121381311221, -1.076037253394091, -0.9826695932633779, -0.9308551523028306, -0.9959298666709738, -0.9381273115656431, -0.9835709172806736, -0.8904899558153352, -0.9410819815699065, -1.007080979672571, -1.0566730094707535, -0.9168750901622719, -0.8153882486804684, -0.9586132059616729, -0.9080740133910208, -0.908575700293125, -0.9568183346635575, -0.9524748297401758, -0.9975563909409928, -1.003719188930386, -1.0150284230146183, -0.9616007052158564, -1.040911454692523, -0.9460005288460697, -0.9785412271235326, -0.9499176885501929, -1.018041382999249, -1.0840635716729838, -0.9178231976816981, -0.8772533225656974, -0.8554698248168626, -0.9566356891683863, -0.9955131762888558, -0.8563050462107331, -1.0970079072961316, -0.9912284239680909, -0.8752663866871068, -1.0045602273346266, -0.9496589189267008, -0.9860698674254339, -0.9937191501888908, -0.9777978539208958, -1.0437458763149605, -0.9338650576455148, -0.9875541383747246, -0.9364392927830035, -0.9361418941101884, -0.9451025600820031, -0.8898152644730977, -1.0333051355842569, -0.9277023040250217, -1.0189924370682437, -0.9123630897490813, -1.01946988888345, -1.0935715423951957, -0.8738074465683461, -0.9398096986361003, -0.8989645329204845, -1.0954894076978032, -0.9856750630594152, -0.9121933176220438, -0.9305077685406564, -0.9249432499039272, -0.8541437071047968, -0.9762965111978659, -1.0450659180237594, -0.9670050942991296, -0.9330715889706498, -1.0048633485219503, -1.024659388447502, -1.0312419984656125, -1.0737643828246237, -1.006148019389807, -0.9808444944325209, -0.9873127356236535, -0.9800527882549761, -0.9157432465939797, -1.063775246472664, -0.9259044881312116, -1.0779514378283026, -0.9802360352766877, -0.8748741315065393, -1.0672816276796506, -1.0796599784675338, -1.0130626671383622, -0.9341509736357213, -0.8478709637250105, -1.0436579062210178, -0.9781387821059004]|432.9814758300781250|      1.00000000|[1367, 0, 0, 22]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[-0.7941741280222676, -0.8713237782711709, -0.9270130482701587, -0.9757655246741729, -1.0194401727200397, -0.9419861301001062, -0.8927828845292346, -0.9578882317762288, -1.0417935495281254, -1.116450601291325, -0.8714359403186942, -1.006121381311221, -1.076037253394091, -0.9826695932633779, -0.9308551523028306, -0.9959298666709738, -0.9381273115656431, -0.9835709172806736, -0.8904899558153352, -0.9410819815699065, -1.007080979672571, -1.0566730094707535, -0.9168750901622719, -0.8153882486804684, -0.9586132059616729, -0.9080740133910208, -0.908575700293125, -0.9568183346635575, -0.9524748297401758, -0.9975563909409928, -1.003719188930386, -1.0150284230146183, -0.9616007052158564, -1.040911454692523, -0.9460005288460697, -0.9785412271235326, -0.9499176885501929, -1.018041382999249, -1.0840635716729838, -0.9178231976816981, -0.8772533225656974, -0.8554698248168626, -0.9566356891683863, -0.9955131762888558, -0.8563050462107331, -1.0970079072961316, -0.9912284239680909, -0.8752663866871068, -1.0045602273346266, -0.9496589189267008, -0.9860698674254339, -0.9937191501888908, -0.9777978539208958, -1.0437458763149605, -0.9338650576455148, -0.9875541383747246, -0.9364392927830035, -0.9361418941101884, -0.9451025600820031, -0.8898152644730977, -1.0333051355842569, -0.9277023040250217, -1.0189924370682437, -0.9123630897490813, -1.01946988888345, -1.0935715423951957, -0.8738074465683461, -0.9398096986361003, -0.8989645329204845, -1.0954894076978032, -0.9856750630594152, -0.9121933176220438, -0.9305077685406564, -0.9249432499039272, -0.8541437071047968, -0.9762965111978659, -1.0450659180237594, -0.9670050942991296, -0.9330715889706498, -1.0048633485219503, -1.024659388447502, -1.0312419984656125, -1.0737643828246237, -1.006148019389807, -0.9808444944325209, -0.9873127356236535, -0.9800527882549761, -0.9157432465939797, -1.063775246472664, -0.9259044881312116, -1.0779514378283026, -0.9802360352766877, -0.8748741315065393, -1.0672816276796506, -1.0796599784675338, -1.0130626671383622, -0.9341509736357213, -0.8478709637250105, -1.0436579062210178, -0.9781387821059004]|432.9814758300781250|      0.50000000|[1553, 0, 0, 25]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[-0.7226569756623803, -0.8900712989547789, -1.006597756783159, -0.9837251843927154, -1.0580049850300046, -0.9546145860878164, -0.9208614801227402, -0.977557012550642, -1.0302934607382432, -1.0553489152034063, -0.8718740434329338, -1.0336787984301214, -1.005538833789172, -0.9610431052331543, -0.8967068969597942, -0.9402376089076876, -0.8864526463665201, -0.9812568391907033, -0.9135963499626263, -0.9903688008901841, -1.0522878937469742, -1.0089056608508207, -0.9175925564148656, -0.8716309593129669, -0.9504941792302348, -1.0301209059962708, -1.0178670581618758, -0.9241920017365394, -0.9395711040771367, -0.9883124987079364, -1.0351223796572735, -1.0140395350923503, -0.9584605954775333, -1.1024501894312064, -0.9709263165431629, -0.9424536113404984, -0.9853633338101515, -0.9981795629390237, -0.9668724606991195, -0.8888499088631858, -0.9466316120347009, -0.7818276767820541, -0.9198979959900767, -0.9592475838185934, -0.9202137046627417, -0.9638540331591279, -1.0103734520100685, -0.921527503688706, -1.0169641367321358, -1.001398831554613, -0.9825323286288374, -1.0193729384449919, -1.0476016230712926, -1.0482560195664157, -0.9143340842505812, -0.926394065395367, -1.0075395987963274, -0.9482722566978102, -0.978236005249229, -1.0216667545420686, -1.009843131014869, -0.918417861950779, -0.9604888144437241, -0.8972214659796686, -1.027198206983145, -1.071967052969078, -0.8769589219453786, -0.9178303817261215, -0.9549397371073467, -1.0418388527899967, -0.9916552723004965, -0.9705708925571547, -0.9691417020316115, -0.9142028042364595, -0.8264454815758091, -0.9800690437612015, -1.1131021590166643, -1.0345847608409988, -1.0626526130601324, -1.0117249455297934, -1.0390353949647406, -1.056896335931488, -1.0181229423102776, -0.989759736590308, -1.0043155285215999, -1.017434733062129, -1.000221628691423, -0.9173117786415258, -1.0262513531944362, -0.9889012554426717, -0.9996884659096061, -1.0084467446280956, -0.9675411869367702, -1.1035271411580672, -1.03801733088819, -0.996148379270217, -0.8638407053530859, -0.912130561523421, -1.0283661103658832, -0.9564806447804585]|425.3904724121093750|      1.00000000|[1678, 0, 0, 27]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
