k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]| 27.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0352643164787252, 0.774295731610198, 0.984987949552199, 0.9899870061748013, 1.0540344020919181, 1.0096528973548713, 0.9728470079458789, 0.9745983364944719, 1.019073753733241, 0.8891521325510375, 0.875395283150639, 0.8538596234041362, 1.9056133117281067, 1.0105565834018901, 0.8683486226497656, 0.9748840926812222, 0.9959225359557738, 0.9023029374411806, 0.9428560276699631, 0.9404305927779262, 0.9154808872132713, 1.051910602234847, 0.8925291987810979, 0.968203929260711, 0.8712587385959778]|  4.0198731574845858|      2.00000000|[65, 0, 1, 2]                                                              |  | used linear model with 65 points | iterate success | actual_k=0
       2|[1.0352643164787252, 0.774295731610198, 0.984987949552199, 0.9899870061748013, 1.0540344020919181, 1.0096528973548713, 0.9728470079458789, 0.9745983364944719, 1.019073753733241, 0.8891521325510375, 0.875395283150639, 0.8538596234041362, 1.9056133117281067, 1.0105565834018901, 0.8683486226497656, 0.9748840926812222, 0.9959225359557738, 0.9023029374411806, 0.9428560276699631, 0.9404305927779262, 0.9154808872132713, 1.051910602234847, 0.8925291987810979, 0.968203929260711, 0.8712587385959778]|  4.0198731574845858|      1.00000000|[130, 0, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=0
       3|[1.0352643164787252, 0.774295731610198, 0.984987949552199, 0.9899870061748013, 1.0540344020919181, 1.0096528973548713, 0.9728470079458789, 0.9745983364944719, 1.019073753733241, 0.8891521325510375, 0.875395283150639, 0.8538596234041362, 1.9056133117281067, 1.0105565834018901, 0.8683486226497656, 0.9748840926812222, 0.9959225359557738, 0.9023029374411806, 0.9428560276699631, 0.9404305927779262, 0.9154808872132713, 1.051910602234847, 0.8925291987810979, 0.968203929260711, 0.8712587385959778]|  4.0198731574845858|      0.50000000|[195, 0, 3, 6]                                                             |  | used linear model with 65 points | iterate failure | actual_k=0
       4|[1.0352643164787252, 0.774295731610198, 0.984987949552199, 0.9899870061748013, 1.0540344020919181, 1.0096528973548713, 0.9728470079458789, 0.9745983364944719, 1.019073753733241, 0.8891521325510375, 0.875395283150639, 0.8538596234041362, 1.9056133117281067, 1.0105565834018901, 0.8683486226497656, 0.9748840926812222, 0.9959225359557738, 0.9023029374411806, 0.9428560276699631, 0.9404305927779262, 0.9154808872132713, 1.051910602234847, 0.8925291987810979, 0.968203929260711, 0.8712587385959778]|  4.0198731574845858|      0.25000000|[260, 0, 4, 8]                                                             |  | used linear model with 65 points | iterate failure | actual_k=0
       5|[1.062421093287598, 0.7312036201337417, 0.9956529151282405, 0.9780518813136595, 1.025440582214803, 0.9789200184162445, 0.9610773962484023, 0.9663502584985675, 0.966740586750105, 0.915461660631585, 0.9588573633792306, 0.7893335433309113, 1.9026458193949753, 0.9561825711616383, 1.0295366600895535, 0.9961053004597799, 0.9577430599163718, 0.8429602019218392, 0.9280146430616094, 0.9742744232735288, 0.9548198443269942, 0.992820366813766, 0.8737940973981122, 0.9236391924489635, 0.8726146634703424]|  3.2220247441626744|      0.50000000|[325, 0, 5, 10]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       6|[1.062421093287598, 0.7312036201337417, 0.9956529151282405, 0.9780518813136595, 1.025440582214803, 0.9789200184162445, 0.9610773962484023, 0.9663502584985675, 0.966740586750105, 0.915461660631585, 0.9588573633792306, 0.7893335433309113, 1.9026458193949753, 0.9561825711616383, 1.0295366600895535, 0.9961053004597799, 0.9577430599163718, 0.8429602019218392, 0.9280146430616094, 0.9742744232735288, 0.9548198443269942, 0.992820366813766, 0.8737940973981122, 0.9236391924489635, 0.8726146634703424]|  3.2220247441626744|      0.25000000|[390, 0, 6, 12]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       7|[1.018349678415692, 0.7090858264171209, 0.9773968982377266, 0.9683277422994503, 1.0903637857918909, 0.996832950354092, 0.9722810250813979, 0.9879624827054689, 0.9495819942661579, 0.950239980722761, 1.0527876423316793, 0.6545194235736735, 1.8831449286611033, 0.9518507031059047, 1.0362913429336023, 1.016009673185306, 0.8916601815424207, 0.8677251768295987, 0.9641327299934404, 0.9412837585377924, 1.0005208186657857, 0.9939695767994489, 0.8803130689347438, 0.8123129364642956, 0.815426098847123]|  2.8477885129179561|      0.50000000|[455, 0, 7, 14]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       8|[1.018349678415692, 0.7090858264171209, 0.9773968982377266, 0.9683277422994503, 1.0903637857918909, 0.996832950354092, 0.9722810250813979, 0.9879624827054689, 0.9495819942661579, 0.950239980722761, 1.0527876423316793, 0.6545194235736735, 1.8831449286611033, 0.9518507031059047, 1.0362913429336023, 1.016009673185306, 0.8916601815424207, 0.8677251768295987, 0.9641327299934404, 0.9412837585377924, 1.0005208186657857, 0.9939695767994489, 0.8803130689347438, 0.8123129364642956, 0.815426098847123]|  2.8477885129179561|      0.25000000|[520, 0, 8, 16]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       9|[1.0227295909329261, 0.6648571594076693, 0.9594465265175742, 0.9556939670247199, 1.079053965265984, 0.9592682414955467, 0.9550032351130957, 1.0314782373145912, 1.0069100548074434, 0.9340977739219836, 1.0302697063321353, 0.6112409985237335, 1.95852775085541, 0.8666996848364633, 1.061956099537944, 1.009917545528758, 0.935315055355094, 0.9052257172982673, 0.986177629169101, 0.9762944679900696, 0.968626608008458, 0.9080178730390546, 0.9079039630624606, 0.7541820556736981, 0.676911565958545]|  2.4301195261970370|      0.50000000|[585, 0, 9, 18]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
      10|[1.0227295909329261, 0.6648571594076693, 0.9594465265175742, 0.9556939670247199, 1.079053965265984, 0.9592682414955467, 0.9550032351130957, 1.0314782373145912, 1.0069100548074434, 0.9340977739219836, 1.0302697063321353, 0.6112409985237335, 1.95852775085541, 0.8666996848364633, 1.061956099537944, 1.009917545528758, 0.935315055355094, 0.9052257172982673, 0.986177629169101, 0.9762944679900696, 0.968626608008458, 0.9080178730390546, 0.9079039630624606, 0.7541820556736981, 0.676911565958545]|  2.4301195261970370|      0.25000000|[650, 0, 10, 20]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
      11|[1.0479018278968777, 0.667108653393484, 0.9952977601496039, 0.8937339941140221, 1.0154095314327811, 0.9561186661436869, 0.9006114151896168, 0.9830690195771457, 1.0607987027250096, 0.9162845781713626, 1.0903939041928907, 0.5050610162190711, 1.9163210167960718, 0.8507870472655845, 1.0671505317766836, 0.9948999893003176, 1.060265507102508, 0.9593505335892106, 0.914772965335505, 0.9970118342228119, 0.9689714817495724, 0.9149762186636312, 0.9408164927826494, 0.7694581677203254, 0.6376448876265975]|  2.2629150146237484|      0.50000000|[715, 0, 11, 22]                                                           |  | used linear model with 65 points | iterate success | actual_k=0
      12|[1.0479018278968777, 0.667108653393484, 0.9952977601496039, 0.8937339941140221, 1.0154095314327811, 0.9561186661436869, 0.9006114151896168, 0.9830690195771457, 1.0607987027250096, 0.9162845781713626, 1.0903939041928907, 0.5050610162190711, 1.9163210167960718, 0.8507870472655845, 1.0671505317766836, 0.9948999893003176, 1.060265507102508, 0.9593505335892106, 0.914772965335505, 0.9970118342228119, 0.9689714817495724, 0.9149762186636312, 0.9408164927826494, 0.7694581677203254, 0.6376448876265975]|  2.2629150146237484|      0.25000000|[780, 0, 12, 24]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
      13|[1.074486539499371, 0.646160330464938, 1.067996223361347, 0.8683819672260678, 0.942479545510971, 0.9193807398067491, 0.974883272800292, 0.94152852980698, 1.0863762905076277, 0.8676984964061235, 1.024438144020905, 0.5092872589088749, 1.897905552893495, 0.7980640766161202, 1.1425496286096137, 1.0174786795304953, 1.0424883860693197, 0.880400184267823, 0.934599434083704, 0.942529092469725, 0.9364604955663361, 0.9358935722679936, 0.9288561999136815, 0.6811937183075718, 0.5636115110629055]|  2.0345286234849884|      0.50000000|[845, 0, 13, 26]                                                           |  | used linear model with 65 points | iterate success | actual_k=0
      14|[1.074486539499371, 0.646160330464938, 1.067996223361347, 0.8683819672260678, 0.942479545510971, 0.9193807398067491, 0.974883272800292, 0.94152852980698, 1.0863762905076277, 0.8676984964061235, 1.024438144020905, 0.5092872589088749, 1.897905552893495, 0.7980640766161202, 1.1425496286096137, 1.0174786795304953, 1.0424883860693197, 0.880400184267823, 0.934599434083704, 0.942529092469725, 0.9364604955663361, 0.9358935722679936, 0.9288561999136815, 0.6811937183075718, 0.5636115110629055]|  2.0345286234849884|      0.25000000|[910, 0, 14, 28]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
      15|[1.1575168132365592, 0.6644798667635854, 1.0766024214742629, 0.8519185197217352, 0.9661935432355959, 0.8274868797617281, 1.0322526386556825, 0.9025132386414706, 1.0240082844896088, 0.8423904616423691, 0.9545658579540359, 0.5074075150777687, 1.891960462095576, 0.8716692666948469, 1.2119359546959543, 0.9390984632428407, 1.0214439996376323, 0.950555600502776, 0.9777376605886534, 0.9702768024746817, 0.9464769914967094, 0.9805467519717759, 0.901317956179877, 0.7347785492006513, 0.6030911855324023]|  1.9116498275303708|      0.50000000|[975, 0, 15, 30]                                                           |  | used linear model with 65 points | iterate success | actual_k=0
      16|[1.1575168132365592, 0.6644798667635854, 1.0766024214742629, 0.8519185197217352, 0.9661935432355959, 0.8274868797617281, 1.0322526386556825, 0.9025132386414706, 1.0240082844896088, 0.8423904616423691, 0.9545658579540359, 0.5074075150777687, 1.891960462095576, 0.8716692666948469, 1.2119359546959543, 0.9390984632428407, 1.0214439996376323, 0.950555600502776, 0.9777376605886534, 0.9702768024746817, 0.9464769914967094, 0.9805467519717759, 0.901317956179877, 0.7347785492006513, 0.6030911855324023]|  1.9116498275303708|      0.25000000|[1040, 0, 16, 32]                                                          |  | used linear model with 65 points | iterate failure | actual_k=0
      17|[1.1575168132365592, 0.6644798667635854, 1.0766024214742629, 0.8519185197217352, 0.9661935432355959, 0.8274868797617281, 1.0322526386556825, 0.9025132386414706, 1.0240082844896088, 0.8423904616423691, 0.9545658579540359, 0.5074075150777687, 1.891960462095576, 0.8716692666948469, 1.2119359546959543, 0.9390984632428407, 1.0214439996376323, 0.950555600502776, 0.9777376605886534, 0.9702768024746817, 0.9464769914967094, 0.9805467519717759, 0.901317956179877, 0.7347785492006513, 0.6030911855324023]|  1.9116498275303708|      0.12500000|[1105, 0, 17, 34]                                                          |  | used linear model with 65 points | iterate failure | actual_k=0
      18|[1.187297553436218, 0.6390032048469987, 1.0625278747840756, 0.832936452236843, 0.94702055628216, 0.8464224567577023, 1.0053701617225386, 0.8682444379852937, 1.0273335953992977, 0.8433313605031328, 0.9843342984718049, 0.4958951876282987, 1.909799707062434, 0.8053638380099973, 1.1855967438055874, 0.920294569101183, 1.0174391537726106, 0.935424273229997, 0.9743184106343573, 0.943132202064855, 0.932245952191867, 0.9652549663032638, 0.867407054597007, 0.7454400910845889, 0.5653905674093841]|  1.7607143877989864|      0.25000000|[1170, 0, 18, 36]                                                          |  | used linear model with 65 points | iterate success | actual_k=0
      19|[1.187297553436218, 0.6390032048469987, 1.0625278747840756, 0.832936452236843, 0.94702055628216, 0.8464224567577023, 1.0053701617225386, 0.8682444379852937, 1.0273335953992977, 0.8433313605031328, 0.9843342984718049, 0.4958951876282987, 1.909799707062434, 0.8053638380099973, 1.1855967438055874, 0.920294569101183, 1.0174391537726106, 0.935424273229997, 0.9743184106343573, 0.943132202064855, 0.932245952191867, 0.9652549663032638, 0.867407054597007, 0.7454400910845889, 0.5653905674093841]|  1.7607143877989864|      0.12500000|[1235, 0, 19, 38]                                                          |  | used linear model with 65 points | iterate failure | actual_k=0
      20|[1.1960348794682658, 0.6094267870595765, 1.017695314695009, 0.8477845068976569, 0.9723654770147072, 0.8455363926358587, 0.9842554520269903, 0.8317393138068591, 1.0424733054905164, 0.8316119330103439, 0.9520200201498845, 0.4294525454597896, 1.8836972330082602, 0.7900752392110811, 1.2057262123146708, 0.899812831091859, 1.0164442932584548, 0.9319349142769928, 0.9814144254491789, 0.9484676074860906, 0.9251451340032247, 0.9218033113357825, 0.853630670159879, 0.7416351415366681, 0.5802894270378439]|  1.6621393467225487|      0.25000000|[1300, 0, 20, 40]                                                          |  | used linear model with 65 points | iterate success | actual_k=0
      21|[1.1960348794682658, 0.6094267870595765, 1.017695314695009, 0.8477845068976569, 0.9723654770147072, 0.8455363926358587, 0.9842554520269903, 0.8317393138068591, 1.0424733054905164, 0.8316119330103439, 0.9520200201498845, 0.4294525454597896, 1.8836972330082602, 0.7900752392110811, 1.2057262123146708, 0.899812831091859, 1.0164442932584548, 0.9319349142769928, 0.9814144254491789, 0.9484676074860906, 0.9251451340032247, 0.9218033113357825, 0.853630670159879, 0.7416351415366681, 0.5802894270378439]|  1.6621393467225487|      0.12500000|[1365, 0, 21, 42]                                                          |  | used linear model with 65 points | iterate failure | actual_k=0
      22|[1.2132719720807696, 0.580053449381056, 1.0132932695280943, 0.787955000009832, 0.9741068041853471, 0.8296780781618541, 0.9759494032449617, 0.8404462783383722, 1.0324208198719333, 0.7966080175665233, 0.9405447153852848, 0.4584457951833129, 1.8971784285465891, 0.7286192803551963, 1.206255846735486, 0.9203675404349131, 1.014646048806218, 0.917246701325507, 0.946355874174087, 0.9382531580116228, 0.9238479297150389, 0.8827173234199074, 0.8421099455208929, 0.7472027771247876, 0.5570232972453524]|  1.6053840840451996|      0.25000000|[1430, 0, 22, 44]                                                          |  | used linear model with 65 points | iterate success | actual_k=0
