k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.6, -0.6, 20.0]                                                               |2340.4195868458514269|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6420002972303461, -1.2282272122472926, 19.223104547043455]                   |575.8703613281250000|      2.00000000|[11, 0, 0, 4]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=0
       2|[0.6420002972303461, -1.2282272122472926, 19.223104547043455]                   |575.8703613281250000|      1.00000000|[21, 0, 0, 8]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.6420002972303461, -1.2282272122472926, 19.223104547043455]                   |575.8703613281250000|      0.50000000|[31, 0, 0, 12]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.6420002972303461, -1.2282272122472926, 19.223104547043455]                   |575.8703613281250000|      0.25000000|[41, 0, 0, 16]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.6420002972303461, -1.2282272122472926, 19.223104547043455]                   |575.8703613281250000|      0.12500000|[51, 0, 0, 20]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.6609626020636916, -1.1046959982372075, 19.220765709596805]                   |313.1921997070312500|      0.25000000|[57, 0, 0, 22]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       7|[0.6609626020636916, -1.1046959982372075, 19.220765709596805]                   |313.1921997070312500|      0.12500000|[67, 0, 0, 26]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.7846025938689113, -1.1195420123325373, 19.231616898097908]                   |272.1394348144531250|      0.25000000|[75, 0, 0, 29]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=0
       9|[0.7846025938689113, -1.1195420123325373, 19.231616898097908]                   |272.1394348144531250|      0.12500000|[85, 0, 0, 33]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
