k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.849616965288863, -0.19111423565939, 0.0752189590356851, 0.5118765442343851, -0.1132262810537335, 0.224317030542, -0.0809755287675637]|108335.1484375000000000|      2.00000000|[25, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | iterate success | actual_k=4
       2|[9.36777001515786, 0.7730296063840684, -0.195860548065205, -0.0005280415901994, -1.6621433831670935, 0.5387036539526396, -0.1459714636882175]|55449.6551245111113531|      4.00000000|[49, 16, 1, 5]                                                             |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
       3|[9.36777001515786, 0.7730296063840684, -0.195860548065205, -0.0005280415901994, -1.6621433831670935, 0.5387036539526396, -0.1459714636882175]|55449.6551245111113531|      2.00000000|[74, 24, 2, 8]                                                             |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[9.36777001515786, 0.7730296063840684, -0.195860548065205, -0.0005280415901994, -1.6621433831670935, 0.5387036539526396, -0.1459714636882175]|55449.6551245111113531|      1.00000000|[99, 32, 2, 10]                                                            |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[10.270532237275493, 0.8298588535076797, -0.2583548810979263, 0.2819232257667025, -1.8691445866072436, 0.491412258299616, 0.0842905014023966]|36051.4101562500000000|      2.00000000|[123, 40, 2, 12]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       6|[10.270532237275493, 0.8298588535076797, -0.2583548810979263, 0.2819232257667025, -1.8691445866072436, 0.491412258299616, 0.0842905014023966]|36051.4101562500000000|      1.00000000|[147, 48, 2, 14]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[10.270532237275493, 0.8298588535076797, -0.2583548810979263, 0.2819232257667025, -1.8691445866072436, 0.491412258299616, 0.0842905014023966]|36051.4101562500000000|      0.50000000|[171, 56, 3, 17]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[10.270532237275493, 0.8298588535076797, -0.2583548810979263, 0.2819232257667025, -1.8691445866072436, 0.491412258299616, 0.0842905014023966]|36051.4101562500000000|      0.25000000|[196, 64, 3, 19]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[10.270532237275493, 0.8298588535076797, -0.2583548810979263, 0.2819232257667025, -1.8691445866072436, 0.491412258299616, 0.0842905014023966]|36051.4101562500000000|      0.12500000|[220, 72, 3, 21]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[10.270532237275493, 0.8298588535076797, -0.2583548810979263, 0.2819232257667025, -1.8691445866072436, 0.491412258299616, 0.0842905014023966]|36051.4101562500000000|      0.06250000|[244, 80, 4, 24]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      11|[10.272464747454983, 0.8337863942071999, -0.2852485126969047, 0.2870622188217936, -1.8641177931481485, 0.4850941856087049, 0.0288628326506811]|11999.2197265625000000|      0.12500000|[269, 88, 4, 26]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      12|[10.272464747454983, 0.8337863942071999, -0.2852485126969047, 0.2870622188217936, -1.8641177931481485, 0.4850941856087049, 0.0288628326506811]|11999.2197265625000000|      0.06250000|[293, 96, 4, 28]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      13|[10.272464747454983, 0.8337863942071999, -0.2852485126969047, 0.2870622188217936, -1.8641177931481485, 0.4850941856087049, 0.0288628326506811]|11999.2197265625000000|      0.03125000|[317, 104, 4, 30]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      14|[10.272464747454983, 0.8337863942071999, -0.2852485126969047, 0.2870622188217936, -1.8641177931481485, 0.4850941856087049, 0.0288628326506811]|11999.2197265625000000|      0.01562500|[341, 112, 5, 33]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[10.272555753849083, 0.8338759136074422, -0.285100596402106, 0.288563397016706, -1.8638383440062465, 0.4851342360579343, 0.0133139028467148]|4696.8071289062500000|      0.03125000|[366, 120, 5, 35]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      16|[10.272555753849083, 0.8338759136074422, -0.285100596402106, 0.288563397016706, -1.8638383440062465, 0.4851342360579343, 0.0133139028467148]|4696.8071289062500000|      0.01562500|[390, 128, 5, 37]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      17|[10.272555753849083, 0.8338759136074422, -0.285100596402106, 0.288563397016706, -1.8638383440062465, 0.4851342360579343, 0.0133139028467148]|4696.8071289062500000|      0.00781250|[414, 136, 5, 39]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      18|[10.272555753849083, 0.8338759136074422, -0.285100596402106, 0.288563397016706, -1.8638383440062465, 0.4851342360579343, 0.0133139028467148]|4696.8071289062500000|      0.00390625|[438, 144, 5, 41]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      19|[10.272024855713342, 0.8340300573586409, -0.2862406136351092, 0.289037110910367, -1.8640663824608057, 0.4857407342721169, 0.0169207422069826]|2970.1809082031250000|      0.00781250|[462, 152, 5, 43]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      20|[10.272024855713342, 0.8340300573586409, -0.2862406136351092, 0.289037110910367, -1.8640663824608057, 0.4857407342721169, 0.0169207422069826]|2970.1809082031250000|      0.00390625|[486, 160, 6, 46]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      21|[10.272024855713342, 0.8340300573586409, -0.2862406136351092, 0.289037110910367, -1.8640663824608057, 0.4857407342721169, 0.0169207422069826]|2970.1809082031250000|      0.00195312|[511, 168, 6, 48]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      22|[10.272024855713342, 0.8340300573586409, -0.2862406136351092, 0.289037110910367, -1.8640663824608057, 0.4857407342721169, 0.0169207422069826]|2970.1809082031250000|      0.00097656|[535, 176, 6, 50]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      23|[10.272117615334281, 0.8338699014508358, -0.2862899571802144, 0.2889704897530849, -1.8640893498406574, 0.485750364708438, 0.0159657937034274]|2886.2590332031250000|      0.00195312|[559, 184, 6, 52]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      24|[10.272117615334281, 0.8338699014508358, -0.2862899571802144, 0.2889704897530849, -1.8640893498406574, 0.485750364708438, 0.0159657937034274]|2886.2590332031250000|      0.00097656|[583, 192, 6, 54]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
