k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.623349663647797, 0.0548631792368003, 0.1185115421074544, 0.7695433042669217, 0.0080698323016207, 0.0036672996821067, 0.0269721077962579, 0.0116562262812252, -0.0045837039596051, -0.0046394358829834, -0.0036129513541317, -0.0127801755115228, 0.0027720532164735, -0.0164800357313804, -0.0199192902773696, -0.0103674273672403, 0.0050170515141878, 0.0066343511023951, 0.00342320020748, 0.0080554150977338, -0.0088505112635887, -0.0038507952305173]| 13.1531238555908203|      2.00000000|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       2|[1.8394770693843263, 0.1131304745300066, 0.3721911374375078, 2.2864228908061253, 0.072031054494254, -0.2126070334597989, 0.0489673816176801, -0.0283867300816107, 0.0019799526426787, -0.0753796489521982, 0.0427184091999086, -0.106860084243685, -0.0565398107035734, -0.1167642850738322, -0.0850663507490078, -0.1545634967445403, 0.0581613225850534, 0.0191817477631112, 0.128425782160199, 0.0029473657837662, -0.1313551789226698, 0.1015624076533989]| 12.2615919113159180|      4.00000000|[257, 0, 0, 4]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       3|[1.8394770693843263, 0.1131304745300066, 0.3721911374375078, 2.2864228908061253, 0.072031054494254, -0.2126070334597989, 0.0489673816176801, -0.0283867300816107, 0.0019799526426787, -0.0753796489521982, 0.0427184091999086, -0.106860084243685, -0.0565398107035734, -0.1167642850738322, -0.0850663507490078, -0.1545634967445403, 0.0581613225850534, 0.0191817477631112, 0.128425782160199, 0.0029473657837662, -0.1313551789226698, 0.1015624076533989]| 12.2615919113159180|      2.00000000|[385, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
       4|[1.8394770693843263, 0.1131304745300066, 0.3721911374375078, 2.2864228908061253, 0.072031054494254, -0.2126070334597989, 0.0489673816176801, -0.0283867300816107, 0.0019799526426787, -0.0753796489521982, 0.0427184091999086, -0.106860084243685, -0.0565398107035734, -0.1167642850738322, -0.0850663507490078, -0.1545634967445403, 0.0581613225850534, 0.0191817477631112, 0.128425782160199, 0.0029473657837662, -0.1313551789226698, 0.1015624076533989]| 12.2615919113159180|      1.00000000|[513, 0, 0, 8]                                                             |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
       5|[1.8394770693843263, 0.1131304745300066, 0.3721911374375078, 2.2864228908061253, 0.072031054494254, -0.2126070334597989, 0.0489673816176801, -0.0283867300816107, 0.0019799526426787, -0.0753796489521982, 0.0427184091999086, -0.106860084243685, -0.0565398107035734, -0.1167642850738322, -0.0850663507490078, -0.1545634967445403, 0.0581613225850534, 0.0191817477631112, 0.128425782160199, 0.0029473657837662, -0.1313551789226698, 0.1015624076533989]| 12.2615919113159180|      0.50000000|[641, 0, 0, 10]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[1.5415825557948306, 0.0799826065094224, 0.2996563717032323, 1.8946166988041344, 0.0851103693934181, -0.2040011536292262, 0.0463717022379713, -0.0150500959200574, 0.0063397995149297, -0.0594601018993298, 0.0459266146640885, -0.1025677047922958, -0.049078745280449, -0.1271925568027681, -0.0828854551788522, -0.1625690061428951, 0.0662158353517815, 0.0242403592306104, 0.1324222924232636, -0.0126259449781235, -0.1399232096058005, 0.101969986009071]| 12.1446866989135742|      1.00000000|[769, 0, 0, 12]                                                            |  | trying linear partial model with 65 points | iterate success | actual_k=0
       7|[1.5415825557948306, 0.0799826065094224, 0.2996563717032323, 1.8946166988041344, 0.0851103693934181, -0.2040011536292262, 0.0463717022379713, -0.0150500959200574, 0.0063397995149297, -0.0594601018993298, 0.0459266146640885, -0.1025677047922958, -0.049078745280449, -0.1271925568027681, -0.0828854551788522, -0.1625690061428951, 0.0662158353517815, 0.0242403592306104, 0.1324222924232636, -0.0126259449781235, -0.1399232096058005, 0.101969986009071]| 12.1446866989135742|      0.50000000|[897, 0, 0, 14]                                                            |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
       8|[1.5415825557948306, 0.0799826065094224, 0.2996563717032323, 1.8946166988041344, 0.0851103693934181, -0.2040011536292262, 0.0463717022379713, -0.0150500959200574, 0.0063397995149297, -0.0594601018993298, 0.0459266146640885, -0.1025677047922958, -0.049078745280449, -0.1271925568027681, -0.0828854551788522, -0.1625690061428951, 0.0662158353517815, 0.0242403592306104, 0.1324222924232636, -0.0126259449781235, -0.1399232096058005, 0.101969986009071]| 12.1446866989135742|      0.25000000|[1025, 0, 0, 16]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
       9|[1.5415825557948306, 0.0799826065094224, 0.2996563717032323, 1.8946166988041344, 0.0851103693934181, -0.2040011536292262, 0.0463717022379713, -0.0150500959200574, 0.0063397995149297, -0.0594601018993298, 0.0459266146640885, -0.1025677047922958, -0.049078745280449, -0.1271925568027681, -0.0828854551788522, -0.1625690061428951, 0.0662158353517815, 0.0242403592306104, 0.1324222924232636, -0.0126259449781235, -0.1399232096058005, 0.101969986009071]| 12.1446866989135742|      0.12500000|[1153, 0, 0, 18]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      10|[1.5415825557948306, 0.0799826065094224, 0.2996563717032323, 1.8946166988041344, 0.0851103693934181, -0.2040011536292262, 0.0463717022379713, -0.0150500959200574, 0.0063397995149297, -0.0594601018993298, 0.0459266146640885, -0.1025677047922958, -0.049078745280449, -0.1271925568027681, -0.0828854551788522, -0.1625690061428951, 0.0662158353517815, 0.0242403592306104, 0.1324222924232636, -0.0126259449781235, -0.1399232096058005, 0.101969986009071]| 12.1446866989135742|      0.06250000|[1281, 0, 0, 20]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      11|[1.5415825557948306, 0.0799826065094224, 0.2996563717032323, 1.8946166988041344, 0.0851103693934181, -0.2040011536292262, 0.0463717022379713, -0.0150500959200574, 0.0063397995149297, -0.0594601018993298, 0.0459266146640885, -0.1025677047922958, -0.049078745280449, -0.1271925568027681, -0.0828854551788522, -0.1625690061428951, 0.0662158353517815, 0.0242403592306104, 0.1324222924232636, -0.0126259449781235, -0.1399232096058005, 0.101969986009071]| 12.1446866989135742|      0.03125000|[1409, 0, 0, 22]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      12|[1.5415825557948306, 0.0799826065094224, 0.2996563717032323, 1.8946166988041344, 0.0851103693934181, -0.2040011536292262, 0.0463717022379713, -0.0150500959200574, 0.0063397995149297, -0.0594601018993298, 0.0459266146640885, -0.1025677047922958, -0.049078745280449, -0.1271925568027681, -0.0828854551788522, -0.1625690061428951, 0.0662158353517815, 0.0242403592306104, 0.1324222924232636, -0.0126259449781235, -0.1399232096058005, 0.101969986009071]| 12.1446866989135742|      0.01562500|[1537, 0, 0, 24]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
