k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.50000000|[91, 14, 0, 7]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.25000000|[182, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.12500000|[271, 42, 0, 21]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.06250000|[357, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.03125000|[444, 70, 0, 35]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[4.135903322465683, 0.0317302128760769, 0.1740899782613003, 0.019760987771951, 1.656201883094046, 0.0203592850671588, 1.184434901031871, 0.0183507333397661, 0.2910459481526984, 0.0200692163862641, 0.3255848797822495, 0.0183156071759643, 0.0855879985490699, 0.0199098522255004, 0.2507062911351353, 0.0124758554492334, 1.4011451985628058, 0.0250505437776678, 1.1699738321316238, 0.0242668330384114, 0.0923465577304988, 0.0178591136525319, 0.1326833621969757, 0.0202641132954296, 0.3081157405000665, 0.0239606875585145, 0.0985184593713135, 0.0205474257494922, 0.1201312878389637, 0.0200394545259114, 0.5396163370024177, 0.020194948934534, 0.0014983625156994, 0.0160776094863207, 0.0848175428528841, 0.01574379470791, 0.1094249309300934, 0.024906098174527, 0.0473240252437714, 0.0241103348527494, 0.0953117618345127, 0.0236493550467144, 0.2837051423837165, 0.0208429290867076, 0.4193626283622122, 0.0157605126774043, 0.1686499684129663, 0.0212825165747344, 0.0727412989328972, 0.019160502612253, 0.3072832042284237, 0.02166171844663, 0.1401723945114946, 0.0219244423936129, 0.2804771766555841, 0.0183735728661296, 0.0627174513914557, 0.0240706037012882, 0.1537794682386739, 0.0144432379849007, 0.190354028250531, 0.0171107231136252, 0.1485672597933857, 0.0213039924374324, 0.3934938174160786, 0.0235976577360636]|204413.6875000000000000|      0.06250000|[471, 74, 0, 37]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       7|[4.135903322465683, 0.0317302128760769, 0.1740899782613003, 0.019760987771951, 1.656201883094046, 0.0203592850671588, 1.184434901031871, 0.0183507333397661, 0.2910459481526984, 0.0200692163862641, 0.3255848797822495, 0.0183156071759643, 0.0855879985490699, 0.0199098522255004, 0.2507062911351353, 0.0124758554492334, 1.4011451985628058, 0.0250505437776678, 1.1699738321316238, 0.0242668330384114, 0.0923465577304988, 0.0178591136525319, 0.1326833621969757, 0.0202641132954296, 0.3081157405000665, 0.0239606875585145, 0.0985184593713135, 0.0205474257494922, 0.1201312878389637, 0.0200394545259114, 0.5396163370024177, 0.020194948934534, 0.0014983625156994, 0.0160776094863207, 0.0848175428528841, 0.01574379470791, 0.1094249309300934, 0.024906098174527, 0.0473240252437714, 0.0241103348527494, 0.0953117618345127, 0.0236493550467144, 0.2837051423837165, 0.0208429290867076, 0.4193626283622122, 0.0157605126774043, 0.1686499684129663, 0.0212825165747344, 0.0727412989328972, 0.019160502612253, 0.3072832042284237, 0.02166171844663, 0.1401723945114946, 0.0219244423936129, 0.2804771766555841, 0.0183735728661296, 0.0627174513914557, 0.0240706037012882, 0.1537794682386739, 0.0144432379849007, 0.190354028250531, 0.0171107231136252, 0.1485672597933857, 0.0213039924374324, 0.3934938174160786, 0.0235976577360636]|204413.6875000000000000|      0.03125000|[558, 88, 0, 44]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[4.139736115325449, 0.0419170560976946, 0.1742143465046205, 0.0181034721446644, 1.655134411673434, 0.0168587725535358, 1.1875477711038032, 0.0272437311924677, 0.2926721399044878, 0.0242255979293768, 0.3272197807123218, 0.014227430361269, 0.0827550645684737, 0.0189655908004858, 0.2469208848904403, 0.0152978120686276, 1.4002522847781487, 0.0272979780928397, 1.1676148534841408, 0.0252932663682537, 0.0978799699168777, 0.0141034276305088, 0.1300016445348334, 0.0244369779441446, 0.3126495691443498, 0.0250374758640491, 0.1025972723351166, 0.0241951475230467, 0.1187039643515948, 0.0170622669726161, 0.5393222950675376, 0.012463830508988, -0.0002370663996364, 0.0133774387763212, 0.0832493890169817, 0.0115384019289445, 0.1164949252512296, 0.0246444553733965, 0.0521806715434583, 0.0172790296434471, 0.0964732864391456, 0.0237251922571649, 0.2771750082660368, 0.025109134902368, 0.4200429237181278, 0.0122356984253252, 0.1687876163411261, 0.0163632167620695, 0.0689789792145461, 0.023508380143377, 0.3083775951658675, 0.0255121793572255, 0.1443200238773511, 0.0162657110443761, 0.2838349505824887, 0.0170479585273595, 0.059963578086769, 0.0290431857952227, 0.1498751759027867, 0.0091377363043647, 0.1917463630216039, 0.0165653392635973, 0.1486504200286599, 0.0227938458928113, 0.3987164267955235, 0.0266970262120149]|184755.1875000000000000|      0.06250000|[585, 92, 0, 46]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[4.1507524737886525, 0.0463963933531504, 0.1735510522097188, 0.0302791436337514, 1.641592037493473, 0.0311658399953579, 1.1844303280259698, 0.0385145858591075, 0.301846498615437, 0.0360911484515671, 0.3309124386551485, 0.0176612853841451, 0.0675562258334056, 0.0171559041256902, 0.2525423877333526, 0.0169613006244986, 1.405402948340281, 0.0299733819114061, 1.170601655166276, 0.0397573082162944, 0.0987224552183857, 0.0210823714076914, 0.1223529980072481, 0.0173098854108578, 0.3100307831602752, 0.0266617541298079, 0.1047231982424239, 0.0222033722670176, 0.1119270914054952, 0.0076975476982431, 0.5348625244022078, 0.0180906042308815, 0.0007363543470955, 0.0175681026707167, 0.0779661545119853, 0.0254536290611629, 0.1007386018964398, 0.0167563457265505, 0.0634410631977446, 0.0156753256919873, 0.0855790350111806, 0.0198881103568892, 0.2764060626903523, 0.0289990625117891, 0.4244189562556128, 0.0099111418020044, 0.1760625654588152, 0.0166154750538859, 0.0541690300755085, 0.0253031120860585, 0.307512039110526, 0.0210270918587772, 0.1491436981517668, 0.0195631188008075, 0.2835700683902915, 0.0214901562201111, 0.0482133908745938, 0.0323787741899864, 0.1421145452446458, -0.0041724855213754, 0.1876991005495897, 0.0218825565080579, 0.1421174558359692, 0.0256364029313096, 0.3887641747640743, 0.0398723943369633]|159876.7968750000000000|      0.12500000|[611, 96, 0, 48]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      10|[4.1507524737886525, 0.0463963933531504, 0.1735510522097188, 0.0302791436337514, 1.641592037493473, 0.0311658399953579, 1.1844303280259698, 0.0385145858591075, 0.301846498615437, 0.0360911484515671, 0.3309124386551485, 0.0176612853841451, 0.0675562258334056, 0.0171559041256902, 0.2525423877333526, 0.0169613006244986, 1.405402948340281, 0.0299733819114061, 1.170601655166276, 0.0397573082162944, 0.0987224552183857, 0.0210823714076914, 0.1223529980072481, 0.0173098854108578, 0.3100307831602752, 0.0266617541298079, 0.1047231982424239, 0.0222033722670176, 0.1119270914054952, 0.0076975476982431, 0.5348625244022078, 0.0180906042308815, 0.0007363543470955, 0.0175681026707167, 0.0779661545119853, 0.0254536290611629, 0.1007386018964398, 0.0167563457265505, 0.0634410631977446, 0.0156753256919873, 0.0855790350111806, 0.0198881103568892, 0.2764060626903523, 0.0289990625117891, 0.4244189562556128, 0.0099111418020044, 0.1760625654588152, 0.0166154750538859, 0.0541690300755085, 0.0253031120860585, 0.307512039110526, 0.0210270918587772, 0.1491436981517668, 0.0195631188008075, 0.2835700683902915, 0.0214901562201111, 0.0482133908745938, 0.0323787741899864, 0.1421145452446458, -0.0041724855213754, 0.1876991005495897, 0.0218825565080579, 0.1421174558359692, 0.0256364029313096, 0.3887641747640743, 0.0398723943369633]|159876.7968750000000000|      0.06250000|[700, 110, 0, 55]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
