k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.498959435338593, 2.5428442513194804, 0.3888615560745919, 40.32814239110788, -1.0844742634507438, -1.496571042976323, 25.33843372277299, -0.0386882228267302, 1.174931282360824]|1086.3515625000000000|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[10.498959435338593, 2.5428442513194804, 0.3888615560745919, 40.32814239110788, -1.0844742634507438, -1.496571042976323, 25.33843372277299, -0.0386882228267302, 1.174931282360824]|1086.3515625000000000|      1.00000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[10.78984633756746, 3.091590283606052, 0.355552963132391, 40.20676472503373, -0.8921651562555185, -1.2903024437792499, 25.06162684025184, -0.6666753696765022, 0.9560679290293479]|1014.2361450195312500|      2.00000000|[26, 8, 1, 9]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[10.78984633756746, 3.091590283606052, 0.355552963132391, 40.20676472503373, -0.8921651562555185, -1.2903024437792499, 25.06162684025184, -0.6666753696765022, 0.9560679290293479]|1014.2361450195312500|      1.00000000|[38, 12, 1, 13]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[10.784657723624091, 3.0481273468400523, 0.0600982456718307, 40.48380409458613, -0.7191507399731545, -1.2607213500064076, 25.780190430616617, -0.1323038975639163, 0.9927314818484395]|936.7917480468750000|      2.00000000|[47, 15, 1, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
       6|[10.784657723624091, 3.0481273468400523, 0.0600982456718307, 40.48380409458613, -0.7191507399731545, -1.2607213500064076, 25.780190430616617, -0.1323038975639163, 0.9927314818484395]|936.7917480468750000|      1.00000000|[59, 19, 1, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[10.784657723624091, 3.0481273468400523, 0.0600982456718307, 40.48380409458613, -0.7191507399731545, -1.2607213500064076, 25.780190430616617, -0.1323038975639163, 0.9927314818484395]|936.7917480468750000|      0.50000000|[72, 23, 2, 25]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[10.827078819475341, 3.141867237147707, 0.0698042017917319, 40.48281925885495, -0.3784856358069474, -1.4137580564431589, 25.971001949485604, -0.0495231974767314, 1.2306043078556872]|933.4790286492070663|      1.00000000|[78, 25, 3, 28]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       9|[10.598599730929966, 3.1901056908449137, 0.4863517901890311, 40.19690080892683, -0.4309328114244507, -0.9867171208027801, 26.536839910587965, -0.4528462644170933, 1.081432116144407]|868.6650390625000000|      2.00000000|[88, 28, 3, 31]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
      10|[10.598599730929966, 3.1901056908449137, 0.4863517901890311, 40.19690080892683, -0.4309328114244507, -0.9867171208027801, 26.536839910587965, -0.4528462644170933, 1.081432116144407]|868.6650390625000000|      1.00000000|[100, 32, 3, 35]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[10.598599730929966, 3.1901056908449137, 0.4863517901890311, 40.19690080892683, -0.4309328114244507, -0.9867171208027801, 26.536839910587965, -0.4528462644170933, 1.081432116144407]|868.6650390625000000|      0.50000000|[112, 36, 3, 39]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[10.576425302026065, 3.0739724039511276, 0.4698360919654782, 40.0032829671877, -0.1984717405821782, -1.1467781720648396, 26.299860256277704, -0.4108932208422811, 1.3277725582972364]|861.0065307617187500|      1.00000000|[121, 39, 3, 42]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
      13|[10.576425302026065, 3.0739724039511276, 0.4698360919654782, 40.0032829671877, -0.1984717405821782, -1.1467781720648396, 26.299860256277704, -0.4108932208422811, 1.3277725582972364]|861.0065307617187500|      0.50000000|[133, 43, 3, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[10.576425302026065, 3.0739724039511276, 0.4698360919654782, 40.0032829671877, -0.1984717405821782, -1.1467781720648396, 26.299860256277704, -0.4108932208422811, 1.3277725582972364]|861.0065307617187500|      0.25000000|[146, 47, 4, 51]                                                           |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[10.576425302026065, 3.0739724039511276, 0.4698360919654782, 40.0032829671877, -0.1984717405821782, -1.1467781720648396, 26.299860256277704, -0.4108932208422811, 1.3277725582972364]|861.0065307617187500|      0.12500000|[158, 51, 4, 55]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[10.571170493930653, 3.1146945172169977, 0.4471686521884524, 40.096929797866046, -0.2375970123798614, -1.17570371639471, 26.303634826563375, -0.367652075128429, 1.3478732222014003]|859.3643581062069643|      0.25000000|[164, 53, 5, 58]                                                           |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
      17|[10.571170493930653, 3.1146945172169977, 0.4471686521884524, 40.096929797866046, -0.2375970123798614, -1.17570371639471, 26.303634826563375, -0.367652075128429, 1.3478732222014003]|859.3643581062069643|      0.12500000|[177, 57, 5, 62]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[10.546253158177139, 3.1595196137708594, 0.4237449792638192, 40.14276829867457, -0.2741813343912549, -1.1898527429268289, 26.373774629357545, -0.3088076365641715, 1.3684677125675855]|856.9138183593750000|      0.25000000|[183, 59, 5, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[10.546253158177139, 3.1595196137708594, 0.4237449792638192, 40.14276829867457, -0.2741813343912549, -1.1898527429268289, 26.373774629357545, -0.3088076365641715, 1.3684677125675855]|856.9138183593750000|      0.12500000|[196, 63, 7, 70]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[10.498034595906832, 3.1002210772328307, 0.440665750293531, 40.12713817641786, -0.3383490101667678, -1.195749447984645, 26.413969008516062, -0.3047668421367464, 1.309570660667517]|854.5629157780352898|      0.25000000|[203, 65, 8, 73]                                                           |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
      21|[10.61401743916528, 3.074190958099569, 0.4998773096755319, 40.06653758864195, -0.4314140724898878, -1.2820947682366013, 26.425253138193227, -0.3969700262254754, 1.4378149356706158]|850.0809936523437500|      0.50000000|[213, 68, 8, 76]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
