k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.50000000|[81, 0, 0, 5]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.25000000|[161, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.12500000|[241, 0, 0, 15]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.06250000|[321, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.03125000|[401, 0, 0, 25]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.6824918088831542, 0.0229246829435114, 0.6616826250015228, 0.0204672839659289, 0.6201614348334974, 0.0230188365500682, 1.3259567289292686, 0.0272007192710427, 0.005803997710866, 0.0226777196276908, 1.2516270426930258, 0.0213428266488615, 0.224766556222966, 0.0233635004109806, 1.2257717487558732, 0.0187814451410578, 4.5887310640697585, 0.0257621588114477, 4.451189818864902, 0.0302666634345013, 0.0797689902574343, 0.0182736369642688, 0.2442117119626112, 0.0139158250849357, 0.7142824759954599, 0.0159663181634325, 0.2030357401485244, 0.0160066432136595, -0.0653988962537726, 0.0155540061219734, 1.403787800828357, 0.0173696751056835, 0.247376685451952, 0.0175531478927289, 0.0653906547088952, 0.0241035133330957, 0.0265228646098282, 0.0203918597069761, 0.4173780314738856, 0.0208303488728817, 0.2637327374044987, 0.0181449513750951, 0.835729214843153, 0.0193904557398658, 1.0214953650724496, 0.0203228502203395, 0.8023184184842613, 0.0190786581745224, 0.2486202738626966, 0.0203307702511756, 0.504687354509491, 0.0170625737684581, 0.2775183895205739, 0.0212374667174295, 0.3884925948718039, 0.0145895340584967, 0.1663802056851948, 0.0184617149717679, 0.2983726727306169, 0.0168413131699611, 0.1791428892966092, 0.018874879612033, -0.0011341002934672, 0.0268359835271443, 0.1648214699798384, 0.0290358092928404]|404013.0937500000000000|      0.06250000|[433, 0, 0, 27]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       7|[0.6854598216242309, 0.0170202734640851, 0.6734448505569547, 0.0290424298260755, 0.6220112661234906, 0.0222683208714983, 1.3232248872547956, 0.0304916286487302, -0.0009888794582078, 0.0193238046985702, 1.2443918768666955, 0.0183276460420101, 0.2145040909325859, 0.0252182181651139, 1.2256498343482987, 0.0190626198491119, 4.585601606227833, 0.0411771672885852, 4.463738098868909, 0.0501538953811505, 0.0806032436388591, 0.0135794085580087, 0.2456834717239077, 0.0172750423498209, 0.7139621918383605, 0.0267282416108352, 0.1924184348081575, 0.0074749702842906, -0.0860506518008918, 0.0059471532783688, 1.4025064415769912, 0.0201246418180885, 0.2448721896865533, 0.0089956248025714, 0.0540007159663886, 0.0305863979058715, 0.0253224332559323, 0.0205430815648051, 0.4202390504660858, 0.0151786294731486, 0.2611601588549583, 0.0317355457123372, 0.8317272109586322, 0.0267092566723299, 1.0268176921749628, 0.0196419019489838, 0.8106414819580563, 0.0245255189561266, 0.2515266396466342, 0.0333092708852753, 0.5021630799870568, 0.02667872659257, 0.2808308315678998, 0.0116340493762914, 0.3931400751339692, 0.0119037366490547, 0.1792617756664893, 0.0068826143461277, 0.3062462269187813, 0.0193621762270427, 0.164393670810862, 0.0186153859205845, -0.0040721499795912, 0.0296947762909468, 0.1708302797511656, 0.0264643157695163]|324182.2500000000000000|      0.12500000|[497, 0, 0, 31]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | iterate success | actual_k=0
       8|[0.6854598216242309, 0.0170202734640851, 0.6734448505569547, 0.0290424298260755, 0.6220112661234906, 0.0222683208714983, 1.3232248872547956, 0.0304916286487302, -0.0009888794582078, 0.0193238046985702, 1.2443918768666955, 0.0183276460420101, 0.2145040909325859, 0.0252182181651139, 1.2256498343482987, 0.0190626198491119, 4.585601606227833, 0.0411771672885852, 4.463738098868909, 0.0501538953811505, 0.0806032436388591, 0.0135794085580087, 0.2456834717239077, 0.0172750423498209, 0.7139621918383605, 0.0267282416108352, 0.1924184348081575, 0.0074749702842906, -0.0860506518008918, 0.0059471532783688, 1.4025064415769912, 0.0201246418180885, 0.2448721896865533, 0.0089956248025714, 0.0540007159663886, 0.0305863979058715, 0.0253224332559323, 0.0205430815648051, 0.4202390504660858, 0.0151786294731486, 0.2611601588549583, 0.0317355457123372, 0.8317272109586322, 0.0267092566723299, 1.0268176921749628, 0.0196419019489838, 0.8106414819580563, 0.0245255189561266, 0.2515266396466342, 0.0333092708852753, 0.5021630799870568, 0.02667872659257, 0.2808308315678998, 0.0116340493762914, 0.3931400751339692, 0.0119037366490547, 0.1792617756664893, 0.0068826143461277, 0.3062462269187813, 0.0193621762270427, 0.164393670810862, 0.0186153859205845, -0.0040721499795912, 0.0296947762909468, 0.1708302797511656, 0.0264643157695163]|324182.2500000000000000|      0.06250000|[577, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.6854598216242309, 0.0170202734640851, 0.6734448505569547, 0.0290424298260755, 0.6220112661234906, 0.0222683208714983, 1.3232248872547956, 0.0304916286487302, -0.0009888794582078, 0.0193238046985702, 1.2443918768666955, 0.0183276460420101, 0.2145040909325859, 0.0252182181651139, 1.2256498343482987, 0.0190626198491119, 4.585601606227833, 0.0411771672885852, 4.463738098868909, 0.0501538953811505, 0.0806032436388591, 0.0135794085580087, 0.2456834717239077, 0.0172750423498209, 0.7139621918383605, 0.0267282416108352, 0.1924184348081575, 0.0074749702842906, -0.0860506518008918, 0.0059471532783688, 1.4025064415769912, 0.0201246418180885, 0.2448721896865533, 0.0089956248025714, 0.0540007159663886, 0.0305863979058715, 0.0253224332559323, 0.0205430815648051, 0.4202390504660858, 0.0151786294731486, 0.2611601588549583, 0.0317355457123372, 0.8317272109586322, 0.0267092566723299, 1.0268176921749628, 0.0196419019489838, 0.8106414819580563, 0.0245255189561266, 0.2515266396466342, 0.0333092708852753, 0.5021630799870568, 0.02667872659257, 0.2808308315678998, 0.0116340493762914, 0.3931400751339692, 0.0119037366490547, 0.1792617756664893, 0.0068826143461277, 0.3062462269187813, 0.0193621762270427, 0.164393670810862, 0.0186153859205845, -0.0040721499795912, 0.0296947762909468, 0.1708302797511656, 0.0264643157695163]|324182.2500000000000000|      0.03125000|[657, 0, 0, 41]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.6847831928579687, 0.0163129934729059, 0.6681271500240972, 0.0326790581185298, 0.6193468448110815, 0.0301854432232781, 1.3249771213626553, 0.03085694925006, -0.003196120520426, 0.0171366690989532, 1.250444293965138, 0.0172289274036248, 0.2165456443326491, 0.0258259333679142, 1.2223815632378763, 0.0197324106558157, 4.587551408199384, 0.046056535033032, 4.463945526856573, 0.0591317887353141, 0.0861648828930648, 0.0181133566992441, 0.2446586542960752, 0.014226759403166, 0.7055111480760798, 0.0292777758523737, 0.1929862332523805, 0.0098859205961589, -0.0852104759115798, 0.001223858430532, 1.4073958894000875, 0.0220694676622299, 0.2469782587613875, 0.0045358478434906, 0.0521662605252333, 0.0308401578040196, 0.0197534194274737, 0.028573074727413, 0.4176648941695004, 0.0127289501191381, 0.2611478843165512, 0.0356125316153415, 0.8301715288681617, 0.021619643153844, 1.0286368438914695, 0.0274047034819981, 0.8063083136707058, 0.0241142267585956, 0.2505361158974645, 0.041470233967903, 0.5052450165434869, 0.0274868587131207, 0.2820283297541314, 0.0066921524012438, 0.3896186701513569, 0.0089722806900143, 0.1786575699897257, 0.0125172392417246, 0.3016369268669534, 0.0175520450336814, 0.1612989727492269, 0.0191742774445306, -0.0069281495409531, 0.0323608430766451, 0.1661183878706154, 0.0281332266307876]|311304.2187500000000000|      0.06250000|[689, 0, 0, 43]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
