k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.7, 90.0, 1500.0, 10.0]                                                       |29053.0023566288800794|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.119108229585316, 90.0609052242822, 1500.510045408787, 10.63143407074295]     |23755.5820312500000000|      2.00000000|[9, 4, 0, 4]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
       2|[1.7255808526509309, 91.14809190786377, 1500.751687587802, 12.24536417330838]   |18911.5996093750000000|      4.00000000|[18, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | iterate success | actual_k=1
       3|[2.288954602558942, 88.5248444873008, 1500.7788787290197, 15.211918341069953]   |6824.0341796875000000|      8.00000000|[22, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[2.288954602558942, 88.5248444873008, 1500.7788787290197, 15.211918341069953]   |6824.0341796875000000|      4.00000000|[30, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[2.288954602558942, 88.5248444873008, 1500.7788787290197, 15.211918341069953]   |6824.0341796875000000|      2.00000000|[39, 19, 0, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[2.288954602558942, 88.5248444873008, 1500.7788787290197, 15.211918341069953]   |6824.0341796875000000|      1.00000000|[48, 23, 0, 23]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[2.293951364182661, 87.67557180900906, 1500.937205149202, 15.715548855388379]   |5868.5073242187500000|      2.00000000|[57, 27, 0, 27]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | iterate success | actual_k=1
       8|[2.293951364182661, 87.67557180900906, 1500.937205149202, 15.715548855388379]   |5868.5073242187500000|      1.00000000|[65, 31, 0, 31]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[2.3966781701019846, 86.83019150372684, 1500.426984762064, 15.59532198927616]   |5401.4633789062500000|      2.00000000|[69, 33, 0, 33]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[2.3966781701019846, 86.83019150372684, 1500.426984762064, 15.59532198927616]   |5401.4633789062500000|      1.00000000|[78, 37, 0, 37]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[2.875055122830358, 87.36681553746035, 1500.1014475905488, 16.209500861820402]  |4062.5222167968750000|      2.00000000|[85, 40, 0, 40]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | iterate success | actual_k=1
