k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.50000000|[25, 8, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=4
       2|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.25000000|[50, 16, 2, 6]                                                             |  | used linear model with 33 points | iterate failure | actual_k=4
       3|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.12500000|[75, 24, 3, 9]                                                             |  | used linear model with 33 points | iterate failure | actual_k=4
       4|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.06250000|[100, 32, 4, 12]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       5|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.03125000|[125, 40, 5, 15]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       6|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.01562500|[150, 48, 6, 18]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       7|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00781250|[175, 56, 7, 21]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       8|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00390625|[200, 64, 8, 24]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       9|[107.46848027876341, 0.094533068791346, 0.9086010771546905, 102.39973264313278, 0.1823735096703313, 0.817479494864091, 97.43941582527414, 0.2834566146471501, 0.7160358926039051, 96.29977568118538, 0.3051865869981051, 0.6952746653936132, 93.98995099012105, 0.3559929865482637, 0.6436326492573508, 89.71969807146502, 0.4685390718248084, 0.5311800552268126, 83.7103594642362, 0.6580799104683802, 0.3420798111965221, 78.30987575069803, 0.8757836965604079, 0.1241558044323135, 886.3695716478248, 910.0099815654181, 922.5205717108485, 926.4602114857615, 935.5588467868499, 952.830858424451, 975.7302298928258]|  0.4911807051177730|      0.00781250|[225, 72, 9, 27]                                                           |  | used linear model with 33 points | iterate success | actual_k=4
      10|[107.46848027876341, 0.094533068791346, 0.9086010771546905, 102.39973264313278, 0.1823735096703313, 0.817479494864091, 97.43941582527414, 0.2834566146471501, 0.7160358926039051, 96.29977568118538, 0.3051865869981051, 0.6952746653936132, 93.98995099012105, 0.3559929865482637, 0.6436326492573508, 89.71969807146502, 0.4685390718248084, 0.5311800552268126, 83.7103594642362, 0.6580799104683802, 0.3420798111965221, 78.30987575069803, 0.8757836965604079, 0.1241558044323135, 886.3695716478248, 910.0099815654181, 922.5205717108485, 926.4602114857615, 935.5588467868499, 952.830858424451, 975.7302298928258]|  0.4911807051177730|      0.00390625|[250, 80, 10, 30]                                                          |  | used linear model with 33 points | iterate failure | actual_k=4
      11|[107.46848027876341, 0.094533068791346, 0.9086010771546905, 102.39973264313278, 0.1823735096703313, 0.817479494864091, 97.43941582527414, 0.2834566146471501, 0.7160358926039051, 96.29977568118538, 0.3051865869981051, 0.6952746653936132, 93.98995099012105, 0.3559929865482637, 0.6436326492573508, 89.71969807146502, 0.4685390718248084, 0.5311800552268126, 83.7103594642362, 0.6580799104683802, 0.3420798111965221, 78.30987575069803, 0.8757836965604079, 0.1241558044323135, 886.3695716478248, 910.0099815654181, 922.5205717108485, 926.4602114857615, 935.5588467868499, 952.830858424451, 975.7302298928258]|  0.4911807051177730|      0.00195312|[275, 88, 11, 33]                                                          |  | used linear model with 33 points | iterate failure | actual_k=4
      12|[107.4686277648141, 0.0945980915748527, 0.9080283408024298, 102.39971212033583, 0.1830893677199428, 0.8180149132412261, 97.43991911975242, 0.2837272683853939, 0.715593703590481, 96.29934574737804, 0.304753372214122, 0.6952406000598291, 93.98993158576141, 0.3564036740923697, 0.64391837023134, 89.71935022321298, 0.4680277887795518, 0.5310563973897845, 83.71063452685306, 0.6581682202339808, 0.3420770186183505, 78.30984513108667, 0.8760354000398773, 0.1235042040704864, 886.3696041835234, 910.0097430138704, 922.5208394942794, 926.4604488805301, 935.5582637774476, 952.8307435318195, 975.7301555511517]|  0.3588700468097712|      0.00390625|[300, 96, 12, 36]                                                          |  | used linear model with 33 points | iterate success | actual_k=4
      13|[107.4686277648141, 0.0945980915748527, 0.9080283408024298, 102.39971212033583, 0.1830893677199428, 0.8180149132412261, 97.43991911975242, 0.2837272683853939, 0.715593703590481, 96.29934574737804, 0.304753372214122, 0.6952406000598291, 93.98993158576141, 0.3564036740923697, 0.64391837023134, 89.71935022321298, 0.4680277887795518, 0.5310563973897845, 83.71063452685306, 0.6581682202339808, 0.3420770186183505, 78.30984513108667, 0.8760354000398773, 0.1235042040704864, 886.3696041835234, 910.0097430138704, 922.5208394942794, 926.4604488805301, 935.5582637774476, 952.8307435318195, 975.7301555511517]|  0.3588700468097712|      0.00195312|[325, 104, 13, 39]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      14|[107.4686277648141, 0.0945980915748527, 0.9080283408024298, 102.39971212033583, 0.1830893677199428, 0.8180149132412261, 97.43991911975242, 0.2837272683853939, 0.715593703590481, 96.29934574737804, 0.304753372214122, 0.6952406000598291, 93.98993158576141, 0.3564036740923697, 0.64391837023134, 89.71935022321298, 0.4680277887795518, 0.5310563973897845, 83.71063452685306, 0.6581682202339808, 0.3420770186183505, 78.30984513108667, 0.8760354000398773, 0.1235042040704864, 886.3696041835234, 910.0097430138704, 922.5208394942794, 926.4604488805301, 935.5582637774476, 952.8307435318195, 975.7301555511517]|  0.3588700468097712|      0.00097656|[350, 112, 14, 42]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      15|[107.46856552138732, 0.0948283212516649, 0.9083879827773558, 102.3999085997988, 0.1828922832707311, 0.8181592562122849, 97.43985469080013, 0.2841490024815492, 0.7156308181614862, 96.29912028652979, 0.3047404943944834, 0.6950378194841474, 93.98989913316362, 0.3561486482517827, 0.6437053509061323, 89.7194438818455, 0.4681558831646785, 0.5312172085260494, 83.71042553051193, 0.6578530487000989, 0.3420846349628576, 78.3097716047011, 0.876173171842383, 0.1235765028989901, 886.3694875862336, 910.0096439303691, 922.5208789837732, 926.4603335392328, 935.5582008916186, 952.8306280292497, 975.7302093959016]|  0.3178389709598972|      0.00195312|[375, 120, 15, 45]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      16|[107.46856552138732, 0.0948283212516649, 0.9083879827773558, 102.3999085997988, 0.1828922832707311, 0.8181592562122849, 97.43985469080013, 0.2841490024815492, 0.7156308181614862, 96.29912028652979, 0.3047404943944834, 0.6950378194841474, 93.98989913316362, 0.3561486482517827, 0.6437053509061323, 89.7194438818455, 0.4681558831646785, 0.5312172085260494, 83.71042553051193, 0.6578530487000989, 0.3420846349628576, 78.3097716047011, 0.876173171842383, 0.1235765028989901, 886.3694875862336, 910.0096439303691, 922.5208789837732, 926.4603335392328, 935.5582008916186, 952.8306280292497, 975.7302093959016]|  0.3178389709598972|      0.00097656|[400, 128, 16, 48]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      17|[107.46863359126135, 0.0946019795369074, 0.9083471071560368, 102.39997526822671, 0.1835513831363216, 0.8181610827461876, 97.44001440680096, 0.284362221064131, 0.715625361324834, 96.29909129980126, 0.3049621445056017, 0.6950958485793155, 93.98984051990698, 0.35617087513401, 0.6436654319556898, 89.71953396477141, 0.4680725958065878, 0.5312545080369679, 83.71028773432302, 0.6576624556112305, 0.3420425853457104, 78.30951717250046, 0.8761983279024314, 0.123619455972222, 886.3694467946118, 910.0097069262939, 922.521183956748, 926.4601368876716, 935.5580514396001, 952.8307924387851, 975.7302085069945]|  0.2790829463422360|      0.00195312|[425, 136, 17, 51]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      18|[107.46863359126135, 0.0946019795369074, 0.9083471071560368, 102.39997526822671, 0.1835513831363216, 0.8181610827461876, 97.44001440680096, 0.284362221064131, 0.715625361324834, 96.29909129980126, 0.3049621445056017, 0.6950958485793155, 93.98984051990698, 0.35617087513401, 0.6436654319556898, 89.71953396477141, 0.4680725958065878, 0.5312545080369679, 83.71028773432302, 0.6576624556112305, 0.3420425853457104, 78.30951717250046, 0.8761983279024314, 0.123619455972222, 886.3694467946118, 910.0097069262939, 922.521183956748, 926.4601368876716, 935.5580514396001, 952.8307924387851, 975.7302085069945]|  0.2790829463422360|      0.00097656|[450, 144, 18, 54]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      19|[107.46863359126135, 0.0946019795369074, 0.9083471071560368, 102.39997526822671, 0.1835513831363216, 0.8181610827461876, 97.44001440680096, 0.284362221064131, 0.715625361324834, 96.29909129980126, 0.3049621445056017, 0.6950958485793155, 93.98984051990698, 0.35617087513401, 0.6436654319556898, 89.71953396477141, 0.4680725958065878, 0.5312545080369679, 83.71028773432302, 0.6576624556112305, 0.3420425853457104, 78.30951717250046, 0.8761983279024314, 0.123619455972222, 886.3694467946118, 910.0097069262939, 922.521183956748, 926.4601368876716, 935.5580514396001, 952.8307924387851, 975.7302085069945]|  0.2790829463422360|      0.00048828|[475, 152, 19, 57]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
