k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1171631598416881, 0.1303913846973492, 0.215493559504397, 0.1212813254158895, 0.158808880401994, 0.1139281178222513, 0.2133582348554434, 0.1040576771784397, 0.0929522202212495, 0.1013413777442607, 0.1421675404139985, 0.1525873337976442, 0.1164209764594692, 0.1143079523346871, 0.1141804875783907, 0.1067338357884023, 0.1259269811119733, 0.0388255435138152, 0.0557449681533576, 0.11686233606443, 0.1667687262880292, 0.07075748762034, 0.1214530687225382, 0.1272659847183813, 0.1490996564168331, 0.1829410300004497, 0.086431877548292, 0.1471320746617862, 0.1140096233663487, 0.2493818642514166, 0.1135791279480837, 0.1182611775298265, 0.1132666718982854, 0.2736527038724708, 0.1374950973148322, 0.1877414109469622, 0.1096825831306917, 0.1280930316802235, 0.1723652677738962, 0.1385250765637632, 0.201920187374662, 0.1294616909541469, 0.1378743767790168, 0.1148187032080859, 0.187536135979932, 0.142777717140885, 0.1144589359318457, 0.1242544637255439, 0.0502664981905559, 0.1406507211410389]|1721.0184307808704034|      2.00000000|[121, 8, 1, 3]                                                             |  | used linear model with 129 points | iterate success | actual_k=4
       2|[0.3461693227579891, 0.3815371217024169, 0.6516225316986455, 0.4034672671239535, 0.4809716854107264, 0.3603839695183191, 0.6315799501652672, 0.3306087034380936, 0.2816762679730458, 0.326065350354764, 0.4033541024457454, 0.4261499679074691, 0.3446211678112075, 0.3622639534515266, 0.3471240332862639, 0.3312509252371793, 0.4027533079260789, 0.1375965601051842, 0.1403387808215905, 0.3512790816669618, 0.4973134238906657, 0.2097429293150057, 0.341599532184739, 0.3709840432514845, 0.4469910339433166, 0.5409313319178899, 0.2625023119965537, 0.4095750071328298, 0.3297160111852986, 0.7562195040568788, 0.3331971707175501, 0.3462857677827588, 0.3553436938541795, 0.826991956229638, 0.4129562115609686, 0.5293126183450841, 0.3592143358476313, 0.398952235321327, 0.507394544912605, 0.3916841818393118, 0.6075905762734563, 0.3929716726433338, 0.4296573623689627, 0.3551527425720097, 0.5559094658803936, 0.4125001052150718, 0.3563771987131225, 0.3865926515376147, 0.1617630005228928, 0.417597535661368]|1518.5572436253410160|      4.00000000|[242, 16, 2, 6]                                                            |  | used linear model with 129 points | iterate success | actual_k=4
       3|[0.7523105145918338, 0.8719033103287533, 1.4136809240470867, 0.9648190543446347, 1.1421572813647307, 0.7759367027748296, 1.4260637365240942, 0.8163519596698002, 0.6215647818378238, 0.6993834820429985, 0.9464837240756088, 0.9591168460123347, 0.8099993816518452, 0.7987851147617256, 0.7590879766215801, 0.8351163528937986, 0.9110389127546377, 0.4258253363766157, 0.3390813692366622, 0.7929359361355609, 1.0809118425113362, 0.4003404028455578, 0.887112537976842, 0.8439015639871909, 1.1297314190559493, 1.2151831284842172, 0.5975193036943787, 0.9611136670758733, 0.7859986440877615, 1.694570203300025, 0.8848285182015889, 0.8995992813544377, 0.8807446052503208, 1.8932792000075587, 0.9664898583727237, 1.2783620732568401, 0.8030985583019326, 0.9836020103393813, 1.2228845400246282, 0.9165382989505557, 1.491923524802294, 0.9374221306697037, 0.8565756477808124, 0.8074784307505795, 1.2897036731475562, 1.107113463824653, 0.894625755658169, 0.9968531842823564, 0.3217279881056815, 0.9332427419192411]|1158.2333405848914936|      8.00000000|[363, 24, 3, 9]                                                            |  | used linear model with 129 points | iterate success | actual_k=4
       4|[2.1912783351119316, 2.7161341145377436, 2.2570868224992706, 1.5948214907528717, 1.14352343830428, 1.1272303391514258, 2.7482940332627326, 1.1582278468542442, 1.6212750940238674, 0.9000639485480469, 1.679600439048126, 2.0560913684639335, 2.3800785420242447, 0.7647787967865431, -0.4495185156050971, 2.840972884633543, 1.4062020949283387, -0.2869522465776781, 1.706616938021543, 1.4836610362219154, 1.8258408596760747, 0.51805536996584, 2.035995212152964, 0.256757701657227, 2.273006721889895, -1.1819044394544131, 2.209130902923826, 1.7958824486918878, 0.5562092446965, 3.1536095998588234, 1.725652913374597, 2.336588663739748, 2.2580128367120826, 0.6438336918847085, 2.586008272597216, 2.241957753562989, 0.7325283813236361, 2.5927802606779595, 3.2159872559992055, 2.0379203007983135, 3.679286711546181, 0.8444382667046226, 1.0387990162000726, 0.9642320448113908, 1.9654255036281985, 1.681516992572941, -0.2819839663058513, 1.6138196832643639, 1.4732223113430414, 1.6427625831970833]|900.0378607002567151|     16.00000000|[484, 32, 4, 12]                                                           |  | used linear model with 129 points | iterate success | actual_k=4
       5|[2.1912783351119316, 2.7161341145377436, 2.2570868224992706, 1.5948214907528717, 1.14352343830428, 1.1272303391514258, 2.7482940332627326, 1.1582278468542442, 1.6212750940238674, 0.9000639485480469, 1.679600439048126, 2.0560913684639335, 2.3800785420242447, 0.7647787967865431, -0.4495185156050971, 2.840972884633543, 1.4062020949283387, -0.2869522465776781, 1.706616938021543, 1.4836610362219154, 1.8258408596760747, 0.51805536996584, 2.035995212152964, 0.256757701657227, 2.273006721889895, -1.1819044394544131, 2.209130902923826, 1.7958824486918878, 0.5562092446965, 3.1536095998588234, 1.725652913374597, 2.336588663739748, 2.2580128367120826, 0.6438336918847085, 2.586008272597216, 2.241957753562989, 0.7325283813236361, 2.5927802606779595, 3.2159872559992055, 2.0379203007983135, 3.679286711546181, 0.8444382667046226, 1.0387990162000726, 0.9642320448113908, 1.9654255036281985, 1.681516992572941, -0.2819839663058513, 1.6138196832643639, 1.4732223113430414, 1.6427625831970833]|900.0378607002567151|      8.00000000|[605, 40, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=4
       6|[2.9691245503805836, 3.5860104551921212, 2.800844995565635, 1.7679374267110286, 2.792001398733862, 2.5440817424319935, 2.4202038549359965, 2.3193565638932325, 1.775142902694241, 2.7178896232606196, 1.1112147524476255, 2.543915513746705, 2.601603573945776, 1.815865361128558, 0.5517049808857284, 2.991051629698512, 1.329796397510783, 0.2958689051196795, 3.7472065274977617, 3.0830846411168054, 2.7213837376980408, 0.8776101770730699, 3.22806444231301, 1.1873022517122798, 3.4684784760190546, 1.776329524536802, 2.700643739914625, 1.8438175654468434, 1.702565022097573, 3.837454846094885, 2.108765992689006, 4.1556775144376505, 3.9911939843784348, 2.502058542925078, 3.0732257001140284, 3.999422813925597, 2.048035553400579, 3.5384510091115335, 3.836215737437696, 3.2309615999347496, 3.714237901012656, 2.5139300705161887, 1.5181491049051148, 2.0678244582423884, 2.6678486507554617, 2.2701574972332503, 0.2833999827508266, 1.8003128888394084, 3.1640590143062868, 2.9119459288217477]|533.9699233451790406|     16.00000000|[726, 48, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=4
       7|[2.9691245503805836, 3.5860104551921212, 2.800844995565635, 1.7679374267110286, 2.792001398733862, 2.5440817424319935, 2.4202038549359965, 2.3193565638932325, 1.775142902694241, 2.7178896232606196, 1.1112147524476255, 2.543915513746705, 2.601603573945776, 1.815865361128558, 0.5517049808857284, 2.991051629698512, 1.329796397510783, 0.2958689051196795, 3.7472065274977617, 3.0830846411168054, 2.7213837376980408, 0.8776101770730699, 3.22806444231301, 1.1873022517122798, 3.4684784760190546, 1.776329524536802, 2.700643739914625, 1.8438175654468434, 1.702565022097573, 3.837454846094885, 2.108765992689006, 4.1556775144376505, 3.9911939843784348, 2.502058542925078, 3.0732257001140284, 3.999422813925597, 2.048035553400579, 3.5384510091115335, 3.836215737437696, 3.2309615999347496, 3.714237901012656, 2.5139300705161887, 1.5181491049051148, 2.0678244582423884, 2.6678486507554617, 2.2701574972332503, 0.2833999827508266, 1.8003128888394084, 3.1640590143062868, 2.9119459288217477]|533.9699233451790406|      8.00000000|[847, 56, 7, 21]                                                           |  | used linear model with 129 points | iterate failure | actual_k=4
       8|[2.9691245503805836, 3.5860104551921212, 2.800844995565635, 1.7679374267110286, 2.792001398733862, 2.5440817424319935, 2.4202038549359965, 2.3193565638932325, 1.775142902694241, 2.7178896232606196, 1.1112147524476255, 2.543915513746705, 2.601603573945776, 1.815865361128558, 0.5517049808857284, 2.991051629698512, 1.329796397510783, 0.2958689051196795, 3.7472065274977617, 3.0830846411168054, 2.7213837376980408, 0.8776101770730699, 3.22806444231301, 1.1873022517122798, 3.4684784760190546, 1.776329524536802, 2.700643739914625, 1.8438175654468434, 1.702565022097573, 3.837454846094885, 2.108765992689006, 4.1556775144376505, 3.9911939843784348, 2.502058542925078, 3.0732257001140284, 3.999422813925597, 2.048035553400579, 3.5384510091115335, 3.836215737437696, 3.2309615999347496, 3.714237901012656, 2.5139300705161887, 1.5181491049051148, 2.0678244582423884, 2.6678486507554617, 2.2701574972332503, 0.2833999827508266, 1.8003128888394084, 3.1640590143062868, 2.9119459288217477]|533.9699233451790406|      4.00000000|[968, 64, 8, 24]                                                           |  | used linear model with 129 points | iterate failure | actual_k=4
       9|[2.9691245503805836, 3.5860104551921212, 2.800844995565635, 1.7679374267110286, 2.792001398733862, 2.5440817424319935, 2.4202038549359965, 2.3193565638932325, 1.775142902694241, 2.7178896232606196, 1.1112147524476255, 2.543915513746705, 2.601603573945776, 1.815865361128558, 0.5517049808857284, 2.991051629698512, 1.329796397510783, 0.2958689051196795, 3.7472065274977617, 3.0830846411168054, 2.7213837376980408, 0.8776101770730699, 3.22806444231301, 1.1873022517122798, 3.4684784760190546, 1.776329524536802, 2.700643739914625, 1.8438175654468434, 1.702565022097573, 3.837454846094885, 2.108765992689006, 4.1556775144376505, 3.9911939843784348, 2.502058542925078, 3.0732257001140284, 3.999422813925597, 2.048035553400579, 3.5384510091115335, 3.836215737437696, 3.2309615999347496, 3.714237901012656, 2.5139300705161887, 1.5181491049051148, 2.0678244582423884, 2.6678486507554617, 2.2701574972332503, 0.2833999827508266, 1.8003128888394084, 3.1640590143062868, 2.9119459288217477]|533.9699233451790406|      2.00000000|[1089, 72, 9, 27]                                                          |  | used linear model with 129 points | iterate failure | actual_k=4
      10|[2.9691245503805836, 3.5860104551921212, 2.800844995565635, 1.7679374267110286, 2.792001398733862, 2.5440817424319935, 2.4202038549359965, 2.3193565638932325, 1.775142902694241, 2.7178896232606196, 1.1112147524476255, 2.543915513746705, 2.601603573945776, 1.815865361128558, 0.5517049808857284, 2.991051629698512, 1.329796397510783, 0.2958689051196795, 3.7472065274977617, 3.0830846411168054, 2.7213837376980408, 0.8776101770730699, 3.22806444231301, 1.1873022517122798, 3.4684784760190546, 1.776329524536802, 2.700643739914625, 1.8438175654468434, 1.702565022097573, 3.837454846094885, 2.108765992689006, 4.1556775144376505, 3.9911939843784348, 2.502058542925078, 3.0732257001140284, 3.999422813925597, 2.048035553400579, 3.5384510091115335, 3.836215737437696, 3.2309615999347496, 3.714237901012656, 2.5139300705161887, 1.5181491049051148, 2.0678244582423884, 2.6678486507554617, 2.2701574972332503, 0.2833999827508266, 1.8003128888394084, 3.1640590143062868, 2.9119459288217477]|533.9699233451790406|      1.00000000|[1210, 80, 10, 30]                                                         |  | used linear model with 129 points | iterate failure | actual_k=4
      11|[2.9691245503805836, 3.5860104551921212, 2.800844995565635, 1.7679374267110286, 2.792001398733862, 2.5440817424319935, 2.4202038549359965, 2.3193565638932325, 1.775142902694241, 2.7178896232606196, 1.1112147524476255, 2.543915513746705, 2.601603573945776, 1.815865361128558, 0.5517049808857284, 2.991051629698512, 1.329796397510783, 0.2958689051196795, 3.7472065274977617, 3.0830846411168054, 2.7213837376980408, 0.8776101770730699, 3.22806444231301, 1.1873022517122798, 3.4684784760190546, 1.776329524536802, 2.700643739914625, 1.8438175654468434, 1.702565022097573, 3.837454846094885, 2.108765992689006, 4.1556775144376505, 3.9911939843784348, 2.502058542925078, 3.0732257001140284, 3.999422813925597, 2.048035553400579, 3.5384510091115335, 3.836215737437696, 3.2309615999347496, 3.714237901012656, 2.5139300705161887, 1.5181491049051148, 2.0678244582423884, 2.6678486507554617, 2.2701574972332503, 0.2833999827508266, 1.8003128888394084, 3.1640590143062868, 2.9119459288217477]|533.9699233451790406|      0.50000000|[1331, 88, 11, 33]                                                         |  | used linear model with 129 points | iterate failure | actual_k=4
