k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[59, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[117, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[120.03284209737649, 0.0192130465630473, 0.8291334031751877, 109.9374817707818, 0.1583875889189285, 0.7827839059350825, 100.01200106072176, 0.258420819972473, 0.7642511683468631, 88.05834924142128, 0.3381949159111359, 0.7214326971462749, 86.0319797936284, 0.3941692489026334, 0.6158662292384933, 83.91891416440023, 0.5311108433651504, 0.4769617597616044, 79.9702145391698, 0.6814030777850553, 0.3197656795502913, 76.01985769724492, 0.9467435857022799, 0.1665708382170898, 886.3854391989363, 910.0676114217168, 922.5493598565777, 926.505629868129, 935.5426564572256, 952.7956105824387, 975.6856951280715]|1024.0133056640625000|      0.50000000|[147, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       4|[120.03284209737649, 0.0192130465630473, 0.8291334031751877, 109.9374817707818, 0.1583875889189285, 0.7827839059350825, 100.01200106072176, 0.258420819972473, 0.7642511683468631, 88.05834924142128, 0.3381949159111359, 0.7214326971462749, 86.0319797936284, 0.3941692489026334, 0.6158662292384933, 83.91891416440023, 0.5311108433651504, 0.4769617597616044, 79.9702145391698, 0.6814030777850553, 0.3197656795502913, 76.01985769724492, 0.9467435857022799, 0.1665708382170898, 886.3854391989363, 910.0676114217168, 922.5493598565777, 926.505629868129, 935.5426564572256, 952.7956105824387, 975.6856951280715]|1024.0133056640625000|      0.25000000|[205, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[120.03284209737649, 0.0192130465630473, 0.8291334031751877, 109.9374817707818, 0.1583875889189285, 0.7827839059350825, 100.01200106072176, 0.258420819972473, 0.7642511683468631, 88.05834924142128, 0.3381949159111359, 0.7214326971462749, 86.0319797936284, 0.3941692489026334, 0.6158662292384933, 83.91891416440023, 0.5311108433651504, 0.4769617597616044, 79.9702145391698, 0.6814030777850553, 0.3197656795502913, 76.01985769724492, 0.9467435857022799, 0.1665708382170898, 886.3854391989363, 910.0676114217168, 922.5493598565777, 926.505629868129, 935.5426564572256, 952.7956105824387, 975.6856951280715]|1024.0133056640625000|      0.12500000|[263, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[120.02102053192458, -0.0276848788278183, 0.8166840554160365, 109.90614515010236, 0.1190019496759726, 0.7389120434368132, 100.02889598824024, 0.2176067942699302, 0.7468393326788996, 88.06471263676914, 0.389363147068714, 0.7223068454819489, 86.04240268934355, 0.4144984774388493, 0.610393413188926, 83.91408785151593, 0.5025274955635165, 0.4699371983910622, 79.96843032458443, 0.6606232001605441, 0.3083183121226567, 76.02206506004838, 0.9657791382261862, 0.1681580817993616, 886.3938871046333, 910.0498751857148, 922.5351526997576, 926.5140647519147, 935.5235384113688, 952.7984955769665, 975.7043771237729]|238.8217620849609375|      0.25000000|[321, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | iterate success | actual_k=0
       7|[120.02102053192458, -0.0276848788278183, 0.8166840554160365, 109.90614515010236, 0.1190019496759726, 0.7389120434368132, 100.02889598824024, 0.2176067942699302, 0.7468393326788996, 88.06471263676914, 0.389363147068714, 0.7223068454819489, 86.04240268934355, 0.4144984774388493, 0.610393413188926, 83.91408785151593, 0.5025274955635165, 0.4699371983910622, 79.96843032458443, 0.6606232001605441, 0.3083183121226567, 76.02206506004838, 0.9657791382261862, 0.1681580817993616, 886.3938871046333, 910.0498751857148, 922.5351526997576, 926.5140647519147, 935.5235384113688, 952.7984955769665, 975.7043771237729]|238.8217620849609375|      0.12500000|[379, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[120.02102053192458, -0.0276848788278183, 0.8166840554160365, 109.90614515010236, 0.1190019496759726, 0.7389120434368132, 100.02889598824024, 0.2176067942699302, 0.7468393326788996, 88.06471263676914, 0.389363147068714, 0.7223068454819489, 86.04240268934355, 0.4144984774388493, 0.610393413188926, 83.91408785151593, 0.5025274955635165, 0.4699371983910622, 79.96843032458443, 0.6606232001605441, 0.3083183121226567, 76.02206506004838, 0.9657791382261862, 0.1681580817993616, 886.3938871046333, 910.0498751857148, 922.5351526997576, 926.5140647519147, 935.5235384113688, 952.7984955769665, 975.7043771237729]|238.8217620849609375|      0.06250000|[437, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[120.02102053192458, -0.0276848788278183, 0.8166840554160365, 109.90614515010236, 0.1190019496759726, 0.7389120434368132, 100.02889598824024, 0.2176067942699302, 0.7468393326788996, 88.06471263676914, 0.389363147068714, 0.7223068454819489, 86.04240268934355, 0.4144984774388493, 0.610393413188926, 83.91408785151593, 0.5025274955635165, 0.4699371983910622, 79.96843032458443, 0.6606232001605441, 0.3083183121226567, 76.02206506004838, 0.9657791382261862, 0.1681580817993616, 886.3938871046333, 910.0498751857148, 922.5351526997576, 926.5140647519147, 935.5235384113688, 952.7984955769665, 975.7043771237729]|238.8217620849609375|      0.03125000|[495, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[120.02098796475804, -0.0160022587749396, 0.8244482393960512, 109.90342421057657, 0.113978936536777, 0.7378700301201088, 100.02787053116747, 0.2228579137000548, 0.7470516992888603, 88.06346328118715, 0.4006782593175082, 0.7229639956724052, 86.0438480635982, 0.4240239182929628, 0.6044270443704846, 83.91303243452388, 0.4991891400963192, 0.4689172286864636, 79.97264883887195, 0.651524908581245, 0.3081354548462381, 76.02276327125728, 0.9714768028917201, 0.1794321268155401, 886.3999498510735, 910.0489374165853, 922.5352167013709, 926.5217075952036, 935.5290248233661, 952.8036452603039, 975.6986917255406]|176.9879760742187500|      0.06250000|[525, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
