k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      0.50000000|[24, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[19.97810491973263, 1.982144121488879, 2.0236031215845744, 2.0135383372948072, 0.6984590044702146]|5006.0517578125000000|      1.00000000|[48, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       3|[19.97810491973263, 1.982144121488879, 2.0236031215845744, 2.0135383372948072, 0.6984590044702146]|5006.0517578125000000|      0.50000000|[71, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[19.97810491973263, 1.982144121488879, 2.0236031215845744, 2.0135383372948072, 0.6984590044702146]|5006.0517578125000000|      0.25000000|[94, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[19.97810491973263, 1.982144121488879, 2.0236031215845744, 2.0135383372948072, 0.6984590044702146]|5006.0517578125000000|      0.12500000|[117, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[19.97926947880873, 2.0200784820583197, 2.030745380175955, 2.016632810766591, 0.5796143980865331]|4081.5258789062500000|      0.25000000|[140, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       7|[19.97926947880873, 2.0200784820583197, 2.030745380175955, 2.016632810766591, 0.5796143980865331]|4081.5258789062500000|      0.12500000|[164, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[19.97926947880873, 2.0200784820583197, 2.030745380175955, 2.016632810766591, 0.5796143980865331]|4081.5258789062500000|      0.06250000|[186, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[19.993594156998483, 2.0764790106495448, 2.0459797180681023, 2.032863424110117, 0.5746630236438831]|3914.8823242187500000|      0.12500000|[210, 72, 0, 18]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      10|[19.993594156998483, 2.0764790106495448, 2.0459797180681023, 2.032863424110117, 0.5746630236438831]|3914.8823242187500000|      0.06250000|[234, 80, 0, 20]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      11|[19.986737787971876, 2.116926916965239, 2.091484994470104, 2.021671592272084, 0.5694457640054881]|3798.1806640625000000|      0.12500000|[257, 88, 0, 22]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      12|[19.986737787971876, 2.116926916965239, 2.091484994470104, 2.021671592272084, 0.5694457640054881]|3798.1806640625000000|      0.06250000|[279, 96, 0, 24]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
