k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337744340301|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.421109056519104, -0.5411791179090224, 0.3810583152949181, 0.2932917763793875, -0.5464380478044218, -0.0511106862653129, 0.0978605073914928]|37437.2656250000000000|      2.00000000|[24, 8, 0, 2]                                                              |  | trying quadratic partial model with 13 points | iterate success | actual_k=4
       2|[9.421109056519104, -0.5411791179090224, 0.3810583152949181, 0.2932917763793875, -0.5464380478044218, -0.0511106862653129, 0.0978605073914928]|37437.2656250000000000|      1.00000000|[67, 24, 0, 6]                                                             |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 34 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[9.421109056519104, -0.5411791179090224, 0.3810583152949181, 0.2932917763793875, -0.5464380478044218, -0.0511106862653129, 0.0978605073914928]|37437.2656250000000000|      0.50000000|[112, 40, 0, 10]                                                           |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 35 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[9.421109056519104, -0.5411791179090224, 0.3810583152949181, 0.2932917763793875, -0.5464380478044218, -0.0511106862653129, 0.0978605073914928]|37437.2656250000000000|      0.25000000|[154, 56, 0, 14]                                                           |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[9.421109056519104, -0.5411791179090224, 0.3810583152949181, 0.2932917763793875, -0.5464380478044218, -0.0511106862653129, 0.0978605073914928]|37437.2656250000000000|      0.12500000|[200, 72, 0, 18]                                                           |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 35 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[9.421109056519104, -0.5411791179090224, 0.3810583152949181, 0.2932917763793875, -0.5464380478044218, -0.0511106862653129, 0.0978605073914928]|37437.2656250000000000|      0.06250000|[245, 88, 0, 22]                                                           |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 34 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[9.423003418144244, -0.5434616925015715, 0.3847519109971736, 0.3103515509342035, -0.5445628910686067, -0.0473928425730226, 0.0380655735284505]|16658.5761718750000000|      0.12500000|[267, 96, 0, 24]                                                           |  | trying quadratic partial model with 13 points | iterate success | actual_k=4
       8|[9.423003418144244, -0.5434616925015715, 0.3847519109971736, 0.3103515509342035, -0.5445628910686067, -0.0473928425730226, 0.0380655735284505]|16658.5761718750000000|      0.06250000|[311, 112, 0, 28]                                                          |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 34 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[9.423003418144244, -0.5434616925015715, 0.3847519109971736, 0.3103515509342035, -0.5445628910686067, -0.0473928425730226, 0.0380655735284505]|16658.5761718750000000|      0.03125000|[355, 128, 0, 32]                                                          |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[9.423003418144244, -0.5434616925015715, 0.3847519109971736, 0.3103515509342035, -0.5445628910686067, -0.0473928425730226, 0.0380655735284505]|16658.5761718750000000|      0.01562500|[398, 144, 0, 36]                                                          |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 34 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
