k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.3446486033226974, 0.0571399968613732, -0.0473628841453797, -0.3297111596781084, 0.7931453736218768, 0.0697579585869628, 0.3468919566835748, -0.0560516156221405, 0.0978677662252808]|277897.7500000000000000|      2.00000000|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[-0.3446486033226974, 0.0571399968613732, -0.0473628841453797, -0.3297111596781084, 0.7931453736218768, 0.0697579585869628, 0.3468919566835748, -0.0560516156221405, 0.0978677662252808]|277897.7500000000000000|      1.00000000|[65, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[-0.3446486033226974, 0.0571399968613732, -0.0473628841453797, -0.3297111596781084, 0.7931453736218768, 0.0697579585869628, 0.3468919566835748, -0.0560516156221405, 0.0978677662252808]|277897.7500000000000000|      0.50000000|[97, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[-0.3252325875143332, -0.1053094486243822, 0.0644075206929139, -0.0420488311634891, 1.0651044542832495, -0.0142148283430606, 0.1343738946057728, -0.0148676014781527, 0.0870170926037847]|3294.7819824218750000|      1.00000000|[129, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | iterate success | actual_k=0
       5|[-0.3252325875143332, -0.1053094486243822, 0.0644075206929139, -0.0420488311634891, 1.0651044542832495, -0.0142148283430606, 0.1343738946057728, -0.0148676014781527, 0.0870170926037847]|3294.7819824218750000|      0.50000000|[161, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[-0.3252325875143332, -0.1053094486243822, 0.0644075206929139, -0.0420488311634891, 1.0651044542832495, -0.0142148283430606, 0.1343738946057728, -0.0148676014781527, 0.0870170926037847]|3294.7819824218750000|      0.25000000|[193, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[-0.3252325875143332, -0.1053094486243822, 0.0644075206929139, -0.0420488311634891, 1.0651044542832495, -0.0142148283430606, 0.1343738946057728, -0.0148676014781527, 0.0870170926037847]|3294.7819824218750000|      0.12500000|[225, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[-0.3252325875143332, -0.1053094486243822, 0.0644075206929139, -0.0420488311634891, 1.0651044542832495, -0.0142148283430606, 0.1343738946057728, -0.0148676014781527, 0.0870170926037847]|3294.7819824218750000|      0.06250000|[257, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[-0.3242859590525973, -0.1069474285249351, 0.0595087745711786, 0.0141835555744485, 1.0817450743698511, -0.0245866842631223, 0.1166760608264229, -0.011134847320066, 0.0892440812457147]|764.0001831054687500|      0.12500000|[289, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      10|[-0.3242859590525973, -0.1069474285249351, 0.0595087745711786, 0.0141835555744485, 1.0817450743698511, -0.0245866842631223, 0.1166760608264229, -0.011134847320066, 0.0892440812457147]|764.0001831054687500|      0.06250000|[321, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[-0.3242859590525973, -0.1069474285249351, 0.0595087745711786, 0.0141835555744485, 1.0817450743698511, -0.0245866842631223, 0.1166760608264229, -0.011134847320066, 0.0892440812457147]|764.0001831054687500|      0.03125000|[353, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[-0.3264466457377495, -0.1049713299520244, 0.0485207945225883, 0.0077909358679571, 1.0728928580377224, 0.0019053254881819, 0.1163054998937679, -0.016235879834353, 0.0890403352075236]| 43.1372184753417969|      0.06250000|[385, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      13|[-0.3264466457377495, -0.1049713299520244, 0.0485207945225883, 0.0077909358679571, 1.0728928580377224, 0.0019053254881819, 0.1163054998937679, -0.016235879834353, 0.0890403352075236]| 43.1372184753417969|      0.03125000|[417, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[-0.3264466457377495, -0.1049713299520244, 0.0485207945225883, 0.0077909358679571, 1.0728928580377224, 0.0019053254881819, 0.1163054998937679, -0.016235879834353, 0.0890403352075236]| 43.1372184753417969|      0.01562500|[449, 0, 0, 28]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[-0.3264466457377495, -0.1049713299520244, 0.0485207945225883, 0.0077909358679571, 1.0728928580377224, 0.0019053254881819, 0.1163054998937679, -0.016235879834353, 0.0890403352075236]| 43.1372184753417969|      0.00781250|[481, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      16|[-0.3264466457377495, -0.1049713299520244, 0.0485207945225883, 0.0077909358679571, 1.0728928580377224, 0.0019053254881819, 0.1163054998937679, -0.016235879834353, 0.0890403352075236]| 43.1372184753417969|      0.00390625|[513, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[-0.3262562919017058, -0.1052134208944087, 0.047743940753031, 0.0045825633469287, 1.0721768468327495, 0.0038254495280461, 0.1162320520983221, -0.0159941729569769, 0.0890988610557903]| 32.8059272766113281|      0.00781250|[545, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      18|[-0.3262562919017058, -0.1052134208944087, 0.047743940753031, 0.0045825633469287, 1.0721768468327495, 0.0038254495280461, 0.1162320520983221, -0.0159941729569769, 0.0890988610557903]| 32.8059272766113281|      0.00390625|[577, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      19|[-0.3266294573074872, -0.1051811190213842, 0.0500365083037761, 0.0063697147413191, 1.070726249654787, 0.0054311221471938, 0.1149214675359197, -0.0158378107885329, 0.0895930466430996]| 29.4667835235595703|      0.00781250|[609, 0, 0, 38]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      20|[-0.3266294573074872, -0.1051811190213842, 0.0500365083037761, 0.0063697147413191, 1.070726249654787, 0.0054311221471938, 0.1149214675359197, -0.0158378107885329, 0.0895930466430996]| 29.4667835235595703|      0.00390625|[641, 0, 0, 40]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      21|[-0.3266294573074872, -0.1051811190213842, 0.0500365083037761, 0.0063697147413191, 1.070726249654787, 0.0054311221471938, 0.1149214675359197, -0.0158378107885329, 0.0895930466430996]| 29.4667835235595703|      0.00195312|[673, 0, 0, 42]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      22|[-0.3266294573074872, -0.1051811190213842, 0.0500365083037761, 0.0063697147413191, 1.070726249654787, 0.0054311221471938, 0.1149214675359197, -0.0158378107885329, 0.0895930466430996]| 29.4667835235595703|      0.00097656|[705, 0, 0, 44]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      23|[-0.3265731475968181, -0.105122136271853, 0.0499249197228817, 0.0057247409586271, 1.0701087479846139, 0.005271016329837, 0.1148282879678253, -0.0157066052178589, 0.0893002295375571]| 28.0943031311035156|      0.00195312|[737, 0, 0, 46]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      24|[-0.3265731475968181, -0.105122136271853, 0.0499249197228817, 0.0057247409586271, 1.0701087479846139, 0.005271016329837, 0.1148282879678253, -0.0157066052178589, 0.0893002295375571]| 28.0943031311035156|      0.00097656|[769, 0, 0, 48]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      25|[-0.3264388098929067, -0.1052118248070441, 0.049700184756856, 0.0055045096596169, 1.0693326117140673, 0.0048082711257299, 0.1148128036300242, -0.0156952813298282, 0.089408337838865]| 26.8153419494628906|      0.00195312|[801, 0, 0, 50]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      26|[-0.3261695056296776, -0.1044755598369126, 0.0500776258845403, 0.0058235601697518, 1.0681349216204459, 0.0048436172509113, 0.1157832579399179, -0.0160676600715793, 0.0900714162177011]| 25.2174968719482422|      0.00390625|[833, 0, 0, 52]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      27|[-0.3261695056296776, -0.1044755598369126, 0.0500776258845403, 0.0058235601697518, 1.0681349216204459, 0.0048436172509113, 0.1157832579399179, -0.0160676600715793, 0.0900714162177011]| 25.2174968719482422|      0.00195312|[865, 0, 0, 54]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
