k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.003594039469014, 149.94329492847788, -100.06291779916019, 1.0008060598530206, 2.000630474698391]|84511.8316208914620802|      2.00000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       2|[49.003594039469014, 149.94329492847788, -100.06291779916019, 1.0008060598530206, 2.000630474698391]|84511.8316208914620802|      1.00000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[48.00627354148935, 149.91474229847748, -100.11851523529991, 1.0369636994960967, 1.988877950723255]|81244.5811382501269691|      2.00000000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate success | actual_k=4
       4|[48.00627354148935, 149.91474229847748, -100.11851523529991, 1.0369636994960967, 1.988877950723255]|81244.5811382501269691|      1.00000000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       5|[47.01085128595629, 149.8477432046308, -100.17767686024824, 1.070541600781177, 1.9846257404775034]|78041.3458733609586488|      2.00000000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       6|[45.275192880177315, 149.4343729107066, -100.442792944262, 1.7392013112687725, 1.4376133529416846]|72527.7981144167424645|      4.00000000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       7|[45.275192880177315, 149.4343729107066, -100.442792944262, 1.7392013112687725, 1.4376133529416846]|72527.7981144167424645|      2.00000000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[43.47769176888114, 149.09317852062338, -100.82812842827502, 1.3136893910126113, 0.8692540356562969]|67027.8878169620002154|      4.00000000|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
       9|[43.47769176888114, 149.09317852062338, -100.82812842827502, 1.3136893910126113, 0.8692540356562969]|67027.8878169620002154|      2.00000000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
      10|[43.47769176888114, 149.09317852062338, -100.82812842827502, 1.3136893910126113, 0.8692540356562969]|67027.8878169620002154|      1.00000000|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[42.48181172878845, 149.02820593833243, -100.88816676680362, 1.2959786816209826, 0.860130550850648]|64125.6816868262831122|      2.00000000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      12|[42.48181172878845, 149.02820593833243, -100.88816676680362, 1.2959786816209826, 0.860130550850648]|64125.6816868262831122|      1.00000000|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      13|[41.487889736423526, 148.95836719621812, -100.97188158442532, 1.3022678645560553, 0.8462058001599949]|61289.7752482397190761|      2.00000000|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      14|[41.487889736423526, 148.95836719621812, -100.97188158442532, 1.3022678645560553, 0.8462058001599949]|61289.7752482397190761|      1.00000000|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      15|[40.49827160716392, 148.90996509732284, -101.0265662311652, 1.2968084526633585, 0.7225410141618378]|58536.3984876707909280|      2.00000000|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      16|[40.49827160716392, 148.90996509732284, -101.0265662311652, 1.2968084526633585, 0.7225410141618378]|58536.3984876707909280|      1.00000000|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      17|[40.49827160716392, 148.90996509732284, -101.0265662311652, 1.2968084526633585, 0.7225410141618378]|58536.3984876707909280|      0.50000000|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      18|[40.00030263980776, 148.8779770100139, -101.04996406983655, 1.2966297979849182, 0.7011826657105319]|57175.6754920950188534|      1.00000000|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      19|[39.03343779055327, 148.8341574880678, -101.18214726671404, 1.2332028805073216, 0.4968377578340148]|54525.1071141209831694|      2.00000000|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      20|[39.03343779055327, 148.8341574880678, -101.18214726671404, 1.2332028805073216, 0.4968377578340148]|54525.1071141209831694|      1.00000000|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      21|[39.03343779055327, 148.8341574880678, -101.18214726671404, 1.2332028805073216, 0.4968377578340148]|54525.1071141209831694|      0.50000000|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      22|[38.858116590084904, 148.6898812799218, -101.23589391423538, 1.2762843884429045, 0.0567217117921218]|48879.1797656751223258|      1.00000000|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      23|[38.858116590084904, 148.6898812799218, -101.23589391423538, 1.2762843884429045, 0.0567217117921218]|48879.1797656751223258|      0.50000000|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      24|[38.858116590084904, 148.6898812799218, -101.23589391423538, 1.2762843884429045, 0.0567217117921218]|48879.1797656751223258|      0.25000000|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      25|[38.858116590084904, 148.6898812799218, -101.23589391423538, 1.2762843884429045, 0.0567217117921218]|48879.1797656751223258|      0.12500000|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
