k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.50000000|[31, 2, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=1
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.25000000|[62, 4, 2, 6]                                                              |  | used linear model with 33 points | iterate failure | actual_k=1
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.12500000|[93, 6, 3, 9]                                                              |  | used linear model with 33 points | iterate failure | actual_k=1
       4|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.06250000|[124, 8, 4, 12]                                                            |  | used linear model with 33 points | iterate failure | actual_k=1
       5|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.03125000|[155, 10, 5, 15]                                                           |  | used linear model with 33 points | iterate failure | actual_k=1
       6|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.01562500|[186, 12, 6, 18]                                                           |  | used linear model with 33 points | iterate failure | actual_k=1
       7|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.00781250|[217, 14, 7, 21]                                                           |  | used linear model with 33 points | iterate failure | actual_k=1
       8|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.00390625|[248, 16, 8, 24]                                                           |  | used linear model with 33 points | iterate failure | actual_k=1
       9|[-0.0037929867304697, -0.0002618850754738, -0.0001905540056088, 1.04509122756e-05, 0.000193169831671, 0.0008468106963174, -1.53806341502e-05, 1.24775789137e-05, 7.0612676848e-06, -5.79832571614e-05, 1.6404349246e-06, 2.58570282434e-05, -7.49202668653e-05, -4.24989991286e-05, 1.0000271897148474]|2121.7021432668084344|      0.00781250|[279, 18, 9, 27]                                                           |  | used linear model with 33 points | iterate success | actual_k=1
      10|[-0.0037929867304697, -0.0002618850754738, -0.0001905540056088, 1.04509122756e-05, 0.000193169831671, 0.0008468106963174, -1.53806341502e-05, 1.24775789137e-05, 7.0612676848e-06, -5.79832571614e-05, 1.6404349246e-06, 2.58570282434e-05, -7.49202668653e-05, -4.24989991286e-05, 1.0000271897148474]|2121.7021432668084344|      0.00390625|[310, 20, 10, 30]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      11|[-0.0037929867304697, -0.0002618850754738, -0.0001905540056088, 1.04509122756e-05, 0.000193169831671, 0.0008468106963174, -1.53806341502e-05, 1.24775789137e-05, 7.0612676848e-06, -5.79832571614e-05, 1.6404349246e-06, 2.58570282434e-05, -7.49202668653e-05, -4.24989991286e-05, 1.0000271897148474]|2121.7021432668084344|      0.00195312|[341, 22, 11, 33]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
