k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.50000000|[85, 28, 0, 7]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[3.957610940547958, 0.1253605803046242, 0.1715115411093592, 0.0202406156466595, 1.7017491701673408, 0.0759496430768765, 1.1709173009671257, 0.0375905134311636, 0.2659249141779615, 0.0429683513971871, 0.2534996862323294, -0.1212698552781619, 0.0200720316198087, -0.0291087844586628, 0.3100952713631836, 0.0863730839343101, 1.400324278214642, 0.0495893563607908, 1.1869527834046658, 0.0695469654939809, 0.1838684145381507, -0.0100743544122436, 0.0758079114433141, -0.0257775332626572, 0.2863787846958149, 0.0707546196023816, 0.1261129607296105, -0.090708886216795, 0.1039284897716641, 0.0889601444469659, 0.5184673288355245, 0.0183139759013045, 0.0010563163656925, 0.090979036692023, 0.1607678252978245, 0.0084069339076744, 0.1058038476007654, 0.0304200625481526, 0.1841575608810171, 0.0024080983643109, 0.0645859846617682, 0.0163083410674657, 0.2909839682054765, 0.1346563397713881, 0.4175630473221505, 0.0573671881818833, 0.1841141886952978, 0.0067782599927818, 0.0494562960354718, 0.040155071682776, 0.1966985954408004, -0.0327556805143192, 0.2161130243455457, 0.0741690294721215, 0.2609039589890619, 0.0705223559709917, 0.1553285268201081, 0.0253470921852123, 0.1581172718476559, 0.008666120963242, 0.1889786543565773, 0.0759430114345994, 0.0150128801026031, -0.0419135512298188, 0.3185653742490396, 0.0792575109367657]|94882.0468750000000000|      1.00000000|[109, 36, 0, 9]                                                            |  | trying linear partial model with 13 points | iterate success | actual_k=4
       3|[4.161570131323406, 0.3128029503026053, 0.2701298440078385, 0.0947305956522434, 1.8465408412801798, 0.3445643030918505, 1.299573404540922, -0.1388138176082129, 0.2172999622087405, 0.3138026665080285, 0.4042434299065084, -0.1373657309835425, 0.1549689378344777, -0.1587642993843301, 0.3158411469686609, 0.042653267620829, 1.5718940189753106, 0.1652784338843548, 1.077714095707227, 0.1955422538005147, 0.336238003163621, 0.0350405640599198, -0.1282550427021812, 0.1313938285698072, 0.367413136094904, 0.2307271123630527, -0.0995934114913784, 0.1219630005529961, 0.0080555214867193, 0.1789292730455032, 0.3081345721757287, -0.1262984476128369, -0.0548699685902143, 0.1333722138161749, 0.1733759212817552, 0.1392697173134662, 0.1494854789488694, 0.1039544915753735, 0.2135338114058344, -0.0284686610824766, 0.1350964406401529, -0.0929520857630549, 0.2496501504402432, 0.1369519755005257, 0.3671051640429117, -0.1858416088953998, 0.2645983741742103, 0.1369823245846964, 0.1648142164956503, 0.0893707874916833, 0.13644580142028, -0.013001314410409, 0.2809258019518059, -0.0937585359339097, 0.3251606791122227, 0.0638495267956692, 0.1513732557452137, -0.0923520697767957, 0.2033791291666153, 0.1071253289338935, 0.0776446587740064, -0.0445005765272153, 0.015628701354726, 0.0616947692054759, 0.3252226833591127, 0.1413052496537932]|20175.7712655320756312|      2.00000000|[133, 44, 1, 12]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
       4|[4.161570131323406, 0.3128029503026053, 0.2701298440078385, 0.0947305956522434, 1.8465408412801798, 0.3445643030918505, 1.299573404540922, -0.1388138176082129, 0.2172999622087405, 0.3138026665080285, 0.4042434299065084, -0.1373657309835425, 0.1549689378344777, -0.1587642993843301, 0.3158411469686609, 0.042653267620829, 1.5718940189753106, 0.1652784338843548, 1.077714095707227, 0.1955422538005147, 0.336238003163621, 0.0350405640599198, -0.1282550427021812, 0.1313938285698072, 0.367413136094904, 0.2307271123630527, -0.0995934114913784, 0.1219630005529961, 0.0080555214867193, 0.1789292730455032, 0.3081345721757287, -0.1262984476128369, -0.0548699685902143, 0.1333722138161749, 0.1733759212817552, 0.1392697173134662, 0.1494854789488694, 0.1039544915753735, 0.2135338114058344, -0.0284686610824766, 0.1350964406401529, -0.0929520857630549, 0.2496501504402432, 0.1369519755005257, 0.3671051640429117, -0.1858416088953998, 0.2645983741742103, 0.1369823245846964, 0.1648142164956503, 0.0893707874916833, 0.13644580142028, -0.013001314410409, 0.2809258019518059, -0.0937585359339097, 0.3251606791122227, 0.0638495267956692, 0.1513732557452137, -0.0923520697767957, 0.2033791291666153, 0.1071253289338935, 0.0776446587740064, -0.0445005765272153, 0.015628701354726, 0.0616947692054759, 0.3252226833591127, 0.1413052496537932]|20175.7712655320756312|      1.00000000|[218, 72, 2, 20]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[4.161570131323406, 0.3128029503026053, 0.2701298440078385, 0.0947305956522434, 1.8465408412801798, 0.3445643030918505, 1.299573404540922, -0.1388138176082129, 0.2172999622087405, 0.3138026665080285, 0.4042434299065084, -0.1373657309835425, 0.1549689378344777, -0.1587642993843301, 0.3158411469686609, 0.042653267620829, 1.5718940189753106, 0.1652784338843548, 1.077714095707227, 0.1955422538005147, 0.336238003163621, 0.0350405640599198, -0.1282550427021812, 0.1313938285698072, 0.367413136094904, 0.2307271123630527, -0.0995934114913784, 0.1219630005529961, 0.0080555214867193, 0.1789292730455032, 0.3081345721757287, -0.1262984476128369, -0.0548699685902143, 0.1333722138161749, 0.1733759212817552, 0.1392697173134662, 0.1494854789488694, 0.1039544915753735, 0.2135338114058344, -0.0284686610824766, 0.1350964406401529, -0.0929520857630549, 0.2496501504402432, 0.1369519755005257, 0.3671051640429117, -0.1858416088953998, 0.2645983741742103, 0.1369823245846964, 0.1648142164956503, 0.0893707874916833, 0.13644580142028, -0.013001314410409, 0.2809258019518059, -0.0937585359339097, 0.3251606791122227, 0.0638495267956692, 0.1513732557452137, -0.0923520697767957, 0.2033791291666153, 0.1071253289338935, 0.0776446587740064, -0.0445005765272153, 0.015628701354726, 0.0616947692054759, 0.3252226833591127, 0.1413052496537932]|20175.7712655320756312|      0.50000000|[304, 100, 3, 28]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 26 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 38 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 74 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[4.161570131323406, 0.3128029503026053, 0.2701298440078385, 0.0947305956522434, 1.8465408412801798, 0.3445643030918505, 1.299573404540922, -0.1388138176082129, 0.2172999622087405, 0.3138026665080285, 0.4042434299065084, -0.1373657309835425, 0.1549689378344777, -0.1587642993843301, 0.3158411469686609, 0.042653267620829, 1.5718940189753106, 0.1652784338843548, 1.077714095707227, 0.1955422538005147, 0.336238003163621, 0.0350405640599198, -0.1282550427021812, 0.1313938285698072, 0.367413136094904, 0.2307271123630527, -0.0995934114913784, 0.1219630005529961, 0.0080555214867193, 0.1789292730455032, 0.3081345721757287, -0.1262984476128369, -0.0548699685902143, 0.1333722138161749, 0.1733759212817552, 0.1392697173134662, 0.1494854789488694, 0.1039544915753735, 0.2135338114058344, -0.0284686610824766, 0.1350964406401529, -0.0929520857630549, 0.2496501504402432, 0.1369519755005257, 0.3671051640429117, -0.1858416088953998, 0.2645983741742103, 0.1369823245846964, 0.1648142164956503, 0.0893707874916833, 0.13644580142028, -0.013001314410409, 0.2809258019518059, -0.0937585359339097, 0.3251606791122227, 0.0638495267956692, 0.1513732557452137, -0.0923520697767957, 0.2033791291666153, 0.1071253289338935, 0.0776446587740064, -0.0445005765272153, 0.015628701354726, 0.0616947692054759, 0.3252226833591127, 0.1413052496537932]|20175.7712655320756312|      0.25000000|[389, 128, 4, 36]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 74 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[4.161570131323406, 0.3128029503026053, 0.2701298440078385, 0.0947305956522434, 1.8465408412801798, 0.3445643030918505, 1.299573404540922, -0.1388138176082129, 0.2172999622087405, 0.3138026665080285, 0.4042434299065084, -0.1373657309835425, 0.1549689378344777, -0.1587642993843301, 0.3158411469686609, 0.042653267620829, 1.5718940189753106, 0.1652784338843548, 1.077714095707227, 0.1955422538005147, 0.336238003163621, 0.0350405640599198, -0.1282550427021812, 0.1313938285698072, 0.367413136094904, 0.2307271123630527, -0.0995934114913784, 0.1219630005529961, 0.0080555214867193, 0.1789292730455032, 0.3081345721757287, -0.1262984476128369, -0.0548699685902143, 0.1333722138161749, 0.1733759212817552, 0.1392697173134662, 0.1494854789488694, 0.1039544915753735, 0.2135338114058344, -0.0284686610824766, 0.1350964406401529, -0.0929520857630549, 0.2496501504402432, 0.1369519755005257, 0.3671051640429117, -0.1858416088953998, 0.2645983741742103, 0.1369823245846964, 0.1648142164956503, 0.0893707874916833, 0.13644580142028, -0.013001314410409, 0.2809258019518059, -0.0937585359339097, 0.3251606791122227, 0.0638495267956692, 0.1513732557452137, -0.0923520697767957, 0.2033791291666153, 0.1071253289338935, 0.0776446587740064, -0.0445005765272153, 0.015628701354726, 0.0616947692054759, 0.3252226833591127, 0.1413052496537932]|20175.7712655320756312|      0.12500000|[475, 156, 6, 45]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[4.161570131323406, 0.3128029503026053, 0.2701298440078385, 0.0947305956522434, 1.8465408412801798, 0.3445643030918505, 1.299573404540922, -0.1388138176082129, 0.2172999622087405, 0.3138026665080285, 0.4042434299065084, -0.1373657309835425, 0.1549689378344777, -0.1587642993843301, 0.3158411469686609, 0.042653267620829, 1.5718940189753106, 0.1652784338843548, 1.077714095707227, 0.1955422538005147, 0.336238003163621, 0.0350405640599198, -0.1282550427021812, 0.1313938285698072, 0.367413136094904, 0.2307271123630527, -0.0995934114913784, 0.1219630005529961, 0.0080555214867193, 0.1789292730455032, 0.3081345721757287, -0.1262984476128369, -0.0548699685902143, 0.1333722138161749, 0.1733759212817552, 0.1392697173134662, 0.1494854789488694, 0.1039544915753735, 0.2135338114058344, -0.0284686610824766, 0.1350964406401529, -0.0929520857630549, 0.2496501504402432, 0.1369519755005257, 0.3671051640429117, -0.1858416088953998, 0.2645983741742103, 0.1369823245846964, 0.1648142164956503, 0.0893707874916833, 0.13644580142028, -0.013001314410409, 0.2809258019518059, -0.0937585359339097, 0.3251606791122227, 0.0638495267956692, 0.1513732557452137, -0.0923520697767957, 0.2033791291666153, 0.1071253289338935, 0.0776446587740064, -0.0445005765272153, 0.015628701354726, 0.0616947692054759, 0.3252226833591127, 0.1413052496537932]|20175.7712655320756312|      0.06250000|[559, 184, 6, 52]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[4.16057639553877, 0.3189469049441961, 0.2764527677341743, 0.0963245236527748, 1.841946621549719, 0.3532291297379518, 1.300438792209313, -0.1418205187093929, 0.2210262113343008, 0.3075497730095785, 0.3999421161722136, -0.1314689011125958, 0.1630278497436331, -0.158128117818594, 0.3068696515638404, 0.049990611765016, 1.5605949404215793, 0.1772948875593316, 1.0844638021637842, 0.1939047244862953, 0.3306966730270529, 0.0334182436890795, -0.1330016569636697, 0.1497489969730016, 0.3799473457620678, 0.236048526866956, -0.1043557628565703, 0.1125526982255274, 0.002716891612391, 0.1807484484223661, 0.3083999821013724, -0.1291835908630829, -0.0332448521351459, 0.1285103407065622, 0.1710242263844127, 0.1386269881488261, 0.1504184723432007, 0.1034559326973902, 0.210816781169986, -0.0165616284402647, 0.1473050549260187, -0.0969767613442694, 0.2525665344136463, 0.137922857778061, 0.3607906103955372, -0.1812043052636625, 0.270293792838303, 0.1544862996983266, 0.1650021600788917, 0.080045564875803, 0.1374873522338565, -0.0322151778365572, 0.2875913472148391, -0.0902727671087403, 0.3376514473385362, 0.0651393822931217, 0.1595896864506424, -0.0961569024418402, 0.2123222302858785, 0.1192051923296558, 0.0701945615913901, -0.0504032093631196, 0.0100271928120724, 0.0605975552908344, 0.3271916301717525, 0.1354294560410401]|19686.0585937500000000|      0.12500000|[583, 192, 6, 54]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      10|[4.16057639553877, 0.3189469049441961, 0.2764527677341743, 0.0963245236527748, 1.841946621549719, 0.3532291297379518, 1.300438792209313, -0.1418205187093929, 0.2210262113343008, 0.3075497730095785, 0.3999421161722136, -0.1314689011125958, 0.1630278497436331, -0.158128117818594, 0.3068696515638404, 0.049990611765016, 1.5605949404215793, 0.1772948875593316, 1.0844638021637842, 0.1939047244862953, 0.3306966730270529, 0.0334182436890795, -0.1330016569636697, 0.1497489969730016, 0.3799473457620678, 0.236048526866956, -0.1043557628565703, 0.1125526982255274, 0.002716891612391, 0.1807484484223661, 0.3083999821013724, -0.1291835908630829, -0.0332448521351459, 0.1285103407065622, 0.1710242263844127, 0.1386269881488261, 0.1504184723432007, 0.1034559326973902, 0.210816781169986, -0.0165616284402647, 0.1473050549260187, -0.0969767613442694, 0.2525665344136463, 0.137922857778061, 0.3607906103955372, -0.1812043052636625, 0.270293792838303, 0.1544862996983266, 0.1650021600788917, 0.080045564875803, 0.1374873522338565, -0.0322151778365572, 0.2875913472148391, -0.0902727671087403, 0.3376514473385362, 0.0651393822931217, 0.1595896864506424, -0.0961569024418402, 0.2123222302858785, 0.1192051923296558, 0.0701945615913901, -0.0504032093631196, 0.0100271928120724, 0.0605975552908344, 0.3271916301717525, 0.1354294560410401]|19686.0585937500000000|      0.06250000|[669, 220, 8, 63]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
