k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      0.50000000|[165, 24, 0, 3]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 112 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       2|[99.97918517302993, 0.1242985644210238, 0.3949168939574833, 0.1856601081143618, 100.0474747822057, -0.0380382159139309, 0.2428281338663925, 0.8391628136750281, 99.91805881249847, -0.0032372446400968, 0.3307557283131133, 0.9075719387856629, 100.0248202312304, 0.0733185019448913, 0.3182755324332606, 0.8007856616146556, 99.99665074334919, 0.0290636207900226, 0.318498303386018, 0.8070061131907345, 99.96986607502019, 0.0421717936396155, 0.405711088289095, 0.7748410579488082, 100.06236878835514, 0.0103381023113223, 0.5061332788083452, 0.6333231761585395, 99.9713277851511, 0.0792097007873703, 0.4477022752181231, 0.7146547615413218, 99.99676054326157, 0.1007893097903318, 0.4645562148692607, 0.5792517141646595, 100.00910256330835, 0.1573086729654042, 0.4788368388501273, 0.5790132110183578, 99.92529745564576, 0.3993111037073367, 0.5924529352454786, 0.4444736860205964, 100.08493946952969, 0.3490833421953929, 0.6238660382833319, 0.4938768040646999, 100.01983184559778, 0.3359870253946467, 0.683909830831907, 0.4533071729100004, 100.02871147231653, 0.3778990573482528, 0.6332868930401587, 0.4096713980966121, 99.97202008495299, 0.4373865685152555, 0.6845668726753739, 0.3659112499100248, 100.05247660055355, 0.3849743002605084, 0.7949718578092008, 0.2998818341261609, 100.0598797306567, 0.4435800614955963, 0.7159172489934684, 0.3409252869787029, 99.98887168932956, 0.4625757993407804, 0.7687718474258018, 0.3074873866837257, 99.95695959854545, 0.4983272143783687, 0.7205923579967465, 0.0590365032024101, 99.97712878930099, 0.4838677777130383, 0.8117441294480356, 0.0218170270608033, 299.98866547365765, 299.9743111359858, 299.9427457534698, 299.94841717773767, 299.98908676157157, 299.9177704740937, 300.0801504778726, 300.041199560949, 300.1001643512447, 300.0847952910601, 300.00362664165783, 300.0500423561998, 300.00998163630766, 299.99192940688465, 300.02070711108865, 299.9863797915854, 300.0082318336517, 300.0376885509772, 300.0896521575668]|850.6270751953125000|      1.00000000|[274, 40, 0, 5]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       3|[99.97918517302993, 0.1242985644210238, 0.3949168939574833, 0.1856601081143618, 100.0474747822057, -0.0380382159139309, 0.2428281338663925, 0.8391628136750281, 99.91805881249847, -0.0032372446400968, 0.3307557283131133, 0.9075719387856629, 100.0248202312304, 0.0733185019448913, 0.3182755324332606, 0.8007856616146556, 99.99665074334919, 0.0290636207900226, 0.318498303386018, 0.8070061131907345, 99.96986607502019, 0.0421717936396155, 0.405711088289095, 0.7748410579488082, 100.06236878835514, 0.0103381023113223, 0.5061332788083452, 0.6333231761585395, 99.9713277851511, 0.0792097007873703, 0.4477022752181231, 0.7146547615413218, 99.99676054326157, 0.1007893097903318, 0.4645562148692607, 0.5792517141646595, 100.00910256330835, 0.1573086729654042, 0.4788368388501273, 0.5790132110183578, 99.92529745564576, 0.3993111037073367, 0.5924529352454786, 0.4444736860205964, 100.08493946952969, 0.3490833421953929, 0.6238660382833319, 0.4938768040646999, 100.01983184559778, 0.3359870253946467, 0.683909830831907, 0.4533071729100004, 100.02871147231653, 0.3778990573482528, 0.6332868930401587, 0.4096713980966121, 99.97202008495299, 0.4373865685152555, 0.6845668726753739, 0.3659112499100248, 100.05247660055355, 0.3849743002605084, 0.7949718578092008, 0.2998818341261609, 100.0598797306567, 0.4435800614955963, 0.7159172489934684, 0.3409252869787029, 99.98887168932956, 0.4625757993407804, 0.7687718474258018, 0.3074873866837257, 99.95695959854545, 0.4983272143783687, 0.7205923579967465, 0.0590365032024101, 99.97712878930099, 0.4838677777130383, 0.8117441294480356, 0.0218170270608033, 299.98866547365765, 299.9743111359858, 299.9427457534698, 299.94841717773767, 299.98908676157157, 299.9177704740937, 300.0801504778726, 300.041199560949, 300.1001643512447, 300.0847952910601, 300.00362664165783, 300.0500423561998, 300.00998163630766, 299.99192940688465, 300.02070711108865, 299.9863797915854, 300.0082318336517, 300.0376885509772, 300.0896521575668]|850.6270751953125000|      0.50000000|[437, 64, 0, 8]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       4|[99.97918517302993, 0.1242985644210238, 0.3949168939574833, 0.1856601081143618, 100.0474747822057, -0.0380382159139309, 0.2428281338663925, 0.8391628136750281, 99.91805881249847, -0.0032372446400968, 0.3307557283131133, 0.9075719387856629, 100.0248202312304, 0.0733185019448913, 0.3182755324332606, 0.8007856616146556, 99.99665074334919, 0.0290636207900226, 0.318498303386018, 0.8070061131907345, 99.96986607502019, 0.0421717936396155, 0.405711088289095, 0.7748410579488082, 100.06236878835514, 0.0103381023113223, 0.5061332788083452, 0.6333231761585395, 99.9713277851511, 0.0792097007873703, 0.4477022752181231, 0.7146547615413218, 99.99676054326157, 0.1007893097903318, 0.4645562148692607, 0.5792517141646595, 100.00910256330835, 0.1573086729654042, 0.4788368388501273, 0.5790132110183578, 99.92529745564576, 0.3993111037073367, 0.5924529352454786, 0.4444736860205964, 100.08493946952969, 0.3490833421953929, 0.6238660382833319, 0.4938768040646999, 100.01983184559778, 0.3359870253946467, 0.683909830831907, 0.4533071729100004, 100.02871147231653, 0.3778990573482528, 0.6332868930401587, 0.4096713980966121, 99.97202008495299, 0.4373865685152555, 0.6845668726753739, 0.3659112499100248, 100.05247660055355, 0.3849743002605084, 0.7949718578092008, 0.2998818341261609, 100.0598797306567, 0.4435800614955963, 0.7159172489934684, 0.3409252869787029, 99.98887168932956, 0.4625757993407804, 0.7687718474258018, 0.3074873866837257, 99.95695959854545, 0.4983272143783687, 0.7205923579967465, 0.0590365032024101, 99.97712878930099, 0.4838677777130383, 0.8117441294480356, 0.0218170270608033, 299.98866547365765, 299.9743111359858, 299.9427457534698, 299.94841717773767, 299.98908676157157, 299.9177704740937, 300.0801504778726, 300.041199560949, 300.1001643512447, 300.0847952910601, 300.00362664165783, 300.0500423561998, 300.00998163630766, 299.99192940688465, 300.02070711108865, 299.9863797915854, 300.0082318336517, 300.0376885509772, 300.0896521575668]|850.6270751953125000|      0.25000000|[599, 88, 0, 11]                                                           |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       5|[99.98175237810733, 0.1557818572353401, 0.4487119524616606, 0.1927598357204819, 100.0306667053256, -0.0392299952109742, 0.2356342775226589, 0.8356435715350634, 99.93235471489328, -0.0448628750506516, 0.3323598541761264, 0.8739056812801149, 100.03976707019167, -0.0020018350204489, 0.2836801794994867, 0.7874196768137197, 99.98419527122651, 0.0566433585588958, 0.3180742299261271, 0.844942476584434, 99.96224061158779, 0.0096778152642755, 0.4096834552780059, 0.8250870108806911, 100.03993351297899, 0.0426564843780735, 0.4961183558832153, 0.6892943659959536, 99.97911555794197, 0.0306100106242845, 0.4573605437419571, 0.6986450581068164, 99.97518923083003, 0.0989323458341264, 0.4452970291330759, 0.5966154487350687, 99.9728941538421, 0.1396122103190404, 0.5176892788953957, 0.6040161623840474, 99.90482432209275, 0.3567599489428829, 0.6089142237619315, 0.4303483314649037, 100.06417406876736, 0.3804003562636205, 0.6615412083186151, 0.5196862141855196, 100.03812202269245, 0.3246193637041919, 0.6700079666600701, 0.4862225907101849, 100.01128737996531, 0.4100508943966283, 0.582355606599511, 0.4149286044937102, 99.96716147719569, 0.4283435043035986, 0.696611405274756, 0.349313063928089, 100.07571535625121, 0.3805007953331437, 0.7881836110068631, 0.2735040281731793, 100.09358339875098, 0.4475162887948891, 0.6943192977171446, 0.3501318441418673, 99.97338802826263, 0.4330352337552759, 0.7425177095007753, 0.3041622863486569, 99.96258870900645, 0.4623765853301781, 0.7609031754862878, 0.0893031289052464, 99.95930055100307, 0.4826222681517955, 0.8272378551233863, 0.0351686979659713, 299.98439212427974, 299.96672595778284, 299.94304561206934, 299.933984210108, 300.01180380991764, 299.87623177014603, 300.0902662902772, 300.01865339874735, 300.10747221408883, 300.1210087279363, 300.00280398671447, 300.0461470604585, 299.97624024439915, 300.01762648525727, 300.0046584981341, 299.99346905610537, 299.9935179280051, 300.02447509941754, 300.11297454092505]|639.3009033203125000|      0.50000000|[708, 104, 0, 13]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       6|[99.98175237810733, 0.1557818572353401, 0.4487119524616606, 0.1927598357204819, 100.0306667053256, -0.0392299952109742, 0.2356342775226589, 0.8356435715350634, 99.93235471489328, -0.0448628750506516, 0.3323598541761264, 0.8739056812801149, 100.03976707019167, -0.0020018350204489, 0.2836801794994867, 0.7874196768137197, 99.98419527122651, 0.0566433585588958, 0.3180742299261271, 0.844942476584434, 99.96224061158779, 0.0096778152642755, 0.4096834552780059, 0.8250870108806911, 100.03993351297899, 0.0426564843780735, 0.4961183558832153, 0.6892943659959536, 99.97911555794197, 0.0306100106242845, 0.4573605437419571, 0.6986450581068164, 99.97518923083003, 0.0989323458341264, 0.4452970291330759, 0.5966154487350687, 99.9728941538421, 0.1396122103190404, 0.5176892788953957, 0.6040161623840474, 99.90482432209275, 0.3567599489428829, 0.6089142237619315, 0.4303483314649037, 100.06417406876736, 0.3804003562636205, 0.6615412083186151, 0.5196862141855196, 100.03812202269245, 0.3246193637041919, 0.6700079666600701, 0.4862225907101849, 100.01128737996531, 0.4100508943966283, 0.582355606599511, 0.4149286044937102, 99.96716147719569, 0.4283435043035986, 0.696611405274756, 0.349313063928089, 100.07571535625121, 0.3805007953331437, 0.7881836110068631, 0.2735040281731793, 100.09358339875098, 0.4475162887948891, 0.6943192977171446, 0.3501318441418673, 99.97338802826263, 0.4330352337552759, 0.7425177095007753, 0.3041622863486569, 99.96258870900645, 0.4623765853301781, 0.7609031754862878, 0.0893031289052464, 99.95930055100307, 0.4826222681517955, 0.8272378551233863, 0.0351686979659713, 299.98439212427974, 299.96672595778284, 299.94304561206934, 299.933984210108, 300.01180380991764, 299.87623177014603, 300.0902662902772, 300.01865339874735, 300.10747221408883, 300.1210087279363, 300.00280398671447, 300.0461470604585, 299.97624024439915, 300.01762648525727, 300.0046584981341, 299.99346905610537, 299.9935179280051, 300.02447509941754, 300.11297454092505]|639.3009033203125000|      0.25000000|[871, 128, 0, 16]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       7|[99.95224376671014, 0.1914160076162672, 0.4619002457805251, 0.1746993646093623, 100.01260526009118, 0.0179899221200713, 0.291414166987144, 0.8524855470374889, 99.95991874553182, -0.0585015455528941, 0.2803474162694642, 0.876308800436064, 100.02718561357486, 0.0056096108357425, 0.2952033663095867, 0.8159555244572781, 99.97849801157163, 0.0271761279480477, 0.2646999983064646, 0.8085633594434584, 99.97147810715751, 0.0191618868308748, 0.3958038715835955, 0.8661714785442091, 100.02490058178567, 0.0625441488964343, 0.4852212013170298, 0.667298783617251, 99.98111842008075, 0.0296599229859252, 0.5063444080169394, 0.7159663971988663, 99.98494361248974, 0.1105672661257138, 0.4056815124251353, 0.5982089232212503, 99.9629190696617, 0.1433993555154011, 0.5247368832476276, 0.6030791959355819, 99.91286689887575, 0.3452348970204754, 0.6038619537369202, 0.413524274913385, 100.04229841524536, 0.3606120776602683, 0.6704636628440932, 0.519459834431717, 99.98865386380987, 0.3447613585959584, 0.6839457627612398, 0.5147421852027926, 100.01300987576396, 0.4028662176729076, 0.6066602515511104, 0.3745425442920532, 99.95381349230149, 0.4318313278798606, 0.7027753727880349, 0.327698260207387, 100.05477263090977, 0.3941094950848812, 0.7999632877428381, 0.3023180039852315, 100.06495145567168, 0.4138580504094491, 0.6352139045620465, 0.3615099976115019, 99.98139492888687, 0.3889564880784838, 0.7046935305694195, 0.3007840700217933, 99.94012384835666, 0.480084994859417, 0.7541217010012047, 0.1380801901838904, 99.92812536655488, 0.4754810516669221, 0.8096707846983852, 0.039204850216537, 300.0040997730671, 299.9539701591384, 299.9595534853983, 299.9300538060127, 299.99887108311685, 299.8268845861194, 300.1104162207224, 300.054908035448, 300.11340495281877, 300.1242717482738, 300.00767316624047, 300.0607196693717, 299.993794771163, 299.9939664624856, 299.96653151351796, 300.0492655987566, 299.9945776647563, 300.02233368659523, 300.087708412002]|548.3635864257812500|      0.50000000|[981, 144, 0, 18]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       8|[99.95224376671014, 0.1914160076162672, 0.4619002457805251, 0.1746993646093623, 100.01260526009118, 0.0179899221200713, 0.291414166987144, 0.8524855470374889, 99.95991874553182, -0.0585015455528941, 0.2803474162694642, 0.876308800436064, 100.02718561357486, 0.0056096108357425, 0.2952033663095867, 0.8159555244572781, 99.97849801157163, 0.0271761279480477, 0.2646999983064646, 0.8085633594434584, 99.97147810715751, 0.0191618868308748, 0.3958038715835955, 0.8661714785442091, 100.02490058178567, 0.0625441488964343, 0.4852212013170298, 0.667298783617251, 99.98111842008075, 0.0296599229859252, 0.5063444080169394, 0.7159663971988663, 99.98494361248974, 0.1105672661257138, 0.4056815124251353, 0.5982089232212503, 99.9629190696617, 0.1433993555154011, 0.5247368832476276, 0.6030791959355819, 99.91286689887575, 0.3452348970204754, 0.6038619537369202, 0.413524274913385, 100.04229841524536, 0.3606120776602683, 0.6704636628440932, 0.519459834431717, 99.98865386380987, 0.3447613585959584, 0.6839457627612398, 0.5147421852027926, 100.01300987576396, 0.4028662176729076, 0.6066602515511104, 0.3745425442920532, 99.95381349230149, 0.4318313278798606, 0.7027753727880349, 0.327698260207387, 100.05477263090977, 0.3941094950848812, 0.7999632877428381, 0.3023180039852315, 100.06495145567168, 0.4138580504094491, 0.6352139045620465, 0.3615099976115019, 99.98139492888687, 0.3889564880784838, 0.7046935305694195, 0.3007840700217933, 99.94012384835666, 0.480084994859417, 0.7541217010012047, 0.1380801901838904, 99.92812536655488, 0.4754810516669221, 0.8096707846983852, 0.039204850216537, 300.0040997730671, 299.9539701591384, 299.9595534853983, 299.9300538060127, 299.99887108311685, 299.8268845861194, 300.1104162207224, 300.054908035448, 300.11340495281877, 300.1242717482738, 300.00767316624047, 300.0607196693717, 299.993794771163, 299.9939664624856, 299.96653151351796, 300.0492655987566, 299.9945776647563, 300.02233368659523, 300.087708412002]|548.3635864257812500|      0.25000000|[1146, 168, 0, 21]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 113 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       9|[99.9709377428943, 0.2267181583310877, 0.4955397027172507, 0.1963423552062301, 100.00890763642006, -0.0306412357364982, 0.2793024278064145, 0.838936444238417, 99.98991814210346, -0.0186788051438078, 0.2425432110755676, 0.8682545585375475, 100.03471340070668, -0.026162785389468, 0.2505142869149998, 0.8020171769952017, 100.00964509257034, 0.0577611363881357, 0.2586740922274604, 0.7913756927873503, 100.00403949645653, 0.0243306614622232, 0.38629447962641, 0.8784034062106263, 100.05337496961847, 0.0548815263758254, 0.5003632774667964, 0.7016007291822082, 99.9563040944161, 0.0409269033171893, 0.4876226676117735, 0.7266121646804921, 99.9725721831731, 0.1684501201497442, 0.4262065418206126, 0.6268698788229615, 99.96250910621778, 0.1493637438350732, 0.5214410276422797, 0.5954115959737508, 99.92306236117344, 0.2754277147923895, 0.623054655247424, 0.446651047269682, 100.02848134286637, 0.3583224948544501, 0.663947128364351, 0.5122996569520264, 99.95411793379661, 0.338535025428449, 0.689442993195329, 0.5064679702077163, 100.01158437102198, 0.4212507789815296, 0.6035374214164839, 0.4195370492432942, 100.03140463119635, 0.3916395650695295, 0.6779124761327375, 0.3101315477781794, 100.04280891064079, 0.3579588655595664, 0.8016207190228425, 0.3091265645017768, 100.06203640374778, 0.4328074752893314, 0.6384443564104446, 0.3851806809564413, 99.97391944996801, 0.3958029472475421, 0.7011757601580929, 0.2886069880732287, 99.9550232571151, 0.4690761618766882, 0.764345907057334, 0.1230447169251113, 99.92539578993008, 0.4892661661121844, 0.8329189339041517, 0.0472144108030384, 300.0069968678823, 299.9415501790598, 299.9805923218573, 299.88146762525037, 299.99595839815254, 299.8024628386031, 300.12517123027897, 300.07553571773946, 300.0710896401227, 300.08508393602585, 300.02784100871827, 300.0707483558478, 300.05120671773403, 300.0089265810363, 299.96807597373567, 300.0408224374697, 299.9744482541224, 300.0563752315221, 300.05486758737356]|458.2492675781250000|      0.50000000|[1256, 184, 0, 23]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      10|[99.9709377428943, 0.2267181583310877, 0.4955397027172507, 0.1963423552062301, 100.00890763642006, -0.0306412357364982, 0.2793024278064145, 0.838936444238417, 99.98991814210346, -0.0186788051438078, 0.2425432110755676, 0.8682545585375475, 100.03471340070668, -0.026162785389468, 0.2505142869149998, 0.8020171769952017, 100.00964509257034, 0.0577611363881357, 0.2586740922274604, 0.7913756927873503, 100.00403949645653, 0.0243306614622232, 0.38629447962641, 0.8784034062106263, 100.05337496961847, 0.0548815263758254, 0.5003632774667964, 0.7016007291822082, 99.9563040944161, 0.0409269033171893, 0.4876226676117735, 0.7266121646804921, 99.9725721831731, 0.1684501201497442, 0.4262065418206126, 0.6268698788229615, 99.96250910621778, 0.1493637438350732, 0.5214410276422797, 0.5954115959737508, 99.92306236117344, 0.2754277147923895, 0.623054655247424, 0.446651047269682, 100.02848134286637, 0.3583224948544501, 0.663947128364351, 0.5122996569520264, 99.95411793379661, 0.338535025428449, 0.689442993195329, 0.5064679702077163, 100.01158437102198, 0.4212507789815296, 0.6035374214164839, 0.4195370492432942, 100.03140463119635, 0.3916395650695295, 0.6779124761327375, 0.3101315477781794, 100.04280891064079, 0.3579588655595664, 0.8016207190228425, 0.3091265645017768, 100.06203640374778, 0.4328074752893314, 0.6384443564104446, 0.3851806809564413, 99.97391944996801, 0.3958029472475421, 0.7011757601580929, 0.2886069880732287, 99.9550232571151, 0.4690761618766882, 0.764345907057334, 0.1230447169251113, 99.92539578993008, 0.4892661661121844, 0.8329189339041517, 0.0472144108030384, 300.0069968678823, 299.9415501790598, 299.9805923218573, 299.88146762525037, 299.99595839815254, 299.8024628386031, 300.12517123027897, 300.07553571773946, 300.0710896401227, 300.08508393602585, 300.02784100871827, 300.0707483558478, 300.05120671773403, 300.0089265810363, 299.96807597373567, 300.0408224374697, 299.9744482541224, 300.0563752315221, 300.05486758737356]|458.2492675781250000|      0.25000000|[1418, 208, 0, 26]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
