k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.50000000|[85, 28, 1, 8]                                                             |  | used linear model with 113 points | iterate failure | actual_k=4
       2|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.25000000|[170, 56, 2, 16]                                                           |  | used linear model with 113 points | iterate failure | actual_k=4
       3|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.12500000|[255, 84, 3, 24]                                                           |  | used linear model with 113 points | iterate failure | actual_k=4
       4|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.06250000|[340, 112, 4, 32]                                                          |  | used linear model with 113 points | iterate failure | actual_k=4
       5|[4.063775935614275, 0.0630326733577485, 4.062193365175378, 0.161144001943658, 0.0179551217628641, 0.1674712002261947, 1.153382781396626, 0.0268268046587419, 1.1601970383393185, 0.2645732206779721, 0.0125172904591389, 0.2722246965822669, 0.3160242595046783, 0.0173572659628688, 0.3110202304308916, 0.0722991131741264, 0.0191707357282654, 0.0714299051863742, 0.230945101956496, 0.0113598415703915, 0.2249741756379196, 1.3596203648801248, 0.0256873056670847, 1.372172053236674, 0.2443771644334561, 0.0151446289306976, 0.2591805837535655, 1.1555834004114849, 0.0189850447156839, 1.1534941011674924, 0.0533536033471811, 0.0195932531871877, 0.0480806113987879, 0.1241553090828224, 0.0125461023152888, 0.1126493757063919, 0.2936201910609209, 0.0188370241466888, 0.2934137025089069, 0.0856757236063383, 0.0187131126699743, 0.0862645693185611, 0.1051201857218508, 0.0162606710127018, 0.10295400390329, 0.5347463080785673, 0.0197199855692362, 0.5413257713031102, 0.0039331801353301, 0.0214413107301492, 0.0046026464446647, 0.0849285486775809, 0.0214048089955121, 0.0927882791257638, 0.1013670188998556, 0.0155353479394658, 0.1064843458002643, 0.0274845256658357, 0.0240902217829992, 0.0322885637909592, 0.0957006050812453, 0.0290929862599156, 0.1017620576040125, 0.2704787253216809, 0.0213906085553803, 0.2686610781074524, 0.3874765974194878, 0.0179009166997849, 0.3879683571313053, 0.1298058745166514, 0.0208790457051652, 0.1223718616167796, 0.0357425897513404, 0.0204644062905532, 0.0393602775692595, 0.2982299360804384, 0.0227192569129363, 0.2995061304963481, 0.0897510620151728, 0.013222452270963, 0.0881628797036144, 0.2818883038260137, 0.0184837143905697, 0.2814348906773205, 0.0553203999852319, 0.0252900545069363, 0.0584979513170446, 0.1460191734789252, 0.0097907921324832, 0.1525954970354182, 0.1812545190651997, 0.0126552450201955, 0.1690700640625802, 0.1340834984162836, 0.0217047983899475, 0.144143466875884, 0.3838489670614489, 0.0208197563157779, 0.3871167327182864]|47266.7285404180147452|      0.12500000|[425, 140, 5, 40]                                                          |  | used linear model with 113 points | iterate success | actual_k=4
       6|[4.066472708503524, 0.1445906562600159, 4.0540850141906954, 0.1675693237142934, 0.0284845296569253, 0.1554371602382559, 1.1504935080411307, 0.013745127931966, 1.1730129148117683, 0.2737920998746333, 0.0138156473884057, 0.2761679985519562, 0.2985794607919287, 0.0174523127899895, 0.3095115194046116, 0.062823993962912, 0.0116127845286761, 0.0802501962113481, 0.2261828168005451, 0.0113890691027335, 0.2095501055196564, 1.3471407468432917, 0.0142242673926486, 1.3617409501571522, 0.2343076715628063, 0.001786445801299, 0.2480218985819793, 1.158884812530032, 0.0159470455761072, 1.131314449900032, 0.0501953627646408, 0.0038580029524563, 0.0537943994458892, 0.1292798393343757, 0.0229462664701742, 0.0992565643041938, 0.3041567407362529, 0.0280630429429982, 0.3056677447585689, 0.0788412519615916, 0.019574535307244, 0.1029901181891258, 0.1030293984244259, 0.0186218657371269, 0.1095580981549898, 0.5414532094452167, 0.0047183633233772, 0.5319625001032784, 0.0032707505100556, 0.0164908275967456, -0.0069643321922617, 0.0910039357409851, 0.0320965265954398, 0.097273981755687, 0.0995963600550536, 0.0181290491136185, 0.1027044568439879, 0.0308327209758321, 0.0425110008156265, 0.0371761295245337, 0.0942859472712812, 0.0459721185646195, 0.1003399409762119, 0.2567841955628601, 0.0035732535745275, 0.2555246447715631, 0.3868336549184875, 0.0260446076688156, 0.3945906958577177, 0.1399604665869568, 0.0217224863096965, 0.1236081644406547, 0.0315335465353507, 0.027035138395859, 0.0543495739069929, 0.3051953981126873, 0.022133451553769, 0.3064487415347475, 0.0914242714383736, 0.0119784178037825, 0.0917153754813843, 0.3000119154390987, 0.0134844434467896, 0.2851250716211581, 0.0565185311641372, 0.011616505686717, 0.0529440240939153, 0.1399732924676886, 0.0283916676873022, 0.1670501387554532, 0.2024868942294358, 0.0080607539057296, 0.1667275977122062, 0.1365668342886578, 0.0174266285116875, 0.1375172452543391, 0.3956702389792705, 0.0115667052388877, 0.397348369993354]|20259.0704841598708299|      0.25000000|[510, 168, 6, 48]                                                          |  | used linear model with 113 points | iterate success | actual_k=4
       7|[4.057291697662757, 0.3171256743744551, 4.058921159566255, 0.1582865968127461, 0.0447256816893801, 0.111675551342264, 1.1393622467447881, -0.0029245616058071, 1.2131638872952764, 0.2708264539369402, 0.0131948783147733, 0.2795588270128136, 0.3046997358376586, 0.0290805580538223, 0.3170767057283655, 0.0891950148616297, -0.0012569921372793, 0.0752620108688653, 0.2005063666991548, 0.0003909455097173, 0.2157837996055192, 1.3532112417124398, 0.0292414964400136, 1.3631315042926566, 0.1925888617671121, -0.0054691460367396, 0.2490089675180475, 1.1730219699095075, 0.0002490321137439, 1.1218438094440484, 0.0674615193253535, 0.0199568154787736, 0.053012325302244, 0.1275191353752242, -0.0137856942141376, 0.0981766279963731, 0.2964022883735606, 0.0219938044789994, 0.3079770435575087, 0.0631002725859762, 0.0283323774542698, 0.1318564907626549, 0.1164448734863406, 0.0164630222989781, 0.1199514799666665, 0.5417552378877591, -0.0145731543115874, 0.5116557636977086, 0.0347618607220408, 0.0025880985919937, -0.0329028248328362, 0.0809941147341036, 0.0414340413983801, 0.0897048498311945, 0.0761789324911343, 0.0130446183801527, 0.1083112043947162, 0.0401252202831045, 0.0471052820853989, 0.0314411728808316, 0.0791398050026353, 0.084907317707219, 0.0946799492288079, 0.2417575898018421, -0.0086092005132236, 0.2518328951387723, 0.3455167698775988, -0.0029020891694921, 0.3724346922421785, 0.1153061752366547, 0.0120438876008773, 0.12656396069585, 0.0267714189188379, 0.0405930180321342, 0.0530909901750637, 0.3115677284474143, 0.0469020225973742, 0.2985949107803775, 0.0850605414495439, 0.0327819579591615, 0.1442527620600765, 0.3019852284571075, 0.0259156536505252, 0.270784931360342, 0.0345802080675096, 0.0524101580796324, 0.0087324864438243, 0.1201906927925967, 0.0430449744766517, 0.1593277949105027, 0.1918644434044895, 0.0308418964290431, 0.1672661639451223, 0.1506336899546988, 0.0217513261665322, 0.1485750264944222, 0.4045824627671814, 0.0241373085785793, 0.3802904431951232]|8834.9496586415134516|      0.50000000|[595, 196, 7, 56]                                                          |  | used linear model with 113 points | iterate success | actual_k=4
       8|[4.0029065845700895, 0.710908192204012, 4.083274719434407, 0.1396466909913679, 0.0190930572935132, 0.1406852729419017, 1.1809336797320653, -0.0411319448990173, 1.1991249990666146, 0.2208136008224339, 0.0004341700598001, 0.280010483797978, 0.2989852793768274, 0.0186408441061223, 0.3284155073406115, 0.1189914713054791, -0.0471619936045651, 0.1088339811735761, 0.2466517508656151, 0.0179172117583615, 0.1692782857893473, 1.3410498245631206, -0.0009711314915944, 1.3153567213460962, 0.2651486191210554, -0.0399908421848694, 0.2251240734869618, 1.2349089849097568, 0.0085056046800208, 1.0950995596499993, 0.0407675078756366, 0.0592646763443584, 0.088599928225295, 0.0763714288817434, 0.0112856598076734, 0.0838353192694997, 0.3123740345061013, -0.0109877177362678, 0.3458231669714378, 0.0603550099218119, 0.0134192491791217, 0.1544692512543376, 0.1144802247430096, 0.0078174714592892, 0.1198196461715786, 0.5140249822307593, -0.0159044643433742, 0.4807697336904256, 0.0270574981280302, 0.020433852821177, -0.0594858677370652, 0.1198780844990576, 0.0588992534014109, 0.0474197052236793, 0.1009398564530522, -0.0398124116335531, 0.0941627313167678, 0.0085897655974684, 0.0492071942915029, -0.0203350235589329, 0.0745631891318686, 0.092539626522902, 0.1178831276005387, 0.2529302840440436, 0.0234061675144208, 0.2568583050306357, 0.3223458040338333, 0.0041394815488474, 0.4341305192702003, 0.1216550972282408, 0.0213451216398535, 0.1255706838789596, -0.0035743708040004, 0.038644547852126, 0.0407571410289436, 0.2688151119438288, 0.0206948203570861, 0.2943798383315998, 0.1059502196123489, 0.0626972151334432, 0.1748249110272043, 0.352621834019703, -0.0134361197086655, 0.2875914946377503, 0.0937276199228932, -0.0006550165213223, -0.0330573984767159, 0.127810402513109, 0.0043437836204079, 0.1421266695794795, 0.1751509011870533, 0.0579456490090053, 0.1886822957924896, 0.1048253499015576, 0.0193156564591188, 0.1294756741734463, 0.4330942667378453, 0.0055486479114484, 0.4406795367508752]|3481.8854962638870347|      1.00000000|[680, 224, 8, 64]                                                          |  | used linear model with 113 points | iterate success | actual_k=4
       9|[3.89274265926185, 1.3975755900240006, 4.01737958163277, 0.0420657530301021, -0.0777300036933476, 0.0767744479819697, 1.2927536134013495, -0.0241418026161081, 1.1403617676273166, 0.0905651305846731, 0.0471679516535221, 0.3190911988971856, 0.1711239297266811, 0.0004424414049878, 0.3453259600568621, -0.0052698441278692, -0.0290764908875586, -0.0164518760356741, 0.4005800602423984, 0.0087061610560603, 0.1724386637152175, 1.4207394438997174, -0.0793281478588753, 1.234644156579415, 0.281703740152264, -0.144363333836638, 0.3426128662049089, 1.17019343045084, 0.0669004589519896, 1.1336799073496548, 0.0623925503903205, -0.024544339135261, -0.051671455079257, 0.0124680411695226, 0.0001145233404543, 0.1572535142688828, 0.2766775112327581, -0.0352977230074192, 0.324815600014445, 0.1193086330089499, -0.158406618932429, 0.1801260364488231, 0.2239705456895333, -0.0674526689944018, 0.0722082481140664, 0.5086265411348418, -0.0264861940347488, 0.4492614310297803, -0.0277986432217609, -0.0560502442059156, -0.1477004329661777, 0.1065265484275204, 0.0835666873246366, -0.0384272978843903, 0.0471473221300681, 0.054440846430418, 0.0114210032818155, 0.0324700765688519, 0.1507825278428553, 0.068600493563724, 0.0877552977937852, 0.0061865021638387, 0.1833701164308001, 0.223727299878552, 0.023780047862419, 0.306523140371653, 0.2721180078027796, -0.0182403595294107, 0.3792764646930499, 0.2095350800163756, -0.0633053980188745, 0.069878701689467, -0.0608590069834541, 0.0968399595817121, 0.1476585072441992, 0.3492355118637236, 0.0285860760636693, 0.2382792517342409, 0.2491609678749757, 0.0035312200091006, 0.1515295976340744, 0.3406117762029291, -0.0943343541360178, 0.3226267139997373, 0.1966088755862321, -0.0755894978298324, -0.018765715376385, 0.1457164238586908, 0.094475136341108, 0.1856944503485841, 0.2413750353627915, 0.0929333756077973, 0.156934524703656, 0.1071870154517892, 0.054266371932129, 0.2736437631914679, 0.3654887862138447, 0.082580729665796, 0.3669369698713175]|1411.6591757196119943|      2.00000000|[765, 252, 9, 72]                                                          |  | used linear model with 113 points | iterate success | actual_k=4
      10|[3.1065840682940493, 2.4081184473845436, 3.7261247464694045, -0.0429354536244547, 0.0082816079850405, -0.0253177223406032, 1.356895434966279, 0.4051653867777816, 1.066476679313057, 0.045818277126131, 0.0872711036271675, 0.507819470205348, 0.2739479359990679, -0.1096323048482969, 0.165429893870933, 0.0338787397209544, -0.2098657820915503, -0.184656445701715, 0.4819152765859991, -0.1724247689702502, -0.0520617344864733, 1.660255526601448, -0.2600154820404812, 1.1255608583992, 0.4386038500402651, -0.4354146697792723, 0.2176521983183483, 1.3788813071189723, 0.1692103183610227, 1.0809478151415581, -0.0432854961916599, -0.1763122071930082, -0.0544584633788648, 0.1294802667392882, -0.1040032440019646, 0.1686848712171902, 0.1701275563748473, 0.00377504150806, 0.3484817888496702, 0.1009749527768378, 0.046331160575165, 0.3234130150738023, -0.1440871662599571, 0.0199314486416399, -0.333016216192745, 0.3882525122411055, 0.0394102693048127, 0.1986299759194783, 0.1232672431290876, -0.1045220057946597, -0.0393616488808296, 0.0545702529409853, 0.1102529510602498, 0.0696395953646881, -0.182988715277027, 0.1188065687451005, -0.1300719963812486, 0.1702554470589102, 0.0592263745565335, 0.1361897574843449, 0.1551594889370964, -0.3189903406640575, 0.3322926090112656, 0.2286276508393771, 0.0674263898756244, 0.5407295065250765, 0.1589209333359812, 0.1192465123511459, 0.2724589554649361, 0.3027192039814657, -0.2306773743804601, 0.1146248176752758, -0.1591026531527764, 0.0715228068231871, 0.1949830569885062, 0.5638979557082854, 0.1897971937721374, 0.3497280227477567, 0.1014178950078736, 0.1213831226624199, 0.1867963493216092, 0.3901826516069187, -0.1054940143196958, 0.1192724884619483, 0.2287973642826176, -0.0422982239272768, -0.0461233583539899, 0.2202174902745042, -0.0909285094706851, -0.1276362578121917, 0.2793610801408399, 0.3317314981655987, 0.069250141413389, 0.2458204283492651, 0.1595848778633336, 0.0351601468747467, 0.5336552068080122, -0.1344605068332191, 0.5182986856515149]|534.6973549478174164|      4.00000000|[850, 280, 10, 80]                                                         |  | used linear model with 113 points | iterate success | actual_k=4
      11|[3.1065840682940493, 2.4081184473845436, 3.7261247464694045, -0.0429354536244547, 0.0082816079850405, -0.0253177223406032, 1.356895434966279, 0.4051653867777816, 1.066476679313057, 0.045818277126131, 0.0872711036271675, 0.507819470205348, 0.2739479359990679, -0.1096323048482969, 0.165429893870933, 0.0338787397209544, -0.2098657820915503, -0.184656445701715, 0.4819152765859991, -0.1724247689702502, -0.0520617344864733, 1.660255526601448, -0.2600154820404812, 1.1255608583992, 0.4386038500402651, -0.4354146697792723, 0.2176521983183483, 1.3788813071189723, 0.1692103183610227, 1.0809478151415581, -0.0432854961916599, -0.1763122071930082, -0.0544584633788648, 0.1294802667392882, -0.1040032440019646, 0.1686848712171902, 0.1701275563748473, 0.00377504150806, 0.3484817888496702, 0.1009749527768378, 0.046331160575165, 0.3234130150738023, -0.1440871662599571, 0.0199314486416399, -0.333016216192745, 0.3882525122411055, 0.0394102693048127, 0.1986299759194783, 0.1232672431290876, -0.1045220057946597, -0.0393616488808296, 0.0545702529409853, 0.1102529510602498, 0.0696395953646881, -0.182988715277027, 0.1188065687451005, -0.1300719963812486, 0.1702554470589102, 0.0592263745565335, 0.1361897574843449, 0.1551594889370964, -0.3189903406640575, 0.3322926090112656, 0.2286276508393771, 0.0674263898756244, 0.5407295065250765, 0.1589209333359812, 0.1192465123511459, 0.2724589554649361, 0.3027192039814657, -0.2306773743804601, 0.1146248176752758, -0.1591026531527764, 0.0715228068231871, 0.1949830569885062, 0.5638979557082854, 0.1897971937721374, 0.3497280227477567, 0.1014178950078736, 0.1213831226624199, 0.1867963493216092, 0.3901826516069187, -0.1054940143196958, 0.1192724884619483, 0.2287973642826176, -0.0422982239272768, -0.0461233583539899, 0.2202174902745042, -0.0909285094706851, -0.1276362578121917, 0.2793610801408399, 0.3317314981655987, 0.069250141413389, 0.2458204283492651, 0.1595848778633336, 0.0351601468747467, 0.5336552068080122, -0.1344605068332191, 0.5182986856515149]|534.6973549478174164|      2.00000000|[935, 308, 11, 88]                                                         |  | used linear model with 113 points | iterate failure | actual_k=4
