k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0073377968183675, 1.0617639374650762, 0.3196312114738989, 1.1568927136240723, 0.9130516833364627, 1.8588302619052728, 0.890842052277987, 1.335092601745072]| 93.1020202636718750|      2.00000000|[31, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[0.0073377968183675, 1.0617639374650762, 0.3196312114738989, 1.1568927136240723, 0.9130516833364627, 1.8588302619052728, 0.890842052277987, 1.335092601745072]| 93.1020202636718750|      1.00000000|[61, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.0073377968183675, 1.0617639374650762, 0.3196312114738989, 1.1568927136240723, 0.9130516833364627, 1.8588302619052728, 0.890842052277987, 1.335092601745072]| 93.1020202636718750|      0.50000000|[91, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.0073377968183675, 1.0617639374650762, 0.3196312114738989, 1.1568927136240723, 0.9130516833364627, 1.8588302619052728, 0.890842052277987, 1.335092601745072]| 93.1020202636718750|      0.25000000|[121, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.022405773970278, 1.0172617577701237, 0.2993656500688902, 1.037423510334868, 0.8961439823282584, 1.7725047315530322, 0.8908288141555638, 1.142185046770428]| 50.1990966796875000|      0.50000000|[151, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[-0.022405773970278, 1.0172617577701237, 0.2993656500688902, 1.037423510334868, 0.8961439823282584, 1.7725047315530322, 0.8908288141555638, 1.142185046770428]| 50.1990966796875000|      0.25000000|[181, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.022405773970278, 1.0172617577701237, 0.2993656500688902, 1.037423510334868, 0.8961439823282584, 1.7725047315530322, 0.8908288141555638, 1.142185046770428]| 50.1990966796875000|      0.12500000|[211, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-0.0874253922042976, 0.96826518823476, 0.2695315917073734, 0.9848115412024762, 0.8835946401083878, 1.8432507941460452, 0.8985134440351181, 1.1313614528566294]| 46.6191406250000000|      0.25000000|[241, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       9|[-0.0874253922042976, 0.96826518823476, 0.2695315917073734, 0.9848115412024762, 0.8835946401083878, 1.8432507941460452, 0.8985134440351181, 1.1313614528566294]| 46.6191406250000000|      0.12500000|[271, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-0.1378913459241075, 0.882366218294533, 0.2610909091267243, 0.9878296001747545, 0.8797267182248241, 1.831061381850927, 0.9013209260610541, 1.2051705046649737]| 45.2498130798339844|      0.25000000|[301, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
