k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0]                                                              |83210000.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.004919290486498, 10.069047364642591, 9.002398745982633]                     |32960530.0000000000000000|      2.00000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[10.073229390846796, 10.319912080678, 7.019370600837628]                        |3639465.2500000000000000|      4.00000000|[13, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[10.073229390846796, 10.319912080678, 7.019370600837628]                        |3639465.2500000000000000|      2.00000000|[19, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[10.641012345146024, 9.854099087004315, 5.159090844528916]                      |1313967.1250000000000000|      4.00000000|[25, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[10.641012345146024, 9.854099087004315, 5.159090844528916]                      |1313967.1250000000000000|      2.00000000|[31, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[11.016367407639729, 7.892805561908952, 5.047572749677199]                      |783884.6875000000000000|      4.00000000|[37, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[11.016367407639729, 7.892805561908952, 5.047572749677199]                      |783884.6875000000000000|      2.00000000|[43, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[11.016367407639729, 7.892805561908952, 5.047572749677199]                      |783884.6875000000000000|      1.00000000|[49, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[11.121330682093978, 7.81228622632269, 4.05636169868322]                        |620885.6875000000000000|      2.00000000|[55, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[10.752432232019132, 5.943459167491764, 3.4469362662357983]                     |238794.6562500000000000|      4.00000000|[61, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      11|[11.177644393305393, 3.6513248353381798, 0.1965032456588309]                    |37070.6523437500000000|      8.00000000|[67, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      12|[11.177644393305393, 3.6513248353381798, 0.1965032456588309]                    |37070.6523437500000000|      4.00000000|[73, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[9.635118629348625, 0.0492848970830901, 1.000196315645662]                      |8543.5107421875000000|      8.00000000|[79, 0, 0, 26]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      14|[9.635118629348625, 0.0492848970830901, 1.000196315645662]                      |8543.5107421875000000|      4.00000000|[85, 0, 0, 28]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[9.635118629348625, 0.0492848970830901, 1.000196315645662]                      |8543.5107421875000000|      2.00000000|[91, 0, 0, 30]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
