k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337744340301|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.044723151011496, -1.8326116150797422, 0.5650607984135275, -0.1603622771321767, -0.0158981235634377, -0.0683444325106182, 0.0882354497095008]|68321.8750000000000000|      2.00000000|[24, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | iterate success | actual_k=4
       2|[10.044723151011496, -1.8326116150797422, 0.5650607984135275, -0.1603622771321767, -0.0158981235634377, -0.0683444325106182, 0.0882354497095008]|68321.8750000000000000|      1.00000000|[48, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[10.044723151011496, -1.8326116150797422, 0.5650607984135275, -0.1603622771321767, -0.0158981235634377, -0.0683444325106182, 0.0882354497095008]|68321.8750000000000000|      0.50000000|[71, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[10.044723151011496, -1.8326116150797422, 0.5650607984135275, -0.1603622771321767, -0.0158981235634377, -0.0683444325106182, 0.0882354497095008]|68321.8750000000000000|      0.25000000|[94, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[9.948916257046392, -1.7349445256762275, 0.5119907152038247, 0.0198109676283932, 0.0007174907833413, 0.0197158249473619, 0.1099761781490327]|54191.5625000000000000|      0.50000000|[117, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       6|[9.948916257046392, -1.7349445256762275, 0.5119907152038247, 0.0198109676283932, 0.0007174907833413, 0.0197158249473619, 0.1099761781490327]|54191.5625000000000000|      0.25000000|[140, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[9.948916257046392, -1.7349445256762275, 0.5119907152038247, 0.0198109676283932, 0.0007174907833413, 0.0197158249473619, 0.1099761781490327]|54191.5625000000000000|      0.12500000|[164, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[9.902906520285793, -1.7370045968463517, 0.5130655116802225, 0.132132554070236, -0.0010607537442428, 0.0394836105338364, 0.0877807110189243]|45837.9179687500000000|      0.25000000|[186, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       9|[9.902906520285793, -1.7370045968463517, 0.5130655116802225, 0.132132554070236, -0.0010607537442428, 0.0394836105338364, 0.0877807110189243]|45837.9179687500000000|      0.12500000|[210, 72, 0, 18]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[9.901592790614508, -1.7539536542975438, 0.4970431829878606, 0.2222735579305918, -0.0517252221570258, 0.0025559984356757, 0.0327957032680282]|20844.4238281250000000|      0.25000000|[234, 80, 0, 20]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      11|[9.901592790614508, -1.7539536542975438, 0.4970431829878606, 0.2222735579305918, -0.0517252221570258, 0.0025559984356757, 0.0327957032680282]|20844.4238281250000000|      0.12500000|[257, 88, 0, 22]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[9.901592790614508, -1.7539536542975438, 0.4970431829878606, 0.2222735579305918, -0.0517252221570258, 0.0025559984356757, 0.0327957032680282]|20844.4238281250000000|      0.06250000|[279, 96, 0, 24]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      13|[9.901592790614508, -1.7539536542975438, 0.4970431829878606, 0.2222735579305918, -0.0517252221570258, 0.0025559984356757, 0.0327957032680282]|20844.4238281250000000|      0.03125000|[301, 104, 0, 26]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      14|[9.901592790614508, -1.7539536542975438, 0.4970431829878606, 0.2222735579305918, -0.0517252221570258, 0.0025559984356757, 0.0327957032680282]|20844.4238281250000000|      0.01562500|[323, 112, 0, 28]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
