k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.00354909295835, 149.93969293022414, -100.0586814130066, 100.00153636519606, 200.00166689545767]|84511.8125000000000000|      2.00000000|[31, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[47.009946043326735, 149.8270403798927, -100.17196850863681, 99.99684398708847, 200.00221366296336]|78035.9296875000000000|      4.00000000|[61, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[43.024569502882166, 149.59920130647916, -100.42459894485012, 99.965149773758, 199.99616990252892]|65876.8906250000000000|      8.00000000|[91, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       4|[35.06810670759348, 148.9506054815806, -100.82158345781892, 99.74756112916727, 199.73333588395593]|44747.9609375000000000|     16.00000000|[121, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | iterate success | actual_k=0
       5|[19.147206056077685, 147.9658133785441, -101.99174024658328, 100.0293179308244, 200.0596074775549]|15112.2265625000000000|     32.00000000|[151, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       6|[-11.310951707117603, 143.67080098460315, -105.87756671213495, 102.32080899945336, 207.64267516617616]|5216.5986328125000000|     64.00000000|[181, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       7|[-11.310951707117603, 143.67080098460315, -105.87756671213495, 102.32080899945336, 207.64267516617616]|5216.5986328125000000|     32.00000000|[211, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[-11.310951707117603, 143.67080098460315, -105.87756671213495, 102.32080899945336, 207.64267516617616]|5216.5986328125000000|     16.00000000|[241, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[4.503360191851561, 143.50506325435992, -108.16184513999428, 101.63947311443933, 208.08756126699834]|2003.8901367187500000|     32.00000000|[271, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      10|[4.503360191851561, 143.50506325435992, -108.16184513999428, 101.63947311443933, 208.08756126699834]|2003.8901367187500000|     16.00000000|[301, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[4.503360191851561, 143.50506325435992, -108.16184513999428, 101.63947311443933, 208.08756126699834]|2003.8901367187500000|      8.00000000|[331, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[-2.4639659443100363, 140.49139784399026, -110.57925356395525, 102.36732653596572, 208.06404073903335]|1014.0223999023437500|     16.00000000|[361, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      13|[-2.4639659443100363, 140.49139784399026, -110.57925356395525, 102.36732653596572, 208.06404073903335]|1014.0223999023437500|      8.00000000|[391, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[-2.4639659443100363, 140.49139784399026, -110.57925356395525, 102.36732653596572, 208.06404073903335]|1014.0223999023437500|      4.00000000|[421, 0, 0, 28]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[0.3874420303638617, 138.2228642174965, -111.62779434809839, 103.61875932685386, 208.30426134870618]|686.1163940429687500|      8.00000000|[451, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
