k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.50000000|[81, 0, 1, 6]                                                              |  | used linear model with 81 points | iterate failure | actual_k=0
       2|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.25000000|[162, 0, 2, 12]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       3|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.12500000|[243, 0, 3, 18]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       4|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.06250000|[324, 0, 4, 24]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       5|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.03125000|[405, 0, 5, 30]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       6|[0.6875637732611977, 0.0226866115823571, 0.6634489903934925, 0.0207246292560283, 0.6166590395868541, 0.0220026720143007, 1.328298523431985, 0.0251328791401565, 0.0039604691111049, 0.0185808477238749, 1.2520760376073752, 0.0196652474242865, 0.2306773352483933, 0.0215285355896352, 1.2303316574797742, 0.022240478821553, 4.589804725922196, 0.0379512785793931, 4.45540986962061, 0.0379706087709156, 0.0832832810106095, 0.0177200487816861, 0.2418816398990262, 0.0167440545397245, 0.718405377549287, 0.0185353354377365, 0.2031280142568377, 0.0205381391878369, -0.0682651098820269, 0.0179835227106798, 1.403174063058249, 0.0192328243114624, 0.243215693864242, 0.0236042283429017, 0.0628639324776592, 0.0201796463622079, 0.0186356347274146, 0.021022983261886, 0.4253281841522771, 0.0192788867749969, 0.2719424672446922, 0.0206984554304179, 0.8351731747837964, 0.0173893191232161, 1.0261602922454527, 0.0196997946633651, 0.7952649773272716, 0.0209854774143173, 0.2458779299062568, 0.018342257106368, 0.5035341689774832, 0.0177109637425513, 0.2748418691259739, 0.0145899493211435, 0.3851920794329947, 0.0216024858237624, 0.1696997283607237, 0.0210385886001856, 0.2963136861822913, 0.0227608027441087, 0.1808716349455344, 0.0209001370634753, 0.0063477536249928, 0.0193619112994793, 0.1625221604540245, 0.0243634060470813]|347296.5812712188926525|      0.06250000|[486, 0, 6, 36]                                                            |  | used linear model with 81 points | iterate success | actual_k=0
       7|[0.6875637732611977, 0.0226866115823571, 0.6634489903934925, 0.0207246292560283, 0.6166590395868541, 0.0220026720143007, 1.328298523431985, 0.0251328791401565, 0.0039604691111049, 0.0185808477238749, 1.2520760376073752, 0.0196652474242865, 0.2306773352483933, 0.0215285355896352, 1.2303316574797742, 0.022240478821553, 4.589804725922196, 0.0379512785793931, 4.45540986962061, 0.0379706087709156, 0.0832832810106095, 0.0177200487816861, 0.2418816398990262, 0.0167440545397245, 0.718405377549287, 0.0185353354377365, 0.2031280142568377, 0.0205381391878369, -0.0682651098820269, 0.0179835227106798, 1.403174063058249, 0.0192328243114624, 0.243215693864242, 0.0236042283429017, 0.0628639324776592, 0.0201796463622079, 0.0186356347274146, 0.021022983261886, 0.4253281841522771, 0.0192788867749969, 0.2719424672446922, 0.0206984554304179, 0.8351731747837964, 0.0173893191232161, 1.0261602922454527, 0.0196997946633651, 0.7952649773272716, 0.0209854774143173, 0.2458779299062568, 0.018342257106368, 0.5035341689774832, 0.0177109637425513, 0.2748418691259739, 0.0145899493211435, 0.3851920794329947, 0.0216024858237624, 0.1696997283607237, 0.0210385886001856, 0.2963136861822913, 0.0227608027441087, 0.1808716349455344, 0.0209001370634753, 0.0063477536249928, 0.0193619112994793, 0.1625221604540245, 0.0243634060470813]|347296.5812712188926525|      0.03125000|[567, 0, 7, 42]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       8|[0.683997317218554, 0.0199421340592115, 0.6613493151131289, 0.0219400989354935, 0.6143670714353419, 0.0239276290908488, 1.336060880286295, 0.0235940868548533, 0.0059211414961348, 0.017709392777924, 1.252592991745148, 0.0233459504779245, 0.229814468478053, 0.0176351835828652, 1.2298894915630931, 0.023340509679302, 4.591464338964175, 0.0510998899055696, 4.456971866337526, 0.0506622120714778, 0.0873774642427231, 0.0141358748721779, 0.2416621701160852, 0.0174406266902928, 0.7150841597366708, 0.0235527345572572, 0.1991114073679086, 0.0189858866226408, -0.0627942941270688, 0.013904250872606, 1.40882317894019, 0.0298171551582932, 0.2466046544353538, 0.0273566674607507, 0.0657604297712603, 0.0186861288703967, 0.0159627812025683, 0.0234756195100666, 0.4260513872790968, 0.019624936904263, 0.2733697504449321, 0.0229217032216224, 0.8364403279800097, 0.0215513951167441, 1.0293488966183875, 0.0197501974237503, 0.7970155995968582, 0.0252952031406564, 0.2453957262905155, 0.0196271108105632, 0.5049145183395546, 0.017418862510862, 0.268573807295822, 0.012345141735157, 0.3851746569102985, 0.0194402084908664, 0.1658971160336794, 0.0235256046389329, 0.2983723875171739, 0.0232103784104866, 0.1808479454112308, 0.01972721818461, 0.0066105128308565, 0.0130914303645559, 0.1636945841753944, 0.0252311860856789]|304611.9771214328357019|      0.06250000|[648, 0, 8, 48]                                                            |  | used linear model with 81 points | iterate success | actual_k=0
       9|[0.683997317218554, 0.0199421340592115, 0.6613493151131289, 0.0219400989354935, 0.6143670714353419, 0.0239276290908488, 1.336060880286295, 0.0235940868548533, 0.0059211414961348, 0.017709392777924, 1.252592991745148, 0.0233459504779245, 0.229814468478053, 0.0176351835828652, 1.2298894915630931, 0.023340509679302, 4.591464338964175, 0.0510998899055696, 4.456971866337526, 0.0506622120714778, 0.0873774642427231, 0.0141358748721779, 0.2416621701160852, 0.0174406266902928, 0.7150841597366708, 0.0235527345572572, 0.1991114073679086, 0.0189858866226408, -0.0627942941270688, 0.013904250872606, 1.40882317894019, 0.0298171551582932, 0.2466046544353538, 0.0273566674607507, 0.0657604297712603, 0.0186861288703967, 0.0159627812025683, 0.0234756195100666, 0.4260513872790968, 0.019624936904263, 0.2733697504449321, 0.0229217032216224, 0.8364403279800097, 0.0215513951167441, 1.0293488966183875, 0.0197501974237503, 0.7970155995968582, 0.0252952031406564, 0.2453957262905155, 0.0196271108105632, 0.5049145183395546, 0.017418862510862, 0.268573807295822, 0.012345141735157, 0.3851746569102985, 0.0194402084908664, 0.1658971160336794, 0.0235256046389329, 0.2983723875171739, 0.0232103784104866, 0.1808479454112308, 0.01972721818461, 0.0066105128308565, 0.0130914303645559, 0.1636945841753944, 0.0252311860856789]|304611.9771214328357019|      0.03125000|[729, 0, 9, 54]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
      10|[0.6857297799674549, 0.016840739228348, 0.6583797227424886, 0.0224753666018644, 0.6155399981404095, 0.0177430224440699, 1.3336845328152596, 0.0255658628463463, 0.0059277642264468, 0.018390696671745, 1.2508399295413055, 0.0296997558870323, 0.2295763529201359, 0.0123522389267492, 1.2331448226537938, 0.027285944994085, 4.588521335884213, 0.0648344154302521, 4.454109182881474, 0.0643800907609269, 0.0866123800520203, 0.0182937188958348, 0.2405015796983943, 0.0185861518337853, 0.7117530678381371, 0.0225385026719006, 0.2016178825461445, 0.0162668760188892, -0.0599944555638466, 0.0132544693700752, 1.410199860478, 0.0353614772140277, 0.2450622220583246, 0.0326349337901139, 0.0673503178295995, 0.0152213247517897, 0.0130465670949111, 0.0250188664829844, 0.4277575147766051, 0.0222717922942809, 0.2690046770247944, 0.0241368521209208, 0.8371798555789111, 0.0252204790427288, 1.0268583366838402, 0.027149135475897, 0.8001642319189023, 0.0270382638495484, 0.244152999778756, 0.0152628568901793, 0.5031177234231823, 0.0172146176751826, 0.2703899492992903, 0.0144339552511205, 0.3803556346565578, 0.0196660918348987, 0.1631860774150567, 0.0168538729710919, 0.3005463422754077, 0.0237473049375093, 0.1763625393315092, 0.0180399051745064, 0.0078668174045641, 0.0104902621587945, 0.1605767800942655, 0.0253723822907146]|278950.4910908104502596|      0.06250000|[810, 0, 10, 60]                                                           |  | used linear model with 81 points | iterate success | actual_k=0
      11|[0.6857297799674549, 0.016840739228348, 0.6583797227424886, 0.0224753666018644, 0.6155399981404095, 0.0177430224440699, 1.3336845328152596, 0.0255658628463463, 0.0059277642264468, 0.018390696671745, 1.2508399295413055, 0.0296997558870323, 0.2295763529201359, 0.0123522389267492, 1.2331448226537938, 0.027285944994085, 4.588521335884213, 0.0648344154302521, 4.454109182881474, 0.0643800907609269, 0.0866123800520203, 0.0182937188958348, 0.2405015796983943, 0.0185861518337853, 0.7117530678381371, 0.0225385026719006, 0.2016178825461445, 0.0162668760188892, -0.0599944555638466, 0.0132544693700752, 1.410199860478, 0.0353614772140277, 0.2450622220583246, 0.0326349337901139, 0.0673503178295995, 0.0152213247517897, 0.0130465670949111, 0.0250188664829844, 0.4277575147766051, 0.0222717922942809, 0.2690046770247944, 0.0241368521209208, 0.8371798555789111, 0.0252204790427288, 1.0268583366838402, 0.027149135475897, 0.8001642319189023, 0.0270382638495484, 0.244152999778756, 0.0152628568901793, 0.5031177234231823, 0.0172146176751826, 0.2703899492992903, 0.0144339552511205, 0.3803556346565578, 0.0196660918348987, 0.1631860774150567, 0.0168538729710919, 0.3005463422754077, 0.0237473049375093, 0.1763625393315092, 0.0180399051745064, 0.0078668174045641, 0.0104902621587945, 0.1605767800942655, 0.0253723822907146]|278950.4910908104502596|      0.03125000|[891, 0, 11, 66]                                                           |  | used linear model with 81 points | iterate failure | actual_k=0
