k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 2.0, 2.0, 2.0]                                                            |105126.8339513395767426|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0024063381107755, 1.9208589165497967, 2.782785377767999, 2.617234113444676]  |94872.4753104444534983|      2.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 9 points | iterate success | actual_k=1
       2|[2.9382358119533154, 3.6727861706610176, 2.994766381046864, 2.7174246640909225] |78369.7480972592456965|      4.00000000|[14, 4, 2, 6]                                                              |  | used linear model with 9 points | iterate success | actual_k=1
       3|[2.9382358119533154, 3.6727861706610176, 2.994766381046864, 2.7174246640909225] |78369.7480972592456965|      2.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       4|[2.9382358119533154, 3.6727861706610176, 2.994766381046864, 2.7174246640909225] |78369.7480972592456965|      1.00000000|[28, 8, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=1
       5|[2.9382358119533154, 3.6727861706610176, 2.994766381046864, 2.7174246640909225] |78369.7480972592456965|      0.50000000|[35, 10, 5, 15]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       6|[3.0473865146940606, 3.7292143941294937, 2.5685019738280492, 2.4867720360421934]|58392.1755076625340735|      1.00000000|[42, 12, 6, 18]                                                            |  | used linear model with 9 points | iterate success | actual_k=1
       7|[3.0473865146940606, 3.7292143941294937, 2.5685019738280492, 2.4867720360421934]|58392.1755076625340735|      0.50000000|[49, 14, 7, 21]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       8|[3.0473865146940606, 3.7292143941294937, 2.5685019738280492, 2.4867720360421934]|58392.1755076625340735|      0.25000000|[56, 16, 8, 24]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       9|[3.2395734071540656, 3.8852486834950923, 2.591519413964185, 2.4605480706990486] |53618.4012097294107662|      0.50000000|[63, 18, 9, 27]                                                            |  | used linear model with 9 points | iterate success | actual_k=1
      10|[3.2395734071540656, 3.8852486834950923, 2.591519413964185, 2.4605480706990486] |53618.4012097294107662|      0.25000000|[70, 20, 10, 30]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      11|[3.2807551491841807, 4.039929751926669, 2.7832051755417258, 2.4721411721248585] |50903.7174878054211149|      0.50000000|[77, 22, 11, 33]                                                           |  | used linear model with 9 points | iterate success | actual_k=1
      12|[3.1892873077008863, 4.439336702347114, 2.802218443468615, 2.1862282175863]     |45036.8080181636978523|      1.00000000|[84, 24, 12, 36]                                                           |  | used linear model with 9 points | iterate success | actual_k=1
      13|[3.1892873077008863, 4.439336702347114, 2.802218443468615, 2.1862282175863]     |45036.8080181636978523|      0.50000000|[91, 26, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      14|[3.1892873077008863, 4.439336702347114, 2.802218443468615, 2.1862282175863]     |45036.8080181636978523|      0.25000000|[98, 28, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
