k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4355833958028953, 0.0598282365474838, 0.1469875411995372, 0.5120647537816986, -0.0434504102704733, 0.0726012245008537, -0.3671490024422015, -0.2081911531421061, -0.0764731981891919, -0.1484501057404256, -0.0634865048462911, -0.2732724010887882, -0.1331133510167525, 0.0540644103252573, -0.0175025432741068, 0.0144516153946359, 0.0468976115787235, 0.0963719383291813, -0.0703578969893099, 0.3554156004688158, 0.2380926564762475, 0.1018550209986915]| 13.6275501251220703|      2.00000000|[31, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[1.868384619945997, -0.2608597991018252, -0.0301769271716814, 1.3873115653835422, 0.1604991393493114, 0.2465495169647492, -0.2119407019085292, 0.3411740468457051, -0.0243503633442579, -0.5362669177544461, 0.336595750699498, -0.0025703350594179, -0.0605652184634749, 0.1482378178818777, 0.0224718917275511, -0.2327782131067284, 0.0108397922384649, 0.0019231228216704, 0.1040421885931024, 0.6981063207534958, 0.2392711447825403, 0.2681664469070028]| 12.1771583557128906|      4.00000000|[61, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[1.868384619945997, -0.2608597991018252, -0.0301769271716814, 1.3873115653835422, 0.1604991393493114, 0.2465495169647492, -0.2119407019085292, 0.3411740468457051, -0.0243503633442579, -0.5362669177544461, 0.336595750699498, -0.0025703350594179, -0.0605652184634749, 0.1482378178818777, 0.0224718917275511, -0.2327782131067284, 0.0108397922384649, 0.0019231228216704, 0.1040421885931024, 0.6981063207534958, 0.2392711447825403, 0.2681664469070028]| 12.1771583557128906|      2.00000000|[91, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       4|[1.868384619945997, -0.2608597991018252, -0.0301769271716814, 1.3873115653835422, 0.1604991393493114, 0.2465495169647492, -0.2119407019085292, 0.3411740468457051, -0.0243503633442579, -0.5362669177544461, 0.336595750699498, -0.0025703350594179, -0.0605652184634749, 0.1482378178818777, 0.0224718917275511, -0.2327782131067284, 0.0108397922384649, 0.0019231228216704, 0.1040421885931024, 0.6981063207534958, 0.2392711447825403, 0.2681664469070028]| 12.1771583557128906|      1.00000000|[121, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       5|[1.868384619945997, -0.2608597991018252, -0.0301769271716814, 1.3873115653835422, 0.1604991393493114, 0.2465495169647492, -0.2119407019085292, 0.3411740468457051, -0.0243503633442579, -0.5362669177544461, 0.336595750699498, -0.0025703350594179, -0.0605652184634749, 0.1482378178818777, 0.0224718917275511, -0.2327782131067284, 0.0108397922384649, 0.0019231228216704, 0.1040421885931024, 0.6981063207534958, 0.2392711447825403, 0.2681664469070028]| 12.1771583557128906|      0.50000000|[151, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       6|[2.167134459052663, -0.2361386957996811, 0.0978546322213404, 1.6022016841215616, 0.1636760012216376, 0.3104351683217151, -0.185870956630364, 0.2168481922993374, -0.1010123951599678, -0.6225522580253438, 0.2739791438399277, 0.1140117782160653, -0.0172661762878238, 0.0847190160046535, -0.0736015363846374, -0.2865980469409382, 0.1410008837846622, 0.0004900841768028, 0.1138584895302478, 0.6621595863660922, 0.2987152141277187, 0.1869083918672111]| 12.1515130996704102|      1.00000000|[181, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       7|[2.167134459052663, -0.2361386957996811, 0.0978546322213404, 1.6022016841215616, 0.1636760012216376, 0.3104351683217151, -0.185870956630364, 0.2168481922993374, -0.1010123951599678, -0.6225522580253438, 0.2739791438399277, 0.1140117782160653, -0.0172661762878238, 0.0847190160046535, -0.0736015363846374, -0.2865980469409382, 0.1410008837846622, 0.0004900841768028, 0.1138584895302478, 0.6621595863660922, 0.2987152141277187, 0.1869083918672111]| 12.1515130996704102|      0.50000000|[211, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       8|[2.167134459052663, -0.2361386957996811, 0.0978546322213404, 1.6022016841215616, 0.1636760012216376, 0.3104351683217151, -0.185870956630364, 0.2168481922993374, -0.1010123951599678, -0.6225522580253438, 0.2739791438399277, 0.1140117782160653, -0.0172661762878238, 0.0847190160046535, -0.0736015363846374, -0.2865980469409382, 0.1410008837846622, 0.0004900841768028, 0.1138584895302478, 0.6621595863660922, 0.2987152141277187, 0.1869083918672111]| 12.1515130996704102|      0.25000000|[241, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       9|[2.167134459052663, -0.2361386957996811, 0.0978546322213404, 1.6022016841215616, 0.1636760012216376, 0.3104351683217151, -0.185870956630364, 0.2168481922993374, -0.1010123951599678, -0.6225522580253438, 0.2739791438399277, 0.1140117782160653, -0.0172661762878238, 0.0847190160046535, -0.0736015363846374, -0.2865980469409382, 0.1410008837846622, 0.0004900841768028, 0.1138584895302478, 0.6621595863660922, 0.2987152141277187, 0.1869083918672111]| 12.1515130996704102|      0.12500000|[271, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      10|[2.0984741343024353, -0.2296920072360636, 0.0920264993850765, 1.525248376079512, 0.1454335851062053, 0.3001310673198543, -0.1783940966247577, 0.2320242581315776, -0.1284930517144261, -0.618518833088943, 0.2493201478039656, 0.1257404766057934, -0.0296424772924683, 0.0975755544014414, -0.0376634864376748, -0.279390487174506, 0.1244977211411972, 0.0152945474672902, 0.109592171966583, 0.6817155169442118, 0.2944047529329751, 0.1769855432524575]| 12.1458530426025391|      0.25000000|[301, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      11|[2.0984741343024353, -0.2296920072360636, 0.0920264993850765, 1.525248376079512, 0.1454335851062053, 0.3001310673198543, -0.1783940966247577, 0.2320242581315776, -0.1284930517144261, -0.618518833088943, 0.2493201478039656, 0.1257404766057934, -0.0296424772924683, 0.0975755544014414, -0.0376634864376748, -0.279390487174506, 0.1244977211411972, 0.0152945474672902, 0.109592171966583, 0.6817155169442118, 0.2944047529329751, 0.1769855432524575]| 12.1458530426025391|      0.12500000|[331, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
