k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[43, 6, 1, 4]                                                              |  | used linear model with 49 points | iterate failure | actual_k=2
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[86, 12, 2, 8]                                                             |  | used linear model with 49 points | iterate failure | actual_k=2
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[129, 18, 3, 12]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
       4|[119.98461757691283, 0.0093797035043297, 0.8965347803956364, 109.99659933384102, 0.1928330614498394, 0.863400702173245, 100.0085567596897, 0.266048806139779, 0.7250976553499124, 87.98454592210904, 0.3294875333837332, 0.7144491935137922, 85.99622576251575, 0.3608885045440548, 0.6657626726753368, 84.03594598459026, 0.4450314141099768, 0.5166966623975975, 79.98965093294771, 0.672855323585262, 0.3357929822704426, 75.99973559525118, 0.8556784518369936, 0.1305376531396177, 886.3910561518387, 910.014834755952, 922.5337024779456, 926.4661562487456, 935.5798600980494, 952.8249551089289, 975.7326750524994]|2290.3978623919488200|      0.25000000|[172, 24, 4, 16]                                                           |  | used linear model with 49 points | iterate success | actual_k=2
       5|[119.98461757691283, 0.0093797035043297, 0.8965347803956364, 109.99659933384102, 0.1928330614498394, 0.863400702173245, 100.0085567596897, 0.266048806139779, 0.7250976553499124, 87.98454592210904, 0.3294875333837332, 0.7144491935137922, 85.99622576251575, 0.3608885045440548, 0.6657626726753368, 84.03594598459026, 0.4450314141099768, 0.5166966623975975, 79.98965093294771, 0.672855323585262, 0.3357929822704426, 75.99973559525118, 0.8556784518369936, 0.1305376531396177, 886.3910561518387, 910.014834755952, 922.5337024779456, 926.4661562487456, 935.5798600980494, 952.8249551089289, 975.7326750524994]|2290.3978623919488200|      0.12500000|[215, 30, 5, 20]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
       6|[119.9971467914593, 0.0272684779267985, 0.8796114885068876, 110.00274564789228, 0.1057531935921681, 0.8446895625696458, 100.0009478623356, 0.2866582086177732, 0.7401654906946131, 87.99918914209974, 0.3533689538381968, 0.7137542838223033, 86.03550788772671, 0.3820870550928757, 0.6720915610488436, 84.03541853701333, 0.4328096463329536, 0.5187814752768615, 79.98580831434069, 0.6709795057040495, 0.3090011209191039, 76.02870939130452, 0.829418893236579, 0.1235774936476963, 886.4003049399731, 910.0000530458419, 922.5273437214588, 926.4519882844049, 935.5897589361211, 952.8349150077785, 975.7202883261963]|1706.3549613575817148|      0.25000000|[258, 36, 6, 24]                                                           |  | used linear model with 49 points | iterate success | actual_k=2
       7|[119.9971467914593, 0.0272684779267985, 0.8796114885068876, 110.00274564789228, 0.1057531935921681, 0.8446895625696458, 100.0009478623356, 0.2866582086177732, 0.7401654906946131, 87.99918914209974, 0.3533689538381968, 0.7137542838223033, 86.03550788772671, 0.3820870550928757, 0.6720915610488436, 84.03541853701333, 0.4328096463329536, 0.5187814752768615, 79.98580831434069, 0.6709795057040495, 0.3090011209191039, 76.02870939130452, 0.829418893236579, 0.1235774936476963, 886.4003049399731, 910.0000530458419, 922.5273437214588, 926.4519882844049, 935.5897589361211, 952.8349150077785, 975.7202883261963]|1706.3549613575817148|      0.12500000|[301, 42, 7, 28]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
       8|[119.9971467914593, 0.0272684779267985, 0.8796114885068876, 110.00274564789228, 0.1057531935921681, 0.8446895625696458, 100.0009478623356, 0.2866582086177732, 0.7401654906946131, 87.99918914209974, 0.3533689538381968, 0.7137542838223033, 86.03550788772671, 0.3820870550928757, 0.6720915610488436, 84.03541853701333, 0.4328096463329536, 0.5187814752768615, 79.98580831434069, 0.6709795057040495, 0.3090011209191039, 76.02870939130452, 0.829418893236579, 0.1235774936476963, 886.4003049399731, 910.0000530458419, 922.5273437214588, 926.4519882844049, 935.5897589361211, 952.8349150077785, 975.7202883261963]|1706.3549613575817148|      0.06250000|[344, 48, 8, 32]                                                           |  | used linear model with 49 points | iterate failure | actual_k=2
       9|[119.99794347219188, -0.0135909908621298, 0.8682165283245447, 110.00027378439073, 0.1287455105576823, 0.8537723511037046, 100.00216435846893, 0.2606956212918206, 0.7325817855973233, 88.00005116150967, 0.3682555002307155, 0.7175540595703621, 86.02590759463196, 0.3817869457626983, 0.6747469732483674, 84.04009873668983, 0.4353550747168713, 0.5182719137985817, 79.98708914567344, 0.6660882810890987, 0.3050096588474444, 76.0186226645457, 0.8310338643743395, 0.1159701181738925, 886.3988016904781, 910.0033073345387, 922.5290000864001, 926.4505449571134, 935.5990091880634, 952.8266940121616, 975.7162037712061]|832.9736055648592128|      0.12500000|[387, 54, 9, 36]                                                           |  | used linear model with 49 points | iterate success | actual_k=2
      10|[119.99794347219188, -0.0135909908621298, 0.8682165283245447, 110.00027378439073, 0.1287455105576823, 0.8537723511037046, 100.00216435846893, 0.2606956212918206, 0.7325817855973233, 88.00005116150967, 0.3682555002307155, 0.7175540595703621, 86.02590759463196, 0.3817869457626983, 0.6747469732483674, 84.04009873668983, 0.4353550747168713, 0.5182719137985817, 79.98708914567344, 0.6660882810890987, 0.3050096588474444, 76.0186226645457, 0.8310338643743395, 0.1159701181738925, 886.3988016904781, 910.0033073345387, 922.5290000864001, 926.4505449571134, 935.5990091880634, 952.8266940121616, 975.7162037712061]|832.9736055648592128|      0.06250000|[430, 60, 10, 40]                                                          |  | used linear model with 49 points | iterate failure | actual_k=2
      11|[119.99794347219188, -0.0135909908621298, 0.8682165283245447, 110.00027378439073, 0.1287455105576823, 0.8537723511037046, 100.00216435846893, 0.2606956212918206, 0.7325817855973233, 88.00005116150967, 0.3682555002307155, 0.7175540595703621, 86.02590759463196, 0.3817869457626983, 0.6747469732483674, 84.04009873668983, 0.4353550747168713, 0.5182719137985817, 79.98708914567344, 0.6660882810890987, 0.3050096588474444, 76.0186226645457, 0.8310338643743395, 0.1159701181738925, 886.3988016904781, 910.0033073345387, 922.5290000864001, 926.4505449571134, 935.5990091880634, 952.8266940121616, 975.7162037712061]|832.9736055648592128|      0.03125000|[473, 66, 11, 44]                                                          |  | used linear model with 49 points | iterate failure | actual_k=2
