k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0]                                                            | 13.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8979807850403865, -0.2069893593803353, -0.3729455699034994, 0.1081550585544834]|  8.5912513732910156|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[0.8979807850403865, -0.2069893593803353, -0.3729455699034994, 0.1081550585544834]|  8.5912513732910156|      1.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.8979807850403865, -0.2069893593803353, -0.3729455699034994, 0.1081550585544834]|  8.5912513732910156|      0.50000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.8979807850403865, -0.2069893593803353, -0.3729455699034994, 0.1081550585544834]|  8.5912513732910156|      0.25000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.8979807850403865, -0.2069893593803353, -0.3729455699034994, 0.1081550585544834]|  8.5912513732910156|      0.12500000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.8876126644874609, -0.1809291714114672, -0.252532851434409, 0.0897391439665282]|  8.3270664215087891|      0.25000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[0.8876126644874609, -0.1809291714114672, -0.252532851434409, 0.0897391439665282]|  8.3270664215087891|      0.12500000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.9464669551917005, -0.0729918763056017, -0.2447391986942798, 0.0685266059784317]|  8.2276983261108398|      0.25000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[0.9464669551917005, -0.0729918763056017, -0.2447391986942798, 0.0685266059784317]|  8.2276983261108398|      0.12500000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.9464669551917005, -0.0729918763056017, -0.2447391986942798, 0.0685266059784317]|  8.2276983261108398|      0.06250000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[0.9567636020956645, -0.0739657079755589, -0.2495534714408372, 0.0070765979041] |  8.0916252136230469|      0.12500000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      12|[0.9567636020956645, -0.0739657079755589, -0.2495534714408372, 0.0070765979041] |  8.0916252136230469|      0.06250000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[0.9222379331646138, -0.0659941750639973, -0.2076628245265931, -0.0228542649135586]|  8.0066471099853516|      0.12500000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      14|[0.9454639464205877, -0.0058689094675149, -0.1018257576189652, -0.0392560944937026]|  7.8858189582824707|      0.25000000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      15|[0.894542668995316, -0.0386087285754334, -0.1430761218673097, -0.2782823173219483]|  7.5803217887878418|      0.50000000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      16|[0.894542668995316, -0.0386087285754334, -0.1430761218673097, -0.2782823173219483]|  7.5803217887878418|      0.25000000|[129, 0, 0, 32]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[1.0798054189078228, -0.0274152296259339, 0.0070725828355897, -0.3524967738123456]|  6.9105410575866699|      0.50000000|[137, 0, 0, 34]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      18|[1.5179706197086233, 0.0339354236708793, -0.105634699103158, -0.556321263865008]|  6.3362898826599121|      1.00000000|[145, 0, 0, 36]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      19|[1.5179706197086233, 0.0339354236708793, -0.105634699103158, -0.556321263865008]|  6.3362898826599121|      0.50000000|[153, 0, 0, 38]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      20|[1.5179706197086233, 0.0339354236708793, -0.105634699103158, -0.556321263865008]|  6.3362898826599121|      0.25000000|[161, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
