k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.50000000|[71, 10, 1, 6]                                                             |  | used linear model with 81 points | iterate failure | actual_k=2
       2|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.25000000|[142, 20, 2, 12]                                                           |  | used linear model with 81 points | iterate failure | actual_k=2
       3|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.12500000|[213, 30, 3, 18]                                                           |  | used linear model with 81 points | iterate failure | actual_k=2
       4|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.06250000|[284, 40, 4, 24]                                                           |  | used linear model with 81 points | iterate failure | actual_k=2
       5|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.03125000|[355, 50, 5, 30]                                                           |  | used linear model with 81 points | iterate failure | actual_k=2
       6|[4.139682878841563, 0.0434408665914106, 0.1851307397068817, 0.0203923772767779, 1.6538822482843787, 0.025285466463255, 1.1914658596087777, 0.0241640423552156, 0.2917256798705987, 0.0235755575574302, 0.3310976848653608, 0.0199240027862359, 0.0813331890384995, 0.0217971331396786, 0.2520215465434041, 0.0222156291012516, 1.395030732265987, 0.0247800928394124, 1.1727626466369216, 0.0195451744266914, 0.0857401919103699, 0.0203784112612751, 0.1269922747423967, 0.0219656266054359, 0.3045803393413037, 0.0207987159717409, 0.1078811701349267, 0.0176350410576763, 0.1201705647071389, 0.0210218110077305, 0.5489327071564827, 0.0165090787486969, 0.0102742943924668, 0.0168094562184125, 0.0910650104440503, 0.018426152379561, 0.1127129505886457, 0.0171513274918764, 0.0440701813381078, 0.0203714030756091, 0.0975142469397269, 0.0180337620038627, 0.286600231882025, 0.0189527466306499, 0.420228013833114, 0.0173967811698369, 0.165210196307428, 0.0189186862853443, 0.0687824754388532, 0.0167895249825399, 0.3153058907312257, 0.0190560154609757, 0.1405007108952254, 0.0212533593753655, 0.2868240208146677, 0.0203795731356428, 0.0598289747893348, 0.0170323307798057, 0.1501828332771174, 0.0177178125167349, 0.190940599669774, 0.0212662153436719, 0.152449727295256, 0.0205943714229129, 0.3934508193008011, 0.0220342254707718]|177605.0585611572023481|      0.06250000|[426, 60, 6, 36]                                                           |  | used linear model with 81 points | iterate success | actual_k=2
       7|[4.139682878841563, 0.0434408665914106, 0.1851307397068817, 0.0203923772767779, 1.6538822482843787, 0.025285466463255, 1.1914658596087777, 0.0241640423552156, 0.2917256798705987, 0.0235755575574302, 0.3310976848653608, 0.0199240027862359, 0.0813331890384995, 0.0217971331396786, 0.2520215465434041, 0.0222156291012516, 1.395030732265987, 0.0247800928394124, 1.1727626466369216, 0.0195451744266914, 0.0857401919103699, 0.0203784112612751, 0.1269922747423967, 0.0219656266054359, 0.3045803393413037, 0.0207987159717409, 0.1078811701349267, 0.0176350410576763, 0.1201705647071389, 0.0210218110077305, 0.5489327071564827, 0.0165090787486969, 0.0102742943924668, 0.0168094562184125, 0.0910650104440503, 0.018426152379561, 0.1127129505886457, 0.0171513274918764, 0.0440701813381078, 0.0203714030756091, 0.0975142469397269, 0.0180337620038627, 0.286600231882025, 0.0189527466306499, 0.420228013833114, 0.0173967811698369, 0.165210196307428, 0.0189186862853443, 0.0687824754388532, 0.0167895249825399, 0.3153058907312257, 0.0190560154609757, 0.1405007108952254, 0.0212533593753655, 0.2868240208146677, 0.0203795731356428, 0.0598289747893348, 0.0170323307798057, 0.1501828332771174, 0.0177178125167349, 0.190940599669774, 0.0212662153436719, 0.152449727295256, 0.0205943714229129, 0.3934508193008011, 0.0220342254707718]|177605.0585611572023481|      0.03125000|[497, 70, 7, 42]                                                           |  | used linear model with 81 points | iterate failure | actual_k=2
       8|[4.138413251738036, 0.0622786761387374, 0.1891563420906308, 0.0169211624065279, 1.6544042248389268, 0.032336953345259, 1.1878761594550262, 0.0323693506690515, 0.2949234057706594, 0.025681304838309, 0.3361505075659482, 0.0180099043349891, 0.0811003670883871, 0.0208959089512357, 0.2502441159752297, 0.0210194317506612, 1.3973286010707504, 0.0260561270524608, 1.1743448389921682, 0.0266206507417079, 0.0840719986922538, 0.0234046050224933, 0.1241631346477781, 0.0234182371458174, 0.3058601801907759, 0.0234153355611654, 0.1032560930315393, 0.0191123377548525, 0.1227814192159116, 0.0209027607715053, 0.5490710994987832, 0.0220429584329499, 0.0086216929100423, 0.0205673004227661, 0.0893857391060405, 0.0165565777431859, 0.1133882907001225, 0.0182088177420109, 0.0422358494652874, 0.0229308210699878, 0.0952075737283705, 0.0182470492393394, 0.2872943046206028, 0.0164673293544726, 0.421048015510031, 0.0185154150754141, 0.1662778466486913, 0.0131576610038927, 0.0696391854249179, 0.0112085644711797, 0.3093730504960709, 0.0238728256909576, 0.1376892892345714, 0.0234342794548181, 0.2887271320825365, 0.0234747893257931, 0.0640128361917827, 0.0160958238370707, 0.1544448467438533, 0.0167481420425001, 0.1927584991765497, 0.0244967199147134, 0.1505411138332721, 0.0200775619668915, 0.3928396568786534, 0.0246150528775172]|148501.6110013219586108|      0.06250000|[568, 80, 8, 48]                                                           |  | used linear model with 81 points | iterate success | actual_k=2
       9|[4.138413251738036, 0.0622786761387374, 0.1891563420906308, 0.0169211624065279, 1.6544042248389268, 0.032336953345259, 1.1878761594550262, 0.0323693506690515, 0.2949234057706594, 0.025681304838309, 0.3361505075659482, 0.0180099043349891, 0.0811003670883871, 0.0208959089512357, 0.2502441159752297, 0.0210194317506612, 1.3973286010707504, 0.0260561270524608, 1.1743448389921682, 0.0266206507417079, 0.0840719986922538, 0.0234046050224933, 0.1241631346477781, 0.0234182371458174, 0.3058601801907759, 0.0234153355611654, 0.1032560930315393, 0.0191123377548525, 0.1227814192159116, 0.0209027607715053, 0.5490710994987832, 0.0220429584329499, 0.0086216929100423, 0.0205673004227661, 0.0893857391060405, 0.0165565777431859, 0.1133882907001225, 0.0182088177420109, 0.0422358494652874, 0.0229308210699878, 0.0952075737283705, 0.0182470492393394, 0.2872943046206028, 0.0164673293544726, 0.421048015510031, 0.0185154150754141, 0.1662778466486913, 0.0131576610038927, 0.0696391854249179, 0.0112085644711797, 0.3093730504960709, 0.0238728256909576, 0.1376892892345714, 0.0234342794548181, 0.2887271320825365, 0.0234747893257931, 0.0640128361917827, 0.0160958238370707, 0.1544448467438533, 0.0167481420425001, 0.1927584991765497, 0.0244967199147134, 0.1505411138332721, 0.0200775619668915, 0.3928396568786534, 0.0246150528775172]|148501.6110013219586108|      0.03125000|[639, 90, 9, 54]                                                           |  | used linear model with 81 points | iterate failure | actual_k=2
      10|[4.13788970117934, 0.0768797518852702, 0.1894254228181129, 0.0193567396136096, 1.660030857582335, 0.0417891637335367, 1.1919111626010375, 0.0416656715449098, 0.2920451792646384, 0.0238259505150232, 0.3386326166328639, 0.0218867905229079, 0.0806744823251003, 0.0212640991942465, 0.2416054800357924, 0.0197284848951176, 1.395531098644971, 0.030600274110256, 1.1717905929328958, 0.032557472610232, 0.0846461916476678, 0.022709544836422, 0.1201254774210207, 0.0249745775410893, 0.3104630894536861, 0.0291813498436726, 0.1000991186394729, 0.0206512655466451, 0.1229013234945077, 0.0236745700697209, 0.5523243553146857, 0.0227470702309359, 0.0032729987256286, 0.0217811580200075, 0.0921588282970499, 0.0124147311248163, 0.1127875295455253, 0.0189007198246986, 0.042749512647813, 0.0237348026002371, 0.0997360295532763, 0.0143476504499897, 0.2853868274494057, 0.017579414082676, 0.4225691799930528, 0.0197115272614156, 0.1656006277629237, 0.0150378386361351, 0.0716094508645374, 0.0158871534029616, 0.3043599019170158, 0.0247969102145834, 0.1363129138734456, 0.0257014240926499, 0.2877404648257065, 0.022578592521755, 0.0656626739616899, 0.0169830339413536, 0.1584077244859365, 0.0105241872508322, 0.1943029542168691, 0.021790516508498, 0.1520849157166161, 0.023336624134952, 0.3938280563928928, 0.0270469298096558]|132541.6884244566026609|      0.06250000|[710, 100, 10, 60]                                                         |  | used linear model with 81 points | iterate success | actual_k=2
      11|[4.144971985235852, 0.1010896603181545, 0.1841039173810284, 0.0185683741592964, 1.6473702496095293, 0.0561318501209701, 1.1886978568939075, 0.0503570869864822, 0.2908933039583191, 0.0248210067490532, 0.3437147371015091, 0.0299548211724977, 0.0733678254424141, 0.0213749759994624, 0.2411577486257538, 0.0080170850658499, 1.3947425095121684, 0.0561948860291376, 1.1757829571019847, 0.0428607238084284, 0.089202055651247, 0.0216740333774289, 0.1207020668779386, 0.0276498469297865, 0.3140262146571948, 0.0336651125827242, 0.0968992862556946, 0.0211298673352087, 0.1277471863314583, 0.0209948132966758, 0.5534517361830076, 0.0268551061594295, -0.0052549665981595, 0.0190374260180325, 0.0985110931097685, 0.0277438547776737, 0.1072435276832397, 0.0224928141814962, 0.0451779197572079, 0.0333244785212873, 0.1025968542040467, 0.0197275538309264, 0.2832109615833515, 0.0211264525498516, 0.4140023548558768, 0.0295231765012643, 0.1677209620241803, 0.0217086740668653, 0.0780445501368236, 0.0154972966740415, 0.3006890955004369, 0.03213863569757, 0.140231305383645, 0.0269259224901477, 0.282275466015143, 0.0094036174195828, 0.069183169430732, 0.0233938125551956, 0.151935447064876, 0.0233442906927451, 0.1937610664118788, 0.0213060922175031, 0.1415510172045726, 0.0166684799708338, 0.4021165022497187, 0.0317539539793564]|115254.8922696626686957|      0.12500000|[781, 110, 11, 66]                                                         |  | used linear model with 81 points | iterate success | actual_k=2
