k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.50000000|[113, 16, 1, 3]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.25000000|[226, 32, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       3|[0.057759043775677, 0.0269451746706706, 0.0293808962339471, -0.0061069066162969, -0.0515706729375603, -0.0064563947963058, 0.0025845368237975, -0.0071212458452416, -0.0389878307686266, -0.0253278601524633, 0.0004455102971317, 0.0196847073713176, 0.0299822896027295, -0.0350092728078972, 0.018895254693713, 0.0066828779984261, -0.0309663545128796, -0.0763542029434886, 0.0292877095153886, -0.0107647188930736, 0.0287758126186102, -0.0138112916468569, -0.0019439312294173, -0.0036546664398448, -0.007567968305259, -0.0118349515712675, 0.0126663948964762, -0.0494549679943769, 0.0087073684787801, -0.0200782393680588, 0.0843227860818886, 0.0431109573020645, -0.0443802235975897, 0.0077106486238225, 0.03509667437129, 0.0052420037708391, -0.0367874498862998, -0.0296220960912005, -0.0639854330286112, 0.0048431529552583, 0.0157344040382229, -0.0244258298299145, 0.0107475454299259, 0.0770886465259023, -0.0472037924411407, 0.0161260370394923, 0.0242488078214571, 0.0434174726106753, 0.035010604263069, 0.0036147231373484, -0.0110203022773043, -0.0385929854120846, 0.0473244351218252, -0.0286244246978751, -0.0203114803413656, -0.0019469689005666, -0.0287741947796721]|70967.8147476005251519|      0.50000000|[339, 48, 3, 9]                                                            |  | used linear model with 129 points | iterate success | actual_k=8
       4|[0.057759043775677, 0.0269451746706706, 0.0293808962339471, -0.0061069066162969, -0.0515706729375603, -0.0064563947963058, 0.0025845368237975, -0.0071212458452416, -0.0389878307686266, -0.0253278601524633, 0.0004455102971317, 0.0196847073713176, 0.0299822896027295, -0.0350092728078972, 0.018895254693713, 0.0066828779984261, -0.0309663545128796, -0.0763542029434886, 0.0292877095153886, -0.0107647188930736, 0.0287758126186102, -0.0138112916468569, -0.0019439312294173, -0.0036546664398448, -0.007567968305259, -0.0118349515712675, 0.0126663948964762, -0.0494549679943769, 0.0087073684787801, -0.0200782393680588, 0.0843227860818886, 0.0431109573020645, -0.0443802235975897, 0.0077106486238225, 0.03509667437129, 0.0052420037708391, -0.0367874498862998, -0.0296220960912005, -0.0639854330286112, 0.0048431529552583, 0.0157344040382229, -0.0244258298299145, 0.0107475454299259, 0.0770886465259023, -0.0472037924411407, 0.0161260370394923, 0.0242488078214571, 0.0434174726106753, 0.035010604263069, 0.0036147231373484, -0.0110203022773043, -0.0385929854120846, 0.0473244351218252, -0.0286244246978751, -0.0203114803413656, -0.0019469689005666, -0.0287741947796721]|70967.8147476005251519|      0.25000000|[452, 64, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       5|[0.0634107249279187, 0.0499679854080172, 0.0491950264420072, 0.026956090308706, -0.0303089355681744, -0.0299042286302029, -0.0219956520158941, -0.0342764444978333, -0.0847096382876651, -0.0261549172029116, 0.075200914672789, -0.0124040031345004, 0.0226533146810277, 0.0017691362549931, -0.0214825311930446, 0.0254040274980471, -0.0489078712814922, -0.1267928559021199, -0.0544984385327328, -0.0663559259966533, 0.0250946886904877, -0.0671264278744908, 0.0168851973286565, 0.0123351348238161, -0.0143797352640673, -0.0426964156247413, 0.0196495574928484, -0.0474347264052509, 0.015638316322973, -0.0454954054805289, 0.1131018593949008, 0.0085664087219883, -0.0391157766961073, 0.052598550500759, 0.0178559677427689, -0.0396774063581365, -0.0905543979674963, -0.0566649581959081, -0.0678161817243954, 0.0185654562040012, 0.0098304859439783, -0.0765546871466236, 0.0295187912175459, 0.0799835047401852, -0.0102468158018088, -0.0053034270409418, 0.0379861003448448, 0.0040768154633573, 0.097764466102597, 0.0253589550697495, -0.0236130692795007, -0.0381317761123387, 0.0911745949572925, 0.0045761544255765, 0.0302489072743055, 0.0217668674406333, -0.0135557243428283]|38959.1119118556889589|      0.50000000|[565, 80, 5, 15]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       6|[0.0634107249279187, 0.0499679854080172, 0.0491950264420072, 0.026956090308706, -0.0303089355681744, -0.0299042286302029, -0.0219956520158941, -0.0342764444978333, -0.0847096382876651, -0.0261549172029116, 0.075200914672789, -0.0124040031345004, 0.0226533146810277, 0.0017691362549931, -0.0214825311930446, 0.0254040274980471, -0.0489078712814922, -0.1267928559021199, -0.0544984385327328, -0.0663559259966533, 0.0250946886904877, -0.0671264278744908, 0.0168851973286565, 0.0123351348238161, -0.0143797352640673, -0.0426964156247413, 0.0196495574928484, -0.0474347264052509, 0.015638316322973, -0.0454954054805289, 0.1131018593949008, 0.0085664087219883, -0.0391157766961073, 0.052598550500759, 0.0178559677427689, -0.0396774063581365, -0.0905543979674963, -0.0566649581959081, -0.0678161817243954, 0.0185654562040012, 0.0098304859439783, -0.0765546871466236, 0.0295187912175459, 0.0799835047401852, -0.0102468158018088, -0.0053034270409418, 0.0379861003448448, 0.0040768154633573, 0.097764466102597, 0.0253589550697495, -0.0236130692795007, -0.0381317761123387, 0.0911745949572925, 0.0045761544255765, 0.0302489072743055, 0.0217668674406333, -0.0135557243428283]|38959.1119118556889589|      0.25000000|[678, 96, 6, 18]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       7|[0.0433256833093952, 0.0343001231223079, 0.1234066956382179, -0.0067430053692147, -0.0311636042639649, -0.0085085603967034, -0.0515543134698352, -0.1323516702576519, -0.0495539429029036, -0.0141296087504911, 0.1021306570776104, 0.0173459620771802, -0.0064306258673061, 0.00562161819054, -0.0006770438539768, 0.0122296782093888, -0.0563866203687486, -0.1211881898824634, -0.0511790111197028, -0.0952140776357807, 0.0240974605560703, -0.0361645265773845, 0.0308067654669562, -0.062483897753967, 0.0236167331219079, 0.0076220695950027, 0.0243460155896212, -0.0467894147756537, 0.023678394591405, -0.0965972595138669, 0.1037496129696543, 0.0064310012700751, -0.1001191819438102, 0.0621133565156799, 0.0739579226001353, -0.0549281815725903, -0.114215180341919, -0.0242301112409075, -0.0765424488731514, 0.0521688013975739, 0.0636528464399556, -0.0957660518880992, -0.0088039530972179, 0.1417509084163476, 0.0064488354351887, -0.0506787536430538, 0.0553038143670017, -0.0240501528077536, 0.0899189214133471, 0.0393772889464134, -0.047432164221517, -0.0251362464882103, 0.1342155429598961, 0.0203389853057243, 0.0156318992194262, 0.0225116863195525, -0.0062503545792247]|16938.0549252768178121|      0.50000000|[791, 112, 7, 21]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       8|[0.0433256833093952, 0.0343001231223079, 0.1234066956382179, -0.0067430053692147, -0.0311636042639649, -0.0085085603967034, -0.0515543134698352, -0.1323516702576519, -0.0495539429029036, -0.0141296087504911, 0.1021306570776104, 0.0173459620771802, -0.0064306258673061, 0.00562161819054, -0.0006770438539768, 0.0122296782093888, -0.0563866203687486, -0.1211881898824634, -0.0511790111197028, -0.0952140776357807, 0.0240974605560703, -0.0361645265773845, 0.0308067654669562, -0.062483897753967, 0.0236167331219079, 0.0076220695950027, 0.0243460155896212, -0.0467894147756537, 0.023678394591405, -0.0965972595138669, 0.1037496129696543, 0.0064310012700751, -0.1001191819438102, 0.0621133565156799, 0.0739579226001353, -0.0549281815725903, -0.114215180341919, -0.0242301112409075, -0.0765424488731514, 0.0521688013975739, 0.0636528464399556, -0.0957660518880992, -0.0088039530972179, 0.1417509084163476, 0.0064488354351887, -0.0506787536430538, 0.0553038143670017, -0.0240501528077536, 0.0899189214133471, 0.0393772889464134, -0.047432164221517, -0.0251362464882103, 0.1342155429598961, 0.0203389853057243, 0.0156318992194262, 0.0225116863195525, -0.0062503545792247]|16938.0549252768178121|      0.25000000|[904, 128, 8, 24]                                                          |  | used linear model with 129 points | iterate failure | actual_k=8
       9|[0.0433256833093952, 0.0343001231223079, 0.1234066956382179, -0.0067430053692147, -0.0311636042639649, -0.0085085603967034, -0.0515543134698352, -0.1323516702576519, -0.0495539429029036, -0.0141296087504911, 0.1021306570776104, 0.0173459620771802, -0.0064306258673061, 0.00562161819054, -0.0006770438539768, 0.0122296782093888, -0.0563866203687486, -0.1211881898824634, -0.0511790111197028, -0.0952140776357807, 0.0240974605560703, -0.0361645265773845, 0.0308067654669562, -0.062483897753967, 0.0236167331219079, 0.0076220695950027, 0.0243460155896212, -0.0467894147756537, 0.023678394591405, -0.0965972595138669, 0.1037496129696543, 0.0064310012700751, -0.1001191819438102, 0.0621133565156799, 0.0739579226001353, -0.0549281815725903, -0.114215180341919, -0.0242301112409075, -0.0765424488731514, 0.0521688013975739, 0.0636528464399556, -0.0957660518880992, -0.0088039530972179, 0.1417509084163476, 0.0064488354351887, -0.0506787536430538, 0.0553038143670017, -0.0240501528077536, 0.0899189214133471, 0.0393772889464134, -0.047432164221517, -0.0251362464882103, 0.1342155429598961, 0.0203389853057243, 0.0156318992194262, 0.0225116863195525, -0.0062503545792247]|16938.0549252768178121|      0.12500000|[1017, 144, 9, 27]                                                         |  | used linear model with 129 points | iterate failure | actual_k=8
      10|[0.0778405060540115, 0.0459749713788805, 0.107390649725988, 0.0068103755657568, -0.0430419487431282, -0.015103914429868, -0.0416323762589514, -0.1204511427846207, -0.0562297314139748, -0.0176635377977973, 0.0769397307164897, 0.0138085300249144, 0.0134123529505541, 0.0264069604018556, -0.0134001290531866, 0.0221267321813286, -0.0670664438897315, -0.1013242009884372, -0.0550445357874976, -0.0962882672990685, 0.0096351242822271, -0.0448349021051744, 0.0110079583267864, -0.057468220942135, 0.0249137280553405, 0.0065693058702491, 0.0214492089603987, -0.0466911187295826, 0.0116370105923596, -0.0795474828963168, 0.1418237805682591, -0.0003861402824959, -0.1036184493896285, 0.0441210265328743, 0.0871485916050453, -0.0549714677670188, -0.124491606413802, -0.0327186207619135, -0.0977766748678681, 0.0619227368570426, 0.015115872993091, -0.1342838963335093, 0.0200394019210409, 0.1284469047740838, 0.0047357623531733, -0.0496987648478826, 0.0708729203552918, -0.014234629443515, 0.0902664978655617, 0.0102319741037835, -0.0607400186046133, -0.0124459945175109, 0.145901344208322, 0.0322799368262774, 0.0310239858322124, 0.0410546926273405, -0.0073827328455512]|6328.8005317340275724|      0.25000000|[1130, 160, 10, 30]                                                        |  | used linear model with 129 points | iterate success | actual_k=8
      11|[0.0778405060540115, 0.0459749713788805, 0.107390649725988, 0.0068103755657568, -0.0430419487431282, -0.015103914429868, -0.0416323762589514, -0.1204511427846207, -0.0562297314139748, -0.0176635377977973, 0.0769397307164897, 0.0138085300249144, 0.0134123529505541, 0.0264069604018556, -0.0134001290531866, 0.0221267321813286, -0.0670664438897315, -0.1013242009884372, -0.0550445357874976, -0.0962882672990685, 0.0096351242822271, -0.0448349021051744, 0.0110079583267864, -0.057468220942135, 0.0249137280553405, 0.0065693058702491, 0.0214492089603987, -0.0466911187295826, 0.0116370105923596, -0.0795474828963168, 0.1418237805682591, -0.0003861402824959, -0.1036184493896285, 0.0441210265328743, 0.0871485916050453, -0.0549714677670188, -0.124491606413802, -0.0327186207619135, -0.0977766748678681, 0.0619227368570426, 0.015115872993091, -0.1342838963335093, 0.0200394019210409, 0.1284469047740838, 0.0047357623531733, -0.0496987648478826, 0.0708729203552918, -0.014234629443515, 0.0902664978655617, 0.0102319741037835, -0.0607400186046133, -0.0124459945175109, 0.145901344208322, 0.0322799368262774, 0.0310239858322124, 0.0410546926273405, -0.0073827328455512]|6328.8005317340275724|      0.12500000|[1243, 176, 11, 33]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
