k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[97, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[193, 64, 0, 4]                                                            |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[289, 96, 0, 6]                                                            |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       4|[119.99455252093966, -0.0086636049303865, 0.8691961653113012, 109.99114813298088, 0.1955994307150687, 0.8531695253605738, 99.9978839094255, 0.2753033124793609, 0.7091749254524518, 88.00295159623585, 0.3312753994953078, 0.6929683581778173, 86.00428230349881, 0.3370118821034574, 0.6399222075684436, 84.00004397661452, 0.4769660684214881, 0.5194892269012059, 79.9959830026554, 0.6576946082117578, 0.3278710742385801, 75.99200286546136, 0.8871010765105076, 0.1279201448963357, 886.3620192155026, 910.0007058471372, 922.5186779736516, 926.4567003420492, 935.5463958352716, 952.8187744538652, 975.7206035000629]|2571.9553222656250000|      0.25000000|[385, 128, 0, 8]                                                           |  | trying linear partial model with 49 points | iterate success | actual_k=16
       5|[119.99455252093966, -0.0086636049303865, 0.8691961653113012, 109.99114813298088, 0.1955994307150687, 0.8531695253605738, 99.9978839094255, 0.2753033124793609, 0.7091749254524518, 88.00295159623585, 0.3312753994953078, 0.6929683581778173, 86.00428230349881, 0.3370118821034574, 0.6399222075684436, 84.00004397661452, 0.4769660684214881, 0.5194892269012059, 79.9959830026554, 0.6576946082117578, 0.3278710742385801, 75.99200286546136, 0.8871010765105076, 0.1279201448963357, 886.3620192155026, 910.0007058471372, 922.5186779736516, 926.4567003420492, 935.5463958352716, 952.8187744538652, 975.7206035000629]|2571.9553222656250000|      0.12500000|[481, 160, 0, 10]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       6|[119.9931652906425, 0.0227993436798113, 0.8852804240191682, 110.0126947167951, 0.1050269580681586, 0.8256033686471826, 100.00397480215922, 0.3033679256721237, 0.7168717933914415, 87.98693818006267, 0.3675640958082373, 0.7034768676428252, 86.00238017612172, 0.3324798594018821, 0.6347288038645376, 84.00255090225544, 0.4868694638421711, 0.5094158433316998, 79.98141444313505, 0.6694983577960489, 0.3138468333482147, 76.00073442643316, 0.8671974656254513, 0.1222203173790898, 886.3643760222462, 910.0020461875539, 922.5250273543696, 926.4387116884083, 935.5603422127831, 952.8377263103903, 975.7085945482755]|1904.0910644531250000|      0.25000000|[577, 192, 0, 12]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       7|[119.9931652906425, 0.0227993436798113, 0.8852804240191682, 110.0126947167951, 0.1050269580681586, 0.8256033686471826, 100.00397480215922, 0.3033679256721237, 0.7168717933914415, 87.98693818006267, 0.3675640958082373, 0.7034768676428252, 86.00238017612172, 0.3324798594018821, 0.6347288038645376, 84.00255090225544, 0.4868694638421711, 0.5094158433316998, 79.98141444313505, 0.6694983577960489, 0.3138468333482147, 76.00073442643316, 0.8671974656254513, 0.1222203173790898, 886.3643760222462, 910.0020461875539, 922.5250273543696, 926.4387116884083, 935.5603422127831, 952.8377263103903, 975.7085945482755]|1904.0910644531250000|      0.12500000|[673, 224, 1, 15]                                                          |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       8|[119.9931652906425, 0.0227993436798113, 0.8852804240191682, 110.0126947167951, 0.1050269580681586, 0.8256033686471826, 100.00397480215922, 0.3033679256721237, 0.7168717933914415, 87.98693818006267, 0.3675640958082373, 0.7034768676428252, 86.00238017612172, 0.3324798594018821, 0.6347288038645376, 84.00255090225544, 0.4868694638421711, 0.5094158433316998, 79.98141444313505, 0.6694983577960489, 0.3138468333482147, 76.00073442643316, 0.8671974656254513, 0.1222203173790898, 886.3643760222462, 910.0020461875539, 922.5250273543696, 926.4387116884083, 935.5603422127831, 952.8377263103903, 975.7085945482755]|1904.0910644531250000|      0.06250000|[770, 256, 1, 17]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       9|[119.9972675969377, -0.0227319285788294, 0.8681852969477274, 110.01213858915405, 0.1279291155518308, 0.8361713676107889, 100.00444297870536, 0.2790941937993408, 0.7095993356392674, 87.98748496220429, 0.3716378951559228, 0.7089414202412349, 86.00284880063703, 0.3323272248851767, 0.6384419587117219, 84.00061531202374, 0.4859669883349354, 0.5061731100620264, 79.98098806749718, 0.66438648232982, 0.3099482027905741, 75.99951203924788, 0.8639984482634443, 0.1203658468187164, 886.369066876179, 910.0066758276847, 922.5201407512758, 926.4402466985163, 935.5541035904636, 952.8359758390611, 975.7075655990764]|978.4068603515625000|      0.12500000|[866, 288, 1, 19]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
      10|[120.02669949316181, -0.0198104704026871, 0.8703901313119159, 110.00111956286106, 0.1055885596226484, 0.8540644160311075, 100.02138242013092, 0.2596962112460083, 0.7238492152045379, 87.99430632323168, 0.4106562297301039, 0.7415375906916403, 85.96627381206376, 0.3586755893266343, 0.6796317735036381, 84.00323869418845, 0.4631768922332143, 0.4845867859459735, 79.97772169263222, 0.6634447890399383, 0.352640973577553, 76.00989709141747, 0.8380781946555899, 0.1270131950647804, 886.3630995441958, 910.0008612035714, 922.5647231362088, 926.4244063846377, 935.5348926888325, 952.8260029953123, 975.7198764868551]|538.6727294921875000|      0.25000000|[962, 320, 1, 21]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
