k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.02, 4000.0, 250.0]                                                           |1693607809.4361455440521240|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.02, 4000.0, 250.0]                                                           |1693607809.4361455440521240|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[0.02, 4000.0, 250.0]                                                           |1693607809.4361455440521240|      0.25000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.02, 4000.0, 250.0]                                                           |1693607809.4361455440521240|      0.12500000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.0719706459599173, 3999.89128341077, 250.03323785770365]                      |203523539.8107993602752686|      0.25000000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       5|[0.0719706459599173, 3999.89128341077, 250.03323785770365]                      |203523539.8107993602752686|      0.12500000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.0719706459599173, 3999.89128341077, 250.03323785770365]                      |203523539.8107993602752686|      0.06250000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.0719706459599173, 3999.89128341077, 250.03323785770365]                      |203523539.8107993602752686|      0.03125000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[0.0610033978650904, 3999.913835712603, 250.0145917950828]                      |12926336.8035858962684870|      0.06250000|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       9|[0.0610033978650904, 3999.913835712603, 250.0145917950828]                      |12926336.8035858962684870|      0.03125000|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.0610033978650904, 3999.913835712603, 250.0145917950828]                      |12926336.8035858962684870|      0.01562500|[50, 0, 10, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.0610033978650904, 3999.913835712603, 250.0145917950828]                      |12926336.8035858962684870|      0.00781250|[55, 0, 11, 22]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.0610033978650904, 3999.913835712603, 250.0145917950828]                      |12926336.8035858962684870|      0.00390625|[60, 0, 12, 24]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[0.0593528362675609, 3999.911959175782, 250.0115896216976]                      |7449228.6410072781145573|      0.00781250|[65, 0, 13, 26]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      14|[0.0593528362675609, 3999.911959175782, 250.0115896216976]                      |7449228.6410072781145573|      0.00390625|[70, 0, 14, 28]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      15|[0.0593528362675609, 3999.911959175782, 250.0115896216976]                      |7449228.6410072781145573|      0.00195312|[75, 0, 15, 30]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
