k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.50000000|[81, 0, 1, 6]                                                              |  | used linear model with 81 points | iterate failure | actual_k=0
       2|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.25000000|[162, 0, 2, 12]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       3|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.12500000|[243, 0, 3, 18]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       4|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.06250000|[324, 0, 4, 24]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       5|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.03125000|[405, 0, 5, 30]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       6|[4.139693008036318, 0.0435300777235902, 0.1852002824343162, 0.0207298579139088, 1.6544086681973569, 0.0252432570951391, 1.191178039039289, 0.0246180466398792, 0.2922056592778357, 0.0231726405927555, 0.3304784155946096, 0.0197154447512822, 0.0811367676155702, 0.0221856876993423, 0.25171158467681, 0.0227750932663413, 1.39518287739598, 0.0244833204249843, 1.172835915165489, 0.0201239163627139, 0.0859001364453961, 0.0204203905890458, 0.1273347805119177, 0.0220113686660514, 0.3046285337047384, 0.0203514087442702, 0.1081249652961432, 0.0177322135398601, 0.1200157821650251, 0.0217836956563447, 0.5491176370782186, 0.0166317066209362, 0.0098864212770303, 0.0163711985546079, 0.0913082843530939, 0.0178794225775348, 0.112141355741719, 0.0172470008523064, 0.0438819009748624, 0.0201619192139896, 0.0978444916011958, 0.0180760456110804, 0.2858238213111086, 0.0188962949200072, 0.4202480849858757, 0.0177648020629804, 0.1649602386511414, 0.018423484888191, 0.0688017631786457, 0.0165808793577054, 0.3156139592397913, 0.0190728843868099, 0.1409073649783836, 0.0217427658407359, 0.2873253344798326, 0.0202398405553576, 0.060756931040646, 0.0173069247803831, 0.1499705010064977, 0.0171496608788205, 0.1911412795648568, 0.0212023343590392, 0.1526002162042676, 0.0210593549998491, 0.3939524639525576, 0.0213454765775563]|177195.8440990117960609|      0.06250000|[486, 0, 6, 36]                                                            |  | used linear model with 81 points | iterate success | actual_k=0
       7|[4.144627946096714, 0.0617362931637669, 0.1940794059526956, 0.0268388958498219, 1.6651008701400478, 0.0487955384310193, 1.1919798393851329, 0.0404237831907143, 0.2869507050146699, 0.0242860738789984, 0.3242300785338077, 0.0186244933392647, 0.0738352214836976, 0.0227409834510051, 0.2633246218479533, 0.0216743176519603, 1.3956302116132258, 0.0341008131376077, 1.1726377552571727, 0.0411276429453959, 0.0924543604421288, 0.0143287046848266, 0.1162386190964872, 0.0238332098719341, 0.3173263274832739, 0.0153929014192798, 0.0958747855620233, 0.0198429354202096, 0.1214689219488182, 0.0186028762171564, 0.5371538153653204, 0.0281355209223361, 0.0088018243805218, 0.0114359828788566, 0.0915668292744858, 0.0208730526802314, 0.104965814397491, 0.0237002402254438, 0.0425359530607157, 0.0148032718782955, 0.1052681991780047, 0.011007341498451, 0.2901932440387495, 0.0203840994259652, 0.4266564089367823, 0.0236228508810671, 0.1624891403722068, 0.0276937418996424, 0.0773839284092997, 0.0177421847940468, 0.3181333048717951, 0.0259702750070733, 0.1322640939115638, 0.0302523853634553, 0.2863410385209793, 0.0135417875140201, 0.0650033247012007, 0.0143022436046405, 0.1526456805718179, 0.0167372619082039, 0.1964645231949138, 0.016779413652048, 0.1508048919002631, 0.0230165271679943, 0.3916743508212469, 0.0257170069071775]|137649.4523532312305178|      0.12500000|[567, 0, 7, 42]                                                            |  | used linear model with 81 points | iterate success | actual_k=0
       8|[4.144627946096714, 0.0617362931637669, 0.1940794059526956, 0.0268388958498219, 1.6651008701400478, 0.0487955384310193, 1.1919798393851329, 0.0404237831907143, 0.2869507050146699, 0.0242860738789984, 0.3242300785338077, 0.0186244933392647, 0.0738352214836976, 0.0227409834510051, 0.2633246218479533, 0.0216743176519603, 1.3956302116132258, 0.0341008131376077, 1.1726377552571727, 0.0411276429453959, 0.0924543604421288, 0.0143287046848266, 0.1162386190964872, 0.0238332098719341, 0.3173263274832739, 0.0153929014192798, 0.0958747855620233, 0.0198429354202096, 0.1214689219488182, 0.0186028762171564, 0.5371538153653204, 0.0281355209223361, 0.0088018243805218, 0.0114359828788566, 0.0915668292744858, 0.0208730526802314, 0.104965814397491, 0.0237002402254438, 0.0425359530607157, 0.0148032718782955, 0.1052681991780047, 0.011007341498451, 0.2901932440387495, 0.0203840994259652, 0.4266564089367823, 0.0236228508810671, 0.1624891403722068, 0.0276937418996424, 0.0773839284092997, 0.0177421847940468, 0.3181333048717951, 0.0259702750070733, 0.1322640939115638, 0.0302523853634553, 0.2863410385209793, 0.0135417875140201, 0.0650033247012007, 0.0143022436046405, 0.1526456805718179, 0.0167372619082039, 0.1964645231949138, 0.016779413652048, 0.1508048919002631, 0.0230165271679943, 0.3916743508212469, 0.0257170069071775]|137649.4523532312305178|      0.06250000|[648, 0, 8, 48]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       9|[4.144627946096714, 0.0617362931637669, 0.1940794059526956, 0.0268388958498219, 1.6651008701400478, 0.0487955384310193, 1.1919798393851329, 0.0404237831907143, 0.2869507050146699, 0.0242860738789984, 0.3242300785338077, 0.0186244933392647, 0.0738352214836976, 0.0227409834510051, 0.2633246218479533, 0.0216743176519603, 1.3956302116132258, 0.0341008131376077, 1.1726377552571727, 0.0411276429453959, 0.0924543604421288, 0.0143287046848266, 0.1162386190964872, 0.0238332098719341, 0.3173263274832739, 0.0153929014192798, 0.0958747855620233, 0.0198429354202096, 0.1214689219488182, 0.0186028762171564, 0.5371538153653204, 0.0281355209223361, 0.0088018243805218, 0.0114359828788566, 0.0915668292744858, 0.0208730526802314, 0.104965814397491, 0.0237002402254438, 0.0425359530607157, 0.0148032718782955, 0.1052681991780047, 0.011007341498451, 0.2901932440387495, 0.0203840994259652, 0.4266564089367823, 0.0236228508810671, 0.1624891403722068, 0.0276937418996424, 0.0773839284092997, 0.0177421847940468, 0.3181333048717951, 0.0259702750070733, 0.1322640939115638, 0.0302523853634553, 0.2863410385209793, 0.0135417875140201, 0.0650033247012007, 0.0143022436046405, 0.1526456805718179, 0.0167372619082039, 0.1964645231949138, 0.016779413652048, 0.1508048919002631, 0.0230165271679943, 0.3916743508212469, 0.0257170069071775]|137649.4523532312305178|      0.03125000|[729, 0, 9, 54]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
      10|[4.145035195258502, 0.0821221239592254, 0.1959645498928576, 0.0277754129017156, 1.6702515121276624, 0.0540130007417164, 1.1935295669226116, 0.0482205634418797, 0.2845689680889141, 0.0247340302410554, 0.3249843250749653, 0.0217205668299632, 0.0755278840491312, 0.0239725461859332, 0.2586707609819578, 0.0195533216632256, 1.3954673481088358, 0.0372106437357952, 1.171719064587803, 0.0394794675703624, 0.0921892640118364, 0.0127923335414262, 0.1129275435124985, 0.0256308781075433, 0.3223073057133333, 0.0222507940660436, 0.0920482622879848, 0.0221025253472034, 0.1197216967567289, 0.0221977523960808, 0.5382158417148066, 0.0299573595850905, 0.0062726452431982, 0.0125701783301475, 0.0934080655877512, 0.0147184599182417, 0.1056571680673165, 0.0270796088405046, 0.0439214099237376, 0.0158262358100218, 0.1088500651633399, 0.0078484580752404, 0.2875125882053834, 0.0243147123201615, 0.4253194236284392, 0.0236712483684568, 0.1641989920465965, 0.0267277350766359, 0.0797553946941093, 0.0195381941715366, 0.3123792964387722, 0.0269360556545007, 0.1329886495500122, 0.0279240505335399, 0.286911068233123, 0.0144046434768572, 0.0646269762446117, 0.0139246942858333, 0.1587207642204073, 0.0113292098892824, 0.1990327091884906, 0.0137042029333857, 0.1510494122788923, 0.0249064506219985, 0.3917373072473277, 0.0259165297214173]|124144.4221889577311231|      0.06250000|[810, 0, 10, 60]                                                           |  | used linear model with 81 points | iterate success | actual_k=0
      11|[4.145035195258502, 0.0821221239592254, 0.1959645498928576, 0.0277754129017156, 1.6702515121276624, 0.0540130007417164, 1.1935295669226116, 0.0482205634418797, 0.2845689680889141, 0.0247340302410554, 0.3249843250749653, 0.0217205668299632, 0.0755278840491312, 0.0239725461859332, 0.2586707609819578, 0.0195533216632256, 1.3954673481088358, 0.0372106437357952, 1.171719064587803, 0.0394794675703624, 0.0921892640118364, 0.0127923335414262, 0.1129275435124985, 0.0256308781075433, 0.3223073057133333, 0.0222507940660436, 0.0920482622879848, 0.0221025253472034, 0.1197216967567289, 0.0221977523960808, 0.5382158417148066, 0.0299573595850905, 0.0062726452431982, 0.0125701783301475, 0.0934080655877512, 0.0147184599182417, 0.1056571680673165, 0.0270796088405046, 0.0439214099237376, 0.0158262358100218, 0.1088500651633399, 0.0078484580752404, 0.2875125882053834, 0.0243147123201615, 0.4253194236284392, 0.0236712483684568, 0.1641989920465965, 0.0267277350766359, 0.0797553946941093, 0.0195381941715366, 0.3123792964387722, 0.0269360556545007, 0.1329886495500122, 0.0279240505335399, 0.286911068233123, 0.0144046434768572, 0.0646269762446117, 0.0139246942858333, 0.1587207642204073, 0.0113292098892824, 0.1990327091884906, 0.0137042029333857, 0.1510494122788923, 0.0249064506219985, 0.3917373072473277, 0.0259165297214173]|124144.4221889577311231|      0.03125000|[891, 0, 11, 66]                                                           |  | used linear model with 81 points | iterate failure | actual_k=0
