k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[65, 0, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=0
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[130, 0, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=0
       3|[100.00117680132645, 0.1221007632833654, 0.2625952904044968, 0.931087046655473, 100.00044142935161, 0.0541460826854518, 0.2059405442508869, 0.7859744569850888, 99.9988977373298, -0.0271488395605819, 0.2479307541850368, 0.7651053123438997, 100.00117264380302, 0.1992930447062089, 0.3560674658994754, 0.6312414057417538, 99.99818874751392, 0.1998072912739819, 0.4399291583164496, 0.2640060903452424, 100.00018189483849, 0.6132998686348052, 0.6171233532385383, 0.0162259612678848, 300.00000070976483, 299.99999141520885, 299.99999891747416, 300.0000833210505, 299.99983839676736]|569.6592761790881241|      0.50000000|[195, 0, 3, 6]                                                             |  | used linear model with 65 points | iterate success | actual_k=0
       4|[100.00117680132645, 0.1221007632833654, 0.2625952904044968, 0.931087046655473, 100.00044142935161, 0.0541460826854518, 0.2059405442508869, 0.7859744569850888, 99.9988977373298, -0.0271488395605819, 0.2479307541850368, 0.7651053123438997, 100.00117264380302, 0.1992930447062089, 0.3560674658994754, 0.6312414057417538, 99.99818874751392, 0.1998072912739819, 0.4399291583164496, 0.2640060903452424, 100.00018189483849, 0.6132998686348052, 0.6171233532385383, 0.0162259612678848, 300.00000070976483, 299.99999141520885, 299.99999891747416, 300.0000833210505, 299.99983839676736]|569.6592761790881241|      0.25000000|[260, 0, 4, 8]                                                             |  | used linear model with 65 points | iterate failure | actual_k=0
       5|[100.00117680132645, 0.1221007632833654, 0.2625952904044968, 0.931087046655473, 100.00044142935161, 0.0541460826854518, 0.2059405442508869, 0.7859744569850888, 99.9988977373298, -0.0271488395605819, 0.2479307541850368, 0.7651053123438997, 100.00117264380302, 0.1992930447062089, 0.3560674658994754, 0.6312414057417538, 99.99818874751392, 0.1998072912739819, 0.4399291583164496, 0.2640060903452424, 100.00018189483849, 0.6132998686348052, 0.6171233532385383, 0.0162259612678848, 300.00000070976483, 299.99999141520885, 299.99999891747416, 300.0000833210505, 299.99983839676736]|569.6592761790881241|      0.12500000|[325, 0, 5, 10]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       6|[100.00141531288081, 0.138152056475441, 0.2712091293360228, 0.9356679695769137, 100.0004296997359, 0.0543086065057891, 0.2034977788255873, 0.782557440036392, 99.99949424579782, 0.0380557012167898, 0.2787685559565278, 0.7785594734709994, 99.99991499613314, 0.1233009570810508, 0.3112545419277774, 0.6044940380345585, 99.99851105740282, 0.2258443974377617, 0.4604707539363535, 0.2796881362834803, 100.0001509295071, 0.6107319436189952, 0.6140043861089532, 0.013357706388381, 300.00001393958826, 299.99999254189174, 299.9999940648688, 300.00000418117855, 299.99984480934546]|257.0810971304014174|      0.25000000|[390, 0, 6, 12]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       7|[100.00141531288081, 0.138152056475441, 0.2712091293360228, 0.9356679695769137, 100.0004296997359, 0.0543086065057891, 0.2034977788255873, 0.782557440036392, 99.99949424579782, 0.0380557012167898, 0.2787685559565278, 0.7785594734709994, 99.99991499613314, 0.1233009570810508, 0.3112545419277774, 0.6044940380345585, 99.99851105740282, 0.2258443974377617, 0.4604707539363535, 0.2796881362834803, 100.0001509295071, 0.6107319436189952, 0.6140043861089532, 0.013357706388381, 300.00001393958826, 299.99999254189174, 299.9999940648688, 300.00000418117855, 299.99984480934546]|257.0810971304014174|      0.12500000|[455, 0, 7, 14]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       8|[100.00154298043567, 0.1485599585440794, 0.2783986853426972, 0.9407256146942843, 100.0015409431073, 0.1559261337687527, 0.2518442614736773, 0.8027574561450136, 99.99933815729139, 0.0328356499093355, 0.2575541566531659, 0.754458046347646, 99.99977656025033, 0.1128083304601873, 0.304628910185182, 0.5997933228762535, 99.99802272368653, 0.1970208360447738, 0.4469627123189846, 0.2742831128245353, 100.00021608667981, 0.6151776656768788, 0.6199938257684948, 0.0191830763242683, 300.00002078907096, 300.0000070424165, 300.0000185617805, 299.9999938663449, 299.99980589691455]|232.6372307676117259|      0.25000000|[520, 0, 8, 16]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       9|[100.00154298043567, 0.1485599585440794, 0.2783986853426972, 0.9407256146942843, 100.0015409431073, 0.1559261337687527, 0.2518442614736773, 0.8027574561450136, 99.99933815729139, 0.0328356499093355, 0.2575541566531659, 0.754458046347646, 99.99977656025033, 0.1128083304601873, 0.304628910185182, 0.5997933228762535, 99.99802272368653, 0.1970208360447738, 0.4469627123189846, 0.2742831128245353, 100.00021608667981, 0.6151776656768788, 0.6199938257684948, 0.0191830763242683, 300.00002078907096, 300.0000070424165, 300.0000185617805, 299.9999938663449, 299.99980589691455]|232.6372307676117259|      0.12500000|[585, 0, 9, 18]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
      10|[100.00154298043567, 0.1485599585440794, 0.2783986853426972, 0.9407256146942843, 100.0015409431073, 0.1559261337687527, 0.2518442614736773, 0.8027574561450136, 99.99933815729139, 0.0328356499093355, 0.2575541566531659, 0.754458046347646, 99.99977656025033, 0.1128083304601873, 0.304628910185182, 0.5997933228762535, 99.99802272368653, 0.1970208360447738, 0.4469627123189846, 0.2742831128245353, 100.00021608667981, 0.6151776656768788, 0.6199938257684948, 0.0191830763242683, 300.00002078907096, 300.0000070424165, 300.0000185617805, 299.9999938663449, 299.99980589691455]|232.6372307676117259|      0.06250000|[650, 0, 10, 20]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
      11|[100.00203722804959, 0.1785444374106189, 0.2936492476890339, 0.948229017042306, 100.00119860073406, 0.1328904945464036, 0.2356489117080843, 0.7911942500252503, 99.9996972384057, 0.0650354061119471, 0.2758872744232642, 0.7649631058239901, 99.99961723506415, 0.1001677287399105, 0.2951582540953133, 0.5927399332212349, 99.99797435981432, 0.1944466576478806, 0.4465892627327915, 0.2749041556683173, 100.00022387809425, 0.6157033284480595, 0.6207608144764765, 0.019967415960058, 300.00004237018993, 299.99999291381084, 300.0000280427508, 299.9999883792877, 299.99980190905484]|132.1622170374229768|      0.12500000|[715, 0, 11, 22]                                                           |  | used linear model with 65 points | iterate success | actual_k=0
      12|[100.00321363471085, 0.2431758091792624, 0.3289707636093867, 0.9675799959486158, 100.00212502756344, 0.2003159040388134, 0.2585854909398033, 0.7919225026140214, 99.99992417994272, 0.0910801785834469, 0.2730525486493079, 0.7518900344858148, 99.99976589528085, 0.1175017393745576, 0.2994950855082302, 0.5905152018815442, 99.99722710941231, 0.1456242863843569, 0.4189688357328156, 0.2600462956863905, 100.00027070628018, 0.6221712586082928, 0.6297397633941804, 0.0288447692850965, 300.0000815065908, 299.99999890934123, 300.0000499035782, 300.0000095669643, 299.9997200289443]| 96.1617441464099585|      0.25000000|[780, 0, 12, 24]                                                           |  | used linear model with 65 points | iterate success | actual_k=0
      13|[100.00321363471085, 0.2431758091792624, 0.3289707636093867, 0.9675799959486158, 100.00212502756344, 0.2003159040388134, 0.2585854909398033, 0.7919225026140214, 99.99992417994272, 0.0910801785834469, 0.2730525486493079, 0.7518900344858148, 99.99976589528085, 0.1175017393745576, 0.2994950855082302, 0.5905152018815442, 99.99722710941231, 0.1456242863843569, 0.4189688357328156, 0.2600462956863905, 100.00027070628018, 0.6221712586082928, 0.6297397633941804, 0.0288447692850965, 300.0000815065908, 299.99999890934123, 300.0000499035782, 300.0000095669643, 299.9997200289443]| 96.1617441464099585|      0.12500000|[845, 0, 13, 26]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
      14|[100.00321363471085, 0.2431758091792624, 0.3289707636093867, 0.9675799959486158, 100.00212502756344, 0.2003159040388134, 0.2585854909398033, 0.7919225026140214, 99.99992417994272, 0.0910801785834469, 0.2730525486493079, 0.7518900344858148, 99.99976589528085, 0.1175017393745576, 0.2994950855082302, 0.5905152018815442, 99.99722710941231, 0.1456242863843569, 0.4189688357328156, 0.2600462956863905, 100.00027070628018, 0.6221712586082928, 0.6297397633941804, 0.0288447692850965, 300.0000815065908, 299.99999890934123, 300.0000499035782, 300.0000095669643, 299.9997200289443]| 96.1617441464099585|      0.06250000|[910, 0, 14, 28]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
      15|[100.00324551033741, 0.2446800367310709, 0.3303389270405429, 0.9687860759798137, 100.00214792340088, 0.2019386921935227, 0.2594006929749932, 0.7917763266408961, 100.00035299575974, 0.1245314144652911, 0.2886106277642559, 0.7585162862912119, 99.99933253295855, 0.0839397551737558, 0.2793595601138363, 0.5780852955155891, 99.9974980050924, 0.1678682235589783, 0.4329811484763565, 0.2691567989791918, 100.00023170759198, 0.6191860140451309, 0.6262117025943214, 0.0256667805406879, 300.00007901649843, 299.9999982977785, 300.0000710888949, 299.99998850829667, 299.99972402677184]| 85.0059598715415206|      0.12500000|[975, 0, 15, 30]                                                           |  | used linear model with 65 points | iterate success | actual_k=0
      16|[100.00324551033741, 0.2446800367310709, 0.3303389270405429, 0.9687860759798137, 100.00214792340088, 0.2019386921935227, 0.2594006929749932, 0.7917763266408961, 100.00035299575974, 0.1245314144652911, 0.2886106277642559, 0.7585162862912119, 99.99933253295855, 0.0839397551737558, 0.2793595601138363, 0.5780852955155891, 99.9974980050924, 0.1678682235589783, 0.4329811484763565, 0.2691567989791918, 100.00023170759198, 0.6191860140451309, 0.6262117025943214, 0.0256667805406879, 300.00007901649843, 299.9999982977785, 300.0000710888949, 299.99998850829667, 299.99972402677184]| 85.0059598715415206|      0.06250000|[1040, 0, 16, 32]                                                          |  | used linear model with 65 points | iterate failure | actual_k=0
      17|[100.00324551033741, 0.2446800367310709, 0.3303389270405429, 0.9687860759798137, 100.00214792340088, 0.2019386921935227, 0.2594006929749932, 0.7917763266408961, 100.00035299575974, 0.1245314144652911, 0.2886106277642559, 0.7585162862912119, 99.99933253295855, 0.0839397551737558, 0.2793595601138363, 0.5780852955155891, 99.9974980050924, 0.1678682235589783, 0.4329811484763565, 0.2691567989791918, 100.00023170759198, 0.6191860140451309, 0.6262117025943214, 0.0256667805406879, 300.00007901649843, 299.9999982977785, 300.0000710888949, 299.99998850829667, 299.99972402677184]| 85.0059598715415206|      0.03125000|[1105, 0, 17, 34]                                                          |  | used linear model with 65 points | iterate failure | actual_k=0
      18|[100.00321499188357, 0.2430572028636177, 0.3298930435747388, 0.9688966996915856, 100.00237641597008, 0.2157929752425087, 0.2665673594974934, 0.7950886501443996, 100.00017935926986, 0.1126327848409757, 0.2802940955242704, 0.7527855436809705, 99.99952683948976, 0.1006306306097399, 0.2887426118476676, 0.583216871010967, 99.99741396127028, 0.1614903263167778, 0.4278693426984276, 0.265364319133192, 100.00024089083934, 0.6197111812284751, 0.6270070658382642, 0.0264869638252884, 300.0000764036324, 300.00000902194375, 300.0000647306217, 299.99999573846713, 299.9997220833996]| 66.0257985299121088|      0.06250000|[1170, 0, 18, 36]                                                          |  | used linear model with 65 points | iterate success | actual_k=0
      19|[100.00321499188357, 0.2430572028636177, 0.3298930435747388, 0.9688966996915856, 100.00237641597008, 0.2157929752425087, 0.2665673594974934, 0.7950886501443996, 100.00017935926986, 0.1126327848409757, 0.2802940955242704, 0.7527855436809705, 99.99952683948976, 0.1006306306097399, 0.2887426118476676, 0.583216871010967, 99.99741396127028, 0.1614903263167778, 0.4278693426984276, 0.265364319133192, 100.00024089083934, 0.6197111812284751, 0.6270070658382642, 0.0264869638252884, 300.0000764036324, 300.00000902194375, 300.0000647306217, 299.99999573846713, 299.9997220833996]| 66.0257985299121088|      0.03125000|[1235, 0, 19, 38]                                                          |  | used linear model with 65 points | iterate failure | actual_k=0
      20|[100.00321499188357, 0.2430572028636177, 0.3298930435747388, 0.9688966996915856, 100.00237641597008, 0.2157929752425087, 0.2665673594974934, 0.7950886501443996, 100.00017935926986, 0.1126327848409757, 0.2802940955242704, 0.7527855436809705, 99.99952683948976, 0.1006306306097399, 0.2887426118476676, 0.583216871010967, 99.99741396127028, 0.1614903263167778, 0.4278693426984276, 0.265364319133192, 100.00024089083934, 0.6197111812284751, 0.6270070658382642, 0.0264869638252884, 300.0000764036324, 300.00000902194375, 300.0000647306217, 299.99999573846713, 299.9997220833996]| 66.0257985299121088|      0.01562500|[1300, 0, 20, 40]                                                          |  | used linear model with 65 points | iterate failure | actual_k=0
      21|[100.00339004032861, 0.2514186334226096, 0.3346099801886788, 0.9716369316065374, 100.0023817787365, 0.2156923074783396, 0.2653408839106713, 0.7930920159384306, 100.00031602207162, 0.1229117702382568, 0.2846526696561575, 0.7543494961352404, 99.99955939617645, 0.1029591614791385, 0.2888785311474765, 0.5822542999307097, 99.99744083768744, 0.16361264522931, 0.4281664537471137, 0.2651269685803379, 100.00023360524276, 0.6191027210835005, 0.6264695140539307, 0.026111784397395, 300.0000844408158, 300.0000101619409, 300.0000710214361, 299.999998112681, 299.9997229938279]| 63.0444130194924881|      0.03125000|[1365, 0, 21, 42]                                                          |  | used linear model with 65 points | iterate success | actual_k=0
      22|[100.00339004032861, 0.2514186334226096, 0.3346099801886788, 0.9716369316065374, 100.0023817787365, 0.2156923074783396, 0.2653408839106713, 0.7930920159384306, 100.00031602207162, 0.1229117702382568, 0.2846526696561575, 0.7543494961352404, 99.99955939617645, 0.1029591614791385, 0.2888785311474765, 0.5822542999307097, 99.99744083768744, 0.16361264522931, 0.4281664537471137, 0.2651269685803379, 100.00023360524276, 0.6191027210835005, 0.6264695140539307, 0.026111784397395, 300.0000844408158, 300.0000101619409, 300.0000710214361, 299.999998112681, 299.9997229938279]| 63.0444130194924881|      0.01562500|[1430, 0, 22, 44]                                                          |  | used linear model with 65 points | iterate failure | actual_k=0
