k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.50000000|[61, 20, 1, 6]                                                             |  | used linear model with 81 points | iterate failure | actual_k=4
       2|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.25000000|[122, 40, 2, 12]                                                           |  | used linear model with 81 points | iterate failure | actual_k=4
       3|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.12500000|[183, 60, 3, 18]                                                           |  | used linear model with 81 points | iterate failure | actual_k=4
       4|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.06250000|[244, 80, 4, 24]                                                           |  | used linear model with 81 points | iterate failure | actual_k=4
       5|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.03125000|[305, 100, 5, 30]                                                          |  | used linear model with 81 points | iterate failure | actual_k=4
       6|[4.140310161583625, 0.0433961520300818, 0.1852925770435271, 0.0213841289161013, 1.65441242742862, 0.0254515352068042, 1.1915733545273652, 0.0232437973785585, 0.2917993479332832, 0.0232465339535911, 0.3304249462436831, 0.0207841116323388, 0.0814195836882067, 0.0208426305135612, 0.2522976141211778, 0.0216777224130946, 1.3946149562464547, 0.024371506063668, 1.173042136457144, 0.0191420180324247, 0.0860714276147503, 0.0207614452825342, 0.1266745839274899, 0.0215332342795183, 0.3045400930386543, 0.0205213927882719, 0.1082256268221828, 0.0182725916630453, 0.1209842260406888, 0.0209641885246519, 0.5489844323208677, 0.0163213986002068, 0.0106456649976927, 0.0166768576049876, 0.0914342871511255, 0.0182861957548362, 0.1122188343261551, 0.0165547647493785, 0.0450892585266898, 0.0201010077757216, 0.0973412919089747, 0.0177135373758847, 0.2860284935902085, 0.0195778719966454, 0.4205709055368064, 0.0181816798888242, 0.1646383535522338, 0.0188116885720026, 0.0680939528533973, 0.0171383774203253, 0.3156173983484115, 0.0194974267850304, 0.1403929574434349, 0.020529582155876, 0.2872683376571959, 0.0203471336688193, 0.0601269611210461, 0.0169627649287448, 0.1506637079427867, 0.017536740136045, 0.1911268859602888, 0.0213870162625902, 0.1521713207877565, 0.0206279387361384, 0.3932803395544091, 0.0222330469685041]|178349.4316343202372082|      0.06250000|[366, 120, 6, 36]                                                          |  | used linear model with 81 points | iterate success | actual_k=4
       7|[4.140310161583625, 0.0433961520300818, 0.1852925770435271, 0.0213841289161013, 1.65441242742862, 0.0254515352068042, 1.1915733545273652, 0.0232437973785585, 0.2917993479332832, 0.0232465339535911, 0.3304249462436831, 0.0207841116323388, 0.0814195836882067, 0.0208426305135612, 0.2522976141211778, 0.0216777224130946, 1.3946149562464547, 0.024371506063668, 1.173042136457144, 0.0191420180324247, 0.0860714276147503, 0.0207614452825342, 0.1266745839274899, 0.0215332342795183, 0.3045400930386543, 0.0205213927882719, 0.1082256268221828, 0.0182725916630453, 0.1209842260406888, 0.0209641885246519, 0.5489844323208677, 0.0163213986002068, 0.0106456649976927, 0.0166768576049876, 0.0914342871511255, 0.0182861957548362, 0.1122188343261551, 0.0165547647493785, 0.0450892585266898, 0.0201010077757216, 0.0973412919089747, 0.0177135373758847, 0.2860284935902085, 0.0195778719966454, 0.4205709055368064, 0.0181816798888242, 0.1646383535522338, 0.0188116885720026, 0.0680939528533973, 0.0171383774203253, 0.3156173983484115, 0.0194974267850304, 0.1403929574434349, 0.020529582155876, 0.2872683376571959, 0.0203471336688193, 0.0601269611210461, 0.0169627649287448, 0.1506637079427867, 0.017536740136045, 0.1911268859602888, 0.0213870162625902, 0.1521713207877565, 0.0206279387361384, 0.3932803395544091, 0.0222330469685041]|178349.4316343202372082|      0.03125000|[427, 140, 7, 42]                                                          |  | used linear model with 81 points | iterate failure | actual_k=4
       8|[4.1370791304891625, 0.0609125657498878, 0.1896657378155895, 0.0183069194658473, 1.6539671846670043, 0.0316961734215737, 1.1897869326567119, 0.031186317502348, 0.2931273055503876, 0.0260147886545267, 0.3352645174054911, 0.0173630650020442, 0.0831889009448886, 0.0200259177922259, 0.2504109295201453, 0.0205789407701091, 1.3963479464060375, 0.0263380970159504, 1.1757541980936859, 0.0271836152940679, 0.0839060201124848, 0.02475824759168, 0.1238836539232946, 0.0215828384678278, 0.3063515659168737, 0.0242467077844217, 0.1036436650710327, 0.0205541504124534, 0.1240432853831832, 0.0211265979349467, 0.5480348296587186, 0.0229303863866201, 0.0097448399879504, 0.0196359677979473, 0.089389430786566, 0.0172559337276976, 0.1123957830814095, 0.0189177069631482, 0.042474685090212, 0.0232842621091744, 0.093458342906881, 0.017441433125958, 0.2844009009732816, 0.0201841372520607, 0.4224362978683727, 0.0185439534251099, 0.1656653003357728, 0.0134064677707667, 0.0682598865629373, 0.0120736322131761, 0.3084477339126803, 0.0240365638103419, 0.137634697366064, 0.0212948310529339, 0.2883674157582868, 0.0224615183349463, 0.0642073849312308, 0.0154940629869868, 0.1554897581973846, 0.0167628620098221, 0.193137949830793, 0.0250001835807912, 0.1509661224652084, 0.0201868178460437, 0.3936637847905869, 0.0244360858491786]|149535.4195525416871533|      0.06250000|[488, 160, 8, 48]                                                          |  | used linear model with 81 points | iterate success | actual_k=4
       9|[4.1370791304891625, 0.0609125657498878, 0.1896657378155895, 0.0183069194658473, 1.6539671846670043, 0.0316961734215737, 1.1897869326567119, 0.031186317502348, 0.2931273055503876, 0.0260147886545267, 0.3352645174054911, 0.0173630650020442, 0.0831889009448886, 0.0200259177922259, 0.2504109295201453, 0.0205789407701091, 1.3963479464060375, 0.0263380970159504, 1.1757541980936859, 0.0271836152940679, 0.0839060201124848, 0.02475824759168, 0.1238836539232946, 0.0215828384678278, 0.3063515659168737, 0.0242467077844217, 0.1036436650710327, 0.0205541504124534, 0.1240432853831832, 0.0211265979349467, 0.5480348296587186, 0.0229303863866201, 0.0097448399879504, 0.0196359677979473, 0.089389430786566, 0.0172559337276976, 0.1123957830814095, 0.0189177069631482, 0.042474685090212, 0.0232842621091744, 0.093458342906881, 0.017441433125958, 0.2844009009732816, 0.0201841372520607, 0.4224362978683727, 0.0185439534251099, 0.1656653003357728, 0.0134064677707667, 0.0682598865629373, 0.0120736322131761, 0.3084477339126803, 0.0240365638103419, 0.137634697366064, 0.0212948310529339, 0.2883674157582868, 0.0224615183349463, 0.0642073849312308, 0.0154940629869868, 0.1554897581973846, 0.0167628620098221, 0.193137949830793, 0.0250001835807912, 0.1509661224652084, 0.0201868178460437, 0.3936637847905869, 0.0244360858491786]|149535.4195525416871533|      0.03125000|[549, 180, 9, 54]                                                          |  | used linear model with 81 points | iterate failure | actual_k=4
      10|[4.13731264921585, 0.0748663132710628, 0.1885559166001749, 0.021209437184748, 1.6588815260940548, 0.0422884892461296, 1.1921559517684093, 0.041022171720375, 0.2907303348367804, 0.0242088846841387, 0.3371584451300563, 0.0211584339303629, 0.0839005714735706, 0.0207772627274749, 0.24144048841757, 0.0185884692422553, 1.394651090528855, 0.0297505694255585, 1.1731106722341473, 0.0331450797441545, 0.0838518240693348, 0.0239620683805725, 0.1203330214694327, 0.0228069211513087, 0.3100759184288436, 0.0297660814694601, 0.1002140579428891, 0.0209776969303896, 0.1250705847719432, 0.02439150096464, 0.5511843770546961, 0.0228770912623896, 0.0043071472522247, 0.0217241447774296, 0.0927952184076378, 0.0139383947753581, 0.1124715406136215, 0.0195640705242406, 0.0422475009509267, 0.0240394341141328, 0.0992412226160212, 0.0141840507308062, 0.2827020702849563, 0.0205274951650449, 0.4237219014833586, 0.0198150029752798, 0.1647242472102389, 0.0146863654627853, 0.0710306609151859, 0.0167239424181693, 0.3037727943729826, 0.024836451285461, 0.1367038909193113, 0.0252981905779807, 0.2874294231244109, 0.0218404186517393, 0.0647012868775742, 0.0157948265835914, 0.1603436786528062, 0.0104729737931853, 0.194791339081378, 0.0222110443408087, 0.152878781866136, 0.0237556591423272, 0.3936976213227147, 0.0251302685231031]|133390.0498732474225108|      0.06250000|[610, 200, 10, 60]                                                         |  | used linear model with 81 points | iterate success | actual_k=4
      11|[4.136144985440823, 0.0916430346519882, 0.1855432523194915, 0.0150608874620467, 1.6537372439436446, 0.0647886500657258, 1.1908208975946641, 0.0509350246905913, 0.2934214603518202, 0.0257650938623624, 0.3548630501946404, 0.0274702396623721, 0.0787965294680844, 0.0229970824169837, 0.2369098241680515, 0.0099164264443951, 1.393542897488912, 0.0449510262451136, 1.1750159728686482, 0.0301838118301618, 0.0924479107026849, 0.0122287806036331, 0.1209433201565936, 0.0177050988378081, 0.3121689412831007, 0.0321253954892787, 0.0961930820355737, 0.023240717612413, 0.1209205379013336, 0.0156112884185057, 0.5542832847416417, 0.02915056341678, 0.0024945078428759, 0.0142919240973334, 0.1101155381978642, 0.0299923429454681, 0.1106323324638238, 0.0220132524707761, 0.0528518253729571, 0.0244111697671434, 0.103877882052306, 0.0186413111567738, 0.287972646346913, 0.0322425858895757, 0.4087742627065156, 0.0230394866411725, 0.1668761692792358, 0.0204098955966609, 0.0749993034813583, 0.0122086803435256, 0.3069910587359307, 0.0320774781323313, 0.1423242686193335, 0.0173101863125353, 0.2899622674862073, 0.0250001680692802, 0.0594180619739931, 0.0112181429861392, 0.165554053396557, 0.0139425201272559, 0.1843909943106851, 0.0177604865000703, 0.1488853465905683, 0.0148990995946907, 0.3923948105053084, 0.032766166234747]|118119.6639376499952050|      0.12500000|[671, 220, 11, 66]                                                         |  | used linear model with 81 points | iterate success | actual_k=4
      12|[4.136144985440823, 0.0916430346519882, 0.1855432523194915, 0.0150608874620467, 1.6537372439436446, 0.0647886500657258, 1.1908208975946641, 0.0509350246905913, 0.2934214603518202, 0.0257650938623624, 0.3548630501946404, 0.0274702396623721, 0.0787965294680844, 0.0229970824169837, 0.2369098241680515, 0.0099164264443951, 1.393542897488912, 0.0449510262451136, 1.1750159728686482, 0.0301838118301618, 0.0924479107026849, 0.0122287806036331, 0.1209433201565936, 0.0177050988378081, 0.3121689412831007, 0.0321253954892787, 0.0961930820355737, 0.023240717612413, 0.1209205379013336, 0.0156112884185057, 0.5542832847416417, 0.02915056341678, 0.0024945078428759, 0.0142919240973334, 0.1101155381978642, 0.0299923429454681, 0.1106323324638238, 0.0220132524707761, 0.0528518253729571, 0.0244111697671434, 0.103877882052306, 0.0186413111567738, 0.287972646346913, 0.0322425858895757, 0.4087742627065156, 0.0230394866411725, 0.1668761692792358, 0.0204098955966609, 0.0749993034813583, 0.0122086803435256, 0.3069910587359307, 0.0320774781323313, 0.1423242686193335, 0.0173101863125353, 0.2899622674862073, 0.0250001680692802, 0.0594180619739931, 0.0112181429861392, 0.165554053396557, 0.0139425201272559, 0.1843909943106851, 0.0177604865000703, 0.1488853465905683, 0.0148990995946907, 0.3923948105053084, 0.032766166234747]|118119.6639376499952050|      0.06250000|[732, 240, 12, 72]                                                         |  | used linear model with 81 points | iterate failure | actual_k=4
      13|[4.136144985440823, 0.0916430346519882, 0.1855432523194915, 0.0150608874620467, 1.6537372439436446, 0.0647886500657258, 1.1908208975946641, 0.0509350246905913, 0.2934214603518202, 0.0257650938623624, 0.3548630501946404, 0.0274702396623721, 0.0787965294680844, 0.0229970824169837, 0.2369098241680515, 0.0099164264443951, 1.393542897488912, 0.0449510262451136, 1.1750159728686482, 0.0301838118301618, 0.0924479107026849, 0.0122287806036331, 0.1209433201565936, 0.0177050988378081, 0.3121689412831007, 0.0321253954892787, 0.0961930820355737, 0.023240717612413, 0.1209205379013336, 0.0156112884185057, 0.5542832847416417, 0.02915056341678, 0.0024945078428759, 0.0142919240973334, 0.1101155381978642, 0.0299923429454681, 0.1106323324638238, 0.0220132524707761, 0.0528518253729571, 0.0244111697671434, 0.103877882052306, 0.0186413111567738, 0.287972646346913, 0.0322425858895757, 0.4087742627065156, 0.0230394866411725, 0.1668761692792358, 0.0204098955966609, 0.0749993034813583, 0.0122086803435256, 0.3069910587359307, 0.0320774781323313, 0.1423242686193335, 0.0173101863125353, 0.2899622674862073, 0.0250001680692802, 0.0594180619739931, 0.0112181429861392, 0.165554053396557, 0.0139425201272559, 0.1843909943106851, 0.0177604865000703, 0.1488853465905683, 0.0148990995946907, 0.3923948105053084, 0.032766166234747]|118119.6639376499952050|      0.03125000|[793, 260, 13, 78]                                                         |  | used linear model with 81 points | iterate failure | actual_k=4
