k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.25000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.12500000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       4|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.06250000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.03125000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.01562500|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.00781250|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       8|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.00390625|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       9|[0.4997272941621676, 1.4999173996821222, -1.000312921058849, 0.0138314835565569, 0.0193680095390263]|  0.1640221336076449|      0.00781250|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
      10|[0.4997272941621676, 1.4999173996821222, -1.000312921058849, 0.0138314835565569, 0.0193680095390263]|  0.1640221336076449|      0.00390625|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[0.4997272941621676, 1.4999173996821222, -1.000312921058849, 0.0138314835565569, 0.0193680095390263]|  0.1640221336076449|      0.00195312|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      12|[0.4997272941621676, 1.4999173996821222, -1.000312921058849, 0.0138314835565569, 0.0193680095390263]|  0.1640221336076449|      0.00097656|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[0.4997282805633346, 1.4996833090624089, -1.0001852540739515, 0.0147650283018848, 0.0194732249115674]|  0.1598037729272670|      0.00195312|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      14|[0.4997282805633346, 1.4996833090624089, -1.0001852540739515, 0.0147650283018848, 0.0194732249115674]|  0.1598037729272670|      0.00097656|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[0.4997282805633346, 1.4996833090624089, -1.0001852540739515, 0.0147650283018848, 0.0194732249115674]|  0.1598037729272670|      0.00048828|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[0.4996497052288554, 1.4997589935577194, -1.0002538043516056, 0.0144373101750077, 0.0198114822719194]|  0.1547889569727742|      0.00097656|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      17|[0.499840317327278, 1.5000275903569296, -1.0008966808398112, 0.0143852513225901, 0.0204666134042835]|  0.1536764835433425|      0.00195312|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      18|[0.499840317327278, 1.5000275903569296, -1.0008966808398112, 0.0143852513225901, 0.0204666134042835]|  0.1536764835433425|      0.00097656|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[0.499840317327278, 1.5000275903569296, -1.0008966808398112, 0.0143852513225901, 0.0204666134042835]|  0.1536764835433425|      0.00048828|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[0.4996671241457737, 1.4999663108965846, -1.000967326609817, 0.0148312482386303, 0.0204942440898498]|  0.1503809310526815|      0.00097656|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      21|[0.4996671241457737, 1.4999663108965846, -1.000967326609817, 0.0148312482386303, 0.0204942440898498]|  0.1503809310526815|      0.00048828|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[0.4997247222168346, 1.5000143807574153, -1.0007767164768346, 0.0147527911967906, 0.0209304809516366]|  0.1484711077335366|      0.00097656|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      23|[0.4991539777434351, 1.4996079503179611, -1.0009564445697352, 0.0151192483104226, 0.0214746742599987]|  0.1435803905069954|      0.00195312|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      24|[0.4974426751439845, 1.500287513460397, -1.0015440120866916, 0.0151892659659494, 0.0217470647060747]|  0.1384816340312645|      0.00390625|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      25|[0.4974426751439845, 1.500287513460397, -1.0015440120866916, 0.0151892659659494, 0.0217470647060747]|  0.1384816340312645|      0.00195312|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
