k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0]                                                              |83210000.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.021803988564155, 10.082620175301571, 9.00365744208338]                      |32972796.0000000000000000|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[10.021803988564155, 10.082620175301571, 9.00365744208338]                      |32972796.0000000000000000|      1.00000000|[13, 4, 1, 5]                                                              |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[9.81298239827956, 10.529656754075154, 8.13385755666753]                        |12519191.0000000000000000|      2.00000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[9.622970147382752, 10.138249855099021, 6.181757153526592]                      |1565376.1250000000000000|      4.00000000|[26, 8, 1, 9]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[9.622970147382752, 10.138249855099021, 6.181757153526592]                      |1565376.1250000000000000|      2.00000000|[32, 10, 1, 11]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[9.622970147382752, 10.138249855099021, 6.181757153526592]                      |1565376.1250000000000000|      1.00000000|[38, 12, 1, 13]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[9.622970147382752, 10.138249855099021, 6.181757153526592]                      |1565376.1250000000000000|      0.50000000|[44, 14, 1, 15]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[9.622970147382752, 10.138249855099021, 6.181757153526592]                      |1565376.1250000000000000|      0.25000000|[50, 16, 1, 17]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[9.622970147382752, 10.138249855099021, 6.181757153526592]                      |1565376.1250000000000000|      0.12500000|[56, 18, 1, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[9.584211549124124, 10.12451797638482, 6.063713913279618]                       |1438859.2500000000000000|      0.25000000|[62, 20, 1, 21]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[9.496962393398796, 10.05453035329735, 5.84013100373646]                        |1252085.5000000000000000|      0.50000000|[68, 22, 1, 23]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[9.533284114991774, 9.939647926050016, 5.354865344071279]                       |1099245.1250000000000000|      1.00000000|[74, 24, 1, 25]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[9.108868857568558, 9.039748462264537, 5.455128220276744]                       |815566.1875000000000000|      2.00000000|[80, 26, 1, 27]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[8.323849515519623, 8.314365170306614, 3.764695224752419]                       |473692.8437500000000000|      4.00000000|[86, 28, 1, 29]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[8.323849515519623, 8.314365170306614, 3.764695224752419]                       |473692.8437500000000000|      2.00000000|[92, 30, 1, 31]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
