k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[37, 12, 0, 3]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[73, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[120.01978778918742, -0.0597606797901704, 0.8556005671647573, 109.94662927439796, 0.1595409305706689, 0.7779303184086089, 100.00630766211555, 0.2707688220243895, 0.758010346909424, 88.00283019004543, 0.3478261654019587, 0.6593646179094538, 85.97830123294094, 0.3244788175343979, 0.6464270677918141, 83.96847654104283, 0.5168549370792543, 0.5299196193544023, 79.97136533972461, 0.6265874366413184, 0.2656345176432436, 76.00570795877576, 0.8779447563389665, 0.1277632290915227, 886.3324010918521, 910.017636499048, 922.463176674496, 926.4903132226889, 935.6464226303016, 952.8544094764812, 975.7279847333784]|2224.9450683593750000|      0.50000000|[97, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[120.01978778918742, -0.0597606797901704, 0.8556005671647573, 109.94662927439796, 0.1595409305706689, 0.7779303184086089, 100.00630766211555, 0.2707688220243895, 0.758010346909424, 88.00283019004543, 0.3478261654019587, 0.6593646179094538, 85.97830123294094, 0.3244788175343979, 0.6464270677918141, 83.96847654104283, 0.5168549370792543, 0.5299196193544023, 79.97136533972461, 0.6265874366413184, 0.2656345176432436, 76.00570795877576, 0.8779447563389665, 0.1277632290915227, 886.3324010918521, 910.017636499048, 922.463176674496, 926.4903132226889, 935.6464226303016, 952.8544094764812, 975.7279847333784]|2224.9450683593750000|      0.25000000|[133, 44, 1, 12]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[120.01978778918742, -0.0597606797901704, 0.8556005671647573, 109.94662927439796, 0.1595409305706689, 0.7779303184086089, 100.00630766211555, 0.2707688220243895, 0.758010346909424, 88.00283019004543, 0.3478261654019587, 0.6593646179094538, 85.97830123294094, 0.3244788175343979, 0.6464270677918141, 83.96847654104283, 0.5168549370792543, 0.5299196193544023, 79.97136533972461, 0.6265874366413184, 0.2656345176432436, 76.00570795877576, 0.8779447563389665, 0.1277632290915227, 886.3324010918521, 910.017636499048, 922.463176674496, 926.4903132226889, 935.6464226303016, 952.8544094764812, 975.7279847333784]|2224.9450683593750000|      0.12500000|[170, 56, 1, 15]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[120.03418199956958, -0.0373761832537855, 0.887636848001612, 109.95664479251964, 0.1495466984312011, 0.7606066916881393, 100.01513809487943, 0.2099401323705749, 0.7680811690510857, 88.00112543643309, 0.3572746117458287, 0.6853394380142261, 86.0009839983369, 0.3402204925060698, 0.6426516479019512, 83.9858963283627, 0.4963595309911502, 0.4757000444075045, 79.95982793845758, 0.6050419562990675, 0.2678666842364391, 75.98101348799321, 0.8316613319321117, 0.1379300754231115, 886.322761027192, 910.0174685652237, 922.4623182536172, 926.4884037717858, 935.648022498841, 952.8412771757396, 975.7040288657115]|884.8386840820312500|      0.25000000|[194, 64, 1, 17]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       7|[120.03418199956958, -0.0373761832537855, 0.887636848001612, 109.95664479251964, 0.1495466984312011, 0.7606066916881393, 100.01513809487943, 0.2099401323705749, 0.7680811690510857, 88.00112543643309, 0.3572746117458287, 0.6853394380142261, 86.0009839983369, 0.3402204925060698, 0.6426516479019512, 83.9858963283627, 0.4963595309911502, 0.4757000444075045, 79.95982793845758, 0.6050419562990675, 0.2678666842364391, 75.98101348799321, 0.8316613319321117, 0.1379300754231115, 886.322761027192, 910.0174685652237, 922.4623182536172, 926.4884037717858, 935.648022498841, 952.8412771757396, 975.7040288657115]|884.8386840820312500|      0.12500000|[231, 76, 2, 21]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[120.03102474510298, -0.0274282884086819, 0.8795983748311984, 109.92362666687964, 0.0849542722814834, 0.79349305757256, 100.02109007856608, 0.2077462244850136, 0.7647808736886311, 87.97228295187156, 0.3689934434147988, 0.6814031918377979, 85.99528611093145, 0.3671136825468879, 0.6357564690249375, 84.02073603054903, 0.4546754496497639, 0.4502803411746899, 79.9212799781202, 0.6146313114430736, 0.2594007838167086, 76.00518267708493, 0.8267617278841286, 0.1623065226102502, 886.3410264464432, 910.0271928721675, 922.452238084871, 926.476315284786, 935.6530020488983, 952.8416761868641, 975.693160923652]|342.9339599609375000|      0.25000000|[255, 84, 2, 23]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       9|[120.03102474510298, -0.0274282884086819, 0.8795983748311984, 109.92362666687964, 0.0849542722814834, 0.79349305757256, 100.02109007856608, 0.2077462244850136, 0.7647808736886311, 87.97228295187156, 0.3689934434147988, 0.6814031918377979, 85.99528611093145, 0.3671136825468879, 0.6357564690249375, 84.02073603054903, 0.4546754496497639, 0.4502803411746899, 79.9212799781202, 0.6146313114430736, 0.2594007838167086, 76.00518267708493, 0.8267617278841286, 0.1623065226102502, 886.3410264464432, 910.0271928721675, 922.452238084871, 926.476315284786, 935.6530020488983, 952.8416761868641, 975.693160923652]|342.9339599609375000|      0.12500000|[291, 96, 2, 26]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[120.03102474510298, -0.0274282884086819, 0.8795983748311984, 109.92362666687964, 0.0849542722814834, 0.79349305757256, 100.02109007856608, 0.2077462244850136, 0.7647808736886311, 87.97228295187156, 0.3689934434147988, 0.6814031918377979, 85.99528611093145, 0.3671136825468879, 0.6357564690249375, 84.02073603054903, 0.4546754496497639, 0.4502803411746899, 79.9212799781202, 0.6146313114430736, 0.2594007838167086, 76.00518267708493, 0.8267617278841286, 0.1623065226102502, 886.3410264464432, 910.0271928721675, 922.452238084871, 926.476315284786, 935.6530020488983, 952.8416761868641, 975.693160923652]|342.9339599609375000|      0.06250000|[327, 108, 2, 29]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
