k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      0.50000000|[10, 3, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=1
       2|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      0.25000000|[20, 6, 2, 8]                                                              |  | used linear model with 13 points | iterate failure | actual_k=1
       3|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      0.12500000|[30, 9, 3, 12]                                                             |  | used linear model with 13 points | iterate failure | actual_k=1
       4|[0.058371525592821, 0.096684502178698, 0.110657483221499, 0.1069907268042525, 0.0577302886076529, 0.0690424087121972, 0.063978177946358, 0.053594359794598, 0.030095884848607, 0.0486591390675234]|  1.0252285475393543|      0.25000000|[40, 12, 4, 16]                                                            |  | used linear model with 13 points | iterate success | actual_k=1
       5|[0.058371525592821, 0.096684502178698, 0.110657483221499, 0.1069907268042525, 0.0577302886076529, 0.0690424087121972, 0.063978177946358, 0.053594359794598, 0.030095884848607, 0.0486591390675234]|  1.0252285475393543|      0.12500000|[50, 15, 5, 20]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       6|[0.058371525592821, 0.096684502178698, 0.110657483221499, 0.1069907268042525, 0.0577302886076529, 0.0690424087121972, 0.063978177946358, 0.053594359794598, 0.030095884848607, 0.0486591390675234]|  1.0252285475393543|      0.06250000|[60, 18, 6, 24]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       7|[0.0622873143958262, 0.0978964829995991, 0.109947145067127, 0.0823634075575713, 0.0522714981677365, 0.0377821302290801, 0.0445989647092568, 0.0586100483529659, 0.0252322160784644, 0.0056350928636815]|  0.6049265514615214|      0.12500000|[70, 21, 7, 28]                                                            |  | used linear model with 13 points | iterate success | actual_k=1
       8|[0.0622873143958262, 0.0978964829995991, 0.109947145067127, 0.0823634075575713, 0.0522714981677365, 0.0377821302290801, 0.0445989647092568, 0.0586100483529659, 0.0252322160784644, 0.0056350928636815]|  0.6049265514615214|      0.06250000|[80, 24, 8, 32]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       9|[0.0518868342575855, 0.111029385260961, 0.092218767299753, 0.0624392199645216, 0.0262324081112891, 0.0347544225099507, 0.0216327193300926, 0.0221174414479874, 0.0156118966799804, 0.0222311076176956]|  0.3009132009404644|      0.12500000|[90, 27, 9, 36]                                                            |  | used linear model with 13 points | iterate success | actual_k=1
      10|[0.0518868342575855, 0.111029385260961, 0.092218767299753, 0.0624392199645216, 0.0262324081112891, 0.0347544225099507, 0.0216327193300926, 0.0221174414479874, 0.0156118966799804, 0.0222311076176956]|  0.3009132009404644|      0.06250000|[100, 30, 10, 40]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      11|[0.0518868342575855, 0.111029385260961, 0.092218767299753, 0.0624392199645216, 0.0262324081112891, 0.0347544225099507, 0.0216327193300926, 0.0221174414479874, 0.0156118966799804, 0.0222311076176956]|  0.3009132009404644|      0.03125000|[110, 33, 11, 44]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      12|[0.0593079915439658, 0.1149362547272965, 0.0955190987532045, 0.0602938959953992, 0.0365289637527615, 0.0240082493832612, 0.0064291619028721, 0.010908145390544, 0.0011956266620869, 0.0120033962340604]|  0.2145162387534267|      0.06250000|[120, 36, 12, 48]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      13|[0.0593079915439658, 0.1149362547272965, 0.0955190987532045, 0.0602938959953992, 0.0365289637527615, 0.0240082493832612, 0.0064291619028721, 0.010908145390544, 0.0011956266620869, 0.0120033962340604]|  0.2145162387534267|      0.03125000|[130, 39, 13, 52]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      14|[0.0593079915439658, 0.1149362547272965, 0.0955190987532045, 0.0602938959953992, 0.0365289637527615, 0.0240082493832612, 0.0064291619028721, 0.010908145390544, 0.0011956266620869, 0.0120033962340604]|  0.2145162387534267|      0.01562500|[140, 42, 14, 56]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      15|[0.0593079915439658, 0.1149362547272965, 0.0955190987532045, 0.0602938959953992, 0.0365289637527615, 0.0240082493832612, 0.0064291619028721, 0.010908145390544, 0.0011956266620869, 0.0120033962340604]|  0.2145162387534267|      0.00781250|[150, 45, 15, 60]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      16|[0.0567330517717017, 0.1144359982906916, 0.0969159246067987, 0.0540950189406366, 0.0354921516661, 0.0219135792463378, 0.0049789628126412, 0.0122102021592522, 0.0031816163770022, 0.0127598214107671]|  0.2057223059454997|      0.01562500|[160, 48, 16, 64]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      17|[0.0563932180259317, 0.1123017549472615, 0.0967630010043518, 0.0466944440494949, 0.0263602861365802, 0.0161736833787415, 0.0053728989497538, 0.0108609096620248, -0.0048948339357016, 0.0138256782641143]|  0.1815298904703453|      0.03125000|[170, 51, 17, 68]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      18|[0.0563932180259317, 0.1123017549472615, 0.0967630010043518, 0.0466944440494949, 0.0263602861365802, 0.0161736833787415, 0.0053728989497538, 0.0108609096620248, -0.0048948339357016, 0.0138256782641143]|  0.1815298904703453|      0.01562500|[180, 54, 18, 72]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      19|[0.0563932180259317, 0.1123017549472615, 0.0967630010043518, 0.0466944440494949, 0.0263602861365802, 0.0161736833787415, 0.0053728989497538, 0.0108609096620248, -0.0048948339357016, 0.0138256782641143]|  0.1815298904703453|      0.00781250|[190, 57, 19, 76]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
