k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.1, 0.1]                                                                 |  0.0779631030810730|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.1, 0.1]                                                                 |  0.0779631030810730|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.1, 0.1, 0.1]                                                                 |  0.0779631030810730|      0.25000000|[13, 4, 1, 5]                                                              |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.1, 0.1, 0.1]                                                                 |  0.0779631030810730|      0.12500000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.0232876860732491, 0.0047389939763367, 0.0742015189717842]                    |  0.0056245760060847|      0.25000000|[26, 8, 1, 9]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.0232876860732491, 0.0047389939763367, 0.0742015189717842]                    |  0.0056245760060847|      0.12500000|[32, 10, 1, 11]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.0232876860732491, 0.0047389939763367, 0.0742015189717842]                    |  0.0056245760060847|      0.06250000|[38, 12, 1, 13]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.0232876860732491, 0.0047389939763367, 0.0742015189717842]                    |  0.0056245760060847|      0.03125000|[44, 14, 1, 15]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.0427361592645063, 0.0290539018614336, 0.0768669729796795]                    |  0.0025855749845505|      0.06250000|[50, 16, 1, 17]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.0427361592645063, 0.0290539018614336, 0.0768669729796795]                    |  0.0025855749845505|      0.03125000|[56, 18, 1, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.0427361592645063, 0.0290539018614336, 0.0768669729796795]                    |  0.0025855749845505|      0.01562500|[62, 20, 1, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.0427361592645063, 0.0290539018614336, 0.0768669729796795]                    |  0.0025855749845505|      0.00781250|[68, 22, 1, 23]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.0427361592645063, 0.0290539018614336, 0.0768669729796795]                    |  0.0025855749845505|      0.00390625|[74, 24, 1, 25]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.0390565600568136, 0.0277503042828102, 0.0770082956114637]                    |  0.0022331604268402|      0.00781250|[80, 26, 1, 27]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[0.0371164276158406, 0.0226630805984021, 0.0826110804142454]                    |  0.0020244836341590|      0.01562500|[86, 28, 1, 29]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[0.0371164276158406, 0.0226630805984021, 0.0826110804142454]                    |  0.0020244836341590|      0.00781250|[92, 30, 1, 31]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
