k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      0.25000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[0.1808220448700646, 0.2797562469084798, 0.3364829248192022, 0.307611535294475, 0.4597501142425097, 0.7385078373944829, 0.7729463043440696, 0.8662339072636708, 0.8852079887368054, 0.9050856479829364]| 21.1354630173785232|      0.50000000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       4|[0.1808220448700646, 0.2797562469084798, 0.3364829248192022, 0.307611535294475, 0.4597501142425097, 0.7385078373944829, 0.7729463043440696, 0.8662339072636708, 0.8852079887368054, 0.9050856479829364]| 21.1354630173785232|      0.25000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[0.1808220448700646, 0.2797562469084798, 0.3364829248192022, 0.307611535294475, 0.4597501142425097, 0.7385078373944829, 0.7729463043440696, 0.8662339072636708, 0.8852079887368054, 0.9050856479829364]| 21.1354630173785232|      0.12500000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[0.1840491131379955, 0.2650383932987634, 0.3114467753818256, 0.2876472664608291, 0.3443702508571673, 0.7633956029943365, 0.7827039189444641, 0.863614996873348, 0.9029688851752812, 0.9002734677275656]|  6.1646944307335083|      0.25000000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=2
       7|[0.1840491131379955, 0.2650383932987634, 0.3114467753818256, 0.2876472664608291, 0.3443702508571673, 0.7633956029943365, 0.7827039189444641, 0.863614996873348, 0.9029688851752812, 0.9002734677275656]|  6.1646944307335083|      0.12500000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       8|[0.1840491131379955, 0.2650383932987634, 0.3114467753818256, 0.2876472664608291, 0.3443702508571673, 0.7633956029943365, 0.7827039189444641, 0.863614996873348, 0.9029688851752812, 0.9002734677275656]|  6.1646944307335083|      0.06250000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[0.1931645213291497, 0.2640141198795172, 0.3277318640683014, 0.2783952364409982, 0.3229599302030762, 0.7972625468408945, 0.8174990884686485, 0.8555880401822631, 0.8931555846824965, 0.9225107694060776]|  4.8493115179147335|      0.12500000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
      10|[0.2273785343321471, 0.3316969385879708, 0.3220127556239644, 0.2892850685390836, 0.261729775803213, 0.833293105050661, 0.8628913515784358, 0.8516185261664558, 0.8428481989607224, 0.9142791147280016]|  4.0196779119009687|      0.25000000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      11|[0.2273785343321471, 0.3316969385879708, 0.3220127556239644, 0.2892850685390836, 0.261729775803213, 0.833293105050661, 0.8628913515784358, 0.8516185261664558, 0.8428481989607224, 0.9142791147280016]|  4.0196779119009687|      0.12500000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[0.2273785343321471, 0.3316969385879708, 0.3220127556239644, 0.2892850685390836, 0.261729775803213, 0.833293105050661, 0.8628913515784358, 0.8516185261664558, 0.8428481989607224, 0.9142791147280016]|  4.0196779119009687|      0.06250000|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[0.2273785343321471, 0.3316969385879708, 0.3220127556239644, 0.2892850685390836, 0.261729775803213, 0.833293105050661, 0.8628913515784358, 0.8516185261664558, 0.8428481989607224, 0.9142791147280016]|  4.0196779119009687|      0.03125000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[0.2302185777171933, 0.3453282566713065, 0.3339105117505843, 0.2914113692621569, 0.2457020454670922, 0.8501641040115583, 0.8640825143360379, 0.8570452501344247, 0.836867131296463, 0.9196125889670353]|  3.5892802115488407|      0.06250000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      15|[0.2302185777171933, 0.3453282566713065, 0.3339105117505843, 0.2914113692621569, 0.2457020454670922, 0.8501641040115583, 0.8640825143360379, 0.8570452501344247, 0.836867131296463, 0.9196125889670353]|  3.5892802115488407|      0.03125000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
