k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[105.0, 96.0, 230.0]                                                            |63019.3221809944880079|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[105.51911659720962, 96.47722194596192, 229.29093218039893]                     |61326.4922825164321694|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[107.1076814025029, 97.1353141161852, 228.26947412698982]                       |58232.8607081619702512|      4.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       3|[109.13754653810794, 98.86919780922419, 225.29066650140058]                     |51886.1506358431361150|      8.00000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       4|[113.6397970863086, 102.585251061026, 219.82068585874745]                       |40327.8790616146798129|     16.00000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       5|[128.4882073906827, 101.48789837811117, 213.96231334393957]                     |26145.5748301640087448|     32.00000000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       6|[142.95948833470135, 129.54922425296087, 208.75232121488855]                    |7168.7100377075685174|     64.00000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       7|[142.95948833470135, 129.54922425296087, 208.75232121488855]                    |7168.7100377075685174|     32.00000000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[142.95948833470135, 129.54922425296087, 208.75232121488855]                    |7168.7100377075685174|     16.00000000|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[146.00153909557523, 118.85957825474435, 197.24243869589296]                    |5021.0171680875446327|     32.00000000|[36, 9, 9, 18]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
      10|[146.00153909557523, 118.85957825474435, 197.24243869589296]                    |5021.0171680875446327|     16.00000000|[40, 10, 10, 20]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[154.44671875752115, 128.39661007057393, 187.56132488490462]                    |2060.8333100019376616|     32.00000000|[44, 11, 11, 22]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      12|[154.44671875752115, 128.39661007057393, 187.56132488490462]                    |2060.8333100019376616|     16.00000000|[48, 12, 12, 24]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[154.44671875752115, 128.39661007057393, 187.56132488490462]                    |2060.8333100019376616|      8.00000000|[52, 13, 13, 26]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      14|[154.44671875752115, 128.39661007057393, 187.56132488490462]                    |2060.8333100019376616|      4.00000000|[56, 14, 14, 28]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      15|[154.44671875752115, 128.39661007057393, 187.56132488490462]                    |2060.8333100019376616|      2.00000000|[60, 15, 15, 30]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
