k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.6, -0.6, 20.0]                                                               |2340.4195868458514269|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6, -0.6, 20.0]                                                               |2340.4195868458514269|      0.50000000|[11, 0, 0, 4]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[0.9018464415673023, -0.9630353263209783, 19.83539721279341]                    |833.9415283203125000|      1.00000000|[17, 0, 0, 6]                                                              |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       3|[0.9018464415673023, -0.9630353263209783, 19.83539721279341]                    |833.9415283203125000|      0.50000000|[27, 0, 0, 10]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.4235691102298555, -1.0922131528809131, 19.90295373323357]                    |548.7928466796875000|      1.00000000|[33, 0, 0, 12]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       5|[0.4235691102298555, -1.0922131528809131, 19.90295373323357]                    |548.7928466796875000|      0.50000000|[43, 0, 0, 16]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.9186020341776114, -1.1422315316566136, 19.85355164833439]                    |362.6118469238281250|      1.00000000|[49, 0, 0, 18]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       7|[0.9186020341776114, -1.1422315316566136, 19.85355164833439]                    |362.6118469238281250|      0.50000000|[59, 0, 0, 22]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.9186020341776114, -1.1422315316566136, 19.85355164833439]                    |362.6118469238281250|      0.25000000|[69, 0, 0, 26]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.9186020341776114, -1.1422315316566136, 19.85355164833439]                    |362.6118469238281250|      0.12500000|[79, 0, 0, 30]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
