k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]                                                  |564.8131740000001173|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.1189868448490907, 0.2524008365419305, 1.0264763750185846, 0.334877959887667, 0.9392810331246215, 0.3105358393287857]|480.0289916992187500|      2.00000000|[25, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | iterate success | actual_k=4
       2|[-0.1189868448490907, 0.2524008365419305, 1.0264763750185846, 0.334877959887667, 0.9392810331246215, 0.3105358393287857]|480.0289916992187500|      1.00000000|[49, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[0.6754682968410449, 0.2386871281007563, 1.2597929172189586, -0.0485752235740972, 0.5383670635011859, 0.2302364107357033]|441.2520446777343750|      2.00000000|[73, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[0.6754682968410449, 0.2386871281007563, 1.2597929172189586, -0.0485752235740972, 0.5383670635011859, 0.2302364107357033]|441.2520446777343750|      1.00000000|[97, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[0.6932526311309051, 0.4508989073350125, 1.3055466409853547, -0.186207568655854, 1.5038764594248422, 0.1927474931727929]|348.2370910644531250|      2.00000000|[121, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       6|[0.6932526311309051, 0.4508989073350125, 1.3055466409853547, -0.186207568655854, 1.5038764594248422, 0.1927474931727929]|348.2370910644531250|      1.00000000|[145, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[1.1194742233560875, 0.6256052192704992, 1.9111134645326842, 0.4134724270741477, 1.2757856292758873, 0.290010831759096]|150.3477935791015625|      2.00000000|[169, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       8|[1.1194742233560875, 0.6256052192704992, 1.9111134645326842, 0.4134724270741477, 1.2757856292758873, 0.290010831759096]|150.3477935791015625|      1.00000000|[193, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[1.1194742233560875, 0.6256052192704992, 1.9111134645326842, 0.4134724270741477, 1.2757856292758873, 0.290010831759096]|150.3477935791015625|      0.50000000|[217, 72, 1, 19]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[1.1194742233560875, 0.6256052192704992, 1.9111134645326842, 0.4134724270741477, 1.2757856292758873, 0.290010831759096]|150.3477935791015625|      0.25000000|[242, 80, 2, 22]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      11|[1.1194742233560875, 0.6256052192704992, 1.9111134645326842, 0.4134724270741477, 1.2757856292758873, 0.290010831759096]|150.3477935791015625|      0.12500000|[267, 88, 2, 24]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[1.1026773290546765, 0.7091805978698444, 1.9024901338679714, 0.4392529083912985, 1.3590542745044611, 0.2638314867156399]|141.2926330566406250|      0.25000000|[291, 96, 2, 26]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      13|[1.1026773290546765, 0.7091805978698444, 1.9024901338679714, 0.4392529083912985, 1.3590542745044611, 0.2638314867156399]|141.2926330566406250|      0.12500000|[315, 104, 2, 28]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      14|[1.1665440127313467, 0.6738011400108928, 1.979168354672364, 0.4845351434643559, 1.4070115392998246, 0.2558058358286782]|139.5858154296875000|      0.25000000|[339, 112, 2, 30]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      15|[1.1665440127313467, 0.6738011400108928, 1.979168354672364, 0.4845351434643559, 1.4070115392998246, 0.2558058358286782]|139.5858154296875000|      0.12500000|[363, 120, 2, 32]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      16|[1.065766128482825, 0.6630984465949504, 1.9661454870397324, 0.5486836664777189, 1.403831164053102, 0.2232554513892749]|133.5905303955078125|      0.25000000|[387, 128, 2, 34]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      17|[1.065766128482825, 0.6630984465949504, 1.9661454870397324, 0.5486836664777189, 1.403831164053102, 0.2232554513892749]|133.5905303955078125|      0.12500000|[411, 136, 2, 36]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      18|[0.9952881681876768, 0.6184859990403337, 2.044442377044464, 0.5967889485744329, 1.3988514733751287, 0.2091746784503932]|127.4346160888671875|      0.25000000|[435, 144, 2, 38]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      19|[0.9952881681876768, 0.6184859990403337, 2.044442377044464, 0.5967889485744329, 1.3988514733751287, 0.2091746784503932]|127.4346160888671875|      0.12500000|[459, 152, 3, 41]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      20|[0.9220919767086423, 0.6915324385427365, 2.0365263675705108, 0.6632660299416725, 1.3813771425938748, 0.2211878978205427]|125.7075881958007812|      0.25000000|[484, 160, 3, 43]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      21|[0.9220919767086423, 0.6915324385427365, 2.0365263675705108, 0.6632660299416725, 1.3813771425938748, 0.2211878978205427]|125.7075881958007812|      0.12500000|[508, 168, 3, 45]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      22|[0.9377176656346676, 0.6672541975064378, 2.1439095719352967, 0.6655662593987925, 1.4083593660036775, 0.1709194102519955]|123.4612274169921875|      0.25000000|[532, 176, 3, 47]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      23|[0.9377176656346676, 0.6672541975064378, 2.1439095719352967, 0.6655662593987925, 1.4083593660036775, 0.1709194102519955]|123.4612274169921875|      0.12500000|[556, 184, 3, 49]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      24|[0.8883564266855638, 0.6412186442355081, 2.116283841232138, 0.7173288336718291, 1.3382067820287453, 0.2353141920644303]|119.3267059326171875|      0.25000000|[580, 192, 3, 51]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      25|[0.7220642717054524, 0.7054025893441842, 2.2569248938276476, 0.8204869739690464, 1.329133275002856, 0.2502642511898949]|107.1987533569335938|      0.50000000|[604, 200, 3, 53]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
