k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.50000000|[17, 0, 1, 5]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.25000000|[34, 0, 2, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=0
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.12500000|[51, 0, 3, 15]                                                             |  | used linear model with 17 points | iterate failure | actual_k=0
       4|[0.0198984667958188, 0.0083549339599852, 0.0245288664185665, 0.0584505836425538, 0.036608755406867, 0.030328250856552, 0.0656295990587328, 0.0380481493757571, 0.0117829636299178, 0.0459697916721688, 0.0214641211917877, 0.0203330245894429]| 19.8082460361509476|      0.25000000|[68, 0, 4, 20]                                                             |  | used linear model with 17 points | iterate success | actual_k=0
       5|[-0.0204896957404851, 0.145785275520249, 0.1064536304207322, 0.1571652187808844, 0.1036821958050881, 0.003834351526652, 0.0628566787042832, 0.0420057240557096, -0.041048926876865, 0.0161775245843149, 0.0338089027164658, -0.1080030394822871]| 10.2429461806256974|      0.50000000|[85, 0, 5, 25]                                                             |  | used linear model with 17 points | iterate success | actual_k=0
       6|[-0.0204896957404851, 0.145785275520249, 0.1064536304207322, 0.1571652187808844, 0.1036821958050881, 0.003834351526652, 0.0628566787042832, 0.0420057240557096, -0.041048926876865, 0.0161775245843149, 0.0338089027164658, -0.1080030394822871]| 10.2429461806256974|      0.25000000|[102, 0, 6, 30]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       7|[-0.0204896957404851, 0.145785275520249, 0.1064536304207322, 0.1571652187808844, 0.1036821958050881, 0.003834351526652, 0.0628566787042832, 0.0420057240557096, -0.041048926876865, 0.0161775245843149, 0.0338089027164658, -0.1080030394822871]| 10.2429461806256974|      0.12500000|[119, 0, 7, 35]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       8|[-0.0372682734292758, 0.2360027113911889, 0.144840664524112, 0.1619376879009472, 0.1369422766816436, -0.0175747205913844, 0.0830984287599146, 0.0699257325858562, -0.0353229456031651, 0.0553859599962602, 0.0255423941809246, -0.1442755172578958]|  6.9046806358558159|      0.25000000|[136, 0, 8, 40]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       9|[-0.0372682734292758, 0.2360027113911889, 0.144840664524112, 0.1619376879009472, 0.1369422766816436, -0.0175747205913844, 0.0830984287599146, 0.0699257325858562, -0.0353229456031651, 0.0553859599962602, 0.0255423941809246, -0.1442755172578958]|  6.9046806358558159|      0.12500000|[153, 0, 9, 45]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
      10|[-0.0372682734292758, 0.2360027113911889, 0.144840664524112, 0.1619376879009472, 0.1369422766816436, -0.0175747205913844, 0.0830984287599146, 0.0699257325858562, -0.0353229456031651, 0.0553859599962602, 0.0255423941809246, -0.1442755172578958]|  6.9046806358558159|      0.06250000|[170, 0, 10, 50]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      11|[-0.0471353971651603, 0.2516516561167804, 0.1828755068214761, 0.1558315050150173, 0.1628958220975368, -0.0308205860681747, 0.0956730281215573, 0.0589333736121528, -0.028892866223226, 0.0330936494246935, 0.0453754205332329, -0.1397553670839686]|  6.2084387801294154|      0.12500000|[187, 0, 11, 55]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      12|[-0.0471353971651603, 0.2516516561167804, 0.1828755068214761, 0.1558315050150173, 0.1628958220975368, -0.0308205860681747, 0.0956730281215573, 0.0589333736121528, -0.028892866223226, 0.0330936494246935, 0.0453754205332329, -0.1397553670839686]|  6.2084387801294154|      0.06250000|[204, 0, 12, 60]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      13|[-0.0421660061380804, 0.2878323051861166, 0.2034880668399695, 0.1597522659907603, 0.1488904608427766, -0.0318991751754371, 0.0730559232513833, 0.0465882810504156, -0.0158726004427062, 0.0406766189380631, 0.0482617349771513, -0.1075737265340147]|  5.6360396978315128|      0.12500000|[221, 0, 13, 65]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
