k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.25000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.12500000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[0.0051385674422719, 0.0382204380048137, 0.0271198712607053, 0.0355834457201201, 0.0417169896136456, 0.0122097641952753, 0.0416638266520006, 0.031502158186939, 0.0401347866741122, 0.0414151466247815, 0.0497792588152991, 0.0414063781495816]| 20.5822475496201029|      0.25000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       5|[0.0051385674422719, 0.0382204380048137, 0.0271198712607053, 0.0355834457201201, 0.0417169896136456, 0.0122097641952753, 0.0416638266520006, 0.031502158186939, 0.0401347866741122, 0.0414151466247815, 0.0497792588152991, 0.0414063781495816]| 20.5822475496201029|      0.12500000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[-0.0018975537248117, 0.0920887119066366, 0.0888328707437177, 0.0219965677000586, 0.0743875910977748, 0.0694453271671932, 0.0603043048090183, 0.0623579672460544, 0.0270212895397028, 0.0517435600571614, 0.0173712147046902, 6.80544852568e-05]| 16.4872422733422930|      0.25000000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=2
       7|[-0.0018975537248117, 0.0920887119066366, 0.0888328707437177, 0.0219965677000586, 0.0743875910977748, 0.0694453271671932, 0.0603043048090183, 0.0623579672460544, 0.0270212895397028, 0.0517435600571614, 0.0173712147046902, 6.80544852568e-05]| 16.4872422733422930|      0.12500000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       8|[-0.0018975537248117, 0.0920887119066366, 0.0888328707437177, 0.0219965677000586, 0.0743875910977748, 0.0694453271671932, 0.0603043048090183, 0.0623579672460544, 0.0270212895397028, 0.0517435600571614, 0.0173712147046902, 6.80544852568e-05]| 16.4872422733422930|      0.06250000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[0.0210329996618149, 0.1012613970794733, 0.0996655830495173, 0.0361853950655632, 0.083788951049781, 0.0588491871530848, 0.0446298380162308, 0.0650843144778779, 0.0240862806811865, 0.0503676085556154, -0.0131815791475897, -0.0396794577371231]| 13.3223374798984793|      0.12500000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
      10|[0.0210329996618149, 0.1012613970794733, 0.0996655830495173, 0.0361853950655632, 0.083788951049781, 0.0588491871530848, 0.0446298380162308, 0.0650843144778779, 0.0240862806811865, 0.0503676085556154, -0.0131815791475897, -0.0396794577371231]| 13.3223374798984793|      0.06250000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[0.0250495343278066, 0.1318300986196158, 0.1136419425141694, 0.0430761704574991, 0.0860247247767815, 0.0544470075817352, 0.0362605410912427, 0.0542798590613382, 0.0009397744448834, 0.0234202612991784, -0.03555656501844, -0.0668664215471729]| 12.3675057942130202|      0.12500000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
