k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4775159623168789, -0.0082897352426861, 0.1282108862902293, 0.7383260103458361, 0.0321380245325473, -0.1241508332142018, -0.0207805686104847, -0.0053983916201451, 0.1027245133093389, -0.3462666152899556, 0.1006890959243927, -0.0374135785363097, 0.0397507984963772, -0.1451020834639814, -0.014993313251925, 0.0490861656004247, -0.0209744777614388, 0.0828629880042754, -0.1061125397891206, 0.0560409285238131, 0.0293489488743807, -0.0600934544371677]| 13.3181266784667969|      2.00000000|[29, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[1.4109442405428103, 0.2184547145669451, 0.024488376596324, 2.2633971270139033, 0.1179618821303313, -0.1996166957454096, 0.0540591154672516, -0.3595688787365955, 0.4546070280862917, -0.5011652495635888, 0.2683778431739296, -0.1377119923948287, 0.2679433970679163, -0.3153150879967284, -0.0618826787533225, 0.4531181491179945, -0.1272492026954493, -0.0004129178255271, -0.1328252146592398, 0.2898245663700066, 0.2394476328724578, -0.2754578425021198]| 12.1590423583984375|      4.00000000|[57, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       3|[1.4109442405428103, 0.2184547145669451, 0.024488376596324, 2.2633971270139033, 0.1179618821303313, -0.1996166957454096, 0.0540591154672516, -0.3595688787365955, 0.4546070280862917, -0.5011652495635888, 0.2683778431739296, -0.1377119923948287, 0.2679433970679163, -0.3153150879967284, -0.0618826787533225, 0.4531181491179945, -0.1272492026954493, -0.0004129178255271, -0.1328252146592398, 0.2898245663700066, 0.2394476328724578, -0.2754578425021198]| 12.1590423583984375|      2.00000000|[197, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | trying quadratic partial model with 29 points | trying quadratic partial model with 43 points | trying quadratic partial model with 57 points | trying quadratic partial model with 71 points | trying quadratic partial model with 85 points | trying quadratic partial model with 99 points | trying quadratic partial model with 113 points | trying quadratic partial model with 127 points | exploitation failed, decreasing delta | actual_k=2
       4|[1.4109442405428103, 0.2184547145669451, 0.024488376596324, 2.2633971270139033, 0.1179618821303313, -0.1996166957454096, 0.0540591154672516, -0.3595688787365955, 0.4546070280862917, -0.5011652495635888, 0.2683778431739296, -0.1377119923948287, 0.2679433970679163, -0.3153150879967284, -0.0618826787533225, 0.4531181491179945, -0.1272492026954493, -0.0004129178255271, -0.1328252146592398, 0.2898245663700066, 0.2394476328724578, -0.2754578425021198]| 12.1590423583984375|      1.00000000|[337, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | trying quadratic partial model with 29 points | trying quadratic partial model with 43 points | trying quadratic partial model with 57 points | trying quadratic partial model with 71 points | trying quadratic partial model with 85 points | trying quadratic partial model with 99 points | trying quadratic partial model with 113 points | trying quadratic partial model with 127 points | exploitation failed, decreasing delta | actual_k=2
       5|[1.4109442405428103, 0.2184547145669451, 0.024488376596324, 2.2633971270139033, 0.1179618821303313, -0.1996166957454096, 0.0540591154672516, -0.3595688787365955, 0.4546070280862917, -0.5011652495635888, 0.2683778431739296, -0.1377119923948287, 0.2679433970679163, -0.3153150879967284, -0.0618826787533225, 0.4531181491179945, -0.1272492026954493, -0.0004129178255271, -0.1328252146592398, 0.2898245663700066, 0.2394476328724578, -0.2754578425021198]| 12.1590423583984375|      0.50000000|[477, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | trying quadratic partial model with 29 points | trying quadratic partial model with 43 points | trying quadratic partial model with 57 points | trying quadratic partial model with 71 points | trying quadratic partial model with 85 points | trying quadratic partial model with 99 points | trying quadratic partial model with 113 points | trying quadratic partial model with 127 points | exploitation failed, decreasing delta | actual_k=2
       6|[1.4109442405428103, 0.2184547145669451, 0.024488376596324, 2.2633971270139033, 0.1179618821303313, -0.1996166957454096, 0.0540591154672516, -0.3595688787365955, 0.4546070280862917, -0.5011652495635888, 0.2683778431739296, -0.1377119923948287, 0.2679433970679163, -0.3153150879967284, -0.0618826787533225, 0.4531181491179945, -0.1272492026954493, -0.0004129178255271, -0.1328252146592398, 0.2898245663700066, 0.2394476328724578, -0.2754578425021198]| 12.1590423583984375|      0.25000000|[618, 88, 1, 45]                                                           |  | trying linear partial model with 15 points | trying quadratic partial model with 29 points FAILED TO GET X_HAT, using additional batch call | trying quadratic partial model with 44 points | trying quadratic partial model with 58 points | trying quadratic partial model with 72 points | trying quadratic partial model with 86 points | trying quadratic partial model with 100 points | trying quadratic partial model with 114 points | trying quadratic partial model with 128 points | exploitation failed, decreasing delta | actual_k=2
       7|[1.31272441817523, 0.1891012514656568, 0.01706898300751, 2.0854152673287096, 0.0944035617073772, -0.1878528664461854, 0.0178761419307366, -0.3824133263984773, 0.4644620459098464, -0.509365696663788, 0.3408994243612067, -0.2150183329582089, 0.2652804809851794, -0.3380487248500248, -0.0587920008487144, 0.4036218028087941, -0.0905753701767529, 0.035200890800585, -0.1177568154666143, 0.2720290791968447, 0.2375615548108822, -0.2892497625433244]| 12.1445617675781250|      0.50000000|[646, 92, 1, 47]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       8|[1.31272441817523, 0.1891012514656568, 0.01706898300751, 2.0854152673287096, 0.0944035617073772, -0.1878528664461854, 0.0178761419307366, -0.3824133263984773, 0.4644620459098464, -0.509365696663788, 0.3408994243612067, -0.2150183329582089, 0.2652804809851794, -0.3380487248500248, -0.0587920008487144, 0.4036218028087941, -0.0905753701767529, 0.035200890800585, -0.1177568154666143, 0.2720290791968447, 0.2375615548108822, -0.2892497625433244]| 12.1445617675781250|      0.25000000|[787, 112, 2, 58]                                                          |  | trying linear partial model with 15 points | trying quadratic partial model with 29 points | trying quadratic partial model with 43 points | trying quadratic partial model with 57 points | trying quadratic partial model with 71 points | trying quadratic partial model with 85 points | trying quadratic partial model with 99 points FAILED TO GET X_HAT, using additional batch call | trying quadratic partial model with 114 points | trying quadratic partial model with 128 points | exploitation failed, decreasing delta | actual_k=2
       9|[1.31272441817523, 0.1891012514656568, 0.01706898300751, 2.0854152673287096, 0.0944035617073772, -0.1878528664461854, 0.0178761419307366, -0.3824133263984773, 0.4644620459098464, -0.509365696663788, 0.3408994243612067, -0.2150183329582089, 0.2652804809851794, -0.3380487248500248, -0.0587920008487144, 0.4036218028087941, -0.0905753701767529, 0.035200890800585, -0.1177568154666143, 0.2720290791968447, 0.2375615548108822, -0.2892497625433244]| 12.1445617675781250|      0.12500000|[931, 132, 6, 72]                                                          |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | trying quadratic partial model with 30 points | trying quadratic partial model with 44 points | trying quadratic partial model with 58 points FAILED TO GET X_HAT, using additional batch call | trying quadratic partial model with 73 points | trying quadratic partial model with 87 points | trying quadratic partial model with 101 points FAILED TO GET X_HAT, using additional batch call | trying quadratic partial model with 116 points FAILED TO GET X_HAT, using additional batch call | trying quadratic partial model with 131 points | exploitation failed, decreasing delta | actual_k=2
      10|[1.31272441817523, 0.1891012514656568, 0.01706898300751, 2.0854152673287096, 0.0944035617073772, -0.1878528664461854, 0.0178761419307366, -0.3824133263984773, 0.4644620459098464, -0.509365696663788, 0.3408994243612067, -0.2150183329582089, 0.2652804809851794, -0.3380487248500248, -0.0587920008487144, 0.4036218028087941, -0.0905753701767529, 0.035200890800585, -0.1177568154666143, 0.2720290791968447, 0.2375615548108822, -0.2892497625433244]| 12.1445617675781250|      0.06250000|[1072, 152, 7, 83]                                                         |  | trying linear partial model with 15 points | trying quadratic partial model with 29 points FAILED TO GET X_HAT, using additional batch call | trying quadratic partial model with 44 points | trying quadratic partial model with 58 points | trying quadratic partial model with 72 points | trying quadratic partial model with 86 points | trying quadratic partial model with 100 points | trying quadratic partial model with 114 points | trying quadratic partial model with 128 points | exploitation failed, decreasing delta | actual_k=2
